O00142 Q8N4B1
Q8N0Y3 P32321
Q9UK53 P29033
O14581 Q13554
Q9H116 Q96M42
A0A0C4DH41 Q8WXA9
Q99547 Q9BTD8
Q6UWV2 A6NFF2
Q86SQ6 Q6P280
P56880 Q5VZR4
Q7RTS1 Q7RTT3
P40121 Q64ET8
Q9NXU5 Q6ZT98
A6NEM1 Q9NX61
Q9H4F8 Q6P3V2
Q9BUN8 Q6P050
Q6ZRC1 Q08209
Q8IWX7 Q96RD1
Q86XF0 Q86XR7
P0C7X3 Q9P1W8
Q9BPY8 E9PKD4
Q9H3Q3 O75635
Q9UBQ0 Q9P0K7
Q9Y6R0 P04003
Q9UBD6 A2RU48
Q99075 O43294
O00238 Q8N1S5
P41597 Q9UM07
Q9Y584 P61244
Q9NR45 P27361
Q8NBV4 Q9NR45
Q16854 Q9H7R5
O60481 P56557
Q6NVY1 Q6P1S2
A6NF36 O43676
P35318 Q8IW03
O15198 Q9Y5K3
P15428 Q9NPF5
Q9UPR5 Q30KP9
Q8N377 Q86XR2
Q5W0N0 Q8WWU5
P16035 Q86YV9
Q96PB1 E7ETH6
Q8TC84 Q9UQ88
Q96J86 Q9Y224
Q8N6R1 Q6ZTI0
Q96TA0 Q7Z3Z0
Q53S58 A0A075B759
P0C0S5 A0AVK6
Q8N1S5 O15120
P55107 Q9NXS3
Q8N1L4 Q5W064
P46109 Q5T6V5
P04259 Q96Q83
P51659 P63120
O60671 P39905
Q9NNZ6 Q9Y5G2
Q09FC8 O14625
Q8IZW8 P04080
A0A1B0GTS1 Q8N9N7
Q9NPD3 Q01453
Q9Y2Z9 Q13324
Q00765 Q9H2S6
P62987 P40238
P0CG20 P01350
P62714 P22570
P31321 P16050
A0A0A0MRZ8 Q8IWU6
P13591 Q9NRY7
Q9Y4P1 P29536
P20671 P04432
Q6PI73 Q9UNS2
Q9Y6R6 Q9HB71
Q9H2W6 Q5SRD1
B2RN74 Q53FA7
A2RUU4 P09661
Q96LD4 O95232
P20042 Q99578
P41145 O60676
Q9H3T2 P04271
A0A087WSZ0 Q5T1A1
P23921 Q9UI09
P05026 Q5T699
Q8NEM8 Q8N8Q1
Q96LI9 Q9Y6U3
Q9H2W6 P51671
Q13113 P0C7N8
Q16617 Q9BV10
Q07955 P45378
Q9P1F3 Q0VAK6
Q9BR76 P78324
P21549 Q5GH77
Q9Y227 Q00535
P47992 Q6PH85
P32297 O95292
Q6UY11 P50583
P22894 P01375
P31358 P18848
Q86X95 O75310
Q6UW49 Q9H6D3
Q6P5X7 P0C7V8
Q9BYP9 Q96BJ3
Q15198 P0DJD7
Q9Y5Q9 Q6IEG0
Q92876 P10314
A5YM69 Q6ZS94
A6NCE7 P15036
Q8NH06 Q96E11
Q9BXU9 O15344
P62745 O43918
P01036 Q96KH6
Q5TKA1 Q15554
Q5TBB1 O14936
Q17RF5 Q8IVH4
Q9UBU9 Q96E17
Q96JB6 P82932
P0C862 Q6PG37
P04150 Q9BRX2
B1ANY3 Q92686
Q86X52 Q9BYE0
O14977 Q13325
Q8N205 Q96E35
Q96N95 Q12796
Q9UI42 O00161
P26022 Q6UXD1
Q86W10 Q14585
Q9BPZ2 P67809
Q15762 Q6P2C0
Q96T25 Q969K4
P61326 O15130
Q96PL2 Q5SQ80
Q02790 P01037
Q9H300 Q969V4
P60409 Q9BV20
A0A1B0GTZ2 Q8WXS3
A6NEV1 Q8TCW9
Q01892 Q9UIY3
Q9H9S4 Q9NQ84
Q8NGG1 P35227
O43278 Q6SJ96
Q96B21 O60676
Q92537 Q9Y6B7
Q8TEB7 A8MTJ6
Q8N2M4 B1ATL7
Q6UW78 A6NNL0
Q13098 O75310
Q6P589 Q99583
Q8NGC5 Q6UWR7
Q71UI9 Q8WTQ4
P45452 Q96MG7
Q8N7H1 Q96IG2
Q8IUI8 Q8IVD9
Q9HAH1 Q5VWM6
Q5H9B9 Q9UH65
A6NEN9 O14787
Q5VTL8 Q16739
Q70YC5 Q9H5J4
Q9GZY1 Q96HD9
P20933 A1KXE4
Q6PF06 Q9NZH7
P59536 P61158
Q8WY64 P15621
P49418 Q96IY1
O94952 Q8IXJ6
Q9H0P7 Q8NGA6
Q9Y639 Q13790
P35226 Q2VPJ9
Q9UGF6 Q9Y2Z9
Q9NZE8 P20839
P32119 Q8N819
P26436 Q9UIV8
Q8WV15 Q9NR50
Q9NUS5 Q9UBY8
Q7L3B6 Q9C0K1
Q9Y535 Q9BUM1
Q71F78 Q9BSJ1
Q5MNZ6 Q9NRH2
Q8N6Q3 Q8NBF4
Q9BY50 Q9P2E2
Q8NFV4 O95232
O43293 O15304
E9PQ53 O95232
Q5T6V5 O94842
O75143 Q92783
A8K5M9 Q8NGF3
Q86WD7 P41222
O14958 Q8IUB2
P04433 Q8NGJ1
A8MZ97 Q49AH0
Q9HB89 P52926
Q8N0U6 Q14442
Q9UII6 Q8N6K4
P80098 Q7Z5W3
Q9HCC8 P06746
P60153 Q9H8H2
Q7L2K0 C9JJH3
Q08495 O14933
Q9NW64 Q96RE7
P81274 Q8TDS5
Q9BV68 Q99853
Q96L08 Q96AZ1
Q5T5F5 P01210
Q99988 Q15628
Q8NCR6 Q7Z7J7
Q8WU68 Q9Y606
P08913 O94818
P04035 Q9H8S9
O60733 Q9H320
Q8WYQ4 P32322
Q8NH37 Q96BM0
P62249 O00478
Q5HYW2 Q6ZQY7
Q9BYC5 Q86W33
Q9H9L7 Q8NI60
Q9BV81 Q9HBY0
O75380 A6NNA5
Q9UC07 Q9BVJ7
Q6UWB4 Q8NH63
O43704 P60368
O43736 Q1EHB4
Q4W5G0 A6NHX0
A5PLN9 Q7Z7B1
Q8N3F9 Q8IZW8
Q8N0Z8 O95857
Q9Y3A5 Q765P7
O43175 P32238
Q15345 O43704
A0A1B0GV22 Q86UT5
O43361 Q96A61
Q5VVC0 Q8IY85
Q8IYK2 Q13445
A6NGD5 P46098
Q6PCB5 Q9HC57
P31150 P0C7H8
P22695 P31483
Q6UUV9 P61964
Q3MJ62 Q9NPD8
P36222 Q5T681
O75290 Q6NT76
Q8N8C0 Q9H4R4
P80723 P26196
Q8NHH9 P62195
Q8IZW8 P15408
Q9NX57 Q9UN19
Q96L03 Q8N300
Q8N490 P32314
O75496 Q9BYN0
O75901 Q9H963
P04746 Q4ZJI4
P01733 P12319
Q96DN6 Q4VXA5
Q8N782 Q9Y573
Q8N511 Q8WXK3
Q04446 P59090
Q9NP77 Q13564
Q5VXM1 Q2KHT4
Q96B54 O95478
Q9UBT2 Q6PII5
Q9ULR0 Q9BPX7
P52740 P14091
Q99653 P33121
Q9Y5K2 Q29980
P0DI82 Q9NZP2
Q15466 P05160
Q9H7F4 Q8N468
A6NMZ5 P05113
A0AV02 P23760
Q86WS5 Q7Z572
Q9NQZ8 Q8N4U5
P57060 O95867
Q9H8W4 Q7L5D6
P02763 P27037
O75936 Q9Y5T4
P09493 A6NHR8
O43395 P25713
P07305 Q6PEV8
Q9H902 Q9NRV9
Q96S37 Q8NEX9
Q86Y91 O00421
P24385 Q3LHN0
Q9UJ04 P50135
A0A0C4DH29 P58876
Q7L1T6 Q8N6C7
P57078 P01709
Q96E17 Q9UBU9
Q9BY08 O14921
Q6WBX8 O14649
P49223 Q96Q91
Q9H1Y3 Q9BT78
Q9P2W6 Q8TAF7
Q67FW5 P60008
Q17RY6 A6NGB0
Q9Y5S9 Q04671
O43196 Q9NZD8
P62380 Q9NR20
P21695 Q0D2J5
Q8NG78 Q8N4P6
Q01851 P0CAT3
Q8WXD5 Q15327
Q8NGB6 P78536
Q92826 Q9BUQ8
Q6PCB8 Q9BT17
Q9NR56 P01019
A0A075B6K6 P23378
Q9Y2B1 Q8NA29
P01768 Q9NZD2
Q96RJ3 Q8WXG1
Q96F24 Q6QNK2
Q9NYW2 P82663
Q9UBY5 P05813
O75348 P62312
Q8NBW4 Q8IUC2
O95631 Q5JX69
Q9UBC1 Q02325
Q6UWJ1 Q8N5J4
Q5T442 Q6ZS27
Q13158 Q9UBX3
Q9BVW6 Q2TAL5
A8MT19 O75818
Q86TB9 Q96D31
Q9BYR7 Q9P0L0
P59095 Q96PV4
Q96N22 Q9UHF5
Q59GN2 Q8ND56
Q8WXF8 P35236
Q9HBX9 P23193
Q5T871 O60749
Q8NHG8 Q9UBM7
Q14623 Q5VZ03
Q6J4K2 Q8TF74
K7EIQ3 Q5TGU0
P54886 P04179
Q9BSH4 Q13177
Q8IWY4 Q96LM1
Q9NV29 P63215
P41181 Q9BSL1
Q7L2K0 P62952
Q8TAP6 Q9H598
Q8NDZ0 P41181
Q9BUK6 Q92526
Q9H169 Q8TB33
P27695 P19623
Q9NZP0 Q9NS62
Q15048 Q8WV19
Q5T7P6 Q2VIR3
Q71SY5 Q5T6V5
Q86YJ5 Q6ZN03
Q9BXJ5 Q9H0C1
Q9NVQ4 Q9H4K1
P51786 P57057
Q8NEY8 P10176
P15882 P60510
P40197 O00270
P18564 P11441
B1AH88 Q9UK99
Q8NGQ5 P48506
Q15019 Q8NBN3
Q6FIF0 Q9Y2Z0
Q8N1Q1 Q9H339
A6NCN2 Q8IUI4
Q6PJT7 P24278
O95470 P42696
Q13232 E7ERA6
P11166 Q6NT16
Q9HC24 Q9BUV8
P27930 Q99616
P40238 P62987
A0A183 P78381
O60774 P30613
Q8WWH4 Q8N5S3
Q8TD08 Q9H7C4
Q86WS3 Q9UKG9
P0DMP2 Q96S79
Q5EBM4 P55055
O76080 P20848
Q9BYQ8 Q7RTY5
P08590 Q9BQA9
P52655 A6NDE4
Q6JVE6 Q9UL16
Q8N1N4 Q99633
Q6P2H8 Q14695
Q9BV86 Q8N9F0
Q9BTN0 Q8IZ08
Q8N104 P0CF75
Q6UWD8 P59025
P02746 Q8IVP5
Q6PRD7 Q96S15
Q9P1F3 O14617
Q8NGS2 P01880
Q9H0E7 P07988
P30499 P42081
P17707 Q96CH1
Q9HDD0 Q96G91
Q9BQK8 P43628
P33032 P30461
Q8NCU7 P62736
Q14831 Q9P0N9
Q9ULG6 Q6ZMC9
A0A087WTH1 Q8NGF6
Q8TC76 P32121
Q9BQN1 Q8N474
Q6ZRV3 Q99956
Q8NEH6 P34995
Q8NG78 Q09160
Q96K12 P30281
Q9H2A2 A4GXA9
Q9NRA1 Q6JBY9
Q9NY27 Q9H2X8
Q9UKR0 P01892
Q9NR19 P34741
Q7Z3B4 Q96AH0
Q8N8G6 Q9BYT5
P0C7M7 Q6NT76
P63215 Q96KP1
Q6ZTQ3 P22749
A2RUQ5 Q96I45
P61579 D3DTV9
P0CB47 Q6IPU0
Q8IYI8 Q08397
Q16880 B3GLJ2
Q6UXN9 P01706
O95340 P24347
P27482 Q3SY00
Q96DE5 P11309
Q86YL5 Q9BX97
Q53HC9 Q5VV17
Q8N3L3 P30419
Q5F1R6 Q6PF06
O75493 Q9NXK8
Q32Q52 Q6ZSG1
Q9HD26 Q8NFF5
B2RXF5 Q86YB7
Q96D05 P32881
Q8N2B8 Q8TAA3
P51677 O75955
Q9BU19 Q8N7I0
Q86XR5 Q96HU1
Q9GZP9 Q8N565
Q9GZP4 Q96QD9
Q9NRF2 Q9H832
Q9BXL8 Q5VWI1
Q9UPQ4 Q08629
Q96EN9 P31949
Q16526 Q6ZTU2
Q8N8Q3 O60911
A6NJ78 Q8NH05
Q9UH62 P01764
P62910 O75781
Q9UQG0 P05305
E7EW31 Q5T7N8
P0DI81 O94941
P60014 Q8WUZ0
Q10471 Q13409
Q7L5Y6 Q9P289
Q7Z5H5 Q8N2W9
Q9BSH3 Q86VR7
Q9NSI8 Q9ULR3
Q9UHQ9 Q709F0
O15178 Q86SM8
O00391 Q8WV24
O75509 Q6IC83
Q96R45 P26678
P51687 Q9BYD2
P08754 Q9H8Y5
Q9Y261 P04201
P03971 P08700
P09001 Q96M93
Q29983 Q15910
Q9Y6N1 C9JPN9
Q5NE16 Q9NRE1
Q8NCH0 Q15695
P24593 Q8NF67
P48039 Q9BYC9
Q01094 Q30154
Q9H8S9 Q8N9E0
Q15762 P51681
O14544 P0C7M7
Q9P086 Q96DC8
Q5VXU3 O95319
Q9H596 P07355
Q4G0Z9 A6NEN9
Q9H3G5 P04632
P78381 P30153
Q9UGQ2 O95926
Q7Z4V5 Q9ULI2
P46782 P62306
Q8NGD4 Q8N8R3
Q9H1C0 A5D8V6
Q9BQ39 O43169
Q9UL12 Q9UBX3
Q02045 P83881
Q5VUY2 Q7Z692
A2RTY3 Q9NUD9
P61565 P0DN84
Q8NDB2 Q92982
P16278 Q16572
Q86WK6 P10415
Q9BSK0 Q8TCW7
O60279 Q96EA4
Q96PD7 Q9UJY1
Q9Y5U9 Q14151
Q9Y6Z4 Q8NGR2
Q9BXS5 Q5SQS7
Q5T5X7 P01583
P46783 Q15645
Q02325 Q6ZR03
P0DP09 Q15853
O95340 Q9N2K0
Q9BZK8 Q15390
Q7RTZ2 P18505
Q3ZCQ8 O14843
Q6URK8 O75469
O75843 P68431
Q9H0D6 Q06432
Q96DP5 Q96Q77
Q13133 P78382
Q8NA03 Q5VWM3
Q6NVV3 O95219
P50150 Q00013
Q96LL4 Q9GZT6
Q9NQ76 O96007
Q9H930 P54368
Q96N21 P34969
Q96B97 Q8N8U3
P51959 Q07002
O15353 O00264
P29353 O15524
Q86VE9 A6NFY4
Q8IVU9 Q8N7R0
P08908 Q96A44
Q9BRR6 Q9NZN3
Q1T7F1 Q96R69
Q13509 Q9BYG4
H3BNL8 Q9Y3E5
Q99705 P14316
O75436 P42127
Q9NRI6 Q9NQE7
O95273 O15539
A8MTJ3 Q7Z4J2
Q9BY15 Q86SG3
Q96BH3 P12724
O43623 P87889
Q8IYW4 Q8IYB0
Q96A11 P14867
P19387 O75629
Q5BKX8 Q96BR6
P30518 Q9H310
A0A0A0MS14 O95944
Q9UI95 O15375
Q9NRW7 Q9UBE8
P53794 P04234
Q9TQE0 Q06547
Q9BQE6 Q9Y661
Q9Y6X9 Q5TA81
Q8WWY8 Q92913
Q9BUT9 Q9H0B8
Q8WW36 Q8WTR7
Q14019 Q9BQE4
Q9UHI7 Q6ICC9
Q8N755 O95336
Q9NVL1 A0A1B0GTY4
P60608 Q01581
P07205 Q96KX0
O60701 Q9Y2K1
P57773 Q8N145
P42771 O43791
O15121 P16671
Q9NYJ7 Q96AQ1
P78348 Q8IW45
Q8NE86 Q01105
Q68D10 O00167
Q8NGZ3 P49961
Q9NVU7 P35813
Q15599 Q9BUY5
Q96Q11 O75386
Q9Y5X4 Q8NHC4
Q9NV72 Q6PI47
P14927 A8MUP2
Q0VAK6 Q86TS7
Q8N7J2 Q31610
Q14088 Q13123
Q9UNL4 P48065
P09429 Q9HCC9
Q15054 Q5SNT2
Q9HA82 Q9BZE4
P0C671 Q9UBC1
Q9P0K7 Q6UX40
Q6P087 Q6P9H5
Q96T60 A6NKX1
O00744 Q9NVW2
Q9UP52 Q7Z5L4
Q6P1L8 Q9UJA5
Q13363 Q14749
O00358 Q96DU9
P26010 Q00LT1
Q9H8M9 P01116
Q9C0K0 P25791
Q9Y672 P54826
Q86XR5 P11182
Q9C0K1 O60829
Q6ZNE5 Q96FK6
P21266 Q13634
Q709F0 O95897
A6NM66 Q96MI6
Q5XKE5 Q8N988
Q96IT6 Q9P2G1
Q96P66 Q9BYU5
Q02750 A6NJG6
Q3SY52 Q8NH19
Q8N2K1 P52564
Q9NQZ8 Q12836
O14879 Q6UWJ1
Q8N8Z6 Q6ZS52
Q8N357 P25098
Q96DU3 A4D2G3
P10828 P40617
Q56UQ5 Q6P093
O75618 Q9Y5U9
Q7LBR1 O94766
Q5T7R7 Q8TAU0
P55010 Q30154
Q2M3G4 Q02543
Q9H2U2 Q9NZP8
O60506 P27824
Q5SZB4 Q5JPH6
Q8N531 Q9Y586
Q5VUJ5 O15145
Q9Y278 P34995
Q86VG3 P43362
O60248 Q17RB0
Q8N111 P0C853
Q7RTT4 P0DO92
O43715 Q9H6D3
Q9BYJ0 A6H8M9
Q0VAA2 Q96NY7
P60006 Q5DJT8
Q9GZX7 O95219
Q6PJG9 Q6UX39
O95394 Q8NEL0
Q9BYW3 Q8TEL6
Q15109 Q0P651
Q9H0A6 Q86YJ5
Q08ER8 P02753
Q16777 Q9BZM4
H3BTG2 Q13137
Q96IQ9 Q9UIJ5
Q9UBS0 Q96MF6
Q13868 O43716
Q5TAB7 Q9BVC3
O14713 O94808
Q8WVV9 P21246
Q9Y5R2 A6NCW3
A6NC86 P30480
Q7RTV0 Q8N8K9
Q9BRR6 Q6PIV2
Q9ULX3 Q86YR6
O95208 Q68DU8
Q86T23 Q01432
Q53H64 P08709
P05013 Q7L591
O75431 Q1EHB4
Q9UGN5 Q8NI32
Q9BQG1 P34995
Q9UNA3 P08709
P18283 Q9Y4Z2
Q8NDH3 Q9UNK9
Q11203 Q9HB21
O76070 Q96BR1
Q86YI8 Q14390
Q9NY43 Q96M02
O95813 Q9UHM6
P62312 P02741
A6NFK2 Q9P1Q0
Q8TAK6 Q8WWY6
O95371 O60812
A6NDE4 Q13356
Q9NW81 P07602
Q9BRX9 Q15059
P0C7W6 O75821
P31040 O00232
Q9C0F1 Q9NU39
O43294 Q8TEA1
Q9H5V7 Q8N129
Q9NWS0 P13051
Q96PE6 Q9UNZ2
Q3SYB3 Q7Z7J5
Q9UBN1 P14621
A2RTY3 P11233
Q8WZ84 P01579
O15496 Q9BYR0
Q15286 Q9NV35
Q86U90 Q96PI1
O96007 Q9NYR9
Q9NSQ0 P46199
Q8NDY4 Q7Z2Q7
Q5TGJ6 Q5MAI5
Q8N3C7 Q6EBC2
Q96I76 O94900
P23510 Q9UIE0
Q6NW34 Q96AH8
P60002 Q9UL15
Q96G23 P62310
P78382 O75365
Q96FA3 Q9ULH4
A2RU49 M5A8F1
Q9H3L0 Q9Y4X3
Q9H4I9 Q30KQ5
A6NLU5 P05019
P20810 Q9UBU3
P32119 P28288
P29508 A0A0C4DH34
Q8NA19 P15313
O60519 O00463
Q6UX73 P28074
Q96J77 O14910
Q13867 P10244
Q8N184 Q9ULX9
P15880 A8MT33
O43257 Q96TC7
Q8WZ69 P36406
P56278 P08253
Q8WXS3 Q6ZRG5
Q96CX2 Q701N4
P48443 Q9UHE5
Q99747 Q96AG4
P55795 O43772
O75603 Q56A73
Q5T7V8 Q96SY0
P61567 Q96EU7
Q8TD86 P20674
Q96MU7 Q7Z6K1
Q96B67 P23946
P19961 O00421
Q9NPG8 Q9UPZ9
P0DMP2 Q8N2A0
P48668 P48047
Q9BQE5 Q5TYX0
P35368 P04211
P24311 Q96E52
Q9UI14 A6NC97
P01303 Q7Z692
Q9HA65 P0CB48
Q9BSG5 Q6UXV3
O14979 Q96P31
Q96AT1 Q86SS6
Q9Y5S8 Q5JVF3
F5H4A9 Q9H8H2
Q6NVV9 Q5T4I8
Q9BSF4 Q9BZJ7
Q96IU2 P53582
P52209 A1L443
Q8N146 O60830
Q9H6I2 Q5SRR4
A0A1B0GTS1 P04259
Q8NEM0 O15382
Q5T699 Q96AQ2
Q5EBL8 Q16849
Q96LW9 P53365
Q99614 Q9Y616
P08253 Q7RTV2
P01871 Q9Y5P4
O43193 P06858
A5D8T8 Q9H596
Q9UKL6 Q9Y2Y0
O94810 P28066
Q2M2E3 Q3ZCX4
Q7L5D6 Q9H8W4
Q9UI38 Q5U4P2
O00746 O43900
Q9UK99 Q6ZQR2
Q9NVA1 Q96P56
Q9Y5L4 Q6GV28
Q9Y2H8 P0CJ70
Q7Z3Y7 O00421
A6NMZ2 Q96NI8
Q9P2N6 P09467
A6NJI1 P43119
Q15113 P0C6S8
O95948 Q5VV16
Q9BTM9 Q9NW97
P02728 Q16048
Q99983 Q96ED9
P09455 Q9BS18
D6RF30 Q9H2H0
Q9UKB3 Q8IYB7
P53582 Q9H992
Q9NXG6 Q99624
Q8NH51 Q6UW10
P48147 Q96HP8
Q8IXH7 Q8N7F7
P02671 Q70EL3
Q8NGD1 Q86XT2
P27448 Q8IXS2
P68104 Q16540
P37088 P30084
Q9GZN0 Q9H2Q1
Q1A5X7 O43820
Q96JT2 P40926
Q9H2W1 P01892
Q8IUF1 P54821
Q9HBA9 Q6IEV9
Q9H095 O15243
Q14761 P04217
Q0GE19 Q86XD5
Q6ZRR9 Q9BXI9
Q9HB71 P13647
P07910 Q8N0X2
P17655 Q9Y2P0
Q9NRX6 P49447
Q86V81 O95395
Q8NGP2 P24001
Q8NC38 Q96AZ1
Q9H2F3 Q9Y6H3
P14672 Q6UXD7
Q8IZ20 Q49A26
Q9UHI8 P19404
Q9UHI5 Q9Y2E8
Q96JW4 Q13352
Q9H156 Q6PCB8
Q96I13 Q3SXM0
A6NJ78 P53609
P02654 P55851
Q8N4H0 E9PQ53
Q7Z4H8 O95997
Q9Y3I1 Q6UX98
Q9BX51 Q9XRX5
Q9Y2R9 Q9BUE0
Q8TCC3 Q96NJ6
Q96RU7 A8MXZ1
Q15223 Q9NZK7
P60369 Q8NB16
P51878 O60664
P21266 Q7Z3E2
Q8NGC1 Q8NF86
O43414 Q9NZQ9
Q8IY49 O14964
Q12798 Q8IUA0
P61006 P23769
P16422 Q9GZY6
Q9H3M9 Q99633
Q96PG2 Q7LDG7
Q9Y496 Q13432
Q9UK45 Q5K4L6
Q6NY19 Q8NGL1
Q9HCC8 Q9H3M7
F8WBI6 P41238
Q96EF6 Q8N8V4
P02545 A6NHQ4
O43687 Q9HAB8
Q9UK22 Q9Y394
P30495 Q8N428
Q5H943 P32418
Q8N8R7 Q8WVT3
Q3LFD5 Q9H175
Q8NEE8 P02008
Q8TB61 Q8WU49
Q0P5N6 Q08ER8
Q5JR12 A8MVS1
Q6P1N9 O75177
Q8NGL4 Q6ZMJ2
O75603 Q8IYI0
P09238 Q00G26
Q9NYF8 Q8WWF3
Q8WYR1 O96000
P08949 A6NIJ9
P01705 Q13670
Q9UL42 Q9NWQ4
Q8NGY5 A2RUQ5
Q5W186 O43511
O14625 Q09FC8
A6NK06 Q96IZ7
Q96MT4 Q16637
Q6UXG3 O60269
P63279 Q5EBM0
Q86XR2 Q8N377
Q8TAC2 Q9BYD6
P62760 Q8NGK5
O60676 A2A3L6
P80723 O76064
Q9UJC5 Q99943
Q969F2 P07199
Q96QA5 Q6NUI2
P0C2S0 P10244
Q9HCL2 A6NIU2
Q15041 Q86W26
O43918 Q6ZR37
Q9BYQ0 Q9Y6H5
A6NHA9 O75309
P49789 Q8NG27
Q6IEZ7 Q8WY07
P09012 Q5VZR2
P01701 Q7L7L0
Q8NH06 O95969
Q9H0U3 Q14258
P48426 P06899
P10696 Q96CG8
P59037 Q6NT04
Q7Z713 O00429
Q9HDD0 Q5JWF8
Q5T5S1 A0A0J9YXQ4
P46094 Q8NH67
Q9UHD1 P48169
Q9NYL9 O95825
P42331 B5MD39
Q4AE62 Q8NCF5
P55899 Q6ZTB9
Q96SI1 Q9H707
Q96A99 Q9BYV1
Q9NUC0 P40616
Q8NGA8 Q9NYV7
P02656 Q8WXK4
Q9BWP8 P26651
Q9H1A7 A0A1B0GVQ0
Q9UBC7 Q6P2D8
Q8IYS8 Q8IXQ5
Q4V328 O15540
Q9BT09 O43660
C9JJ37 Q14653
Q9Y519 Q9HC52
P84090 P0CG36
Q9NY30 Q8WW36
Q9BZW2 O60829
Q9UPZ9 Q9NPG8
A0A087X1G2 B1AH88
Q9Y6J9 Q6P9H5
Q8WWB7 O43708
O14730 Q9NPD3
P08620 O43930
O00204 Q13884
P29371 A6NK89
Q9H4Y5 P04181
O60443 Q15293
Q9P2W7 Q9NXF8
Q96Q27 Q6S5H4
P51674 Q9Y587
Q6UXU4 Q5VY80
A2RU48 P27216
Q86UY8 Q13362
P61925 Q6AZY7
Q9H361 Q8NHS0
P15391 Q8TAZ6
P17097 Q9BRX2
Q2I0M5 Q9BVG8
Q86UA6 P0DP24
P23193 Q9NQ75
Q9UJG1 Q8NGK1
Q96IW7 Q9Y639
Q6P1R3 Q6GPI1
Q16585 P18825
Q8WU10 Q6ZNG2
O15320 Q99733
Q5JNZ3 Q92629
Q6XXX2 Q8N5G2
Q9H4B0 Q8IWT6
P07988 Q96MG8
O14763 P00995
Q9UHR4 P01135
Q9UJX0 Q9H939
Q8TCA0 Q15831
P04141 P30566
Q96HA8 P18465
Q9HB65 Q6GMR7
A6NNS2 O95684
Q9NSI5 A6NIU2
Q8N6R1 Q96NL0
Q7Z713 A0A0B4J1Y8
Q9NVR0 H3BPM6
Q8N4S9 Q8IV08
P01857 Q6P2M8
P0DMC3 Q15056
P50052 P78411
Q0P5N6 P68431
Q9BWG4 Q8NGD2
Q96MT3 Q96A72
Q9NUQ7 Q9UBT2
Q03989 Q8TEA8
Q8NGA6 P61586
Q8IZM8 Q9NXB9
Q6NXS1 P46695
A6NNX1 B3SHH9
P01834 Q9UET6
O43927 Q96DE5
I3L1I5 P42331
Q9BUV0 P51671
P00749 A8K554
P21283 Q9H7S9
Q6ZUF6 Q96GC5
Q9NQG7 O60667
Q8TAT2 Q96N64
Q6IQ19 P62699
Q8TBC4 Q86VE3
P46094 Q3SXY7
Q8N196 Q9H4I3
Q99583 P45973
Q5SRE7 A8MT82
Q9UJ90 O14786
Q13356 P56278
O15240 Q9UNG2
P86481 Q5XLA6
Q7Z6J8 P60953
Q8WWM1 Q9Y2L9
A8MUP2 P14927
Q96B77 P83105
Q7Z6J6 Q9C0K7
A6NC62 A8MVS1
O95352 Q9GZX3
Q14765 Q8WZ33
Q5T1J5 P07492
Q9Y6H8 Q9NY61
O75325 Q9H7Z7
Q96HJ5 Q96PY0
P40198 P43115
P63121 Q8N9N7
Q8IXU6 Q5GH73
P03986 P0CAP1
P15408 Q8NH37
Q9UFC0 Q8TDR4
Q5JRK9 Q9NP79
Q7L099 P32320
P61626 Q08722
Q86TS7 Q9NZY2
Q92737 Q07325
Q00889 Q9BT56
Q5PT55 Q9UNN5
Q14393 Q6EEV6
Q53HV7 Q6UXR6
Q86Y25 Q5BKY9
P16109 Q96SJ8
Q12950 Q8N8V2
Q96LW7 P43116
Q9UBB4 O43889
Q96GU1 Q96KX1
Q96T53 Q86W42
Q9BTX1 Q6ZRZ4
Q9Y5I3 P01242
Q92784 P25024
Q96DR7 A6NCQ9
Q8N8Q9 Q8NHB7
Q92527 Q9H9P5
Q96D59 Q9H477
Q9H8W2 P28066
Q3KNT9 Q6DKI1
Q9BXW3 Q4KMX7
P62917 P27469
Q69YU5 Q99615
Q8IZF7 P19387
Q8IZT8 Q13285
Q16600 P61011
Q96J87 P54849
Q9H0R5 P29466
Q8NH80 Q8NGI2
Q8TED1 Q86V25
Q9P0N5 Q92623
P50406 O14744
Q9H3U7 O15342
Q96DX4 Q8N1N4
Q9H2W1 Q96LB3
P61077 Q9NRQ2
Q3C1V1 P54826
Q96S21 Q96QG7
Q92637 P05787
Q8WW34 Q3SY77
Q9BSH3 Q9GZN8
Q8NGM1 F8WCM5
Q8N5F7 Q8N9H9
A0A0U1RRE5 Q6UWD8
Q9NZD8 P55317
Q9BQ04 Q9UBM4
P08253 O60888
P15882 Q7Z6J4
O95398 Q9Y689
Q9BSV6 Q8WVX3
P0CG24 P04279
Q09019 Q0D2J5
Q9H6B4 Q9NRS6
Q9HAP2 Q5JT25
P15538 Q9BQW3
Q8NG57 P62854
Q96IG2 H0YL14
Q8N680 Q9NWS6
Q6ICG6 Q9Y6C9
Q5BKZ1 P08397
Q9H3L0 A6NCQ9
Q15276 Q8IYA7
P78417 Q9BQ90
P43626 Q6S8J7
O43765 Q96BD6
P11912 O43173
Q4LDR2 P51530
Q00526 Q8NH64
E9PKD4 Q86X83
Q16629 Q9UJ94
Q5I7T1 Q9Y6F1
P38919 P67775
Q96D59 O43837
Q9NV29 Q9Y2T1
Q6PIS1 O15547
P43354 A8MZG2
O75170 Q99935
