Q96EZ8 Q9H1A7
P0CAP1 Q86UD0
Q15365 P62888
Q96S44 Q96D71
Q16635 Q9Y5U4
Q8IXS2 P27448
Q9GZT6 P02794
Q8IUZ5 A0JP26
Q8N6K4 Q5TGY1
Q9NWX6 Q93077
O75531 Q7L7L0
O15226 Q8N4U5
Q6ZSA8 P0DJI8
O60603 P56747
P01619 P22760
P20264 O60299
Q6S5H4 Q9NYB0
Q9HAS0 P38484
Q96D96 P05090
O75800 Q13207
Q8N441 P51571
Q8TDX6 Q9H4X1
Q9H765 Q5W0U4
P0DMV2 Q92914
O14581 Q13554
Q9HBW9 Q96CX2
O14604 P59780
A6NLC8 Q5JUK9
Q99547 Q9BTD8
Q6ZMD2 Q96A61
P56880 Q5VZR4
Q9BV29 O95170
Q7RTS1 Q7RTT3
P12724 Q96BH3
P55064 Q9BSA4
Q9HD42 Q8N6I1
Q9H4F8 Q6P3V2
Q9BUN8 Q6P050
Q8IWX7 Q96RD1
Q6ZRC1 Q08209
P0C7X3 Q9P1W8
Q9BPY8 E9PKD4
Q7Z6I5 A6NCW7
Q8NHP1 F5H4A9
Q8TAE6 P36578
Q16204 P48547
Q86X51 Q8TCC3
Q9H3Q3 O75635
Q9UBQ0 Q9P0K7
Q9H040 Q14761
O94768 Q9BVV8
Q99075 O43294
Q6PI98 Q9UK12
P41597 Q9UM07
Q12824 Q8NG27
Q9Y584 P61244
Q9P0L2 Q8TD06
Q9H6X4 Q9H9S0
Q9UHR5 Q3LI81
Q9NR45 P27361
Q6NVY1 Q6P1S2
P43632 Q9BRQ8
P35318 Q8IW03
Q6P995 Q96NR7
P30492 B3EWF7
Q8N5J4 Q6UWJ1
Q8NGB9 Q6E213
Q92785 Q5MNZ9
Q13352 P10720
Q9NUU6 Q09161
Q6ZRN7 Q8NFD4
O75150 Q5TA79
Q9H347 Q8IUA0
Q96PB1 E7ETH6
Q9H0X4 Q5H9I0
Q96J86 Q9Y224
Q8TC84 Q9UQ88
Q96TA0 Q7Z3Z0
Q53S58 A0A075B759
Q8N1S5 O15120
P42701 O76027
Q8N1L4 Q5W064
Q92615 P24863
P51659 P63120
O60671 P39905
P50391 Q86U38
Q8NE65 Q9NZM5
A0A1B0GTS1 Q8N9N7
P32242 Q96N11
A6NDE4 P09544
Q6YFQ2 Q6ZRP0
Q9BW04 Q04826
Q6ZNG9 Q9Y6H3
Q8N8A6 Q6UWY5
Q9Y2Z9 Q13324
Q9NYW8 Q8NH06
Q71SY5 Q99497
Q53FZ2 Q15054
P0CG20 P01350
P0DOX5 Q9NXV6
Q6ZMI3 Q8N9N7
B2RD01 P12980
P02743 Q86WC6
Q96MC9 Q96R27
A0A0A0MRZ8 Q8IWU6
P13591 Q9NRY7
P30038 Q86T23
Q6PI73 Q9UNS2
Q8N431 Q8N441
Q9BVK2 Q7Z7M8
O95861 Q8NEN0
A1YPR0 Q2M2I3
P15516 P01563
P20042 Q99578
A2RUU4 P09661
E9PRG8 Q16670
P41145 O60676
Q8N4B1 O00142
P29372 Q96K62
A0A087WSZ0 Q5T1A1
P41597 Q96T75
P19525 Q9HCS4
Q12906 Q8IYL3
P15153 P06239
Q6UWN5 Q9UKQ2
P60604 O15381
Q13113 P0C7N8
P55073 P25021
Q9P2U8 Q2M3V2
P21549 Q5GH77
Q9Y227 Q00535
P23435 Q8NHP8
P0DOY2 Q9NX95
P32297 O95292
Q6UY11 P50583
P26441 P42575
P55916 O00155
P05013 Q9UBI9
Q15057 Q9UHR5
Q8N118 O00182
Q6UW49 Q9H6D3
Q9BYP9 Q96BJ3
P06858 Q9NRJ2
Q2HXU8 A6NHQ4
Q92876 P10314
A5YM69 Q6ZS94
A6NCE7 P15036
Q6UXZ3 O95073
Q712K3 P08172
Q9P2F9 P0DN87
A0A075B6S2 O60894
P62745 O43918
Q9NP95 Q86W11
Q92786 P12319
Q5TBB1 O14936
P60002 H0YM25
Q9UBU9 Q96E17
Q5VX71 Q5JXB2
Q96JB6 P82932
P0C862 Q6PG37
Q92928 Q8NI38
Q99719 Q9UK17
B2RV13 Q8NHC6
Q8N205 Q96E35
Q86UF4 Q5BJF2
Q86X83 Q9UFV1
P18464 Q8NH21
Q15208 P23515
P61812 Q9NQM4
P27658 P63092
Q96MG8 P36542
Q96T25 Q969K4
Q53GL0 Q96PT3
Q15762 Q6P2C0
P26717 Q96PQ7
P60409 Q9BV20
P35663 P02748
A0A1B0GTZ2 Q8WXS3
A6NEV1 Q8TCW9
Q01892 Q9UIY3
O43278 Q6SJ96
Q6UW78 A6NNL0
Q8NGC5 Q6UWR7
Q7L1I2 Q6P9F5
P45452 Q96MG7
Q9BQ15 Q6P575
Q6UWK7 O76050
Q9H3P2 P22310
Q8N7H1 Q96IG2
Q8IUI8 Q8IVD9
Q9HAH1 Q5VWM6
Q5H9B9 Q9UH65
A6NEN9 O14787
Q96B86 Q8NBC4
P55017 P23528
P37108 Q8WZ71
Q5VTL8 Q16739
Q9GZY1 Q96HD9
P20933 A1KXE4
Q6P161 Q8NGC5
O15229 P61011
P52788 Q8IU85
Q9ULA0 Q6ZRV3
Q9H0P7 Q8NGA6
P42696 A4FU49
P32119 Q8N819
Q6NZ36 P17017
Q9NZE8 P20839
Q8WV15 Q9NR50
Q96HE8 Q53FA7
Q8NF99 Q5VVX9
Q71F78 Q9BSJ1
O43812 P23490
Q13103 Q86SM8
Q9BZ23 O43463
Q8N6Q3 Q8NBF4
P50391 P05019
P12980 Q14CN2
Q9NPB1 Q68DK7
Q8NFV4 O95232
O43293 O15304
P02728 Q53FD0
Q9BQD3 Q12988
Q9Y680 Q8TCI5
Q8NG81 P0C874
Q6P087 Q9HBG7
E9PQ53 O95232
Q5T6V5 O94842
Q9Y3B4 P42224
Q8IVH2 Q86SH4
Q6NSI8 Q9NQV5
Q658T7 P63130
Q96M19 Q8NGB4
P04433 Q8NGJ1
O43766 P61567
P80098 Q7Z5W3
Q9HCC8 P06746
P60153 Q9H8H2
Q9BV68 Q99853
Q96L08 Q96AZ1
O60733 Q9H320
P62249 O00478
A8MWS1 Q8IV50
O75380 A6NNA5
Q99680 Q86UY6
Q9UC07 Q9BVJ7
Q86YW7 Q3MHD2
Q6ZSN1 B5MD39
Q3LI70 Q9H6R4
Q86XD5 Q0GE19
Q6UWB4 Q8NH63
P58876 O00300
Q9Y6H1 P0CW23
P05423 Q9H4Z3
O43704 P60368
Q8NGC8 P51572
A5PLN9 Q7Z7B1
P15313 Q6UXB0
Q14103 Q01726
P15421 Q16539
Q8N3F9 Q8IZW8
Q9NRM7 Q9NSA3
Q8N0Z8 O95857
Q9Y3A5 Q765P7
O43175 P32238
Q15345 O43704
A0A1B0GV22 Q86UT5
O15116 P31269
P31150 P0C7H8
P22695 P31483
Q6UUV9 P61964
Q3MJ62 Q9NPD8
P15289 P67870
P38405 Q8N5A5
Q9NVX0 O75071
P36222 Q5T681
Q6UW32 Q499Y3
P80723 P26196
O75290 Q6NT76
Q9H4B8 Q6ZS10
Q9Y673 Q5T9A4
Q8NHH9 P62195
P48775 Q9NYW4
Q5JVS0 P53673
Q8IZW8 P15408
Q9NX57 Q9UN19
Q96L03 Q8N300
Q9H427 Q7L5L3
Q9Y3S2 P0CW20
O75901 Q9H963
P04746 Q4ZJI4
P01733 P12319
Q8N782 Q9Y573
Q8N511 Q8WXK3
Q6EBC2 Q2TAK8
Q9NXC5 Q96PE7
P52740 P14091
P08493 Q9UHW5
P13073 Q8N6L0
P08100 Q6UXB2
P51843 Q9P1F3
A6NMZ5 P05113
O43293 P26572
Q9NVR7 Q8N9K5
Q9NQZ8 Q8N4U5
P57060 O95867
P02763 P27037
Q9P2U8 Q9Y277
Q96PF1 Q16670
P09493 A6NHR8
O43395 P25713
Q9UJ04 P50135
H3BNL1 P87889
Q7L1T6 Q8N6C7
P52961 O15079
P57078 P01709
Q96IZ6 O43173
Q8NEC5 Q99865
Q6WBX8 O14649
Q9P2W6 Q8TAF7
Q67FW5 P60008
Q16568 Q9UN66
O43196 Q9NZD8
P62380 Q9NR20
Q5H9K5 Q99807
Q9NUQ6 Q9H5H4
P21695 Q0D2J5
Q8NG78 Q8N4P6
Q01851 P0CAT3
Q92804 Q9UI09
Q9H7Y0 P68543
P01768 Q9NZD2
P20396 Q08AM6
Q96RJ3 Q8WXG1
Q9NYW2 P82663
Q9UBY5 P05813
Q8IUY3 Q9Y231
P10914 Q9NWT6
P27105 Q9Y312
Q86SE8 Q6ZUS6
P08172 Q14192
Q6ZVC0 Q9BZJ3
O95503 Q9NUH8
O95833 Q9BU40
Q9UBC1 Q02325
Q6UWJ1 Q8N5J4
Q5T440 P18146
Q96PX6 Q9Y585
A4D1S5 Q86TM6
P48444 P0CJ70
Q9BVW6 Q2TAL5
Q9H4R4 Q6NSI4
A8MT19 O75818
Q9NRD5 P98153
Q59GN2 Q8ND56
Q9HBX9 P23193
Q14392 P28300
Q14623 Q5VZ03
P54886 P04179
Q9BSH4 Q13177
Q9NUV9 Q12874
P0DOY3 Q969W8
Q8IXM2 Q687X5
P51522 Q9GZY8
Q7L2K0 P62952
P02749 P32246
Q8IXU6 O15499
Q8NDZ0 P41181
Q9BUK6 Q92526
P08779 Q86U38
Q9H169 Q8TB33
P27695 P19623
Q6UWP8 Q03113
Q12765 Q9UI32
Q71SY5 Q5T6V5
Q5T7P6 Q2VIR3
Q13065 Q8WUH6
P51786 P57057
P40197 O00270
Q8NGQ5 P48506
Q15019 Q8NBN3
Q6FIF0 Q9Y2Z0
Q01130 P05976
Q9H410 P26038
Q15326 P01880
Q96CN5 Q9BQ15
Q9UBK8 Q14914
P11166 Q6NT16
P27930 Q99616
Q9Y376 P43403
P10619 Q86VG3
O60909 O43316
Q8IZE3 Q9NQX5
Q9BYP9 P04844
Q9H2M3 O00470
P30462 Q14183
O76080 P20848
P0DMP2 Q96S79
Q63HQ0 Q9NX46
Q9BYQ8 Q7RTY5
P08590 Q9BQA9
Q9P2X8 Q9H825
Q9UKT7 A6NCW0
P52655 A6NDE4
Q6P2H8 Q14695
Q8N1N4 Q99633
Q6JVE6 Q9UL16
Q9UIF3 Q8TDX6
Q8N490 Q8NGN7
Q9BV86 Q8N9F0
Q9BTN0 Q8IZ08
P02746 Q8IVP5
Q9P1F3 O14617
Q9H0E7 P07988
P30499 P42081
P17707 Q96CH1
Q9BQK8 P43628
P33032 P30461
Q14002 Q08AF3
Q8NEH6 P34995
Q8NGL1 O76074
Q9GZV3 P01619
Q9UIX4 Q96A54
Q9Y287 A6NIV6
Q9P0N5 P31273
Q8WWB7 P26842
Q9Y5U2 Q9UNM6
Q8NC42 Q9Y2C4
Q9NR19 P34741
Q7Z3B4 Q96AH0
Q5TBC7 D6RBM5
Q8N8G6 Q9BYT5
P63215 Q96KP1
Q8IWR1 Q8N3Z3
P04196 O14880
P61579 D3DTV9
Q9H2C1 Q15326
Q16880 B3GLJ2
O95340 P24347
Q6UXN9 P01706
P84085 P35523
Q86YL5 Q9BX97
Q96DE5 P11309
Q53HC9 Q5VV17
P33121 Q9UKY3
P08247 Q15916
Q8N3L3 P30419
O75751 P42766
O75493 Q9NXK8
Q9UBT2 Q6PL45
O43653 P08571
Q32Q52 Q6ZSG1
P00390 P30837
E7ETH6 O14904
Q9BU19 Q8N7I0
Q86XR5 Q96HU1
P02795 Q9BVR0
A6NMS3 A6NLU5
H7C241 Q9Y5K3
Q96EN9 P31949
P55000 Q8N4A0
P20382 P13688
P10082 P0DML2
O14618 Q9H4B6
Q14435 Q9Y4P9
E7EW31 Q5T7N8
P60014 Q8WUZ0
Q9HC07 Q96ES6
Q96AA8 O95168
Q10471 Q13409
Q8N616 P51511
P50897 P78552
Q9Y592 P46597
O95096 P03951
Q9BSH3 Q86VR7
P18848 Q9BVM4
P31997 Q68EA5
Q9NSI8 Q9ULR3
Q7Z7K6 Q96KW9
Q9UHQ9 Q709F0
O00391 Q8WV24
P51687 Q9BYD2
P08754 Q9H8Y5
Q7Z3C6 Q6P587
Q9Y261 P04201
Q29983 Q15910
Q9Y6N1 C9JPN9
Q7Z7M8 Q9NS23
P24593 Q8NF67
P48039 Q9BYC9
Q9BRJ7 Q03169
P55055 Q96JB8
Q96E39 Q499Z4
Q15762 P51681
A0A0C4DH67 Q8N271
Q9P086 Q96DC8
P56703 P04628
Q5VXU3 O95319
Q4G0Z9 A6NEN9
O95096 Q8IVP9
Q9H3G5 P04632
A6NND4 P28482
P16189 Q9UI42
Q7Z4V5 Q9ULI2
O14656 Q9H9K5
Q9NRP4 A8MVZ5
P46782 P62306
O43739 O95479
Q9H1C0 A5D8V6
P81277 Q6NSI1
A0PJX8 O60504
Q6NT76 Q02543
Q02045 P83881
Q9H2I8 Q53G44
P16403 Q7L5Y1
P43378 P55808
A2RTY3 Q9NUD9
P61565 P0DN84
P22670 P80162
P16278 Q16572
Q86WK6 P10415
O60279 Q96EA4
Q9Y5U9 Q14151
Q9Y6Z4 Q8NGR2
Q9BYR3 O14836
Q5T5X7 P01583
P46783 Q15645
Q15628 Q99988
A1A4S6 Q96S16
P49711 P43355
Q7RTZ2 P18505
Q8N7K0 Q9H6B1
P06315 Q8WY91
Q9H0D6 Q06432
O96033 Q00889
Q13133 P78382
P50150 Q00013
Q9H930 P54368
Q8NGL4 Q07654
O94772 Q9Y6Y0
Q96B97 Q8N8U3
O15353 O00264
P29353 O15524
Q02094 Q15349
Q9Y324 F8VTS6
Q9BRR6 Q9NZN3
Q1T7F1 Q96R69
Q6VVX0 A0A075B6S4
O75764 Q7KYR7
O75436 P42127
Q9P1D8 B2RUZ4
Q9NRI6 Q9NQE7
Q92567 Q9Y275
Q8N6C8 Q14314
Q8WWP7 Q9BRQ6
O95273 O15539
P51553 P11831
A8MTJ3 Q7Z4J2
Q9HCH3 P12955
Q96BH3 P12724
P19387 O75629
Q8N365 Q8N4S0
Q7Z7J5 Q96NF6
A0A0A0MS14 O95944
Q9UI95 O15375
Q9NRW7 Q9UBE8
Q9TQE0 Q06547
P0DOX8 P78380
Q9BQE6 Q9Y661
Q9Y6X9 Q5TA81
Q92520 Q14623
Q8WWY8 Q92913
Q8TB05 Q8TAC2
Q9GZZ7 Q9UN76
Q5M9N0 P0CJ76
P14784 Q9UF12
Q9BZJ6 P13473
Q8N755 O95336
Q9NVL1 A0A1B0GTY4
A6NGE7 P02786
P50406 Q9H0I9
Q7Z3S9 O00292
P07205 Q96KX0
Q96QS6 O43719
P09960 P30501
Q96SM3 Q6IEY1
O15121 P16671
Q8NE86 Q01105
Q68D10 O00167
P30550 P16671
Q8NGZ3 P49961
P54709 O94842
Q9Y5X4 Q8NHC4
P14927 A8MUP2
A6NCL2 P49279
Q96G46 Q5T699
Q9UN86 Q9Y250
P07306 O15344
O94760 O00294
Q9BT78 P51512
Q9UNL4 P48065
P09429 Q9HCC9
Q96T60 A6NKX1
O00744 Q9NVW2
Q9UP52 Q7Z5L4
Q6PI98 Q9NWS6
Q9UKB5 O00746
Q9Y672 P54826
Q9GZT3 P51149
P07864 Q13585
A4D1N5 Q13007
Q8IU85 O75144
P21266 Q13634
Q709F0 O95897
Q96P66 Q9BYU5
Q9NQZ8 Q12836
P01602 Q8NGP3
P29508 Q96KN9
P10828 P40617
Q56UQ5 Q6P093
O95684 O75382
Q9BPU9 P35243
Q2M3G4 Q02543
Q96GC9 Q86Z20
Q3SY52 P24864
Q5JQF8 Q9NVJ2
O60506 P27824
Q5EB52 P33764
Q53QV2 P54750
Q7Z6P3 P0DKB6
Q6NX45 O60504
Q9UHF3 P30483
O75204 Q9UKK9
Q9Y278 P34995
Q6ZUJ8 Q9P1G2
O60248 Q17RB0
P0CG48 Q495Y8
Q9Y217 Q9NP66
O60504 Q6P1R3
Q9BYJ0 A6H8M9
Q9BXR6 P55008
Q9BXK5 Q5VIR6
Q15842 Q9NP55
Q5JQD4 Q12999
Q6PJG9 Q6UX39
Q8N660 Q8WZ79
O15355 Q14657
Q9BYW3 Q8TEL6
Q9BVQ7 P61328
Q15109 Q0P651
Q9H0A6 Q86YJ5
Q10471 Q8N118
Q13907 P49639
P35680 Q96PX6
Q9UI40 Q9Y572
D6REC4 Q8NA69
P62685 Q8N7B6
Q7RTV2 Q2M243
Q5TAB7 Q9BVC3
Q9BW11 O95274
P0CL81 O95399
Q96FZ2 Q86WW8
Q8IZ08 Q13740
Q9BRR6 Q6PIV2
Q9ULX3 Q86YR6
Q9Y3B7 P0CB33
O95208 Q68DU8
P32881 Q15459
O60635 Q569K6
Q9H568 Q96CN4
P05013 Q7L591
Q92930 Q86WA9
Q9NPF7 A0A0C4DH69
O75431 Q1EHB4
O94782 Q96T91
Q9UGN5 Q8NI32
Q9Y6E0 O43826
Q9UNA3 P08709
Q96AP4 P13995
O76070 Q96BR1
Q86YI8 Q14390
Q9UL16 P09651
Q9HC44 P11168
P29279 Q96IZ6
O95813 Q9UHM6
P62312 P02741
P56202 Q7LC44
Q5T5A8 Q9Y5X5
O00287 Q9P296
Q8TAK6 Q8WWY6
Q9BUZ4 Q8NBR6
Q96H35 P02008
P30926 Q5JNZ3
O14842 Q2WGN9
Q9NWH2 Q9HBY8
Q9BRX9 Q15059
P0C7W6 O75821
Q9BQQ7 Q3MIW9
P31040 O00232
Q9C0F1 Q9NU39
P48051 P78552
Q9H5V7 Q8N129
B7U540 C9JUS6
Q96PE6 Q9UNZ2
Q8N6U8 Q9UJC5
Q3SYB3 Q7Z7J5
P62495 Q9HC73
A2RTY3 P11233
Q8WZ84 P01579
O15496 Q9BYR0
Q5JTV8 Q8NEA5
P48788 H3BR10
P48050 P19544
Q9NSQ0 P46199
Q8NDY4 Q7Z2Q7
Q6V702 Q9H2H9
Q5TGJ6 Q5MAI5
Q96I76 O94900
P23510 Q9UIE0
O95221 P12018
Q5T751 Q00005
Q8IYS1 Q9H7B4
Q6NW34 Q96AH8
Q92845 P45973
Q9H920 P54315
Q9H321 Q9Y6K0
P00156 Q01546
O43623 Q9BRP0
Q96FA3 Q9ULH4
Q9H4I9 Q30KQ5
Q9BWF3 Q56P03
O60519 O00463
Q9NS85 O60493
Q6DKI7 Q9UDY6
Q8N184 Q9ULX9
P15880 A8MT33
Q14677 Q96AX1
P56278 P08253
P40259 Q9BYG8
Q8WXS3 Q6ZRG5
P98066 B6SEH9
P48443 Q9UHE5
Q9UKJ1 Q8IYF3
A6NHN0 A8K554
O75603 Q56A73
Q5T7V8 Q96SY0
P61567 Q96EU7
Q8TD86 P20674
Q96MU7 Q7Z6K1
Q99742 Q9HAZ1
P19961 O00421
Q9BTE1 P27701
P48668 P48047
Q15744 O75815
Q75NE6 Q8IUZ0
Q96AT1 Q86SS6
Q68DH5 Q6PH85
Q96LW7 Q8WWX8
Q9BPZ7 Q9NS71
Q96GM5 Q12996
A8MXK9 Q9H7X0
A6NGG3 Q8NE63
Q5SNT2 Q5VXJ0
O43586 Q96JN0
Q7Z4U5 Q6IB77
Q6NVV9 Q5T4I8
Q6UW10 Q8NH51
Q06546 O60347
P14780 P56746
Q96IU2 P53582
P52209 A1L443
Q8N146 O60830
Q9BXY8 Q05084
Q9NVR7 Q9HB09
A0A1B0GUA7 O43570
A0A1B0GTS1 P04259
Q8NEM0 O15382
Q5EBL8 Q16849
O00748 P17041
P35638 A0A075B6K2
Q99614 Q9Y616
Q9NXF8 Q6S8J7
A6NER0 Q8NEQ5
O94810 P28066
Q7L5D6 Q9H8W4
Q9UI38 Q5U4P2
Q9NVA1 Q96P56
Q9UF56 P0DJ07
Q9P2N6 P09467
A6NJI1 P43119
Q5TGZ0 O75553
P02728 Q16048
Q9BX97 Q13884
Q99983 Q96ED9
P09455 Q9BS18
P68402 Q9N2J8
Q9UKB3 Q8IYB7
P51668 K7EJ46
O00459 P18089
Q9NUV7 Q8N8U2
P53582 Q9H992
Q8NH51 Q6UW10
A6NGU7 Q5VXH5
P48147 Q96HP8
Q8IXH7 Q8N7F7
Q9UKI2 P05937
Q8N3J9 O43173
Q96MG2 Q16718
Q9BYQ4 P08620
P47224 Q9Y6D9
P37088 P30084
Q1A5X7 O43820
O14512 O14598
Q96JT2 P40926
Q9NTK1 O00151
Q8IUF1 P54821
Q9H095 O15243
Q14761 P04217
Q6ZRR9 Q9BXI9
Q9BYQ5 Q86XG9
P07910 Q8N0X2
Q9NRX6 P49447
Q8NGP2 P24001
Q92990 O43741
P19438 Q96S19
Q71DI3 Q99848
Q9NPB1 Q96C11
Q8IZ20 Q49A26
P20963 Q9Y6Z7
P82933 Q9BWT1
Q8IW40 P18465
O75078 P13995
Q6ZMB0 Q9BYG0
Q9GZX5 P0CW27
Q8N4H0 E9PQ53
Q7Z4H8 O95997
Q9BX51 Q9XRX5
Q8TCC3 Q96NJ6
Q9BSE2 Q6P5W5
P27707 Q495C1
P60369 Q8NB16
Q6PKH6 Q9BSK4
Q96BD8 Q9NVR2
Q7Z4T9 Q07000
Q9NX18 Q53H54
Q8IY49 O14964
Q12798 Q8IUA0
Q6PK18 Q8NGA1
Q9H3M9 Q99633
Q9Y259 Q9UHC3
Q96PG2 Q7LDG7
Q9BYQ5 P78348
Q9Y2I2 Q9BSA9
Q6ZR54 P49458
Q9BW30 Q13166
Q9Y2X8 O43927
Q9UK45 Q5K4L6
Q9HCC8 Q9H3M7
Q9HBE4 Q93098
Q96EF6 Q8N8V4
P49207 A8MYZ0
P02545 A6NHQ4
O43687 Q9HAB8
Q9UK22 Q9Y394
P30495 Q8N428
P22103 P30447
Q8NEE8 P02008
Q8NG75 Q96GD4
Q6P1N9 O75177
Q8NGZ6 Q9NQ32
Q9UK32 Q6UXN8
Q8NGL4 Q6ZMJ2
O60938 Q9H9P5
O75603 Q8IYI0
Q8WYR1 O96000
O14544 Q92466
Q9UN81 O95907
Q8NHS3 Q12926
Q16775 Q9NWW6
Q96MT4 Q16637
Q08257 Q9GZQ8
Q9BTC8 O14810
Q6UXG3 O60269
P63279 Q5EBM0
Q8WZ73 Q02297
P14921 Q92890
A8MXK9 Q8ND71
Q86XR2 Q8N377
Q8TAC2 Q9BYD6
P62760 Q8NGK5
O60676 A2A3L6
Q13761 Q9GZK4
P12277 P0C7Q5
O95219 Q92949
Q15072 Q9UM01
Q8WWM9 P47736
Q9HCL2 A6NIU2
Q8N441 Q8N431
Q9NQ39 P05114
P78356 Q5JR12
P59025 Q5SXH7
P62805 Q86YW5
Q10567 P0DMS9
C9JI98 Q6UX39
Q9BYQ0 Q9Y6H5
Q6ZNC8 Q9BR10
Q96A11 P05408
Q8WW12 Q8NEF3
P01701 Q7L7L0
Q9H0U3 Q14258
Q8N8G2 P52788
Q5TGI4 Q8TE76
Q16695 Q6ZSJ9
Q9UBB9 Q13253
P0DO92 Q7RTT4
P48426 P06899
P10696 Q96CG8
Q7Z713 O00429
Q96HR3 Q8WUT4
Q5T5S1 A0A0J9YXQ4
Q9UHD1 P48169
Q9NYL9 O95825
Q9Y3R4 Q96MC5
Q07011 Q5HYJ3
Q9NZF1 O95177
Q96SI1 Q9H707
Q96A99 Q9BYV1
Q5VXH5 A6NGU7
Q9Y3A4 Q7RTV0
A2A3K4 O60636
Q9UJM8 Q5T3J3
Q9BWP8 P26651
O95297 Q92935
Q9Y6U7 Q9NVM1
Q9H1A7 A0A1B0GVQ0
A5PLN7 Q86YL5
Q8IYS8 Q8IXQ5
Q4V328 O15540
C9JJ37 Q14653
Q99807 Q8TF05
Q9Y519 Q9HC52
P84101 P78382
P84090 P0CG36
Q9BZW2 O60829
P63125 Q9P000
Q8WX77 Q9UQQ1
Q6UXS9 Q6UWK7
P04844 Q9BYP9
O60443 Q15293
P43357 Q96L92
Q9P2W7 Q9NXF8
Q6UXU4 Q5VY80
A2RU48 P27216
Q86UY8 Q13362
Q8WTV0 Q96NB2
Q00169 Q15759
Q0D2K0 Q96DE5
Q9H361 Q8NHS0
P15391 Q8TAZ6
Q2I0M5 Q9BVG8
Q13895 Q3KNW5
Q99944 P27694
Q96IW7 Q9Y639
Q6P1R3 Q6GPI1
P16189 Q68DV7
Q9UP65 P52737
Q8NHP7 Q8NGV6
O15320 Q99733
Q5JNZ3 Q92629
Q68D20 Q6UXD7
Q5T6S3 A4D1T9
Q96HA8 P18465
Q6NZI2 Q9UJW3
Q9HB65 Q6GMR7
P30466 Q8NAE3
Q562R1 A2RUG3
Q8NH49 Q9NZU0
A6NNS2 O95684
Q9NSI5 A6NIU2
P05181 Q8NEX9
Q30KQ5 Q6ZMI3
Q14184 Q5MJ70
Q8N6R1 Q96NL0
Q7Z713 A0A0B4J1Y8
Q13066 Q9ULX5
A6NK06 Q86WA6
Q92696 P16402
P01857 Q6P2M8
P0DMC3 Q15056
Q0P5N6 P68431
P50052 P78411
Q9BWG4 Q8NGD2
Q8IVN3 Q13164
Q9NUQ7 Q9UBT2
Q96FA7 Q9UQQ2
Q6NXS1 P46695
P29965 Q96DW6
P01834 Q9UET6
O43927 Q96DE5
Q07021 Q9UIG4
A6NI87 Q9NY43
Q9BUV0 P51671
Q86Y82 P09493
Q8NGM9 Q9NYW7
P00749 A8K554
Q96T91 A6NNC1
Q9NQG7 O60667
P45984 P62750
Q6IQ19 P62699
Q08AI6 Q7Z4K8
Q8N196 Q9H4I3
Q99583 P45973
Q5SRE7 A8MT82
Q9UJ90 O14786
Q13356 P56278
Q7Z6J8 P60953
P86481 Q5XLA6
P55291 P58062
A8MUP2 P14927
Q08648 Q3ZCQ8
Q9UPW0 P06870
Q8TC44 Q4VX62
Q96PW8 Q9BYJ0
A6NC62 A8MVS1
O95352 Q9GZX3
Q8IUQ0 Q12912
Q8WTQ4 Q71UI9
Q9NP56 Q86WS4
Q9UBQ0 A0A1B0GUJ8
Q8NFD4 Q76N32
Q5T1J5 P07492
P22223 Q13606
Q96HJ5 Q96PY0
Q96PX8 Q86Y28
Q5R3I4 Q8NFU1
P63121 Q8N9N7
O95563 Q15629
Q9NRD1 Q00889
Q7L8A9 Q99447
Q8IXU6 Q5GH73
P03986 P0CAP1
Q96H35 Q96SW2
Q96E22 Q8IZW8
A0PK11 Q9UJQ1
Q6UXB2 Q9Y3T6
Q7L099 P32320
Q86TS7 Q9NZY2
Q92737 Q07325
Q5PT55 Q9UNN5
P46937 P53794
Q8NCL8 E9PKD4
Q14393 Q6EEV6
Q53HV7 Q6UXR6
P20151 Q2M3M2
P61803 Q9UQM7
P51523 Q8NBA8
P16109 Q96SJ8
P01614 O95045
O14829 Q6PHR2
Q9UBB4 O43889
Q9UHF1 Q96P50
Q9BTX1 Q6ZRZ4
Q92784 P25024
Q9Y5X4 P01780
Q96DR7 A6NCQ9
Q92527 Q9H9P5
Q8N9F0 Q9BV86
Q9H8W2 P28066
Q96MA6 P61019
Q8IUC6 Q6UWN8
P52735 P78406
P62917 P27469
Q8IZF7 P19387
Q9UI46 Q9BYU1
Q16600 P61011
P21108 Q31612
Q9H0R5 P29466
Q9UGN4 Q8TDR0
Q5XG99 Q7LC44
Q9P0N5 Q92623
Q5TBB1 P0DN26
Q9H3U7 O15342
P43121 P0C0P6
Q96DX4 Q8N1N4
Q9H2W1 Q96LB3
P61077 Q9NRQ2
Q8NHY0 Q9NPA3
Q9UJQ1 Q6NY19
Q3C1V1 P54826
Q92637 P05787
P13164 Q99728
Q8WW34 Q3SY77
Q99578 Q9Y608
P42696 O95470
D6RA61 O00305
Q9BSH3 Q9GZN8
Q8N5F7 Q8N9H9
Q9NZD8 P55317
Q7Z7J9 Q8IXM3
Q8NGI1 Q9BV79
Q96IL0 Q5TA82
O95398 Q9Y689
Q99748 Q4G0S4
P0CG24 P04279
Q8N3F0 Q9P1Q5
P15538 Q9BQW3
Q9UK11 Q13285
Q9NYV9 Q5T5A4
Q15181 Q99470
Q6NVH7 Q6P4A8
Q6ICG6 Q9Y6C9
Q5BKZ1 P08397
