P62258 Q9UKT5
P60520 Q8WWW0
O75419 Q53EZ4
Q96IT1 Q9NWS9
P43364 Q8N131
Q9HD64 Q8IY57
Q12967 P61224
Q6ICB0 P62987
P15151 P60411
P17643 O14908
O43889 Q9BXR6
P63208 Q96IX9
Q15797 O15194
P02538 Q15323
O75496 Q9H211
Q8N0S2 P02545
P58753 O00206
Q07325 P11686
Q9UKT9 Q5T7W7
Q9UBW5 O00499
P63000 Q14155
P78352 Q9P021
P55081 Q08117
Q5T5B0 Q6UY14
O75603 Q93062
Q8IZU0 Q8TBB1
Q16665 P17861
O76083 O76011
P15884 Q96SQ5
Q9C0K7 Q9Y376
Q9UJX2 Q9BS18
Q8N0Z6 Q13554
Q9P0T4 Q07627
P27824 P41143
Q96C24 O15156
Q04864 Q9NX01
Q9Y2H1 Q70IA6
P51617 Q96FA3
Q9NWS0 Q9Y4R8
Q9UIE0 Q6A162
P50222 Q6ZMS7
P41222 P60409
P40222 Q9H8Y8
Q0VD86 Q3LI76
O75177 P17931
P60411 Q9NQS3
Q86SE8 Q9H190
Q6P2D0 O75360
Q9NRQ5 Q8N6L0
Q9Y2D8 Q13131
Q495A1 Q9NQS3
O75323 Q9GZQ8
P05412 P18848
P45984 Q8TBB1
Q13077 Q3SYA9
P43354 Q5H9L2
P41134 Q03135
P36406 Q15040
Q8NAV1 Q6NYC1
P51946 P56545
Q13137 Q9H0R8
Q15654 Q9NYB9
P20618 P19012
Q96LC9 Q04864
O43639 Q53FE4
Q9NSU2 P60409
Q9UJX2 Q8NBZ0
O43924 P36404
Q15569 Q9C004
P05187 P32242
Q9UNE7 Q96PB7
P21673 P17482
Q13557 Q8N9N5
P18847 Q04206
Q08117 Q9H0L4
P02776 P02749
P55040 Q9BUH8
P07947 Q9BWW4
Q9H981 Q9Y5K5
Q14919 Q9HBM6
Q6PEX3 Q9BYR7
Q8IUR0 O43617
P20963 P16333
P49674 P08238
Q9P2F9 A8MQ03
P84022 P17844
Q969Q6 O15160
P56545 Q01543
O00635 P11142
O43559 P15976
P38936 Q15323
Q95460 P61769
Q16514 P20226
Q8TAD8 Q96C00
P46108 Q9NYB0
O14910 Q13368
Q04864 Q5JT25
Q9NUL5 O43597
Q96DC9 Q9BRK4
Q8WWY3 Q8TD10
Q12933 Q13489
Q96HA8 Q13490
Q9P0T4 Q13422
P55211 Q13418
P04637 O14503
Q96PV4 Q9BXS5
Q9H788 P62140
Q06323 Q9UL46
Q8TBK6 Q9NVV9
Q9NXR5 Q92624
Q9NZI2 Q9NZV8
Q8N7M0 P50222
O75431 Q8N6L0
Q8WVV5 P25788
Q96GD3 Q9UM19
P04637 P30405
Q9Y5X3 Q92624
Q0VD86 Q9BWG6
Q92993 P50222
P21145 Q8N539
Q15038 Q9Y4L5
Q99435 Q5VTD9
Q8N6Y0 Q6ZUS5
Q8IUQ4 Q9H2K0
Q01081 P61978
P50221 Q9BSW7
O43395 Q2KHN1
P23434 Q13287
Q9BYQ2 Q04864
P60409 Q9BYR5
Q15323 Q86X02
Q9Y2D8 Q8TAU3
Q86Y82 Q12846
P62993 Q15109
Q68D86 Q13895
Q9Y225 Q9NVT9
P61964 Q6PEV8
O95863 Q13547
O14641 P04637
Q9UGP5 Q8IZU0
Q8N3L3 Q96LR2
Q99592 P56545
Q9UMX0 Q9NUQ2
Q5SWW7 Q9NZC7
P12956 Q08752
P07900 Q9Y6K9
Q8IYR0 A9UHW6
Q13114 Q92844
O15162 O43559
Q7L523 Q9NQL2
Q92567 O75177
O14964 Q7Z5V6
P60410 P10809
P21854 Q8N112
Q9BZL4 Q9NX04
Q14566 P50583
Q8ND90 P61758
P11021 Q9UBS4
Q9H7E9 Q99750
Q86XJ1 Q96GD4
Q9UGL9 Q9NRQ2
P57060 Q13422
P18850 Q68CJ9
P03950 P60903
Q8N726 Q9UER7
P33240 Q9UMX0
Q13077 P25786
Q17RB8 P31947
O75604 Q8ND90
P25788 Q58A44
Q01196 P46937
Q9UFG5 Q9UQB8
Q07820 Q03135
Q9H788 Q6NT76
Q13287 Q8N3L3
Q9H2G9 P31273
P08579 Q14566
O00423 Q9H9L3
O76015 Q86YD7
Q9Y4C2 O43597
Q6NUJ5 P25788
Q8ND90 Q9H0I2
Q6ZMK1 Q7Z3S9
Q86UW9 Q9UM19
Q9NYB9 P19012
Q9H6L4 Q16630
Q9UF11 P52306
P27361 Q15349
P26038 O14745
Q9NSC5 Q96JC9
P78362 O15535
P02730 P05026
Q8WWR8 P15884
Q99471 O76003
Q01826 P55212
P19012 Q8WWY3
Q5JVL4 Q12933
P60409 Q96N58
P49901 P15884
O43815 Q9Y6E0
Q9BXY8 P43364
Q9UBB9 Q96CS2
Q96SQ9 P60410
Q96A72 Q13137
Q5TA78 P59991
P26371 Q96SQ5
Q96PQ6 P0DJD3
P60411 Q8IVW4
Q9Y6H5 P37840
Q9Y5W3 Q9HCE7
Q8NHQ1 Q14929
Q01094 O95361
P47897 Q9BUZ4
Q9H079 Q9UBU9
Q86X95 Q8TAP6
Q08117 Q5T124
P63208 Q9Y3I1
Q8WXF1 Q15323
Q9BUZ4 Q9P0N9
Q9UNH6 O95219
Q15208 P32121
P22466 P47211
Q9NYJ8 Q14457
Q9Y223 Q9BYQ4
Q14847 Q03989
P49005 Q15054
P43356 Q99719
Q96HA8 Q9BYQ4
Q9Y5A6 P10073
P35609 Q9H0E2
P62745 Q13829
Q96L14 Q9UFG5
Q03135 O00194
Q5BVD1 O43765
P51116 Q8N7H5
Q9Y6X1 Q16623
A8MQ03 P60409
P24001 P49715
Q9NQL9 Q93062
O75558 Q96SQ5
Q9NRG1 Q9BTE3
Q8TBB1 Q96Q77
O14817 A8MQ03
P62993 Q92841
P50591 O00220
P63027 O94806
O15379 P23771
Q08117 P62993
O95715 Q8IYF3
Q8TCY5 Q01726
P09012 P26368
P63104 P57059
Q13227 Q86VW0
O60506 Q14103
P15884 Q5TZK3
Q8IWZ5 Q12933
P02649 Q9BQ95
Q8TAE8 P24522
Q0D2H9 P60409
Q96B26 Q04864
P04637 Q8TAQ5
Q9NUL5 P50222
P11908 Q14558
P20936 Q03135
P52292 Q8IX15
Q9UBU8 Q8IYX8
Q13501 Q9GZQ8
O43251 O76064
Q8TED0 Q969X6
P51814 P60409
Q7Z3S9 Q96HM7
Q9Y217 Q96QG7
P36507 P04049
P04637 P15884
P26368 Q9NVV9
Q8IZU0 O14832
Q08379 Q96S90
Q9H0R8 O75143
O14757 O00255
Q9BYR5 Q14847
P09012 P38159
Q8NDC0 Q6P1W5
Q8TAP6 Q9HCP0
Q15742 Q8IZ13
P21453 Q07108
Q8IUH5 P49840
O15116 Q9Y333
Q9H190 Q9NVF7
Q9Y250 O95995
Q9BWJ2 O76015
P06576 P63104
Q9UKT9 Q8IWZ5
P26371 Q9BYQ0
Q9Y371 Q9NR46
Q969G3 P37198
Q8IU60 Q9NPI6
P55209 Q6ZVT0
P17024 Q9BYR5
Q6L8H1 Q7Z3S9
Q9BQD3 Q96LK0
Q96HR8 O60832
P53567 P35638
Q9Y3Q8 Q15365
Q12933 Q9BT49
P13489 P03950
Q9Y5B8 Q5VU69
Q93062 O94955
P14923 P49768
Q8N205 Q6PL45
Q92698 Q96HA8
P51808 Q9GZT8
Q9NYB0 Q96E09
Q9P2A4 Q9Y605
Q96NC0 Q96BR9
Q9HAU4 Q15796
P26371 A8MQ03
P63165 P19419
Q9GZM8 P23025
Q96HB5 Q68D86
Q9UBB9 Q70UQ0
Q8NHQ1 Q96SL4
P63000 Q03135
P63244 Q9Y561
P47224 P15884
P18754 Q9BV86
Q16637 Q66K80
Q96SQ5 P15884
O75914 P63000
P14923 Q96HA8
O14777 Q9HBM1
Q8TBB0 Q9NRD5
P63279 Q9UER7
Q86TG7 O95751
P17028 Q9NWS9
Q5TA81 Q701N4
Q9P0T4 Q13077
Q9UMX0 Q9NPQ8
Q9P0T4 P35711
O43597 Q9UKS6
Q8TC92 O00560
Q16656 Q9UIH9
Q9UHD9 Q969H8
O43482 Q9UBB9
Q9UDV6 Q8TBB1
Q13480 O43639
P60411 Q9GZM5
P60411 Q5TA81
Q9BYR5 Q5T5A8
Q99909 Q96DZ9
P40939 P60520
P03973 Q8IZU0
P11049 P43405
P50750 O60563
P59797 Q96E35
Q9BXI6 Q96AP0
Q8N8B7 Q5W0B1
Q9NRD5 Q96MH2
Q8WTS6 Q9UHV2
Q8IYA8 P63167
Q13485 P63279
Q9Y3M2 Q6PF05
Q9H4E7 O15162
P15391 P01871
Q96PN8 P15884
Q9GZQ8 Q9H1Y0
Q96Q77 Q9C040
Q92569 Q8WXH5
Q8IZP0 O14512
Q8TAK6 Q14451
Q00535 P30281
Q9Y281 P60709
P21673 Q96F10
P57077 Q8N5C8
P55273 Q13363
Q5T686 P60371
Q15691 Q8NHY3
P60370 Q7Z3I7
Q8IY82 Q9NS73
P12694 P21953
P18615 P14373
Q13616 P62877
Q93062 Q6XQN6
Q9P2A4 Q96L14
Q9NPB6 P33151
Q6A162 Q8IWZ5
P36952 Q9Y6M0
Q8IX15 Q9Y3B7
Q99750 P78337
Q96MT4 P28799
Q8NI22 P49257
P15884 Q9UL33
Q9H190 Q8TBK6
Q9NR55 P18847
P51843 P62508
P54274 Q9NUL5
P20674 Q6A162
Q9P2Z0 Q9BRK4
P26371 Q5TA77
P61968 Q08117
Q8WV24 P50914
O95777 Q9Y4Z0
P32242 Q9UGC6
Q8IWR1 Q8IXM6
Q9BXN2 Q16625
P40855 Q9NPF7
Q8IVS8 Q13137
Q9H257 Q96SQ5
Q13064 P51668
Q08AF8 Q8N6Y0
P05107 Q7Z3S9
Q8N9N5 P25791
Q8IVS8 Q9NYP9
P15056 P01111
Q9Y2V7 Q9BWG6
P60372 Q16670
P03372 Q9BTC8
Q5SQN1 Q9UJV3
Q9BVL2 Q9P2A4
Q8N7H5 Q8WVC0
Q12933 O43741
Q92993 P03372
O43189 Q9NVV9
Q13077 O76003
P45984 P32121
Q8WV44 P19784
Q92567 Q86UW9
Q96D31 Q13507
P37840 Q9Y6H5
O15460 Q13643
P41235 Q92786
Q9UL15 Q9Y6D9
P19012 Q8TBB1
Q9UQ90 P60409
Q99757 P19474
O00560 O43704
Q8WWB3 P00540
P26371 Q5TZK3
Q8WTU0 Q9P2K6
Q7Z698 Q96EG3
Q16643 P28799
Q9H222 P16333
Q9UI36 P61328
P18031 P10599
Q86Y22 Q96B26
Q15560 Q9BRK4
O96017 Q13007
P09958 O14793
Q5VV41 Q92734
Q8WV44 Q9NQZ8
O14512 O43639
P04637 O75925
Q96T51 Q96QF0
Q3MJ62 Q9NWS9
P15531 Q13232
Q8IX15 Q8NB12
Q7Z3S9 Q8TBB1
Q92985 P51617
Q96LA8 Q96JB6
Q13526 Q96M27
Q9UQ90 Q8ND90
P78385 O76015
Q8N205 Q9NV12
Q9H9Q2 Q13287
Q9Y2D8 P00540
Q96EA4 P35219
Q15369 Q96G25
Q9NSC5 Q86UU5
P11309 Q8N9N5
Q9BSH5 Q15645
P23142 Q5TCM9
P16444 Q96EK5
O14770 Q6P1W5
Q9NRI5 Q9H7E9
Q9BT49 Q15323
P62256 Q9UBF1
Q96KN1 Q06609
Q8N6Y0 Q7Z6G3
O75558 Q5TZK3
Q9BU61 Q9BYM8
P40222 P50221
Q9UH73 Q8IX15
P06028 Q9UMX0
Q92783 P0CG48
Q9HBU6 Q9UHD9
Q07627 Q52LG2
P24863 Q15323
P61601 P50222
Q07817 Q16611
P61081 P62877
P60409 Q9NRQ5
Q5XUX1 P63208
O00602 P26022
Q9H0I2 O95257
Q719H9 O15160
Q8N668 Q9UBI1
Q9H0W8 Q04864
Q9H0L4 Q08117
O15105 P62942
P63208 Q8NEZ5
Q6A162 Q9Y4P9
Q9NX04 O75558
Q969U6 P63208
Q8WU79 Q15038
Q05519 Q9UHX1
P60409 Q7Z7H3
Q9Y5B8 P49902
Q04724 Q01196
P50222 O95741
O43463 Q9BXL8
P60411 Q6L8G9
Q9BRU9 P36406
P46527 Q13309
Q6A162 Q3KQV3
Q8N1N5 Q13153
Q5T7P3 O43609
P60410 O75716
P20333 P28799
Q15907 Q9P2M4
Q13586 Q96D31
P63244 P63167
Q9BXC9 Q93062
Q8IYA8 O75604
O00459 Q8WWB3
Q92838 P27449
Q6UUV9 P16220
P67775 P30153
Q9C0F1 Q96EZ8
P38919 O15234
P63208 Q9UKB1
P31321 P36508
P0C870 Q96NU1
Q9Y2V7 Q96HA8
P52744 P60410
Q8IZP0 P14598
Q8TAP6 Q9NXN4
Q96C03 O00429
P26196 Q6A162
Q9NVV2 Q15323
Q5T5B0 O76081
Q9H1D9 Q12796
Q5T5B0 P60410
O75603 Q96NS8
Q99750 Q8TF63
O75084 O00560
Q9P1Z2 Q9UII6
P41227 Q9C0F1
Q7L273 Q6A162
P54105 P11171
Q9NQ50 Q7Z3S9
P63000 P52757
Q6ZUT1 Q96PQ6
P0C1Z6 Q504U0
Q14011 Q5VWX1
Q9BT49 Q01105
O00560 Q9NZ81
O95166 O95352
Q9BRK4 Q15560
Q15654 P48380
Q15691 Q15555
Q6IPU0 Q9BU64
P45880 Q96A26
P24864 Q08050
Q8TAX7 P02810
Q96IK5 P63279
P62191 P62333
P35240 Q9BZE4
Q9NUL5 Q9UJV3
Q16543 P08238
P86480 Q02446
Q9Y371 Q07812
Q8WVD3 P61086
Q96CG3 Q9UBU9
A5D8V6 O00308
Q8TAP4 Q08379
Q96IV0 Q14CS0
Q9P209 Q7Z7H3
P63000 Q8TEJ3
Q6A162 Q6XQN6
P56693 Q13287
P62308 Q96D03
Q9BQ13 O75716
Q9Y3C7 O95257
P14373 Q9BSJ6
Q9BTC8 P03372
Q8TAU3 O43597
Q9BSR8 Q969F0
P04637 P10415
Q7Z3S9 Q9BYR5
Q9NZ72 Q9H257
P13196 Q6P1J9
Q9BUH8 Q9P2F9
Q92552 Q9Y676
Q96GX9 O14787
P17861 Q16665
P60228 Q9Y262
Q5T7P8 O43298
Q6A162 Q96HB5
P28482 P27361
Q8N5F7 Q01081
P16083 Q9H8Y8
Q14533 P32242
Q13155 Q8TBB1
Q14533 Q9BQD3
P07900 P53041
O75386 Q6NXT1
P14635 Q99640
O15353 P49639
Q9UDX3 P15884
O43597 Q8IUH5
P25788 Q66K80
P41235 A8MYZ6
Q5VWX1 O43390
Q9HC62 Q9Y6K9
Q9BYQ4 P63313
Q9NYG5 Q96LM6
Q13084 Q10587
Q8IUQ4 Q9UJX2
P49643 P15927
Q14145 P54274
Q5T8I9 Q12933
Q15637 P25788
Q9NWS6 Q8TBB1
Q9UEU0 P60409
P60370 Q96HA8
Q9UBB9 Q9UHR5
Q9NRY6 O75340
Q9H6Z9 Q13438
O43395 Q8IZU0
O43347 P55795
P10074 Q9Y5B8
Q8NFW5 O15160
Q9Y237 P43364
P02766 Q15109
Q53G59 O95198
P59991 Q14990
Q6ZUT1 Q96MF2
Q9P032 Q9BU61
P49407 P20963
P04637 Q9NPI1
Q53FD0 P19012
Q9HC52 Q9UBB9
Q9H0L4 Q9UMX0
Q04206 P21980
Q969J2 Q9BS40
P0CAP1 P63167
O76083 P25791
P61077 Q68DV7
Q9NYP9 Q8IVS8
P49257 Q9BS26
O43765 P08118
Q15466 Q13547
P20290 P03372
P83916 P68431
P03372 Q99623
P40337 P21980
Q9BXY8 Q8IWZ5
P63104 P02545
Q8N9N5 Q8TAP6
P40222 Q93045
Q5D1E8 Q7Z4N8
Q68D86 P61968
P0CG47 Q9UJY5
P53990 P13798
P41227 O43829
Q9H3D4 Q13526
Q9NVV9 Q14498
Q53GL7 Q9Y530
Q99750 Q8IYX8
P05067 O43736
Q16543 P04049
O43281 Q92882
Q9BZW7 Q8NA61
O43741 P50222
P08670 P54727
Q9C0C4 Q96PM5
Q6A162 P02538
Q96HR8 O75553
O95363 P60370
Q7Z3B4 P19012
Q9Y3C0 P37198
Q13422 Q9NX04
Q13868 Q9NPD3
Q9UQK1 P62140
P43489 P23510
Q9UJY1 Q2TAL8
Q6P4F2 Q969G2
P58340 P62258
O60565 Q04917
P04745 Q8TAX7
Q53TS8 O95678
Q9NVV9 P46527
Q5T4F4 Q14318
P01137 P37173
Q13114 P61964
Q9H3D4 Q15796
Q8N326 Q96IW7
Q96M63 Q8TAB5
Q9P127 P15408
Q96S59 P35372
Q969F0 Q9BSR8
Q99471 Q99633
P61978 Q5D0E6
Q5JST6 O43639
Q13330 O00505
Q8NBZ0 P52292
Q8TD10 P61024
O43609 Q07627
Q9BRK4 Q14331
Q69YI7 Q15554
Q6ZP80 Q8N205
Q9UEU5 Q8NEA9
Q99757 P63010
Q5H9J7 P43361
Q6N075 Q8N6L0
P98082 P62993
Q8WWB3 Q9C005
Q8NHQ1 Q9H257
Q13137 Q9BU23
P49247 Q06124
P20226 Q01105
O00214 Q9UJV3
P63208 Q9UK97
Q7Z3S9 O95363
Q9Y3Y2 Q5VWX1
Q9NPJ6 Q9NWA0
Q7Z3S9 P05107
O43765 P03973
Q6A162 Q969H6
P49450 Q8NCD3
Q9BYQ0 O14633
P60228 Q8IY42
P04792 P02794
P27658 P32242
P20809 P43364
Q96E40 P60411
Q8N8S7 Q9NYB0
P09467 O00757
Q9UKJ5 P15884
Q13077 Q9NVL1
Q01094 P50613
Q9UK45 Q96D03
Q86YD3 P53611
Q9UK45 Q9Y4Y9
P08238 Q02790
Q9Y371 P24522
Q8TCE9 Q9UJV3
Q01167 P14316
P04792 Q15029
Q9BXY8 Q9Y6A5
P12755 Q6ZSG1
P32969 P55072
Q9H0R8 Q13188
Q15654 P26441
Q8NCP5 Q8NB12
O14633 Q3LI66
Q9UKT9 Q13131
Q9BQE9 Q9NYB0
O95848 Q9GZT8
P62333 P62195
P51114 Q9BXS5
P62191 O43463
Q07812 O43521
Q9NV31 Q6P597
Q2TAC2 Q96FQ7
P50553 P15923
Q8WWB3 O14530
O43823 P42574
Q6UWL6 P25788
Q13526 P41279
O75427 Q99750
P49639 O75360
Q6P597 Q7Z3I7
P12956 Q92597
P60409 P37235
P60410 Q9P2Z0
P09067 P67870
P51808 P63172
Q15645 Q9NRY6
Q7Z3S9 Q92692
Q13185 Q5T3J3
Q9NX04 Q9H000
Q96A33 Q86WV6
Q13614 P07196
O15264 P21462
P40763 O95661
P19012 O14964
Q5T753 Q9UGC6
O15156 O43639
Q92681 P54727
Q13617 Q8N668
Q92844 Q9UHD2
P14373 Q9NNX1
Q9BUJ2 Q8NDC0
Q9H4P4 Q9NSB8
P63244 P40337
P09012 P09661
Q15654 P31269
O00463 O00560
P57058 P23528
P52737 Q99750
P63104 P06748
O15131 Q9UKX7
Q99909 Q9Y2D8
Q9GZX7 P31689
Q96CS2 P19012
Q9Y2D8 Q96EL3
O75340 P50995
Q6P087 Q15323
Q9UHX1 Q96I34
A1L3X4 P60370
O43602 Q6NUQ1
Q9HCM9 P17031
Q99081 Q9Y5S9
P48546 P01275
Q8N5A5 Q7L4P6
Q99469 Q9UGN5
Q12800 Q93045
O43889 Q15109
Q8IYX3 Q13077
Q96EG3 P17021
Q53G59 Q9UBV8
Q13485 P24468
Q8NEC5 O75711
Q13561 P0C7W6
P13984 O94763
Q9Y4H4 P63104
O95379 Q9NZ81
Q7Z3S9 Q9NX63
Q9UIL1 P15884
P04637 Q9UHC7
Q16619 P43360
P14921 Q05519
Q13627 P61962
Q02363 O95273
Q8NDP4 P60370
Q6ZSB9 Q96BR9
Q8IWZ5 Q96GN5
P63279 Q8WWZ3
O43808 P40855
Q16401 Q12800
P27930 P01583
Q3LI72 Q93062
Q9UL42 Q13427
Q8TF42 Q9NQL9
Q9BQ66 O43597
P28065 Q99436
O43502 Q06609
O95391 Q9H2H8
Q13064 P25786
P63165 Q6PEW1
P56693 P63279
Q99497 Q9HD26
O75398 P49840
P20248 P46527
Q8IZU0 Q86Y79
O76064 Q9C0F1
O95391 Q8NHQ1
Q8TD10 P48047
Q9NWQ4 Q9NVV9
P14373 Q96HA8
Q9NUL5 Q9BYR2
Q00987 P62913
Q9NUQ2 Q9UMX0
Q96B97 O43597
Q96CA5 Q9H5Z6
Q9Y6K9 P21580
Q6NT76 Q9H672
Q9H2G9 Q5T7W7
Q13571 Q5T700
Q86VP1 Q9Y3C5
Q9NV56 P60409
P22392 O14713
Q9Y248 Q9BTE3
Q86VK4 Q8IZU0
Q13077 Q53TS8
O43639 Q15654
P61289 Q8TBK6
P37840 P17600
Q7Z3Y8 P04264
Q9NVF7 Q9NT22
Q96EV8 P78537
Q9BYQ4 P29972
Q9NVL8 Q99750
Q8IYX7 P45984
Q01664 P55040
Q8IUC2 O75553
P50222 P61764
Q96PV4 P41208
Q13114 Q8NAM6
Q8TAB5 Q6A162
O00206 Q86XR7
Q969F0 Q95460
O95834 Q8NHP7
Q9BYQ4 Q8NEC5
P07992 P23025
P30153 Q15257
O15160 Q8IYA8
O00560 Q53EZ4
Q04206 P03372
P05412 P01100
P61978 Q01081
P46108 P11362
O43679 Q9BVM4
Q9H0E2 Q9H492
Q14192 P25490
Q15691 Q9Y448
Q13137 Q8IVS8
O76081 P49286
Q6A162 Q8TAU3
P01210 P35372
Q01453 O43889
P17612 P10644
P56748 Q8N6L0
Q9BVL2 Q13077
P10398 P58753
P61601 Q9BXJ5
P01112 Q9NZL6
Q96BR9 P07947
Q9BYR5 Q9UGL9
P20338 Q4V328
O14734 Q04864
O75886 Q13094
Q08117 P84022
Q8WWM9 Q8WTU0
P10809 O76081
P62760 Q96AQ9
P12104 Q9NYB0
Q08499 Q13077
P10809 P60410
Q9BYQ6 Q7Z3S9
Q13137 Q9BWG6
P55064 Q99750
O00560 O43586
P78358 Q9HBH7
Q96I25 Q8IWZ8
Q06547 P25800
Q9BYU1 O14770
Q8TE02 Q96EB1
O95983 P17844
Q16539 Q15750
Q92567 Q15025
P60409 P51814
Q1A5X7 Q96NT1
P32121 Q14247
Q9H9H4 O43639
Q7Z3S9 Q969U7
Q96JC9 O00472
Q7L8A9 P49366
P68036 O95376
Q9BSJ6 P14373
Q96PU8 Q86X55
P63167 O96015
Q8N5C8 Q14457
Q96HL8 O15156
Q9NVL8 O76011
P05787 O76015
P50221 O00560
O75360 Q53HV7
Q719H9 Q9Y3B2
Q13485 Q8WWW0
P14373 Q08426
Q9Y5N6 O43929
Q6KB66 P35900
Q15323 P04259
P33993 Q15742
P21796 Q7L3V2
Q8WWB3 P24863
P05060 Q15796
Q14847 O43597
Q01850 Q9Y2J4
Q14498 Q05519
Q8IYX8 Q8NHQ1
P61024 Q13422
P19397 Q9BXK5
P15408 Q96EY1
Q9NYZ1 Q96EC8
P21127 O00303
P25490 P49407
P29350 Q8N1K5
Q86V42 Q8NCP5
Q8ND90 Q9C0C4
Q8TBB1 P31150
P18887 O96017
O43521 Q07817
Q12800 Q15560
A5D8V6 Q9Y6A5
Q6ZVK8 Q8TBN0
Q9HC52 Q9BSM1
Q92843 Q07812
Q8N6U2 Q9BYQ3
Q96DC9 Q96B67
Q9Y250 P61968
Q6A162 P48023
P49902 P51116
Q8N5C8 P57077
P52292 Q8NBZ0
O43541 P51817
P18847 O95644
P11217 Q96HA8
P43360 O00471
Q53EZ4 O14964
Q12891 Q9HAT8
Q8NBZ0 Q8NDC4
O75674 O60784
Q9GZM7 O95429
O00161 Q9H115
Q9H257 Q8NHQ1
O60936 Q14790
Q9H6L4 Q8N684
Q9UMX0 P30040
P62072 Q9Y5J7
P41219 P08670
P02008 Q5VWX1
P04843 O43765
P61981 O14757
Q7L3V2 Q07820
Q7Z3S9 P60410
O15315 Q6NVH7
Q8NI29 P63208
P11166 O43889
P0C862 B2RNN3
Q9UJY5 P0CG47
Q6A162 Q9BQ24
O15344 Q96DC9
P10515 P11177
Q9BZE9 Q7Z3S9
P40222 Q05D60
P18847 P53567
Q06124 Q9BZW8
P62136 Q86WC6
Q9HD26 Q9H9L7
Q96S96 P31749
Q9H0R8 Q9BQD3
Q6PCD5 P04637
Q13077 Q9NX04
Q9HCE5 Q15007
P61077 Q9Y4L5
Q8IUH5 Q7Z699
Q08379 P25800
Q13619 Q92466
O95273 Q9BQ89
Q9UK41 Q8N6Y0
P15884 Q5JT25
P21757 Q96IW7
P21673 O15371
Q15369 Q13617
Q7L2R6 Q04864
Q5FBB7 Q96FF9
O75478 Q5W150
Q9Y5K8 Q8N1B4
P19447 P62195
P01350 P02787
P60763 Q9UHY1
Q06330 P0C7T5
Q99750 Q99988
P10721 Q9H6Q3
P04637 P61978
P19012 Q96CS2
Q7Z3S9 Q8NEG0
Q96NC0 Q96MA6
P10909 P30101
Q9UBX5 P28300
Q9UMX0 O75886
P57730 P29466
P26196 Q96CA5
Q9UNE7 P11142
Q9GZT8 Q68D86
O15162 Q9H4E7
Q9Y3C5 Q86VP1
P40937 Q15742
Q96PN8 Q9UKT9
Q9H0I2 Q5T9C2
Q9HD26 Q9BYD6
Q9NWB1 P54253
P30050 P27824
Q8IYR0 Q8N9N5
Q7Z3S9 Q5TCM9
O15379 P43356
P58753 Q9Y3Z3
Q9Y2Y0 P36404
P16333 O43493
O60896 A8MQ03
Q16667 P24941
Q16181 Q8IYM1
Q13547 O95863
Q86YM7 Q0VDD7
Q99986 P15336
Q9HAC8 Q9HCM9
Q9NWW6 Q04864
Q13190 Q12846
Q6RSH7 Q93062
Q9Y215 P22303
Q8ND82 P83916
Q9H115 Q16623
Q9P286 P50402
Q9HAK2 Q13077
Q9NYB0 P47224
P55081 Q9NTW7
Q9Y2U5 P31947
Q8IX06 O75031
O43597 Q8NEC5
O00560 A1L162
Q8N205 Q9BXN2
P14373 P61086
Q08E93 P60409
O75558 Q96GN5
P49841 P10636
Q01844 Q8N5M1
P0CG48 P35227
Q9HCE7 Q9BUZ4
Q8N720 Q13503
Q3B820 Q8NA72
Q8TAB5 Q8NCU1
Q99750 Q9H5Z6
Q13546 P48729
Q5SQN1 Q6P597
P61019 Q8NEG0
O43765 P01037
Q9H019 Q9NVT9
Q8N488 Q06587
Q13547 O95365
Q12852 Q70Z53
Q96B96 Q8NI60
P04637 P30153
Q53EZ4 Q13526
Q9NXK6 Q8N205
Q9BUW7 Q70UQ0
Q96C00 Q8TAD8
Q9HCY8 Q96FQ6
Q5TA81 Q5T753
P28799 O43597
Q5T752 P60411
Q86XK2 P63208
Q15642 Q9BSI4
Q9BYQ3 Q9BYR5
P11912 Q9H2H9
Q68D86 P49703
P62993 Q9H204
Q6A162 O95125
Q08117 Q8TAB5
Q15691 P25786
P61077 Q96FW1
Q99418 P29274
Q00987 P23297
Q99750 Q9NQ87
P03372 P60660
Q969G3 P40222
O14931 Q68D85
O43603 P22466
Q5T681 P51116
O76071 O00264
P02786 Q30201
Q9BRK4 P61328
Q9UIE0 Q99750
Q9NRD5 P78348
P49910 Q01844
P43360 O14530
P60370 Q9Y5A6
P68400 Q96EB6
Q13557 P51116
P49427 Q13616
Q96ES7 P19012
Q08117 Q7Z3S9
Q9UBU8 Q14919
P32121 Q08499
O14633 A8MQ03
Q92624 Q12972
Q15475 Q99750
P36406 Q86YD7
O15205 Q13387
Q9H257 Q6A162
P62805 Q9BVI0
Q15041 Q9BT40
Q0VD86 Q9NP55
P35637 Q9H3D4
Q8N9E0 O75052
Q6L8G4 Q5T752
Q13573 Q13422
O95166 Q9UPU7
Q13309 Q9NTG7
Q9Y3V2 P63279
O00560 Q9NP64
Q8ND90 Q8TAP4
Q9NZD4 P62942
Q8IX15 Q13131
Q13547 Q92841
P68106 Q6A162
P25786 Q9H2G9
Q7Z3S9 P12236
O43759 Q969F0
Q9BQD3 Q96CN5
P52597 O60504
Q8IZD4 Q8IU60
Q9UI14 Q9NPQ8
Q9BZR9 O94888
Q14781 P0DJD3
Q9HCE7 Q15797
P25786 P32320
P54725 Q9BYV2
Q96S99 Q96JM7
