P06730 Q9NRA8
Q08117 Q96I34
P51959 Q93062
O95140 O60260
Q16611 P55957
O43186 O00560
Q9NYB0 Q92917
Q8N4F7 P60409
P62191 O43463
Q7Z3S9 Q6ZMM2
Q9Y2V2 P60410
Q5TA81 Q701N4
Q13137 Q9BVV2
Q08379 Q9H1K1
O75553 Q92567
P08311 Q7Z3S9
Q9UBP5 Q13077
Q02156 P63104
Q06547 P57052
Q52MB2 O75558
Q12948 P40424
Q04206 O15524
Q9UHX1 Q05519
O15105 Q9HCE7
O95786 Q96EQ8
P37198 Q8IY31
Q15208 P49407
O00560 P00492
O95751 P51116
P40939 Q9GZQ8
Q9H5Z6 Q99750
Q15742 O43189
P21802 P62993
Q12933 Q9NP84
O95671 Q6A162
Q99836 P84022
Q93062 P59991
Q96H86 Q9UGI0
O75541 Q9P1W9
O75618 Q06481
Q8TC20 Q96HT8
Q99750 Q6P5X5
P60409 Q08117
P39748 Q96NY9
Q04941 P32246
P60409 P35900
Q13501 Q9BXW4
O14836 O43765
Q01850 Q504U0
Q9NUL5 P60370
Q8N8K9 Q15560
Q8N205 Q9BVK8
Q8WZ59 Q5T700
P60370 Q16670
Q9Y6C2 Q6ISS4
P47985 Q5U5X0
P43403 P20963
Q8IZU0 Q9H6A0
Q9UMX0 Q9H0X6
Q70IA8 Q9NWS6
Q12800 Q9BT43
P60370 Q8NE01
Q99496 P62837
Q9BVJ7 Q9GZT8
Q9P2A4 Q9Y605
Q13342 Q13526
P22681 Q9C004
Q8NA61 P40222
Q15293 P54253
Q96BD5 Q6A162
P63165 Q15916
Q9Y2W7 Q8N6Q3
Q86WX3 Q8IUQ4
Q9BRK4 P25791
Q99750 O43597
P01112 O00329
P19012 Q3SY84
P19429 Q59H18
Q9UGK8 Q96FX2
Q86VP1 P62987
Q07352 Q16539
Q96BA8 O00155
P54105 Q9Y333
P32242 Q5TA45
P08238 Q13451
P52565 P63000
Q04864 Q86WQ0
Q8ND25 P51668
P40222 Q9Y3C0
Q96MA6 Q96NC0
P42830 P28799
O43765 P22466
Q9Y5P3 P56545
O15350 Q00987
O60603 P61073
O75593 Q15796
Q13490 P63000
P50749 P01116
P15884 P61296
P40424 O14770
Q14145 Q13257
Q96SQ5 Q9BYV2
A8MQ03 Q5T7P2
P16104 P45983
Q8WYH8 Q05D60
P02745 Q9UHD9
Q68D86 P49703
Q13547 O95863
Q14CS0 Q96IV0
Q9H0R8 Q9Y4P1
O76081 P32242
Q08426 Q9BYV2
Q86VU5 Q9UMX0
Q2TBE0 O75558
Q13526 Q13950
Q9BYG4 Q7KZI7
Q8IZU0 Q0VDD7
O43543 O43502
Q08117 Q9BRQ3
Q96DZ9 Q99909
Q9ULW5 P18089
Q9NWS9 Q3MJ62
Q96G25 Q15369
Q8NHP1 P32242
Q9UL42 Q9H0I2
O75478 Q8TBZ8
P40222 Q93045
Q13368 Q9HAP6
Q03989 P03372
P02649 O75069
Q9BYR7 P49639
O95947 Q96A09
P35813 O15169
P41227 Q92845
P60328 Q8N6U2
Q8TD17 Q9NX04
P35244 P43351
P08579 P09661
Q15185 P07900
Q05329 Q6RW13
Q9BY27 Q05D60
Q15554 Q13416
P13682 Q9NSC5
Q5W5X9 Q9NS37
Q9H8W4 Q96G97
Q04917 P30305
Q12933 Q08117
Q15040 P60372
Q6RW13 Q8NI60
Q9Y3C0 Q96EV8
Q9UQF2 P45983
O95678 Q7Z3Y8
P63279 Q08379
P54760 P01588
A6NEM1 Q8TD31
Q9NSK0 Q8IYX8
Q9NRS6 Q15041
Q969G3 P37198
P35711 Q08117
Q8TDQ0 P13688
Q9H8W4 Q9UKJ5
P04271 P26447
P08238 Q9UNE7
P05412 P18846
O43502 Q06609
P62993 Q9UKT9
Q96EK5 P16444
Q8N6L0 Q9NTX7
Q68D86 P01189
Q9UL15 Q9BPY3
O75379 O43752
P04637 P12956
Q9H1K1 Q08379
Q9UJX2 Q9H8Y8
Q9BWW4 Q9UBH0
Q12933 Q13526
Q9UNN8 P25116
Q9BRK4 Q9NW38
Q9BTA9 P19012
Q5T700 P53801
Q5T7P3 P26371
P11940 P50616
P78560 Q9HB75
P28799 Q9NW38
P15884 O75716
P26371 Q9BYR5
Q8NA61 Q8TBB1
P60411 Q96E40
P14373 Q969S2
Q5W5X9 Q9Y2D8
Q9NYB9 P61978
Q96HA8 P56279
P17844 Q13547
Q701N4 Q5T754
P17676 P04637
Q5JVL4 Q9UKT9
Q13547 Q9UJW3
Q9UNG2 Q9Y5U5
O95376 P04637
Q6UUV9 P16220
Q9P0N8 Q8N205
Q9BSW7 Q8NA61
Q9NPD3 Q9Y3B2
Q15025 P51959
Q86XI8 P17275
O95833 Q9UN37
P63167 Q9NQX3
O75351 Q9NZZ3
Q96ES7 Q14457
Q9P2K3 Q9NWS0
P26368 Q13838
P19012 Q6KB66
Q13895 Q96HT8
Q8IYR0 Q6P1W5
Q8N9N5 Q13084
Q02535 Q5RGS3
Q14653 Q14164
Q969G2 Q9Y6H1
P62993 Q07666
Q495W5 Q04864
Q9BV40 P56962
Q15173 P46695
Q7Z3S9 Q9Y5Y2
Q8IX15 Q08117
Q9HAT0 Q14D33
P21757 Q13021
Q8NHQ1 Q96M91
Q8N668 O60826
O00560 Q16799
Q7Z3S9 O00560
O96014 P60411
Q96HV5 Q7Z3S9
P54849 Q8NHQ1
O75771 Q9BVG8
Q15427 P42685
O75716 Q7Z3S9
O43597 Q96MH2
P49910 Q9NWS9
P32242 P60370
Q9BVV2 P32320
Q14241 Q9BYV2
Q8N6L0 Q9P0S9
O15162 Q15077
P56545 Q92786
Q9BRK4 Q8TAU3
Q04864 P43115
Q96Q77 Q8TD17
P18848 Q13227
O15392 Q9NR28
Q92567 Q6P1W5
Q8N443 Q15777
Q15370 Q96G25
O75604 Q969G2
Q8NBZ0 O95379
Q96CS2 P08727
Q9NWS0 Q93062
P53365 Q8WYH8
P25800 Q63ZY3
Q9BVN2 Q8IZU0
P05783 O75190
P17028 P26196
Q14964 Q9H2G9
Q96K19 O43765
Q8NHQ1 Q8NEP9
P46695 O43765
Q15323 Q12815
P60568 P01589
Q8WUF5 P62140
P08238 P62913
P46109 Q96PD2
Q9GZT8 O75716
Q9NVV9 P62875
Q13137 Q99471
O43521 P14174
Q7KZI7 P63104
P60411 P35900
O14770 Q6P1W5
Q9UBI1 O60826
Q9NQX1 Q99684
P61088 Q14527
P14373 P18615
Q96G30 Q8TCY5
O00560 Q53EZ4
O43251 O75553
O14965 O15392
Q9NR81 Q9NRD5
Q96B97 P78314
Q99417 Q7Z4T9
O76064 Q9UH03
B2RNN3 P0C862
P04637 Q15759
P67775 Q13362
Q8TC20 Q96CS2
P32242 Q9BYR6
Q16543 O14920
P01100 P42224
Q13643 Q9UHR5
Q8TAU3 Q9Y2D8
Q9BPX1 P35638
P12643 Q6NW40
Q52MB2 P30039
Q8IY42 Q9NX38
P0CG20 Q9BRK4
P22459 P21673
Q8IYM1 Q8WYJ6
Q8N6L0 Q96BZ8
P30154 P11233
P15622 O95751
Q494R4 P37198
Q6A162 O75934
P36897 P63104
P09493 P0C1Z6
O43353 Q13489
P61981 P26045
Q8N9N5 Q96BZ8
Q9NQM4 Q99571
Q9BZL3 Q6ZS10
Q9UBX0 Q96LA8
Q9NX63 Q9NW38
Q8TAB5 Q9NPJ6
P35813 P32121
Q9BYV2 P54725
O95273 Q01433
P35269 P11831
Q13277 Q13190
Q9BQD3 P06753
Q86UW9 Q6P597
P60866 Q49A26
Q6RW13 Q8NHQ9
P26371 P60410
Q12929 Q96GS4
Q8N1B4 O43602
Q53G59 Q9BXJ5
Q99719 Q14141
Q5VV41 Q8NDC0
Q5T700 O75379
Q5TA78 Q99750
Q9NUL5 Q9UJV3
Q15038 O00154
Q8TF65 P23497
Q9NR46 P43355
Q15131 Q13526
P46527 Q00535
Q8TD17 Q96A72
Q7Z3S9 Q96KP6
O95363 Q13137
Q8WWB5 Q96HT8
Q13976 Q86V42
P63104 P30305
P25788 P09228
Q96EZ8 Q8N6Y0
Q13309 P28562
Q13838 Q86V81
Q9UBR2 Q6A162
Q99836 Q9NWZ3
P51843 P35398
Q6P9B6 Q15645
Q15560 Q15025
P14373 O95363
Q68G74 Q8IZE3
Q7Z3S9 Q08117
P49901 Q08379
Q96SQ5 O15162
Q5T7P8 Q7L273
O75410 Q13190
P43360 O75386
P30101 Q13162
O76003 Q6L8G9
Q9HCM9 Q9BZV1
P34741 O14936
P09012 P09661
P60409 Q9BW11
Q9BQ66 P17024
Q9UKT9 Q8N5M1
Q96T49 Q7L273
Q15796 P12755
P14678 Q13137
Q13200 P58340
Q8N9N5 Q03692
Q7Z3S9 P25786
O75475 P63165
Q16623 Q8IW00
O60828 Q9BRK4
Q86YM7 Q9NSC5
P43365 Q9P2A4
Q6ZNA4 P61077
O76011 Q9NVL8
P05198 P12814
O95376 Q04864
Q96DZ9 P34897
Q13526 Q9Y3Q8
Q96LW4 P27694
Q70IA8 P49902
Q9HD26 Q9P0T4
Q9UHP6 P15884
P15260 P42224
Q53HC0 P14373
P40763 P18031
Q9NX04 Q9H000
O43829 Q9H8Y8
Q15041 Q9H4A6
P61601 Q9BXJ5
Q7Z3S9 Q9C0C4
Q8N9N5 Q6P5X5
P08727 P21980
Q5T752 Q5T753
Q96MK3 Q8IXL6
Q9UBY5 Q2HXU8
Q96LK0 Q68D86
P13647 Q15323
Q93062 Q0VD86
P49639 Q2TAL6
Q9Y388 Q8N5F7
Q96L14 Q99819
O76015 Q9BXY8
P60410 O96014
Q9Y3D6 P51572
P09429 Q15109
Q8IYA8 P25791
Q86SE5 Q8WTP8
Q9GZX6 Q8N6P7
P13196 Q17RB0
Q96A33 Q92985
P60709 O14950
Q06187 O60239
P05813 P02511
Q9BXI6 Q9BXU3
P18031 P05106
Q96L14 P25800
Q9Y2R2 O43586
Q13070 Q8NEA9
Q05655 P17677
Q9Y3B2 Q719H9
Q969F0 Q5SQN1
Q9UJV3 Q15560
P35219 Q9UJY4
O43681 Q12797
P05412 Q9NRL3
Q15365 Q9Y2W2
Q92624 Q8N2H3
P62258 O94921
Q96GD4 Q16543
P62993 Q08117
Q8NA61 O43559
Q9NWQ4 Q9GZV8
Q9HCY8 P43360
Q99436 P20618
P68036 Q9Y4X5
P11021 Q96IZ0
Q8WWY3 Q8IUQ4
Q96FJ0 Q8IWV1
Q96A56 Q9H0R8
Q00535 P46527
P19012 P78386
P60411 O60573
Q9H6T3 Q9UHV9
Q12933 Q3B820
P0C1Z6 Q9Y5K5
O75459 Q8IZU0
Q147X3 Q5VZE5
Q06330 Q6P3S6
Q9NQL9 Q15654
Q00987 Q9NS23
P11217 Q96HA8
Q96GN5 P15622
Q96HH9 Q6XQN6
Q9BYQ3 A8MQ03
Q9H492 Q14596
O14929 P62805
Q96I25 P26368
Q8TD10 P33993
Q9BXW4 Q676U5
Q15742 Q9BWG6
P61962 Q13627
P18545 O14503
Q03135 O00194
Q92828 P55055
O15209 Q14498
P35520 P54619
Q9BYV2 Q9NZD8
Q13443 Q9UKS6
P17980 O00233
Q5T7P3 P50222
P60410 Q14162
Q8NE01 Q8NA61
Q9HCM9 Q8TBB1
Q9BYE7 O95931
P57682 Q12933
P57087 Q9BX67
Q13895 Q68D86
Q9H2G9 Q9UMX2
Q9BSJ6 P14373
P04049 Q04917
P04637 Q13362
Q9NX63 Q15834
Q9NTM9 Q9NZD8
Q92615 P63244
Q96GM8 P04637
Q96BD6 O43463
P48023 Q9Y5X1
Q9NR33 Q9NRF9
P42574 P10599
Q8N726 Q07021
Q9UQB8 Q8IUH5
P14373 Q969U6
P43355 Q9BZY9
Q15013 Q13287
O43741 Q9BYR5
Q13363 Q13422
O94842 Q8N9N5
Q8N1K5 P29350
P63165 Q02078
Q12841 Q92624
Q15637 O14979
Q6ZT89 P60409
Q16594 Q92831
P23246 Q13882
Q8NEA9 Q96GT9
O43829 Q13526
Q96HT8 Q99757
Q9GZX7 P10644
P15531 Q7Z2X4
P04637 Q8WUF5
Q9BY76 P05556
P15884 Q15973
Q12933 Q5T8I9
Q96GD4 Q8WYJ6
Q15562 O75382
Q8IYX8 Q99750
Q08379 P08579
Q8TBB1 Q7L273
Q5T5B0 Q99750
P11441 Q96GN5
P41217 Q8TD46
P60409 Q8WUK0
Q03135 Q6NZI2
Q13490 Q9Y3E2
Q8IUQ4 Q13394
Q16637 Q66K80
Q15691 Q12815
Q96T60 P50222
Q96PN8 Q9UKT9
Q9UKT9 Q96BZ8
Q8N5M1 Q9NZD8
P57764 Q8NC69
Q5HYN5 P61024
Q13257 P30260
Q9NQ76 P16333
P57775 P63208
Q9BQY4 Q8WVV9
Q8IUN9 O60831
Q92838 Q6P499
P04049 P62834
O75530 P63244
Q00987 P25098
P49023 Q99942
Q8TBZ8 Q04864
Q969F0 Q15437
Q9P086 Q15528
O76064 P61968
O14929 Q09028
Q9UBB9 Q9H2F9
Q6A162 Q53FD0
P32239 Q06124
Q9NRG1 Q3B8N2
Q9NVK5 Q96CS2
P30153 Q15173
Q9H115 O43752
P09012 Q15415
Q15109 P09429
P54274 Q8TBB5
O15151 P04637
Q9NX47 Q969F0
Q8IY31 Q9Y3C0
P29466 P01583
Q6A162 O60941
P50402 Q9P286
Q92838 P54852
P02042 P09105
P25791 Q15555
Q14CZ7 Q6RW13
P51116 Q9BXS5
P36406 P25791
P60520 Q8TC07
Q9H668 Q96AP0
O00204 P50225
P63208 Q9NVF7
P63165 Q5W0Q7
Q8N6F8 Q6PKX4
P15170 P62495
Q8NFZ5 P41279
Q8N895 Q13363
Q14103 Q9BYZ2
Q9Y3Q8 O43167
Q9Y2D8 P25791
P19012 P40222
Q01850 Q9P2K3
Q07820 Q13794
O15265 Q8IUQ4
Q8N6L0 Q8TAF8
O75344 Q96JB5
Q9BYR9 O43296
Q13137 O75716
Q07002 Q15323
A5D8V6 Q92567
Q96IT1 Q9Y5A6
P13693 P05023
O43765 P58549
Q6UXT8 P29376
Q12805 P50222
P29972 Q2TAC2
O76011 Q06250
Q8IWZ5 P55081
Q9NWT6 Q96DX5
Q9UHB4 Q9BT92
Q7Z3S9 O60896
P51693 P17028
P03950 P19883
Q15560 P27448
Q96HR8 O75553
Q9UJX2 Q8NBZ0
Q93062 O75603
Q06250 P14373
P43353 Q6A162
P12931 Q13177
Q9H9H4 Q96GM5
O95273 Q7L945
Q8NHQ1 Q99909
Q8NCP5 Q86V42
Q13285 Q53TS8
O60216 Q13643
Q00587 Q9H4E7
Q00534 P42771
Q13547 P68400
Q08209 P62993
P15151 P60409
P78362 Q15696
Q9NS23 O43463
Q15041 Q9BQ24
Q96BD6 Q96LA8
Q8N726 P04198
Q53EL6 P02649
Q8ND90 Q9Y586
Q9UJV3 Q9BY27
Q9HD26 Q9H1K4
Q12933 Q96IZ5
Q08117 A5D8V6
O00560 Q96P16
Q06547 Q86YD7
Q9NQX5 P60370
P06493 P14635
Q99732 O14964
Q9BRK4 Q96NC0
Q969G5 Q6NZI2
O14656 P60409
Q96BZ8 Q15742
Q15834 P02538
Q96B02 Q9HAT0
Q9P0W2 Q8N0S2
P07948 P11049
P35638 P18847
Q7Z3S9 Q8NDP4
P13807 Q13155
P43360 Q96FJ0
Q6NUQ1 Q96IZ5
Q93062 O95967
Q01850 P10606
Q3SY84 Q7Z3Z0
Q9BRK4 P63000
Q53EZ4 Q96I25
Q13094 P16333
Q9UJ04 O00635
Q16623 Q8IXM6
Q99750 Q02040
P50151 P15884
Q9NRH1 Q8WV07
Q7Z3I7 Q9H257
O76011 O75934
Q96E35 Q14094
Q13526 P41279
Q99436 P28065
O43765 Q13232
O00204 Q6ZNH5
P35610 Q9Y5Z9
Q9UK58 Q9UHR5
Q9UD71 Q8WZ60
Q8ND90 Q96HA8
P40425 Q00444
Q9BYQ0 Q9BYR5
P11802 Q9UJC3
Q9UJX0 Q08117
Q8N131 P43364
Q9UKT9 Q9HC98
Q96NC0 Q9UBB9
Q6A162 Q3SY00
P63096 Q9Y4H4
Q9Y266 O60884
P78362 Q9BU76
O75688 P32121
Q96HT8 Q9Y605
Q96HA8 Q9BYQ2
Q96BZ8 Q9UBB9
P41219 O75928
P56545 Q32MQ0
Q6BCY4 Q13077
Q92993 Q9BRK4
Q9H9L3 O00423
P24385 Q5XUX0
P60409 P02545
P63104 P07910
P60409 A8MQ03
P37235 Q9BXJ5
P23508 P49674
Q99719 Q15019
P55795 O43347
Q03426 Q9NUX5
Q13568 Q04206
Q8WVV9 Q96PU8
O75674 P62993
Q86X95 Q07955
Q8IYX8 Q92966
Q96L14 O43482
Q96D03 Q9HBI0
Q9NZ43 Q9P2W9
P35398 P14136
Q96S65 Q8TAU3
Q5VZM2 Q9HB90
Q8N1B4 Q96PN8
Q6L8G9 P25490
Q13309 P38936
Q9Y333 P62310
Q8N205 Q15437
Q9BWD1 P54274
Q9UBX3 P26371
Q14192 Q04864
P07307 Q96G23
Q8TBB1 Q9BYQ4
P50222 P60412
Q04864 Q9Y5U2
Q96DZ9 Q13596
P14416 Q01959
Q13547 P62805
P49715 P49716
Q16637 O75817
P63208 Q96CD0
Q04206 P52943
Q5JT25 P15884
Q9BVG8 P20618
P51668 Q8N9I9
Q9H1J1 Q9Y5S9
Q9BQ70 P43364
O14653 O43752
P31947 P04049
Q9ULM2 O95273
P10451 P50222
Q96E93 O95214
Q14533 O76015
Q8NEG0 Q15323
Q9NXW9 Q86UW9
Q15785 Q9BSI4
Q15637 Q92567
Q9NVM9 Q13951
Q13507 Q96D31
P68431 O75164
P04406 P05109
Q99081 Q8NDC4
Q1A5X7 P08727
Q8N6Y0 Q00994
P50222 Q9BSW7
O00506 P14373
Q9Y333 Q04864
O43889 P78329
Q96C24 O15156
P33681 P16410
P15408 Q13643
P35900 P60409
O95363 Q13064
P22681 P31946
Q9BRQ5 Q96D31
P36896 P62942
Q15056 Q9H3H3
Q8IVP5 Q9Y371
O15524 Q8N668
P35070 O75360
P78537 Q9UL45
Q92993 Q6NT76
P49901 Q9BYQ2
Q9H4M9 Q9NZN3
Q9BV90 Q12933
P17024 P60410
Q8IYR0 A9UHW6
P32321 O00560
O00257 P62258
P36873 P04637
P29558 Q12800
Q93062 O94955
Q99571 Q7Z3S9
O95273 Q69YI7
P18848 Q0D2H9
Q9UGL9 Q9BQ66
Q9GZM8 Q8TD31
Q9Y5U2 Q8TAP6
Q96EL3 Q9Y2D8
Q16637 Q9NWZ8
P15056 P31946
Q8IW93 P61586
Q93062 O95231
P20807 Q96HA8
Q9BPX1 P29372
P01282 Q12884
P58753 O00206
P14373 Q9BRG1
Q99873 Q8IZS5
Q9NPC6 Q6PGQ1
P47897 Q9H9H4
P50539 P60409
Q96BK5 P54274
O00560 Q7Z3S9
Q9BRK4 Q9Y316
O14787 Q96GX9
P08238 Q15185
A0AVK6 Q13643
O00233 Q9HCM9
Q6NUQ1 Q8N443
Q6A162 Q96GY3
O95198 Q53G59
O94842 Q01449
Q13287 Q0D2H9
Q15025 Q13526
Q9BUZ4 P63165
P23528 O14939
O15460 Q13643
P49840 P08238
P98179 Q15415
Q9P291 Q96BR9
O00148 P54274
Q99598 Q8TDH9
Q9GZX6 Q08334
Q8NHQ1 Q9UFN0
Q6NSX1 Q8IZU0
P54920 Q12846
Q13618 Q8WZ19
P82932 O75360
Q5JUK2 P54646
Q8IY31 Q96EV8
Q9UKV8 Q15185
O15379 Q9Y5X4
P14866 P22626
Q86XJ1 Q96GD4
O14964 Q8WYH8
Q9UGY1 P60409
Q9Y6N9 Q495M9
P60409 Q96IX9
P25101 P05305
Q6TCH7 P04049
Q9NPC6 P12814
O43150 P62993
Q5TA79 Q5T752
Q9NS75 Q9Y271
Q13190 Q13277
Q9UMX0 O75638
P29972 Q15654
Q8N9N5 Q9HD64
O15409 Q13526
P11245 Q06609
P36406 Q9NQL9
P60411 Q9UKJ5
Q5SXH7 Q92569
P51116 P61457
Q86V97 Q9BXW4
Q6UY14 Q5TA82
O60341 Q8IZU1
P25788 P25786
Q9UMX2 P11926
Q13485 P31749
Q9NWS9 O43559
P63208 Q9NRD1
Q9Y265 Q9UHR6
O43186 Q9NYB9
Q7L591 Q13077
P61812 P05067
Q9BUY5 O76003
Q8WTP8 P0DJD3
O14503 A1A580
Q92769 O95863
Q9UJY1 O14558
Q96DA0 Q96EQ0
P14373 P10606
Q969F0 Q9P0N8
Q9Y228 O43586
Q3B820 O95273
P03372 Q04206
Q12901 P60409
P22352 Q9UMX0
Q13418 Q9H0C8
Q9BRK4 Q8N9S9
P19012 P48047
Q9Y228 Q9Y3A3
Q9Y6G5 O60826
Q96DN0 Q9UMX0
P04066 Q9UHD9
Q8N8X9 P50402
Q8N474 O60353
O43586 Q9Y473
P35372 Q8IUQ4
O95219 Q15041
Q8N8K9 O14543
Q01968 P61106
P61086 P14373
Q66K41 P61978
Q8TBB1 Q8WYJ6
Q15323 Q86WW8
Q969G3 P60411
Q04864 Q9HBI0
P67870 Q9C086
Q96DV4 Q9NYA3
Q13137 Q8IYX8
Q5TA78 Q9UGC6
O00257 P31946
O15145 O00401
Q9UKT9 Q96EL3
Q9C005 P78347
Q9P2K3 Q6A162
Q13541 P15884
Q9Y2X8 Q9BV68
Q9H4L4 P06748
Q5XLA6 P29466
Q9BYG5 P60953
Q9H8W4 Q9NPI1
O95833 Q5JST6
P58549 Q92624
Q9C004 P22681
Q9Y2D8 Q9UGP5
P62993 O00459
P04792 P02511
P59990 O94900
Q9GZT3 Q6A162
Q9NVV9 Q96HA8
Q9BSL1 Q15038
Q6ZNH5 Q3KQV3
Q9GZQ8 Q15025
Q96CS7 O14503
Q99496 Q9HC52
O60880 Q14155
Q7L8A9 P49366
Q9NSC5 P05067
Q9BYP8 Q8IZC7
P68431 P49736
Q08117 P47897
Q9BVM2 Q9Y230
O00560 O95198
P60409 P07510
P29034 P04271
Q96CS2 Q96MT8
Q3B820 Q96BR9
Q96GF1 P62837
Q9BXY8 O43610
P08238 P11801
Q96GY3 Q01850
P02649 P01130
Q8IWZ5 P60409
Q96EV8 Q6QNY0
O95671 Q15323
Q8IZE3 Q9H0R8
Q9Y316 P14373
Q3ZCQ8 P10398
P35557 Q14397
Q9Y294 P49736
Q7Z417 Q9BYQ2
P36896 P08238
Q9BUZ4 Q8IX15
P50222 Q8TAU3
P15882 O43639
P62993 Q9UJM3
Q99081 Q9UJ70
Q0VD86 Q6UX98
Q07820 Q14457
Q8TCY5 Q96G30
O00560 P26371
Q92993 P03372
P46527 P24385
Q5T754 A8MQ03
Q96IK5 O15344
P60411 Q3B820
Q07955 O00463
Q8IZU0 Q9UER7
O14936 P34741
P38919 Q53EL6
P55884 Q9UBQ5
Q6PGQ1 Q9NUL5
P15374 Q15797
P50616 P11940
Q96F86 Q9UJ72
Q5T5A8 Q701N4
Q08493 P26367
Q92993 P14373
Q6XQN6 Q93062
Q9UGP5 P36406
Q9NWQ4 Q93062
Q66K41 Q93062
Q8N205 Q9NRQ5
O76011 O76083
P25791 Q6RW13
Q9BXH1 Q07817
Q14194 Q16555
P60329 P32242
Q13895 Q86SE5
O75379 Q8N6L0
O76015 P48668
Q96NC0 Q9NRD5
Q9UHD2 Q13137
P20794 Q9UM11
O43609 Q7Z6R9
Q08E93 Q99750
P27348 P49407
P63208 Q8NEZ5
Q6NT76 Q96NE9
Q07666 P06241
Q9Y3B7 Q8ND90
P27449 P25788
P62873 P59768
O43583 P0CG48
P54274 Q96BK5
P07947 Q13480
Q9H1Y0 Q7Z434
Q13526 P78563
Q96CS2 O75558
Q01850 O75069
P54253 Q14012
Q8NB12 Q8NCP5
Q9UJV3 Q9NUL5
O14964 Q7Z6I5
Q15653 Q8N1B4
Q5TCM9 Q9BYR3
P26368 Q9UI36
Q9UBL6 P30613
Q6A162 P10809
O75586 Q9NVC6
Q13618 Q9H898
P54619 Q6P1W5
O14633 Q9BYR5
O15105 Q92905
P60410 Q9H270
Q12933 Q86VK4
Q07002 Q9BYV2
O75553 Q8IUC2
Q12983 O60238
Q9UNE7 P31749
O43463 Q9BXL8
P24385 P24941
P25788 O95202
Q96S44 Q9Y3C4
Q15797 Q9HCE7
Q8IZU0 O14910
Q7Z3S9 Q9NQ50
P42568 Q9HC52
P07900 Q7L3B6
P50461 Q9Y281
Q15041 Q86VR2
Q14192 Q12778
Q02930 O95967
Q9NYJ8 P15407
P36406 P23769
Q8ND90 O14530
Q9BVV2 Q99750
Q15415 Q96PQ6
Q86XT4 Q9Y2X8
Q9BSQ5 Q8TEW6
Q5TA82 Q9BQ66
Q969F0 Q8N205
Q9P289 Q9Y376
Q13330 Q13547
Q13077 Q15973
P04637 Q9H3D4
Q99836 Q13158
P01106 Q8TAD8
Q9BYQ2 P60370
P56545 Q96MY1
P18084 Q9BY76
P26371 Q5TA78
Q9BQY4 Q08AM6
Q92841 P46937
Q5VVQ6 Q96D03
P61978 Q3KQV3
O75716 Q0VD86
Q9UL15 Q9NVV9
Q14558 P11908
Q9UNE7 P08238
P60891 Q9H8Y8
Q9HCM9 Q9BSL1
P24863 P19012
Q99962 Q13443
P24278 P49903
P62995 P49761
Q15054 P12004
P54253 Q15293
Q63ZY3 Q13643
O00560 Q9H5V8
Q9Y315 Q8IZ83
Q9NT62 P60520
A8K0Z3 Q14457
P35813 Q15796
Q13133 O60869
O95848 Q9NYB0
Q9UJ83 Q8N7X4
Q8NBZ0 Q86V42
Q86UD4 P60370
Q0P5N6 P49418
P0CW24 Q8ND90
O15353 Q9NQL9
Q9NS23 Q00987
Q8WU79 Q6P1W5
Q86UW9 P49639
P49638 Q96DZ9
Q92692 P26371
Q8IWZ5 Q9BTL3
Q53EZ4 Q99816
Q32M78 P60411
P26045 P63104
Q6RW13 Q9NQG6
Q8WUF5 P04637
Q08AM6 Q96H20
P26371 Q5T7P3
Q15365 P26599
Q5RGS3 Q02535
P51955 Q8NG66
Q96MT8 Q96CS2
Q9BYV2 Q9Y2D8
Q9NZD8 Q6RW13
Q6NYC8 P14373
Q9Y6K1 Q99750
P60410 Q8IYI8
P49674 O14640
Q6A162 Q8N5A5
Q7Z3S9 P08582
Q9P2K6 Q9Y2D8
P0CG47 Q68DV7
P14317 O43516
Q8WVY7 Q13200
P35609 P63244
Q9NWS0 Q9Y3Q8
Q5TZK3 Q13422
Q9NWS6 O76003
Q96I27 Q6A162
P14373 Q96BZ8
Q14331 Q9BRK4
Q15418 P50552
P37198 O60941
P18754 Q9H6Z4
Q5TA76 Q9UKJ5
A1L190 Q96CS2
Q9BZI7 Q9Y5S9
Q96IZ5 Q8ND90
Q9NPI6 Q13485
P25788 Q58A44
P78348 Q9NRD5
Q9Y265 Q92993
Q14D33 O00303
P98170 Q96HA8
Q6A162 P48146
A6PVS8 O43639
Q9NUX5 P43358
Q12841 P12643
Q9Y2K5 Q92567
Q9H079 Q96FN4
Q9GZM5 Q9BSR8
Q12933 Q16656
Q9P0L0 P05090
P07900 O95433
Q16881 Q92731
Q8WXH5 Q96R05
Q8N205 P11686
P24941 P24864
Q9BYR5 Q5T5A8
P04049 Q3ZCQ8
P52292 Q9UKX7
Q93062 Q6PIY7
Q96Q40 P08238
Q13526 Q13077
O76015 Q3SY84
O43765 P08294
Q96EY1 Q96NE9
O75558 P61764
P61968 P19012
Q12933 Q2KHT4
Q15415 Q96MU7
P13647 O76015
P09603 Q13643
P01106 P11387
P63104 P55072
P28799 O43597
Q6P1W5 Q15038
P60411 Q9H5Z6
P60410 Q5TA82
Q4V328 P20338
Q9NPJ8 P36406
Q01844 Q92734
Q9BSJ6 P04156
Q8NC69 Q14451
O95273 Q6X4W1
Q8ND25 P61088
Q96SQ5 Q6A162
Q9NXK8 Q8TBB1
Q13526 Q16204
P28066 O14818
Q9Y2W2 Q49AR2
Q9GZX7 P31689
Q8N3X6 P43360
