Q07699 Q9NY72
Q9UGN5 Q2PPJ7
Q99549 Q9NQI0
Q96DI7 P07195
Q9H5Q4 Q8N5F7
P19447 Q16851
Q99612 P25325
Q8WUA4 P09488
O14641 P57081
Q9BXL5 Q9P0M9
P14921 Q9NP86
P19447 P06732
Q9UKU7 Q02447
O15178 Q9NRJ4
Q13637 Q05516
P51970 Q9H5F2
Q9NX01 P49789
P05423 P35237
P09936 Q07869
Q6ISB3 Q12849
Q9NYS0 Q14181
P24298 Q99990
Q7L0Y3 Q06546
Q01201 O60760
Q9Y234 Q05925
O75164 Q8IXM3
Q14192 Q70SY1
P54098 Q01196
Q9NQI0 Q9BWW7
Q9HCN2 P17535
Q86Y13 Q14CB8
Q07869 P49406
Q96A58 P19793
P28358 P38646
Q92552 P52945
P46459 Q14526
O43819 P40692
Q7Z2X4 Q9NX01
Q16560 P52565
Q15853 P49789
Q08495 Q8IXF0
P17516 P35638
P50990 Q9NVP2
O95786 Q5VUA4
Q9P2W6 O60902
O95154 P20823
Q9Y6G3 P23759
Q58A44 O75150
P68104 Q15466
P78527 P31350
P63302 Q9UBD5
O95600 O00170
Q9H4A3 Q14209
Q96S53 P82933
P34897 Q01081
P0C0S5 Q16540
P82914 Q15072
Q9NZE8 Q9HBE1
Q02252 Q8IZL9
O15151 Q9H9J2
Q9HC29 P33778
Q15080 Q15475
Q12996 P82650
Q96GX9 Q16514
Q3BBV0 Q9HAN9
P51649 Q9C002
Q7Z7A3 Q5U623
Q6NXG1 Q96PC2
Q92830 P35270
Q13362 P13995
Q8TCD5 P23511
Q06413 Q9UNE7
Q53GS9 O94906
O95749 Q9BQ83
P0CG30 O60341
Q9P032 Q92698
Q9NX09 Q9BSH3
Q13950 P17987
Q12931 Q01826
P21695 P61964
Q8TF76 Q8N9N2
Q03154 P49736
Q8WVN8 P32519
Q9NNW7 Q9Y6P5
Q9Y6R0 Q02556
P20592 Q00577
Q00688 Q99819
O14981 P35321
Q8N6F7 Q9NP71
Q9H0C8 O95751
O95749 P10275
Q9H0E9 Q92665
Q08050 Q9Y2D0
P62805 Q99551
Q969L4 P49589
Q13287 P31274
Q9UBU7 P40261
Q8WWV3 Q9UM82
P15374 Q92949
Q9H2W6 Q9NR56
P13796 P51826
Q8WVN8 Q9UNN4
P13797 Q96PN7
Q9HB65 Q16540
P49914 Q9H2S9
Q5VZM2 Q58WW2
Q13415 Q02153
P15056 O14981
P00441 P10243
Q12789 Q96A58
Q9NX20 P31274
Q8IWT3 P0C1S8
O75526 Q969P6
P05413 P12524
Q13123 P46459
P15976 O15235
O14618 P26599
Q16537 P23771
P14921 P21673
Q14914 Q14807
Q16828 Q92922
O94788 Q92908
P50897 Q8TE04
P23381 Q14807
O75363 O00712
P52566 Q14CB8
Q9Y3E5 Q9HCD5
Q9UJW9 Q9NQR4
Q96PC2 Q8IXF0
Q92793 P00326
Q9UNE7 P17535
P59044 Q9H6T0
Q9BZL1 O43541
Q9NWU2 Q9NRV9
Q14152 P24468
Q9HCN2 A0AVK6
Q9UKF7 Q14190
Q99487 P31275
Q92837 Q16514
P35244 Q8WUN7
P52815 Q15723
P59046 Q99880
P50990 Q9UBD5
Q9BPX1 Q9NZI6
P29083 O15540
Q9Y297 P62875
O75343 P23511
Q86WQ0 P49406
P27695 O75534
Q6NUP7 P18074
Q16543 Q96S44
P51114 Q10586
O43182 Q15544
Q6ECI4 P10155
Q15022 O43837
Q8TAE8 P29144
P49753 Q9HCD5
P30626 Q96KN3
Q16576 P28161
P20933 P46439
P41252 Q8N9N8
P51948 P49789
Q9Y5X4 P32929
P59044 Q15723
P15289 Q9HBU6
Q9UNP9 Q15080
O75897 Q99612
Q9UPP2 P54278
P84243 Q96NW7
Q9GZZ0 O75394
P05549 O43837
Q9Y238 O95639
Q9NPC7 P19878
Q8WUA4 P13489
P83111 Q14190
Q9NVP2 P62937
P49458 P52657
Q5XPI4 P49917
O43396 P08047
P04198 Q01469
P15289 P55854
O95848 Q01094
P05164 Q96G01
O43365 P0C7P0
Q9UMQ3 Q3BBV0
P07451 Q8NHV9
P46439 Q6DN03
Q9BTC8 Q04828
P32119 Q92989
P32314 P16949
P41970 P24666
Q9BUE6 P56915
P20132 Q14CB8
Q5VUA4 P23378
Q96A58 Q16533
P29762 P02545
P22528 O95343
P42574 Q00577
Q9H6S3 P62314
P12956 Q8N183
P51826 P42765
Q06278 Q9Y294
O60711 Q9Y657
P10276 O00142
Q9Y3E5 Q96D98
Q9BXL7 P35637
Q15853 Q15102
Q9BWX1 P32322
O00142 Q14119
O14593 Q7L7X3
Q9HCE6 P31267
Q96JB3 Q9Y2T2
Q969L4 Q8N6F7
P35236 P19532
Q9UNP9 P30419
O95243 Q9GZT8
Q9HBG6 Q8N257
Q9Y676 O00257
Q9UNE7 Q01196
Q8WXC3 P0CG12
Q07617 O15353
P21266 P51513
Q5THR3 P42574
P00325 Q02535
Q92665 Q92826
P82914 Q9UI36
P42679 P63162
Q92908 P15121
Q8TE67 P51784
O75534 Q96T23
P20264 Q7L0Y3
P19793 Q9UDX5
Q8IUQ0 Q9BSF8
P21266 Q16777
P12956 Q8TF09
Q7RTR2 P09884
Q8WWV3 Q03701
Q8IX03 Q14188
P31271 Q9NRV9
Q92552 Q5T6S3
O75570 Q92922
Q9P0R6 P08579
Q9Y657 Q99551
Q9BYD1 O94782
Q9Y4A5 Q9HCE6
Q14999 Q12824
Q9H0U6 O94782
Q93088 O43829
Q86YN6 P51116
Q01130 P49411
P21291 Q9Y6G3
Q15327 P16152
O15156 Q12849
Q15583 Q12815
O75363 P0C0S5
Q13287 P07992
P51398 Q93077
Q7RTR2 Q9UIH9
Q07617 Q15915
P27707 Q8N9N2
Q9NTZ6 O00142
O43504 Q9NXR8
Q13085 Q3YBR2
P04066 Q9UN86
O94805 Q9UPY3
Q86YN6 Q9UD71
Q9P2Y5 Q99594
P32780 P82932
Q13887 Q9HBG6
P24666 P32314
Q9HCY8 Q12948
Q8NI60 P55317
Q2VPK5 Q9Y6X8
Q71SY5 P43355
Q9Y295 Q9UBU8
Q93077 P51857
Q14678 O00311
P57723 Q96BP2
P51532 P32119
Q06945 Q12849
O95400 O14776
Q15173 O43541
Q03828 Q2M3C7
Q9HCP0 Q8TAD8
Q9Y216 Q9UBE0
Q05923 Q96IV0
Q04837 P29374
P11245 P09067
P23769 O60783
Q9Y5Q9 Q9UPP2
Q9P2R7 P28069
Q99878 Q99819
P52815 Q01459
Q9UIL8 P57723
Q15319 Q9UBR1
P00326 P52655
P49715 P49406
P09936 P17509
Q9P2W6 Q15022
Q6ECI4 P35237
P38571 Q49AM1
O95376 Q9GZT8
Q9NP31 Q05925
P49902 A6NLJ0
O95619 P63302
Q14032 Q86XI2
O43396 P52926
P10275 Q96T66
P46459 P49716
O43837 P50219
Q8IZT9 P49753
P48729 Q53GS9
P0DP25 Q16828
Q9BZL1 Q02447
P49915 Q8NFU5
Q9UBK2 P16083
Q9UHR5 Q8TBX8
Q9Y2P7 P17661
Q14999 Q92966
Q0VD86 P07741
Q8IZU0 Q9H9J2
O60551 Q5T6S3
Q8IUQ0 Q99733
P0C0S5 P53677
Q07960 P13349
Q7L3B6 P16104
P11831 P23378
Q14152 Q92664
Q13610 P15428
P16220 Q96M27
Q14152 P31267
P41240 Q8TBX8
Q9Y676 A0AVK6
Q6NYC1 Q16772
Q969G3 Q96G01
O60381 Q96LI5
P17050 P50452
P0DMN0 Q13247
P32119 O75643
Q9NX09 P31273
Q86YN6 Q9BRV8
O75030 Q13162
P41279 Q16629
P26441 P06400
P41134 Q96M11
P24298 O00716
P51532 Q58A44
P62917 Q9Y6J9
Q9NY33 P18858
Q9BV90 P78358
Q14894 P18847
P50990 Q14938
Q99558 Q15562
Q6NYC1 P00325
P16220 P09210
P52756 Q13162
P15559 P24278
Q9Y2V7 Q96JB2
Q92665 Q9C0J8
O94763 P35236
Q14204 O00115
Q14CX7 Q13950
P13796 O43781
Q03013 P40692
Q3ZCT1 P32322
Q96A08 Q9BUT1
Q9HD33 Q9NV56
Q01094 P01040
P62875 P17987
Q14914 O75528
P62917 P19793
P82909 P50219
Q9NPB1 P62995
P10155 Q92664
O94805 Q92844
Q9BSL1 Q5M775
O95154 Q15544
P30711 O95600
Q9UHN1 Q96BN2
Q8N5U6 P17535
P26639 P22736
O95429 P36402
Q96KF2 Q9NZJ9
P21399 Q9H9S0
P09429 P12271
O95619 Q96RG2
P10828 Q9Y2T1
Q9NX18 P56282
Q92989 Q9BR61
P09429 Q8N6F7
Q15185 Q969S2
Q9UKF7 Q00577
P35270 Q969F1
P35712 Q16698
Q9UPP2 Q9Y222
Q15022 P34897
Q9GZT8 P05412
Q99878 P45877
P00326 P62318
P51970 Q08999
P51649 Q16777
Q9BXL7 Q16385
P03372 Q9NQR4
Q9UD71 Q14839
Q92844 Q92826
P51116 Q96I25
P51116 P54821
P22304 Q96GX9
P35218 P13984
P08048 P54098
P00326 P18847
Q96A58 O43148
O00743 Q9Y3E1
Q16612 Q13595
O94906 P29466
Q9P278 Q93077
Q96QG7 Q96EG1
O75534 Q6ZYL4
P15104 Q9UHQ1
Q13637 Q99583
P09630 P50213
Q96G01 P35452
Q9BUT1 Q9H6T0
P54132 Q9Y2J8
P05549 Q15102
O00754 Q9BXL7
P13693 Q9H1Z4
Q13523 Q13795
Q96QV6 Q9NWU1
Q6PL18 Q96NW7
Q06547 Q6PRD7
O43541 Q96RP9
P53004 P14316
Q9BYC8 Q9UBT2
Q99714 Q14209
O94763 Q8TCD5
O75648 P17482
Q16822 P55316
Q8N4X5 Q9HAW4
Q16828 Q96L73
P59044 Q96AZ6
Q13569 Q96IV0
Q96QG7 P10827
Q9UHR5 Q96T66
Q9BSE5 O43513
Q8TF40 Q8TBZ0
Q9H257 P30307
Q13886 O00764
Q9BRA2 Q9BSF8
Q9UGP5 P22532
P41134 P55210
Q9Y3B7 O75586
P55084 Q96DT0
P21399 P12524
Q08752 P0C7P1
P35237 Q96DT0
P43897 Q9UFW8
Q9NPC7 P49368
Q15173 P49335
Q13569 Q01064
Q9Y6R0 P15918
P52566 Q16695
P14652 P23381
Q9HCY8 P0CG12
P39023 O43513
Q9BSE5 O43593
Q9UIV1 P83881
P16403 P35237
P35218 Q96PN7
Q9BYC8 Q9UBE0
P50539 P25398
P35637 Q9Y2Q9
P04066 P09210
Q9BPX1 P10074
P49406 Q13573
Q14807 Q15080
Q05952 Q9BYD2
P30626 Q14807
Q8TDY4 Q8IY57
Q9UGP5 O60941
Q8TF76 Q9HD33
Q9UIV1 Q08495
P30307 Q7Z7A3
Q15573 P82921
Q96QT6 O75343
Q9P0R6 Q9Y6X8
P51532 Q9NVS2
Q96QV6 Q9UD71
Q96RE9 Q9NP86
O43396 O94768
P40692 P15428
O43396 Q9UHR5
Q03052 Q7Z569
O95429 O15379
A6H8Y1 Q9BSL1
Q9H3D4 Q9UJM3
Q9NZE8 Q8TDY2
Q9Y4B6 Q99801
Q9Y676 P15408
Q04828 Q13118
A2A3N6 P07602
Q02153 O00257
Q13123 P15104
Q9UPY3 O60682
Q9UJM3 P54821
Q9H8M7 Q99757
Q01780 Q9Y3B2
Q9NYS0 O14646
Q9Y6G3 Q9Y463
Q9UKU7 Q03828
Q14204 Q14190
Q9P2Y5 Q9NSY1
Q9NYD6 P62942
P15289 P34897
P46459 Q02386
O75164 Q9UHN1
P53779 Q9UJC5
P53677 Q9NR56
Q9Y2Y9 Q7L7X3
P09430 Q9NX20
P22528 Q6NXG1
Q13795 Q12824
P40261 Q9HAW4
O95405 Q9BUQ8
Q8N983 P17947
Q6B8I1 Q01543
Q9NYS0 Q8N257
Q9BZE1 Q14CB8
P46439 Q9H2S9
P40227 P35638
P26583 O43837
Q16666 Q8WWV3
O43837 Q96AZ6
O95749 Q03181
Q7L3B6 P10412
P21291 Q9BY32
Q6PRD7 P31267
A6NEQ0 P42765
Q9NYK5 P06400
Q9P0M9 P10074
P31267 P00338
Q06546 Q96NW7
P18440 Q969G3
Q06413 P43304
Q14790 P28715
Q9NX02 P50539
Q9UIV8 P29084
Q92759 P51649
O15091 P49842
Q9Y4A5 Q16540
P17544 Q9Y2T2
O00743 Q92966
O15540 Q01094
O60551 O43541
Q8N183 Q16514
Q92844 Q9BWW7
Q15185 Q9Y3E1
Q76N89 P10914
P30711 P19419
P20807 Q96AV8
Q14204 O75461
P56282 Q9BYN8
Q96A58 Q969F1
P23921 Q13889
Q7RTV3 P20591
Q8IVS2 P19388
P21399 Q6ISB3
O75891 Q9H5F2
Q9BYN8 P0DJD3
P84243 Q96EK5
Q96GX9 O14503
O95429 Q99729
P18054 Q99880
P16949 Q0VG06
P50453 P12004
P55210 O94953
Q16676 Q9BRJ2
Q96QG7 Q9H2S9
Q9H211 Q99714
Q99551 Q9H3P2
P41279 P56915
Q8N427 Q9HAW0
Q9BV36 Q9Y6J0
P10276 Q8N3H0
Q9UKY1 P49902
Q9P0R6 P01100
Q9UHD2 Q10586
P07686 Q9NP97
Q04837 Q9HAN9
Q9BUE6 P18615
Q15596 P35326
P04053 P28161
Q13637 O94906
Q96QR8 Q9BRJ2
Q16548 O15370
P06732 Q12800
Q13546 Q01130
O95600 Q6PRD7
A6NDE4 P49411
O60563 Q6UB35
Q14863 Q9BYD1
Q9BW04 Q9Y5B0
P50453 Q12996
O75030 Q06124
Q9Y4H4 Q9H0W9
Q9UBU8 P49589
Q93088 P62314
P53350 Q99714
P18074 Q8IWZ3
P54136 Q13573
P46439 Q9Y294
Q9Y2P7 Q9Y2D0
O43679 P23381
P14061 P82979
P12081 Q6NYC1
P08651 P78540
O43913 P63302
Q92759 Q9NR19
Q9NY33 Q96BN2
P52566 Q9BQ83
Q9UHL9 P28838
P84243 P49638
Q9HC29 P62314
Q9UHD2 Q9Y5K3
Q9NWU1 O75586
P31275 Q96G61
Q99549 Q9UDY6
P63162 Q9UNE7
O00764 Q9H4Z3
Q12962 Q9GZZ1
O75563 P15923
Q5TB30 P10155
O00764 Q9Y2V3
Q9BY32 O14862
P49759 Q15102
P15289 Q9HC29
Q08495 Q9UL49
P62269 P31275
Q99549 Q9H0A6
O00628 Q9Y5Y5
P54132 P35236
Q96JB3 Q9Y3D9
Q9UIH9 Q16773
Q9BWT1 O75251
Q6PL18 P17987
Q969P6 P14653
Q12933 Q9H1Z4
Q8WXC3 Q6STE5
P00918 P18615
P62306 P50135
P07864 P35475
Q13546 Q9HB65
Q49A26 P15374
P59942 Q96LA8
Q9H4Z2 P54098
O60675 Q9UI17
Q9NYK5 Q9BYE7
P57723 O95931
P13984 P0CG30
P06746 P23378
Q76N89 Q6DRA6
P21266 O43364
Q9P032 O00268
Q58A44 Q13461
O43364 P09210
O15178 P29466
Q14651 P15923
P63279 Q9UGC7
P30711 O00115
Q96QV6 Q14032
P39748 P78540
P78527 Q8WYK0
Q14678 Q9Y261
Q8TAP9 P07195
P06454 P49411
P41279 Q9UJW9
Q9UL17 P00352
Q9UGK3 O43325
Q16143 Q96JB3
Q16740 Q8N9N8
Q9NY74 P04053
Q8NI60 Q9HCD5
Q16613 Q16385
Q8NFH8 Q13510
P20671 Q9GZZ1
O95243 Q96EK5
Q14999 Q9UJC5
Q9BRJ2 P84103
Q8TE02 Q5U623
P16949 Q07869
P24298 Q06547
Q15583 P09960
Q01130 Q99551
P06132 Q86UU0
Q16670 P16050
Q16778 P78358
P20823 P82909
P11473 P23921
P30626 Q14CB8
P54845 O15235
Q9NPB1 Q8N165
Q9NY74 Q9NZC4
Q9P032 Q9UID6
P51398 Q15291
Q9BSE5 Q00577
Q9Y239 Q96JN0
Q9Y3Z3 Q14442
Q9H257 P27695
P09132 P10914
Q9H5Q4 P01106
P13796 Q9Y2X9
Q06278 Q14186
P50120 P39748
Q8TAU0 Q92730
Q02548 Q9NQR4
P05423 Q7L7X3
P62937 P23193
P25398 O14646
P61244 P35321
Q12962 Q9BRJ2
Q13105 Q9Y2T2
O14618 Q92949
P21673 Q86UU0
P09012 Q96G61
Q8IY57 P28161
Q16537 P27540
Q9H9D4 Q9UHX1
O95409 Q9NR19
Q15466 Q49AM1
Q16143 P14678
P17096 O95361
Q8IX03 O94916
Q13887 P49638
Q86V15 Q9UPP2
P28838 P35251
P53597 P10412
O43776 P35453
Q9UHN1 Q96T23
O75164 Q92552
P46199 P62487
P12081 P09884
P25205 Q96A58
Q9P2Y5 P04908
P17174 Q14696
P43699 Q16548
P10828 Q9NZD2
Q9NQI0 Q9NZI5
O00471 Q02446
Q13362 Q12882
Q6UB35 Q99880
P37275 Q92837
Q16594 P62942
O60783 Q7Z5L9
P30838 Q9UBU8
P17405 P53677
O15091 Q96BP2
O75190 P17661
O15151 Q9H4K7
P31277 O75879
P53667 Q9UJC5
Q99487 O60814
Q8WXC3 Q9NX01
P57723 Q15054
Q9BRA2 P15408
P56524 Q969S8
Q9NPJ6 P55210
P49916 O95405
A6NEQ0 Q9BR61
Q02252 Q04727
P19622 Q16548
O75170 Q9UK76
Q9HBI1 P18206
Q9H5F2 Q16854
P14868 O95551
P11586 P49917
P23297 O96020
P00325 Q15306
O75676 O60477
Q9UGK3 O43474
O15169 P35680
Q15424 P47897
P56282 Q9NT62
Q9BYN8 P10827
Q8N9W6 P08047
Q6ECI4 Q9H4K7
P49759 Q96RG2
P49848 P00325
Q9Y216 Q9NZI5
P24752 P10242
P09017 Q9HCN2
Q5VZM2 Q8N9N5
P53004 Q03701
P62316 Q13085
Q9UJM3 Q01538
Q8TCS8 O43143
Q9BW04 O00115
Q9P2W6 Q9UL03
P35321 Q86XI2
Q9Y2R5 P31270
Q9NNW7 P53567
Q8IX03 Q03923
P29218 P17483
Q9ULC6 Q9Y261
Q9Y4H4 Q8IZU0
Q99956 Q0VG06
Q93077 Q3BBV0
P42574 Q9H147
O00411 Q03828
Q16698 P55317
Q15046 Q8WYA6
P07864 Q9NR56
Q12933 Q92908
Q8N4E7 Q8N5F7
Q2PPJ7 P54278
Q8N9W6 P16383
Q08050 O14920
Q96T76 Q2PPJ7
Q96HU1 Q01826
P26441 O00716
Q6ZRS2 Q3BBV0
P30838 P16455
P51970 Q01201
Q9HCU8 Q9H2W6
Q15102 P41002
Q7L3B6 Q6ZRS2
Q08752 Q02446
Q5VWG9 P53384
Q8WVY7 P68402
P08729 Q9BSM1
Q9NX18 Q01543
P53396 O75461
Q6ECI4 P20807
P26358 P53384
P50453 Q9H1E3
Q9UPV9 P47874
Q03052 Q2VPK5
Q96PC2 Q64ET8
Q9NX18 Q9H611
Q9BY32 P35680
Q6EKJ0 P11586
P62316 P31937
P13798 O60583
Q6NUP7 P35638
P23297 Q13886
P08621 P49406
Q93015 P56915
Q96GX9 Q14696
P82650 Q8TDY2
Q9H257 P49184
O76094 O60341
P43268 Q7Z7A3
Q12837 Q8TDY4
Q8WVN8 P49917
P36402 P43304
Q99551 O00462
P26583 Q9UNE7
P50749 O00411
P48729 P50613
P14921 P51114
P17174 Q9NZI6
Q9UBD5 Q9HBG6
P51532 P32929
P20807 Q9NPC8
P11473 O75394
Q9UM63 Q969P6
P21399 Q9HAZ2
P49916 Q8N4X5
O75529 Q13162
Q14749 P51531
P52815 Q9Y261
Q5H9J7 Q6P1X5
P28698 O75648
P07195 Q9BSH3
Q13426 Q9Y291
P50135 Q07869
Q86Y13 P35453
Q9BY32 P58304
P30711 Q9Y5Q8
Q58A44 Q8WYA1
O00170 P52926
P33402 Q8N1G1
Q8TF40 P41212
Q9NT62 P28715
P82675 P28715
Q96KN3 P13489
Q96PC2 P62805
P55854 Q02386
P04066 P19878
O43684 Q96G61
Q86WB0 O75936
Q15080 Q0VG06
O95786 P10242
P21291 P21695
P07864 Q99583
Q9H7D7 P56915
Q8N165 Q92844
Q96M27 Q2M1K9
P29353 Q9Y5K3
P20592 P68431
Q07973 Q9NPC8
O60783 Q9Y5P8
Q02962 P09960
O95749 P17481
Q12946 P50990
Q9Y603 Q9Y4H4
Q93096 P18847
Q9NYK5 Q9UEE5
Q96CS3 O94953
P35754 Q5QNW6
Q04727 Q9NRJ4
Q99729 P22061
P49591 P23409
Q5VZM2 Q96D98
Q14686 Q99757
P23297 O95243
Q6UB28 P58012
P10155 Q9NVP2
P17481 Q8IWZ3
O43837 Q15319
Q9BXL5 Q8IX03
P33402 Q96I25
Q96AJ1 O14618
Q06546 Q01094
Q9H9E3 Q96JB2
O95343 Q9UNE7
P48729 Q05195
Q15583 Q06520
P07451 Q9ULX9
Q8N1V2 Q6IEG0
Q9Y5Q9 Q14106
Q9BXW9 O43542
Q8TCD5 P50613
Q86V15 O76094
O95218 P15428
Q07352 O43182
A6H8Y1 O15540
P21291 P82663
Q9Y6R0 P0C0S5
Q14562 P17987
P59046 Q9Y6X8
P17010 Q06278
O94788 Q14863
P19793 Q04828
Q53GS9 Q8N3H0
Q05195 Q3BBV0
Q13247 P35236
P0DJD3 P82663
O60678 Q13950
Q93015 O76039
Q15545 Q9Y399
Q12789 Q9H9J2
Q14894 Q9UPV9
P24298 Q9H5F2
Q13247 P09455
Q9BYG8 O75528
P23297 P05549
Q9NPC7 Q9NVS2
P09001 Q12873
Q99581 Q9NRN7
P25325 Q92748
P19793 P62495
P51970 O43543
Q86UU0 P19878
O00338 Q15596
P07686 P82664
Q9BSE5 P35227
O75971 Q96AA8
Q16514 O60477
Q01201 Q92871
Q9UII2 P52657
P49638 Q9Y535
P21266 Q99879
P25205 Q9H0A6
P25208 Q16537
Q92759 P13797
Q7RTR2 Q15637
Q9NR55 Q8IUQ0
O95429 Q8WW12
Q9BSM1 P00568
P09630 P42765
Q8NFH8 Q0VD86
P63165 Q16763
Q16851 Q92748
Q16698 Q9H2F5
Q6P2C8 P13995
Q99612 Q9UI32
P35900 Q16621
P48643 P12524
Q8WVM0 Q9NP71
P07711 Q9P2R7
Q9BYC9 O00472
P55084 O00311
P08651 Q9NT62
Q9UIF7 P40925
Q16676 Q96PC2
O43365 Q9BYD1
Q9Y4X4 Q9H9J2
P82664 P10619
O75170 Q8TAE8
P15172 Q7L3B6
Q8IWT3 Q04726
Q07617 Q15723
Q9HD33 P14678
O95551 O00411
Q9BXL6 O94864
P34897 O43513
Q12789 O75897
P55212 Q15672
P54136 Q5QNW6
Q15072 Q9HD40
P51398 Q96L73
P62995 Q15185
Q9H2W2 Q7L7X3
P16401 Q9BZE1
O94805 O75394
O00712 Q8TF09
Q9Y4B6 Q8N165
Q03154 Q8WYA6
O43541 Q9BR61
Q9BWX1 Q76N89
P13631 P49589
P06132 Q9NYD6
P55895 P21695
Q969Y2 Q9H211
Q16656 O00411
P25325 Q16777
O94768 O43182
P15559 P52435
P06280 P62495
Q49AM1 O76039
Q14152 P06865
Q08495 P15918
P18615 P31937
P13693 Q9NVR2
Q16629 Q9NP92
Q9HC52 P43355
Q9UKU7 P17096
O43307 O95551
P08651 P15559
Q92949 Q9NP97
O75807 Q8N183
Q9BXL7 Q9C0J8
Q01459 Q9NP86
Q9BSE5 O94906
O95411 Q9BW04
P29353 P15408
P04198 O14561
P10071 Q96RP9
P20933 P43355
Q9HCS4 O15217
Q969P6 O60902
P18054 Q96JP5
P07992 P48735
P18054 Q14119
P53004 Q9UBC3
Q99487 Q6DN03
Q8N1V2 Q9H211
P05787 O43719
P08729 O75506
Q9H5Q4 Q9UBE0
Q9H0U6 Q92664
P23527 P07741
Q9NPC8 Q96P71
O15091 P30260
P36957 P49917
Q04727 P30048
Q14686 Q8NFG4
Q15545 Q9Y3B7
Q5T6S3 Q8NFG4
Q9HCP0 Q9BRL6
Q92552 Q9BUQ8
Q9H0C8 Q9UL03
Q15560 Q9UI17
P16104 O75343
O43365 Q16548
Q9UPV9 P82909
Q9H211 P14061
O43316 P22531
P55212 P55157
P35754 Q14119
P28358 P54868
P40227 P31276
Q15029 O75643
P40227 Q9NR56
Q6PRD7 Q9UJC5
Q8TF76 P82933
Q969L4 P32929
Q9UKY1 P83881
Q92565 P48728
P59044 Q13115
P28698 Q9Y3E5
Q12947 P78371
Q9NVP2 Q9BTM9
P15173 P21695
Q14807 P82664
P07602 Q2M3C7
Q93015 Q04725
P00326 Q9BYE7
Q13405 Q9BXL8
Q13795 P29374
P43355 Q9ULV3
Q8N3C0 Q16777
P26651 O95786
Q9UIK4 Q06710
Q9NRN7 O75506
Q9HAZ2 O76031
Q9NVU0 P38646
Q16526 Q9Y2K7
O15217 P54278
P53384 Q14CB8
P03372 Q9UHD2
P41212 P00918
Q5SW96 Q14190
Q9BY32 O94864
P51948 P49914
Q00688 Q96HU1
Q9BRJ2 Q9C0F3
Q9Y5Y5 O75192
Q9ULG1 P11586
P13639 Q9ULX9
O95429 P15173
P29144 Q16621
Q8TDY4 Q9Y4X4
Q06413 Q9NRV9
P49915 Q15910
Q9P2W1 P59044
P10071 P61970
P15559 Q00987
Q99638 P39023
Q9UJA3 Q00059
P29558 Q6UB35
P36957 Q9BPZ2
P49675 P29084
P50120 Q9UNY5
Q96KN3 Q9NRV9
P19387 Q14442
Q5H9F3 P23921
Q9HCU8 Q92837
Q7Z5L9 Q68J44
Q9H257 Q96FI4
Q9BY32 Q53T94
Q13610 P51970
Q93015 Q969F1
O43148 P40939
P18054 Q92826
Q96T76 Q00169
P49368 O15514
P17174 P31271
P26639 P55317
P20936 P20671
P40925 O43719
P43355 Q9NVR2
Q8WUN7 Q8IYD8
Q9Y291 Q9UKN8
Q15014 Q9UPY3
Q13976 Q9Y6F6
Q5VZM2 Q14839
P30419 P61371
P49458 Q15327
P42285 Q9NQT4
Q8TCE9 Q9BSL1
Q99551 O95639
Q16594 Q9BU02
Q13287 Q9NSY1
P21673 O75971
O00267 O14713
Q99819 Q9Y6X8
P15172 Q9HCP0
Q13867 Q96T23
O75170 Q16533
Q9NVS2 Q12824
Q8NDX5 P12104
Q8N5F7 Q9H6S3
P19387 O15169
P08047 Q9Y399
P22670 Q92844
P29084 Q01064
P12081 Q9UHH9
Q15596 Q96RG2
O75170 P49639
O75150 P07741
Q14106 P14651
Q9UNL4 P00492
P08069 P08133
A6NLJ0 Q9Y2T1
O75190 P14136
Q99638 P09960
P41252 Q8TCJ0
O75170 O60231
Q9NP74 Q16621
Q9UIV1 Q969P6
Q05952 Q14678
P53779 P84103
Q9H0U6 Q12873
Q8TDY4 Q12948
P82932 Q8WYA1
P15559 P11831
P55039 Q16778
Q13541 Q8WVB6
Q8N5U6 P11831
P54132 O75897
Q13287 Q9Y3Z3
O94782 Q13162
P12271 P18615
Q9Y5Q8 P15104
Q8N9W6 Q04725
Q12946 O95429
P47897 Q92565
Q9HCN2 Q9Y675
Q08752 O95218
Q8N9N5 Q8TE02
Q8TCE9 P61970
Q9BWT1 Q7Z7A3
P08729 O15525
Q9P0R6 Q09028
Q99684 P78358
Q07973 Q02086
P13796 Q5TB30
Q9UBU8 Q04828
P47874 P42785
Q6NYC1 Q96M11
P07195 Q9H9S0
Q12882 Q15029
Q16612 P10253
P29353 O60231
Q9H0A6 Q86TM3
O43819 P53567
P57723 Q96LT9
Q16665 Q9Y6K9
P78527 Q8WVM0
Q8N142 P14678
P47874 Q9BUJ2
P30711 Q9UHV7
P30419 Q9NYW8
Q12789 Q9BXI3
Q9NVR2 O15235
O43819 P36402
P17706 O75529
Q9HCD5 P13489
P41235 Q14749
Q05952 Q99551
Q99487 P26368
Q96N77 Q9BYD6
Q13568 Q14894
Q9UI17 P31249
Q8TDY4 Q16621
Q15080 Q9Y657
Q9NWF9 Q8WXA9
P00492 P10827
P62269 P18074
P41235 Q9Y4H4
O43365 P62495
Q9Y291 Q9NXR8
Q96FI4 Q9BYD6
P07864 Q13950
P07327 Q10586
Q8TE02 Q53HV7
Q9NY74 P22670
Q96EK5 Q8NCU7
Q04726 P45877
Q9BXL7 P50749
Q01130 Q9BXI3
