P54136 O00712
Q9BV79 P62995
Q6UB35 Q9P0K8
Q99487 P17481
Q99733 O95749
Q9BSE5 Q13356
P53779 Q12962
Q96HA7 Q99684
O75879 O00712
Q99729 Q7L7X3
P55771 Q9HCP0
Q9UGK3 Q96T76
Q9BYC2 P47902
O00764 P10253
Q9HCY8 P53350
O43248 Q9NR20
Q06265 Q15024
Q9HCN4 O94805
P22492 Q2PPJ7
Q92731 O75343
P13693 Q15910
P13995 Q9UKI9
P13796 P05164
Q9NRV9 P31271
Q16854 Q9H5F2
Q16543 Q8WTS6
O43148 Q9UPY3
Q13546 Q9Y3Z3
Q6NYC1 P35558
Q6NUP7 P62316
Q13162 P50219
Q9BPX1 Q15853
Q9HBU6 O43143
Q01130 Q9HCN2
P09132 Q99594
P35237 P16403
Q06124 Q9NPJ6
Q969Y2 A6NEQ0
Q6UXN9 Q9NP74
Q9ULW8 Q8TCJ0
P46952 Q86TM3
P46952 P86791
Q9H9D4 P25963
P31942 Q96TA2
Q15329 Q8TAK5
Q6NUP7 Q9BWE0
Q92871 P01106
P57723 P12524
Q9UHH9 P01040
P30711 P05549
P05412 P30711
Q14469 P17987
Q86U86 Q8N142
O76031 D3DTV9
P55084 Q64ET8
Q9UL03 P21399
P82675 O43791
Q9NRJ4 P19419
P09210 Q9UKV3
O14727 P14859
P21266 Q9UHR5
P58012 P54577
Q9BR61 Q14938
O95400 Q96T37
Q2PPJ7 P17481
P13796 P84103
Q16698 P18615
O75570 P33240
Q06547 P26441
Q9H8M7 P40261
P49915 Q9BWW7
Q9Y234 Q8IXQ5
Q9NZE8 Q13243
Q7L0Y3 Q99590
Q16695 P29353
Q14152 P15848
Q14686 Q9Y2Q9
Q9UDY6 Q9H0W9
P50897 Q9P0M9
P15104 Q13761
Q9Y6G3 Q9H4Z3
Q969K4 Q96I25
P15586 Q9HD33
P26583 Q9UPY3
Q9Y2T2 Q15542
Q9H6S3 Q9UNL4
P62995 Q15185
P32119 P62875
Q6UB35 Q5QNW6
Q99956 O15178
Q8N9N2 Q9H6T0
Q00059 Q15697
Q8IVL1 Q9Y3D3
Q15545 Q8TDY4
Q6WQI6 O14802
Q13115 P22681
O95218 P16949
P17516 Q71DI3
O60551 Q5T6S3
Q15916 Q96RG2
O43776 Q8N5A5
P05089 P15586
Q8IVS2 Q01538
P55771 Q15185
Q969K4 Q01538
Q9BXL7 Q9C0J8
O00338 Q9Y222
P17050 O76094
Q9UI17 Q04726
Q7Z569 P42695
P61769 P43357
Q9BW04 Q96KK5
O14727 Q03111
P15121 Q16777
P78527 Q15185
P49915 P41225
P23297 P62805
Q7RTR2 Q9UIH9
Q92665 Q16533
P51398 P13010
P58012 Q96P71
Q9NP97 Q92966
P48728 P27707
P04183 P50613
P52565 O14862
Q9UHL9 Q8N6F7
Q9UKN8 P51114
Q9UIK4 Q9BXL8
P07686 P55212
Q9Y297 P47902
Q15560 P50452
O75897 P34059
P83111 P19387
Q9NR19 P12956
Q8WYA1 Q9BYD6
Q05209 Q04726
Q9H6S1 O14646
P07741 P17544
P35453 O43776
P35321 Q9UMQ3
P29762 Q58WW2
O75363 Q9BQ83
P55854 P53539
Q96HA7 Q02535
P50453 Q9NX01
Q9H8M7 O95405
Q9UM63 P51649
O43325 P38646
Q9H257 Q07352
P04553 Q9NR46
P38646 P33778
O60583 Q6V1X1
P62995 Q8TDY4
Q8NI60 Q05923
Q13156 Q9UPY3
Q9Y5K3 P51580
P00338 Q01851
Q9BTP7 Q8N7A1
Q9UGL1 Q16537
Q16576 Q9P2Y5
P22528 Q96T76
P21673 Q53H80
Q9BXL6 P31277
P22528 Q8N5A5
P09012 Q5H9J7
Q9NPC8 P49914
Q9GZT8 Q7L7L0
P49639 Q93008
Q9Y6K8 Q96DT0
O14920 Q99581
O43248 P43304
Q9HCS4 Q00059
P43304 O75676
Q9HCN2 Q9H6T0
P46063 Q8N9N2
Q9ULC6 Q01201
P31942 P52566
Q86UE8 Q8N3C0
Q9HD40 Q13416
O00338 Q9H8M7
Q9UBR2 Q16740
O14497 P19878
O43182 Q13595
P46952 Q9Y6W3
Q9NVR2 Q9Y3D9
P10243 P61970
O95400 O96028
P0C7P0 Q15906
P00441 P23025
O75897 P43694
Q9NRJ4 P35712
Q9NWU1 Q8IVL1
Q9BRA2 Q8WW12
Q14032 Q9NVP2
Q13794 Q02556
Q8TBX8 P36915
Q96QG7 D3DTV9
P22492 P63167
P43304 Q06413
Q2VPK5 Q8WW12
Q9Y2J8 P51946
P28161 Q93077
P17676 Q8N427
Q6B8I1 P23511
Q00688 P82650
P09874 P07437
Q02252 Q02535
P49902 Q8IZT9
Q8WVN8 Q96S53
Q02108 P28715
Q9HBG6 Q15697
Q969K4 Q92769
P50120 Q96PN7
P49411 P61218
P26441 Q96AV8
P49759 P00568
D3DTV9 O95848
Q9UBE0 Q2PPJ7
Q96RP9 Q02446
O95429 P17481
Q9BYN0 P52655
O14646 Q9NVV4
Q96CS3 Q8NB91
P55854 Q96T37
P49638 Q9H147
P08236 Q9P2R7
Q8NFG4 Q9NZC4
Q8IYD8 P59942
P29466 Q9NR55
P48728 Q9UI36
Q09472 O95786
P53567 Q9NNW7
Q03923 P48729
Q15393 O95154
Q12951 Q6P1L8
Q8WVC0 P00326
P49759 P32119
P42574 Q9UBT2
P20264 Q9H2J4
P62316 O15305
Q02086 Q9Y399
Q15475 Q9HBU6
Q15173 Q9UPV9
Q14442 O95248
Q9UBU8 P17706
P49914 P01100
Q92844 P15848
Q6UB35 P17861
Q9BUQ8 Q96I99
P0DMN0 Q9Y5Q9
O95361 Q00444
Q9UKF7 Q5VWG9
Q6P2C8 P12271
O60356 Q13162
Q99626 P63167
Q9H211 Q99714
Q9Y6M4 Q5XKR4
Q9Y216 Q93077
P39023 Q13247
P03372 Q16698
Q14152 Q12962
P68402 Q9UPV9
Q13285 Q9UII2
Q9NVU0 Q8IXM3
Q93088 Q96EG1
Q9NP92 P16104
P41252 Q01094
Q14894 P53999
Q9HC29 P05164
P12081 Q96QR8
P48200 Q8TAE8
Q9BXL7 P0C1S8
Q92871 P33240
Q99549 P16949
Q8TE02 Q08050
Q99558 Q86WB0
Q13362 Q9HCY8
Q86Y13 O14503
P34897 P10253
Q9Y295 P20265
Q9Y5K3 O43182
Q9NP92 P22492
P25398 P26368
Q6B8I1 O43719
Q16548 Q9H5J8
Q9NT62 P28715
Q92785 Q9H2S9
O60356 Q8N5U6
P31937 P49005
P41225 Q8N6F7
O95361 Q99967
Q53H80 Q96I99
Q9H9D4 Q93096
Q15306 Q6XE24
P48730 P06454
Q14749 Q02241
O95639 Q99551
O60783 Q9P0K8
P19622 O95848
P49915 Q86U86
O95639 P59046
O95639 Q7Z2X4
Q92908 Q8N9W6
Q9NZL3 Q68J44
Q9UNE7 P10619
Q68J44 Q53T94
Q8N3H0 Q96EG1
O00411 P43699
P29762 Q9H4Z3
P05787 Q969F1
Q9UDW3 P55210
O75563 O60356
P49916 O43396
Q8TF76 Q9Y2T1
Q16540 Q9BSH3
Q2VPK5 Q99966
P28161 P20719
P31249 O15169
P51970 Q9ULX3
Q13356 P07864
Q86XI2 Q9UII2
Q13461 Q9BZL1
Q13285 O43307
P33240 Q9BW04
O00142 Q9UBR2
Q5MJ70 P53004
Q8WUN7 O75150
Q9HCP0 P06280
Q15185 Q99549
P48729 Q9UHG3
O15370 Q16851
Q14999 P26368
Q9UBT2 Q9H765
Q16533 Q96A58
Q13952 Q6B8I1
Q07869 Q01469
P49589 P13631
Q9HC52 Q92665
Q8WYK0 A6NLJ0
P20591 P58012
Q15915 Q9HD33
Q9NP74 Q9H1Z4
Q15543 P07864
Q9BZE1 P15408
Q96AA8 Q03164
O60683 P28328
Q9BZE1 P16401
P07195 Q9Y3D8
P31276 O75879
P29353 P19419
Q8TCE9 P24752
P53677 P06865
Q9HAW0 Q9BW04
Q9NRV9 Q99967
Q9NYK5 P20265
Q9Y6R0 Q6IEG0
Q13287 O60671
Q9BYC2 Q9NZI5
P35321 P40617
Q6PRD7 P35475
Q13573 P82921
P06454 P13796
P54098 P17509
Q99626 Q06124
Q12857 P50452
Q8NFG4 P10244
P46783 Q9UMQ3
Q16533 Q96T66
Q13610 P04183
Q9ULV3 P51970
P0CG12 P11245
Q6NUP7 P27707
P48730 P78527
Q15853 P16050
Q9Y291 P15976
P23381 P14921
P82675 P10276
Q9Y5X4 Q9UII2
Q99487 P54132
P49842 P00915
P46199 Q15915
Q9HBG6 Q92769
P48382 Q9HD33
Q6V1X1 Q06416
P35637 Q9NQR4
Q14651 Q13461
O15217 Q9H4Z2
Q96JN0 Q9H5Q4
Q9NRV9 Q9UI36
P62942 P51513
P35236 P54132
Q96CS3 Q16514
P43694 Q9Y6G3
Q5VZM2 P31629
P00918 P41212
O00471 Q96JP5
Q8TE02 Q03052
Q14209 P30711
Q9Y6X8 O60783
Q9H5Q4 Q9UBP6
Q12933 Q9H1Z4
P30291 P40261
P16050 Q03052
Q96EK5 P84243
P61371 Q9NY33
O60341 Q07960
Q9UJA3 Q00169
Q13356 P09001
O60941 Q8N257
Q9BZE1 Q9NQX1
Q969K4 Q9C0J8
Q5H9F3 P26639
Q9H9Q4 Q9BZQ8
P41252 P13349
Q9NTZ6 Q92871
Q13287 P49848
O95400 P27540
Q96EK5 P56282
Q14914 Q9H1E3
Q9BYC8 P09016
Q9UIK4 O14802
P35269 O75879
Q9BTM9 O60284
P82921 Q15561
Q9UBR2 P25325
Q2M1K9 P12277
O60675 Q14999
O43307 P53634
Q9BT17 Q53HV7
Q16656 P07195
Q96IV0 O14924
Q8WXI4 O60481
Q07960 P56915
Q9Y238 P50548
P18847 P00326
Q7Z5Q5 Q15185
P32929 Q99879
Q5XPI4 P60008
O94788 Q12857
P10412 P18085
P08047 Q8N9W6
P05549 Q8N183
P49759 Q9H0C8
P29466 Q9UBC0
P39748 O43504
Q96P71 Q15393
P17987 Q6ECI4
O75446 Q9Y3B7
Q96TA2 P18858
Q7Z591 P47897
P30626 Q9Y2Y9
Q92759 P22532
Q96LA8 Q9NYK5
P16104 P09936
Q9HCE6 Q14696
Q8WWV3 P50539
P54136 P33778
Q9UNE7 Q01196
P07327 O43593
Q9UBW5 O00472
P11245 O00257
P32780 Q93088
P49638 P41225
Q96FI4 Q9HCN2
Q12882 Q96N77
Q96DI7 Q9UIV8
P46952 P36954
Q9Y238 Q13123
Q96QG7 P20290
Q9NR19 Q92759
Q16772 Q6NYC1
P29353 Q12996
Q9BRV8 Q15910
Q8TDY2 Q9NVS2
O95926 Q01469
Q9H4I2 Q9Y2R5
P84103 P52815
A6H8Y1 Q6P1L8
Q9UII2 Q15573
O00338 O96028
Q8IUQ0 Q14807
Q14746 Q96MW5
P08651 Q9UBC9
Q14CX7 Q14863
Q9NYD6 Q9HBG6
Q9BYC8 Q9BWW7
O00257 Q8N9W6
P41252 Q9NR55
Q96GX9 Q9Y2X9
P61371 Q16740
P12277 Q06416
P20132 Q9H4I2
Q16851 Q02078
P59044 Q00403
P40925 Q9UIF7
P49638 Q9UMQ3
Q9ULW8 Q02539
Q14790 Q12789
P58012 P18085
Q06945 Q2PPJ7
Q03989 Q9UGC7
O75251 P27540
Q9NS39 Q9Y6K8
P16050 O60231
Q8WXC3 P14653
Q9BUT1 P20933
Q9Y2J8 Q9C0J8
P45877 Q14526
Q09666 Q14204
O15091 P40617
P13798 O60682
O95600 Q16822
Q7L7X3 P17900
Q96IV0 Q15327
Q9UHH9 Q9BYC8
P26641 Q7L311
O60583 P51114
O95243 Q9NP74
Q02252 Q9ULX3
P08651 Q16854
Q16543 Q9HAN9
Q9H6S1 Q53GS9
P35558 P20671
Q9ULC6 Q99729
P09488 P35251
P22415 O00142
Q12873 Q9H213
Q9HAW4 P48735
Q2PPJ7 Q9UKF6
P31267 P82932
P35269 Q9BSL1
Q7RTV3 P09455
O43307 Q02962
P14859 Q8TE67
O96028 Q5EBM0
P0CG30 Q9Y675
Q9P278 Q86WQ0
Q6UB35 Q9H5J8
P10155 Q96D98
P13489 Q9H1Z4
P0C0S8 P20807
P32314 P16949
Q96JJ3 Q10587
Q9H6S1 P05549
Q9NYD6 O14920
P55316 Q13405
P18847 P41240
P18054 Q99880
Q00577 Q8TDY4
P24864 Q07020
Q01814 P27348
P54687 P35227
P40425 Q9BQG0
P57081 O14641
Q9Y239 Q04726
Q13867 P49916
P07451 P35680
Q09472 Q14106
P07327 Q9UKI9
P30048 O43929
Q16719 Q01459
Q9GZZ0 P00325
Q9Y291 Q05516
Q9UKI9 Q96PU5
Q99819 Q9Y6X8
O75251 Q9BSH3
Q13126 Q12837
Q14749 P15586
Q8WYK0 Q12951
Q92731 Q8IWZ3
P55084 P47902
P20226 P57723
Q9UIV1 Q9NY33
Q9Y291 Q9UKN8
P40939 Q9H8M7
P49789 Q9UBX1
P03372 O75570
P09488 Q9Y6W3
Q9GZZ0 P53677
Q01064 O14981
P20591 Q92769
Q9Y2V3 P82650
Q92731 Q9Y3D3
Q9P2Y4 Q01469
P49638 P51513
Q9UIV8 Q92565
O43316 Q9Y6R0
Q12849 P55318
P07711 Q8N6F7
Q8N1V2 P55318
Q8IZT9 P05787
Q9UKU7 Q92830
Q13156 O95848
P50897 Q5XPI4
Q9Y297 P24928
Q7Z7J5 Q01469
P15918 Q5XPI4
Q9UI32 Q86WQ0
Q9NZL3 P08729
Q96T66 P12524
P07148 Q9UBC3
P32322 P06865
P59103 Q9UBX1
O00170 Q15697
Q8N3C0 P08048
P17174 P23511
P57723 Q9UNI6
Q9Y4X4 Q8TDY4
Q5VZM2 P49759
P30419 P22492
Q99879 Q9HD34
Q9BUT1 P22304
O95343 Q7L0Y3
O95429 P31270
Q8N9N2 P62316
Q99558 Q14807
P29558 P00915
Q12857 Q68J44
Q9NWT8 Q9UGC7
Q9H6S3 Q01664
Q7L7X3 Q6ZYL4
P29353 Q5TB30
Q96P71 P17481
Q9UGU0 P54868
Q9Y5B0 P05787
P0C7P0 P38571
Q9UKI9 Q9Y3D3
Q9NYK5 O00311
O75528 P17516
Q96AA8 Q9ULX9
Q9UKY1 Q9NYK5
P09017 P50120
Q15102 Q9H1E3
P07864 Q69YI7
O75251 Q9UKF6
P26441 Q99967
Q16676 P52888
P23759 P0CG30
O43316 Q8TCD5
Q13889 O43396
Q49A26 P82650
P50120 P20265
Q92665 P08579
Q9BYD1 Q9Y535
P54136 Q9UGU0
Q9UIV1 O00142
Q02548 P46459
Q13547 P17174
P04553 Q96PU5
P17480 P30838
Q9Y5Q9 P06732
P20719 P51970
P00325 P09884
Q9Y6G3 Q8WTS6
Q16254 P50453
P54136 Q15545
Q9ULG1 P50453
P09132 P22736
Q9BXI3 Q6NXT2
Q8WVM0 Q92966
P14859 P48735
Q8N9N2 O95248
P10253 P63302
P31946 P02545
Q16676 P16949
P62942 Q9NZL3
O00170 Q15545
Q14152 Q03828
P15121 Q8IUM7
Q6ECI4 Q9NP86
P09488 Q9UNP9
Q5QJE6 Q9H765
P49335 P11586
Q9BUZ4 Q8TDR0
Q15415 Q02108
Q9NP97 Q99684
O75446 Q07960
Q9UH92 Q68DY1
P62942 P60008
Q9ULC6 P10619
P29084 Q8N3H0
P49753 P49917
Q08495 Q9NVR2
P25205 Q9H0A6
P49789 Q5VVJ2
Q14790 Q96AZ6
Q14204 P15408
P23378 P56282
Q9BSL1 Q05923
Q70SY1 Q14192
Q9NP86 Q13950
P30260 P46199
Q9BT17 O95125
P60484 P24864
P11473 Q02153
Q8TAU0 O75175
O75528 P49753
Q96JN0 P00915
O43182 Q14CB8
P32314 Q9BYG8
O75394 O60563
P00918 P36402
O94916 P28838
Q9BPX1 Q8WYA1
P55854 Q9UKY1
Q12931 P56915
P35270 Q92560
P30048 Q12824
Q8TAT5 Q9BYG8
Q8WXC3 Q9GZZ0
O75164 Q9NP74
Q99487 Q92565
P49589 O43684
Q9NQR4 Q7Z5Q5
P53779 Q7Z7J5
Q06520 Q00056
Q9BXL6 P54278
Q13105 P47897
O75570 Q02080
P45877 P20671
Q8WXC3 P11161
P20591 P17275
O14920 P26367
O00338 O75461
P10242 P16949
P22681 Q9BSF8
Q9NR19 O95409
P78549 Q14204
Q8TE04 P07711
O43819 Q96RE9
P29466 P17010
Q13107 P33240
Q9UNI6 Q9UGC7
P16383 Q9NY74
Q9HBG6 Q9NXR8
Q5TCY1 Q9H9S0
Q6P1X5 P18085
O14497 P35900
Q9BYC9 Q6ISB3
Q99594 P18054
Q9Y5X4 Q9Y2Q9
Q9Y294 Q7L0Y3
P19447 P82933
Q9UDX5 P52655
Q9Y5Q8 Q16822
Q9BXL7 P61371
P09936 Q03164
P53779 P28340
P14868 P51948
Q9NP97 P10244
Q03181 Q07020
Q9UBK2 Q16540
Q02078 Q9Y295
P22681 Q96JP5
O94916 Q7L3B6
O14948 Q9Y2Q9
Q9GZZ0 Q04828
P00352 Q8NB91
O00170 P62487
P09012 Q8IWT3
Q5H9F3 O43819
Q16778 Q9BXL6
Q12857 Q96HU1
Q5U623 Q9NX18
P56282 Q9NX18
Q02446 Q08752
Q9Y295 Q9UM82
O14776 Q16891
P31937 P09430
P35790 Q7Z5L9
P42765 Q9NZI7
Q13415 Q9HCP0
P55212 P12524
Q9HB65 P22061
P06132 P10243
P22528 P83369
Q13610 Q9NP97
P05413 P28324
Q16778 Q8TE67
P51116 Q6ZN30
P53677 Q3YBR2
Q07973 P27694
P50539 P21695
Q99819 Q9Y6P5
Q9Y6K8 P58304
P51948 Q9P032
P08319 O14901
P15559 Q58WW2
P35218 P13984
O14727 O94763
Q9Y4A5 P13995
Q15637 Q06520
Q5H9F3 Q06278
Q8IUQ0 P47902
P15559 P26599
O95619 Q9BRV8
Q9BYD2 Q9BXL5
P19532 P62269
P68402 Q6ZYL4
P14678 O60678
P40939 P22736
P13995 Q86WB0
Q07973 Q02447
Q76N89 Q13243
P22736 Q58A44
P52566 Q01543
Q8N3H0 Q9UBP6
O00411 Q86TM3
P34896 P20264
Q9NP86 P12524
P27694 P32322
P11474 P13639
P09429 Q9HCE6
P32322 Q9Y3Z3
P82675 P31270
Q16772 Q9H4Z3
P61769 O14746
Q99594 P26441
Q8TF76 Q8TCD5
Q6P1J9 Q9BYG8
Q9H4Z3 O75534
O75880 P53539
P46783 O75643
P15918 P62269
Q01658 Q9Y6M4
P05423 Q8N3C0
Q9Y676 P53999
P32322 Q13123
Q9Y6R0 P20671
P25208 Q9BW04
Q13115 O94788
Q96EK5 P17481
Q16772 O95411
P28358 Q9NP92
Q9NZD4 Q13118
Q15173 Q9NZC4
Q99487 O75676
Q16613 P01100
Q9BRV8 Q7L7L0
O94864 Q8N9N2
P06746 P15428
P08621 P50135
Q92598 O94782
Q93015 Q01664
Q16828 Q9UHR5
O60678 Q02363
Q15583 Q14CX7
Q8N1V2 Q9UBC0
Q96QT6 Q12815
P08263 P26599
Q8TAQ2 Q8IWZ3
P20807 P50613
P51688 Q96A58
Q8N1V2 Q15022
O14776 P04183
P55854 Q86WB0
P49411 P21291
P41002 Q9NZJ9
P17275 P49591
Q9NZJ9 Q6W2J9
O75648 O60902
Q7Z591 P16152
Q92665 Q8NHV9
Q99487 Q9H9L7
Q8NDX5 Q9HCN2
P20290 P05787
Q9BXL7 P25208
Q16854 Q9NQ92
Q92908 Q8N427
Q49AM1 P08048
P16220 Q96JJ3
Q14186 Q5SW96
Q06124 P62995
P30626 P07992
Q9H0A6 Q8N165
O75607 P46459
P83111 P51531
O75607 Q99707
Q8NFG4 Q9H6T0
P78358 Q8NFW8
O60477 Q13526
O15091 Q14781
Q9BZQ8 P55771
Q9Y3D3 Q58WW2
Q96NW7 Q86WQ0
Q9BU02 P36402
O94805 P30711
P21695 Q12996
Q9Y2J8 O14981
Q9BS31 P09936
Q99801 Q9H4A3
Q6DRA6 Q9BRJ2
P32119 O43781
Q92665 P26599
Q8TCE9 P15428
Q99879 Q6XUX3
P08047 Q96G01
Q9Y222 Q16613
Q8WYK0 O43364
O75363 Q8WVY7
Q15233 Q9NQI0
Q9NP74 Q5U623
P21695 Q92560
Q9NVV4 Q9H5J8
Q9H7D7 Q06710
Q99956 Q13523
P22528 P19622
Q14678 O60508
P51398 Q6PL18
Q9UNE7 P10244
Q969P6 Q9H3P2
Q9Y234 P49716
Q13126 Q6UB99
Q6WQI6 Q5VTD9
Q16670 Q6P1L8
P62304 Q13162
P53350 P49591
P00492 Q7Z591
Q5SW96 O95218
Q9UKU7 Q14181
Q9UHH9 Q14CX7
P19388 P82930
P04908 P50452
O75879 Q15542
Q06547 Q15102
P39023 Q14863
Q03923 O15540
Q9BV79 Q96JN0
P38646 P14316
Q5THR3 Q8TE02
Q9Y2D0 Q9Y2P7
Q96EK5 Q9BWW7
Q9NYW8 Q13637
Q9H8M7 Q9NRV9
P30838 P08579
O60783 Q9Y261
O95751 Q07020
Q9HCN2 Q71DI3
Q9HCG8 P07864
P07741 Q9UBU7
Q8N9N5 Q15185
Q5VZM2 Q9UPV9
P08651 O15540
P22681 O00712
P55212 Q8TBZ0
P82675 P15918
Q02447 Q8N9W6
Q15596 Q06278
P26583 Q68J44
Q15291 P50990
Q9Y216 Q9BPZ2
P10828 Q07973
Q9Y4K4 Q8WYH8
P13798 Q9BTC8
P04066 O43396
P29762 Q8N5A5
P20592 P68431
Q9NR19 Q8N1G1
P0DP25 Q70SY1
P00918 P14921
Q9BTM9 P51688
Q03989 Q9UN86
P26583 Q08257
P53677 P16455
P53396 Q8NB91
P53779 Q9UJC5
Q68J44 Q9UIH9
Q14469 Q5EBM0
P20591 O60563
P48729 P20264
P17050 P50452
P51826 P24752
Q6PRD7 P83876
Q9H0E9 Q6PGN9
Q9UNE7 P78364
P09234 P06732
Q9Y618 Q5XPI4
P11245 Q9NWT8
P09455 P16455
Q8TE04 Q92522
Q13546 Q5VVJ2
P48729 Q9UGL1
Q9GZZ0 Q9BT17
P15923 P10155
Q16514 Q9Y239
O43684 Q9P0M9
P0DJD3 P15056
Q96M27 Q8WW12
P31267 P82675
Q12800 Q9NX18
Q13510 Q8N983
Q9NR56 P46459
Q8NFU5 Q9H0A6
Q9Y6G3 P82979
O15091 Q9Y657
P53779 O43719
Q99707 P31274
O75132 P16152
O60783 P02545
P17275 O95154
Q6UB35 P54821
P59103 P04198
Q9UBC9 Q14696
Q9ULC6 P47928
P17483 Q9NY74
Q9Y216 P31269
O15091 Q13523
O94993 Q16613
P31937 Q15054
O00471 Q92664
P35222 O14640
Q16828 Q99638
P21399 P84103
Q9BYC2 Q9Y463
P28161 P23769
O00115 Q9BW04
Q96GX9 P20671
Q96QG7 Q969S2
Q16540 P52701
Q9Y6G3 Q14526
P07741 P32780
P23921 P15172
P48735 Q12789
Q06546 Q9Y3D3
P17516 P17535
P49640 Q9NZD4
P12755 Q16613
Q9Y2D0 Q8IY57
P35453 P54577
Q15370 Q16665
Q2M3C7 O95125
P09234 Q96RG2
Q04725 P29144
Q93008 Q9Y3E1
P27695 Q9GZT8
P08236 P30711
Q9NVP2 Q9NZD4
Q9UHN1 P15918
P15056 Q9UBC0
Q9ULG1 P11586
Q16719 Q86XK2
Q9H9Q4 Q02153
Q9Y5K3 P01040
P43699 P14598
P20592 A6NLJ0
Q8TDY4 Q12948
O00170 P17676
P59046 P01100
P43694 O43396
P08579 Q8IX03
O43679 Q02153
P50135 Q9NWU2
P41002 P22061
Q6NXT2 P15559
Q96JP5 Q96EK5
Q8TCE9 Q2PPJ7
P51649 Q8WTS6
Q15173 Q0VG06
O60783 Q14119
O75676 Q99707
P10275 O75363
Q9UBW5 P28340
Q9Y5N6 Q14152
Q16854 O14503
P0DP25 Q9H6S3
Q9Y5K3 Q07973
O14593 P23921
Q99612 O43182
Q6B8I1 Q9BWX1
Q9NY33 Q53HV7
P17516 Q9UL49
Q7L7X3 Q13523
O95405 Q9BSM1
P31249 Q9HCN2
Q14CB8 Q01469
P20290 P46439
Q6STE5 A2A3N6
P10155 P23527
O75394 Q9ULX9
Q9HCY8 Q9UM82
Q8N5F7 Q8IUQ0
Q12931 Q99967
P51580 P32314
Q15329 Q8TCS8
Q15173 Q8N5A5
Q8WXU2 Q9NX18
P13686 P21673
Q68J44 Q9H147
P49638 Q6ZN30
Q7L3B6 P47928
P62269 Q9UMQ3
P51857 P10244
Q92552 Q5T6S3
O95990 Q96I99
Q8TCE9 P68104
P29374 Q9BSL1
O95600 Q9BZL1
Q15911 Q8N142
P22528 O94953
O43307 Q02539
P07864 P13984
Q15291 Q9BYC9
P02545 Q9H4A3
P05412 P82921
P05089 P28347
Q9ULW8 Q6STE5
Q14749 Q8NCU7
Q9HBG6 P52926
O75828 Q7Z591
Q8TCE9 Q9BZQ8
P14598 Q9UGU0
P56277 Q01658
Q8IUQ0 Q9BSF8
Q9BSL1 Q5VWG9
Q9P2K5 Q9BSE5
P07327 A6H8Y1
P35321 P24864
P15104 Q99967
P63302 O43829
Q14032 O43684
Q6STE5 Q96HA7
P07327 O43680
P55084 P49759
B2CW77 Q9NP97
Q9P0R6 Q13156
P32119 P14652
P59044 P09067
O96019 P05413
Q8NFU5 P35218
P06132 P58304
Q6V1X1 Q14190
Q15637 P82933
Q99729 Q9UIV8
P18054 P78527
Q14894 P57053
P19388 P30419
P52435 Q8IX03
Q9Y2Q9 Q01201
P59044 Q15723
Q969Y2 Q12837
P03372 P57723
P21399 P78527
Q9BWT3 Q07617
Q16385 Q96HU1
Q2M1K9 Q9Y295
Q8NB91 P04183
O76031 Q9Y3E1
P50120 O94805
P31785 P01589
Q8N4X5 P33778
Q15329 Q9HD33
P31276 O15540
P49736 P30711
P82675 P19447
P28161 P04554
Q9Y297 Q14807
Q8WYA6 O43182
Q9Y295 Q8TAT5
P83436 Q8WTW3
P54687 O95248
A2A3N6 Q12996
P14868 O60762
P18054 Q9UNY5
P08236 Q9UHD2
Q9Y2T2 Q9H7Z6
O75593 Q9Y2Q9
Q08495 P14652
Q9BWE0 Q8N427
P43699 Q13546
Q96PU4 Q04828
Q9BYC9 P09016
O75251 Q8IUM7
Q6P1X5 P48200
P07195 P35227
Q9UPP2 Q5TB30
Q8IXH6 Q9P0J6
P53384 Q9NYW8
Q15723 Q9GZT8
O60760 Q13569
P31249 Q8TCS8
Q13415 O43396
Q14678 Q15697
Q6EKJ0 Q13637
Q99612 O15217
P15918 P04183
P53567 O43819
Q9BSL1 Q969G3
Q6P1J9 P63167
P35236 P23025
P08263 Q99549
O75506 Q08752
Q9UIF7 Q9NX20
Q9H2F5 Q96A58
Q96N77 Q9BYD6
Q9P278 Q13029
Q09472 Q16698
P14868 P23025
Q9Y4B6 Q53T94
P41970 Q9Y6M4
P63162 P50453
P49753 Q8IZU0
Q5VZM2 Q9NXR8
Q9BXL6 P15848
P09210 P19388
Q92748 P35754
Q99966 Q9NNW7
O00716 Q7RTR2
P09001 Q13243
Q92837 O15379
P35237 Q99966
O75529 P07148
P01040 Q53H80
Q8WXU2 P33402
Q13156 Q96HU1
P49589 P15586
Q14749 P37275
Q9NRJ4 Q16695
P55854 P54845
P22528 Q14807
P51948 Q9Y291
Q9UJM3 P55771
Q15596 O76094
Q08257 P23511
P06400 Q9UIV8
P09234 Q9HCN2
P14598 P18146
O00471 O43543
Q9H2W2 P82650
P52888 Q9H611
Q9Y2J8 Q13568
Q15329 Q96PC2
Q9H257 Q02363
Q12933 P62316
P29353 Q6ISB3
Q969P6 Q96LT9
P35269 P29466
P51826 P49411
Q96I25 P51116
P49589 Q14CB8
Q9ULX9 Q8TE67
Q6UB28 Q9ULX9
Q02153 Q969S2
O15305 Q13889
Q9BYD2 Q9HBE1
Q15319 P01040
Q16666 P01040
P82921 Q9GZR1
P15407 Q8N427
P31267 Q9BZQ8
P29558 Q8IWT3
P78358 P17509
P23921 P23527
P14653 O76031
