P20226 Q9BW71
Q05048 P33176
Q7Z7C8 P13762
Q9H9J2 Q9NX52
P36957 P68400
Q16531 P32242
P47813 O95990
P17980 Q96AG4
P17936 Q96P70
P51692 P49841
P14784 P49286
Q99961 P51532
Q14683 P46092
P12931 Q9H2B2
Q06265 P02452
O95870 Q13255
Q96D09 Q08378
P48059 Q9NRG0
Q04724 P06731
Q99959 P35321
Q9UKV0 O60244
Q96S59 Q92754
Q9UBK2 Q99972
Q12824 O94818
P46108 P55769
P15311 Q504Q3
Q9H307 Q8WUM0
Q00688 Q01968
Q13485 P54368
P61586 Q13705
Q04917 Q06141
Q92918 P04839
Q15038 Q6VMQ6
P35222 P49815
P31751 Q07666
P08572 Q92974
P22607 O95201
Q9NPB9 P05937
Q01844 Q9Y3E7
P54253 Q9BZW8
Q8NFZ5 P98170
P21728 Q9UKV3
Q13432 Q13137
P00734 Q99442
P33151 Q9H4M7
Q92793 Q13619
P16870 P62258
Q7L5N1 P21589
P14317 P41143
P49810 Q92673
P18846 Q12923
P35222 Q02556
Q07021 Q13191
Q04724 Q99741
O95084 Q93045
Q15223 P54198
P11831 Q9NZ08
P29350 O60704
P35499 Q9UII4
Q13131 P40424
O60566 Q9ULZ3
Q9NPG1 P02462
Q8IW41 P51812
P36508 Q99653
Q6STE5 O00141
P08047 Q5FBB7
P42345 O94818
Q13547 P13611
Q8WU20 P57727
O14920 Q92734
Q8WXE9 O75807
O15198 Q15599
Q7Z6G3 P05386
Q92934 Q13535
P17612 O95985
Q6EEV6 Q99972
P09016 Q92481
O43809 O60674
P84022 Q92569
P19438 O75886
P04637 Q9BVI4
Q06787 Q8N2U0
P98155 Q9NRI5
P63244 P08253
Q14643 Q92841
Q14344 Q92834
Q05209 P15529
Q9UDY8 Q13009
Q9UKR5 P62258
Q6EEV6 Q9H211
P84022 P20936
Q01523 P36941
Q9Y572 P00749
Q99459 Q01844
P10275 P24385
P21246 O00401
O14920 P25054
P17252 Q13765
P49768 P27701
P05549 Q5RKV6
P04637 Q96L73
P67870 Q9BX70
P11473 P98082
Q15834 O15457
Q9Y2M5 P24588
P30153 Q9UJU2
Q06124 P84022
Q7Z6J2 O75674
O75689 P06729
Q13042 P06748
Q14005 Q14289
Q14005 P43405
O14543 P25490
P68104 P01275
P07948 P11274
Q09472 P41240
P01111 P49763
P40763 P22736
Q92556 Q9C000
O00716 Q9UBD3
Q96MN2 O60238
Q13011 O60921
P40227 P04271
P42224 Q8N2W9
Q9UNE7 P01112
P63279 P42773
Q96CJ1 P54760
P48023 Q6X4U4
O14490 Q13571
P05787 P30926
P06400 Q96B86
P28482 Q9BXS0
P61981 P51116
P02751 Q07666
Q16633 O15117
P04150 Q9NQC3
O95477 P28358
Q9Y6W5 Q15276
Q99750 P06734
Q14155 O00401
Q92796 P49407
P19438 P08579
P28360 P21918
P49335 Q96A65
P84022 P01112
Q9HAU4 P43351
P98170 Q6STE5
Q86UX7 P19876
P12272 Q8WYA6
P08670 Q14982
Q9H8W4 Q13368
P84022 P04275
Q13158 Q9Y262
Q9P0U3 Q8TB72
P10636 P26006
Q13263 Q9GZZ9
Q13480 P16298
P35222 Q9Y2W7
Q92793 P68400
Q9P0U4 Q14393
P20226 P17927
P25025 P54257
Q07866 Q13439
Q9H254 P57059
P37173 Q92529
Q92793 P31749
P31271 Q9NY93
Q9NRR5 Q04637
P08047 O43586
O75531 Q9UBX5
P14653 Q9UPT5
P46108 Q13042
O75528 P14635
P35222 O14654
O75494 Q01453
P17787 Q6WCQ1
P62993 P17661
P54136 Q8IU60
P08670 P63104
P51955 Q13569
P33076 Q9NW38
O95983 P61604
P78396 P38398
O15162 Q99612
Q8TEU7 P98082
P29323 P53602
O95848 P51813
Q00597 O60244
Q13432 Q9NTJ5
Q99750 Q15796
P07602 Q9NVJ2
Q13485 O15354
O60674 Q8WUM4
Q04771 O95777
P35240 P20742
P61981 Q02410
Q13309 P42773
P35251 P48509
P42680 O75843
O15198 P11215
P15172 P46940
P61981 P50876
P19784 Q12933
P05556 P04637
P12757 Q13882
P13994 P31645
Q01844 P51148
P16220 P16234
Q09028 O43765
Q15047 Q8NCC3
Q8NBJ4 Q9Y5J3
P68400 Q7L099
Q12824 O75822
P63104 P17813
P25025 P51451
Q9Y618 P15923
P24928 P78543
Q99459 P51608
P27361 Q00535
Q92945 O60683
P18054 Q16621
P10276 P49841
P10275 P17752
Q04771 Q16539
P24385 Q6VY07
P62258 P19338
P29350 P06493
P37173 O75676
Q9Y5S9 P39060
P63096 Q9NRP7
O75376 O60381
P10275 O95405
O00220 Q14494
Q9NQX3 Q14677
Q05516 P06401
Q9GZV9 O60268
P15036 O00339
P36897 P06241
Q08999 Q99829
Q01844 Q9P2R6
Q12933 P00403
P07949 P55001
Q13765 Q99578
Q13885 O43426
P19174 P10082
Q12789 Q9H840
P18887 Q15648
P60484 Q9H0T7
O60381 Q13158
P25054 Q9UQM7
P10275 Q15645
Q9BTE0 P24386
Q14565 Q99689
P51692 Q8NCC3
Q08174 Q9NPC6
P04637 Q9UKT8
Q09472 Q13485
P51681 P42768
P45983 P59780
P29374 P57105
P35568 P84022
P49703 Q7L2E3
P54132 P53567
Q07960 P04899
P49768 Q01780
Q06609 P55916
P03372 Q15475
O95376 P78371
P17612 P49841
P40189 Q6VMQ6
P49354 Q9H1D9
P08670 P34741
Q13287 Q9NW38
P21246 P05060
Q9NRR5 P11802
Q14032 P55055
P08833 P55327
O00560 Q9Y296
Q5T3J3 P37173
P68104 Q15172
Q14203 Q00613
P33993 P17948
O14641 P17480
Q12796 Q8TDC0
P29350 Q13608
O75553 P19838
P51451 Q86XT2
Q01844 P61081
P49815 P49901
Q6VMQ6 O43524
O75056 P16591
Q03933 Q9Y4C0
Q14247 Q16570
P84022 Q5FBB7
P09326 Q96PU8
P03372 Q9P2A4
P08069 P14859
P35237 Q9NY26
P05089 O00168
O14641 Q06330
Q15080 Q15833
P05549 Q9UNS1
P62826 Q9H869
Q13464 P06028
Q9BXY8 O15534
P00338 P20020
P18084 P30281
P43235 P08519
P42574 P42285
P10721 Q9BQA5
P16070 Q9BR39
Q12933 Q14524
P06239 P30101
P41235 P63104
Q13813 P00505
P54259 Q07890
Q04206 Q15464
O95751 P15941
Q15038 O15514
P17252 Q15329
O60674 Q86SG6
Q15369 P10747
P46527 Q8IVH2
Q9UBF2 Q9BXP8
Q9Y6I3 Q9BRR9
P84022 O60880
Q06710 Q9NVJ2
P42229 Q12955
P62993 P20151
P24394 Q15041
P62826 Q08043
O60674 P11161
P46940 P01112
P17987 P19174
P83876 P48444
P35900 Q12923
Q969G9 Q99708
Q9H444 P25705
O60825 P24522
P84103 P35611
O14672 Q9UHQ9
P0CG47 P05771
Q99832 Q9H0R8
P21802 Q9H8S9
O00238 Q9H2S9
P49023 O15151
P42224 Q9UBN7
P36956 P48436
Q96PN7 P07996
Q9NRR5 Q9NRW4
P63104 P11940
Q08211 Q15942
Q05086 Q08116
P43405 O14813
P10747 Q86VF7
Q96RU7 P13591
Q99972 Q9UN37
P46108 P04629
Q08170 O95777
P25791 Q9NP62
Q99990 Q09028
P51116 Q9P2A4
Q12959 P49840
P35968 A6NIX2
P12956 P11387
P68366 P17612
Q96EK5 P84090
P11142 Q9P2S2
P84022 Q04837
Q9UKS6 P15336
O15399 P34972
P09486 Q14112
O43581 Q7Z6G8
Q15834 Q9UKT9
P00374 Q13564
P47872 Q99735
P16144 P21452
P04156 Q96KC8
Q9NP98 Q96ED9
Q9BQY4 Q16637
Q92793 Q96C03
O00238 P47871
Q05193 P20396
P68400 Q9GZR7
P36896 Q7L5N1
O00170 P19447
P42858 Q99689
P63244 O00231
Q01094 Q99755
Q15788 O14920
P61981 Q16539
P18206 Q99741
O94907 P48051
Q99959 Q96CW1
Q15047 P49810
O95405 P06748
Q05655 Q9HB96
P26367 Q12879
Q99547 Q8TAX7
P04156 O95219
P31749 P25445
P61981 Q6VMQ6
Q13952 P01100
O43561 Q9H2S9
P43405 P29474
O95429 O95295
P27361 P51948
P32969 Q8NBJ4
Q9Y6K9 O75509
Q9Y6Q9 Q92796
Q15796 P30679
P08069 P01024
P33981 Q9BXA7
P62879 P10276
Q9NV92 Q9NZ52
P36897 Q5T5P2
P19525 Q9BXF6
O15446 Q07507
Q13485 P14618
Q99816 P13861
P03956 O95793
Q9H8V3 P39019
P84095 Q14978
Q96EB6 Q8TAI7
P21673 P03372
O95471 Q9Y253
P19012 Q8NCL4
P23467 P01236
Q14181 O76003
P00734 O14832
Q09028 Q96KG7
Q00403 Q7L5N1
P51948 P11498
P04049 P63104
P68400 Q7Z589
O43318 Q9GZM8
O60383 P16070
P59046 P13987
Q99583 Q96B97
P18887 P05067
P03372 P19174
O75030 Q9NRW7
O43809 P04637
P17252 P41743
P46109 P84022
Q9BQ66 Q07157
Q16611 P01730
P31946 Q13133
Q92851 O15511
Q9UKR5 Q96AE7
P63261 O96004
Q9P287 Q99816
O14727 Q8WYH8
P43403 P55055
P61981 P05556
P55072 Q13459
Q9NQZ2 P13945
Q15038 P18505
O14936 P10147
P04114 P08700
Q15075 P52630
P06241 Q9Y383
Q9NRF9 Q9Y328
O15198 Q96RL1
P27824 Q13011
P55769 Q9UF11
P17612 P48059
Q12931 Q6Y2X3
P84022 Q13642
O14543 Q9BUY5
P55196 P02489
P32780 Q8NHQ1
P04637 P23443
O15235 Q12913
O43353 Q00597
Q8IYB3 Q9UKL3
P60880 Q9NRM2
P19174 P68400
Q13765 Q9UJ70
P17096 Q9Y4K3
P13612 P62312
O75446 O43557
P22681 Q9H6S1
P49792 Q05066
Q09472 Q01970
P67870 Q14CW9
P09429 Q9HBE5
Q92793 Q9BT92
Q4LDE5 Q6XZF7
Q99966 Q99962
O75582 P30511
P14416 Q96GM5
P31749 Q15436
Q15645 P78417
P17612 Q9Y3L3
Q05513 Q96ID5
P10636 Q56P42
P12931 Q9UIA9
Q96RI1 Q6ZRS2
Q9NWQ8 Q96J77
Q9UJX4 O95251
P08254 P08631
Q9UFG5 Q13316
P16473 Q969D9
P09960 Q9NRR5
P45973 Q9GZY0
P15498 O14832
P17813 P52798
O75955 P62258
Q14749 P35249
P04637 O15055
P04637 O15511
P32418 Q9H3Z4
Q15569 Q92979
Q15047 Q9Y6K1
Q13885 Q8IZH2
P16410 Q5T2W1
Q05516 Q03001
P19388 P27348
P12931 Q9GZQ6
P98164 P22466
O14901 Q15700
Q8N2W9 P55196
Q13671 Q13129
Q99972 P0DJI8
Q7Z419 Q96KQ4
Q99689 Q15762
O00213 Q8N9H8
O75800 Q99805
P49427 Q9NPC6
P19419 Q9UN74
Q9Y3M8 Q9BV79
O00560 P11388
Q13136 P46013
O15379 Q9UHF0
Q14315 Q96KJ9
Q16820 Q13093
P60953 Q15390
O14965 Q13224
P19022 Q9P2K6
P51955 P35499
P31947 O15146
Q05513 P06858
P54132 O75293
Q10567 P07384
Q7Z6J2 O75771
P31946 Q6ZVK8
Q16539 P04271
P67809 Q15835
Q96D98 Q8TCG2
O60716 P45984
Q09472 Q02878
Q9UNE7 P47929
O95967 Q9UIS9
P57078 Q00587
P46937 Q92597
P22736 Q9Y4J8
Q9Y333 P08908
Q9Y6K9 Q13418
P19419 Q6IA86
P12004 P00533
O43541 P63208
Q13547 Q92990
Q16534 P62244
P13686 P21453
P00533 P43681
O95201 P55769
P61956 Q9ULV0
P60510 Q9H2D6
P26447 P37198
Q16778 P18847
P30556 Q13535
Q9BSL1 P21580
P17676 Q99829
P61978 Q8IZL8
P03372 P32119
P68104 Q9NPF4
O75716 Q05516
Q9P2W1 P11831
P05121 Q8IUH5
P53667 P15169
Q13619 Q9Y296
O00311 P02792
Q9P2H0 Q9HCE7
P19784 Q15628
O14745 P27816
O60260 Q96PU5
Q7L5N1 P04843
P54253 Q9NY99
Q15047 Q01844
Q9Y5U4 O14576
P13569 Q99972
P35568 Q6VY07
P29966 Q9Y2W7
P31749 Q9P021
P68400 P21731
Q9UKV8 P0DML3
P20338 Q9BXJ9
P68032 P17481
P59046 Q9UNZ2
P51677 Q8WUD1
P22681 P02745
P19429 Q9UBS3
P17252 Q70J99
P43364 P36941
Q92793 O14788
Q92905 Q96T51
P61981 Q9P0L2
P24928 P12272
P50616 O75822
P84022 P55199
Q9BVI4 P12544
Q7Z7J5 O60356
Q9UK53 O43283
P34925 Q13705
Q9Y328 P55001
O60674 P25103
P24385 P40937
P19532 P63165
P19438 P14314
O00459 Q8WW38
P06127 P26678
P24928 P05230
P14784 P08670
O60674 Q9ULT8
P84022 P84243
Q14974 P19525
Q9P2H0 P50548
P11831 Q92886
P16619 P11488
Q9H9D4 Q96A23
O14980 Q92997
P21673 P19012
Q96S96 Q15628
O43281 Q9BV20
P25788 Q8N5S9
P55042 Q86YJ7
Q9BUJ2 P10747
P31749 P42345
Q92831 P04637
Q9H8M9 P07093
P42574 Q15399
P35222 P31150
O15162 P02768
Q04771 P09603
Q7L590 P84103
Q15796 Q00887
P49768 Q13368
Q9UMX1 O60383
Q15544 Q86UU5
Q13547 P28749
O15530 P09238
P04637 Q9H8T0
O00170 Q969H4
Q12988 Q9NPG2
P35222 P05546
P05787 Q9Y6Q6
Q14469 Q92973
P78559 Q9Y6H5
Q13485 Q8WTS6
P68133 Q9NVW2
Q9HCE6 O60220
Q99750 Q05086
Q9NPB6 Q08722
Q9Y2X7 P55273
Q08999 P05156
Q09472 Q6PKC3
P41240 Q9NV58
P27986 P29375
P54253 Q02962
P36897 P16591
Q93034 O43193
P36897 Q08209
Q05655 P25205
P35368 P16035
Q04912 Q99075
P18507 P42772
Q14181 Q08380
P02751 P20941
P21554 Q9Y5K6
P17612 P43632
O00165 P50750
P63279 P57721
P0DP25 Q9UN74
P68133 P42858
P61586 P36543
Q56P03 P46379
Q16623 O43157
P55211 O14625
O75909 Q8TB72
Q15119 Q9H427
P11274 P19878
O14641 P14780
P07492 P54920
O14672 P22460
Q5XLA6 Q9BYV9
Q15700 O75496
Q99594 P05230
P17252 P60953
O43715 O00204
Q5JY77 Q9P021
P28482 O14939
P08311 P12644
Q15797 P04271
P37231 P23763
P61981 P04150
P27701 Q9H7E9
O00268 P49454
P41970 Q14451
P49715 Q04917
P35222 Q9HCN6
P08670 Q9Y618
P00750 Q92945
Q16666 Q99598
Q15834 P36941
Q8IX03 P48729
P11171 Q96RU7
Q9Y6J0 P16581
P35609 Q9Y383
Q13485 Q13643
P51610 Q9NZC7
Q07869 P35573
P50454 P49910
P14672 Q13555
P23528 P08235
P12931 P01229
P00488 P38936
P56524 Q8IXK0
P19012 P13611
P21860 Q96F07
Q9GZS3 Q16864
O75791 O75061
P19784 Q9BXF6
P08047 P30301
Q8WYK2 Q7Z6B7
Q13542 P09529
Q9Y297 P51452
P0DP25 Q6W2J9
P12956 Q15797
O00418 P60880
Q13485 Q9UKI8
P28482 P31942
P49407 Q92997
P19784 P62318
P25788 Q8TEL6
P21333 Q02779
P22607 P60709
P38398 O43683
P46108 Q96EP5
P06213 Q9HCS7
P30153 P43364
O00401 P26678
Q7L7X3 Q9P2K6
P05106 P11473
O43924 Q15746
P29475 P41743
P25054 Q00613
P25116 P31371
Q16623 P43631
Q14344 P78348
P09012 P56704
Q06124 P13385
P68400 P22303
P05412 Q9BZI7
Q9UKS6 Q9BTV5
Q92793 Q15796
P25963 P24928
P11309 Q9H2B2
Q10567 Q9BQG0
Q16543 Q16186
P17252 Q9BV40
P08670 P04150
P03372 Q9BQA1
P15923 Q9Y5W3
Q6P1K2 P16389
Q8N488 Q9UQ07
Q9Y6I3 P62491
P61981 P27824
Q9ULB1 Q96SQ5
O15111 P55196
Q9NQ94 P01042
P37198 P04629
Q9Y698 P05204
Q8TDB6 P63027
P31749 O75461
P05386 Q00887
Q05513 P37198
Q16665 P26951
O43318 Q16695
P04637 O60675
P08238 P17600
P62736 P16619
O43541 P61457
Q04912 Q9NS68
Q08170 O00144
Q12846 Q13137
O60725 Q9UBN4
O75934 Q9BY67
O15399 P15260
Q96SB4 O75410
O15399 Q96L50
Q96RK0 Q9UJC3
P00533 Q96F07
P04278 Q8N2U0
P62875 Q9NRI5
P24298 P41143
Q9NYL2 P48382
P38398 Q9NVV9
P05107 P23769
P83876 Q9UJU6
P02452 Q8TAU3
P60953 P63096
P29083 P80075
Q9Y3Q8 Q9P287
Q9Y3C5 P46092
O76083 P30040
P12931 P09327
Q92731 P01138
Q9NQX5 Q9HAW4
P68400 P38432
P16234 P32246
Q53EZ4 P37268
Q14919 O14818
P54253 P42224
P23458 P20226
P35680 Q14242
P15976 Q8TBC3
O75582 P52798
Q9UIS9 O95169
Q15700 Q15678
P12931 P42336
P04049 P43405
Q13177 Q9NPY3
Q13485 Q00535
Q9NWF9 Q9HCE7
P09619 P38432
Q9Y6K9 P49585
Q12837 Q9HCS7
P51617 Q9UPY5
O15169 O43521
Q9Y244 Q9HCN6
P78504 Q8N2Y8
Q99961 Q7Z7C8
O43747 O15297
O94762 Q9UPR5
P12830 P13861
P04437 P11597
P49913 Q9Y4K3
P51116 Q96S55
Q9Y2V2 P09529
Q9UHI8 P20073
Q9UIA9 P48643
Q96RK1 P36543
P43405 Q14683
Q15650 Q13352
P15311 P12643
O60934 O75145
P17252 Q15118
P08670 O75445
P52655 O14654
P06493 P14921
P36897 Q9BUY5
P25445 P82094
O15198 P08253
Q9H211 P25705
P98170 O15198
Q9HA65 O00590
Q9UMX1 Q15042
Q08211 Q9UKV3
Q01780 P23769
Q14344 P37173
P00533 Q6VY07
Q15910 Q6IA86
Q05586 Q9H074
P17677 P57105
P53350 P31942
P08047 P35754
P06239 P54259
P04049 O15162
P26374 Q5T681
P24941 O14933
Q09472 Q14449
P40763 Q66K89
Q04637 O60675
P30307 Q9UHF0
O60934 O60664
P35754 P41597
P16871 P16284
P17600 Q9H1I8
P01040 Q16613
Q15700 Q9BVI4
Q9HAP6 P02768
Q96ID5 P08123
P27361 Q9UHD9
Q96FZ7 P36383
P30291 P61769
Q15233 P37088
P34741 Q9UMX3
O00291 Q02790
Q14451 P04350
Q9H4M7 P62487
Q7Z699 P28482
Q9P2H0 P42574
Q15648 Q9GZU2
Q9UMX0 P56693
Q9GZT8 P00749
P19022 O75096
O60674 Q8TD08
Q9Y4H2 P32456
P12931 P18509
P62993 P84022
Q15653 P57678
Q13158 P12644
P04234 O75916
P10275 Q9UMX0
Q7Z434 P42338
Q13546 P56134
Q01094 P84022
O00161 P14598
Q7L5D6 O76061
Q99816 P13984
P48050 P53708
P00533 P07992
Q9UJ70 P04439
P27797 Q5T3J3
O00161 Q9H9D4
P01024 P35658
P28482 Q9NZC2
O95251 P07954
Q12959 P42262
O95376 Q01629
P05067 Q06830
P19793 Q8N6Y0
Q7L3B6 P27361
Q15014 P20226
P24941 O95747
Q8N3R9 O43147
P54257 Q96RN5
P42681 Q9NRN5
Q99959 Q6Y2X3
P55211 O43281
Q9Y297 P08123
P52948 P17540
P10275 Q16543
P68400 P11388
Q92922 Q86YD1
P22681 Q9Y6Y0
P61925 P52952
Q5PSV4 Q01780
P04004 P16298
O43765 P30520
P42680 O43516
Q08881 Q99856
Q6PML9 Q96LR5
P15311 Q01538
Q14315 Q12891
Q9BQ66 P0DP25
Q8N6Y0 P43146
P04004 Q9NNX6
A5D8V6 Q9HC35
Q01844 Q14524
P08579 O95985
P48643 Q9NSB8
P16885 P42772
P36897 P23458
P40189 P60568
P42575 P07384
Q09472 P15311
P35568 Q9NRX1
Q13884 P81277
Q16623 P22557
P09769 P62906
Q96IP4 Q99500
O14936 O00499
P31946 P03952
P46777 P09467
P10636 P17612
P17252 P49810
O94776 Q16566
Q7LBR1 P80075
P31749 P35998
P84090 P24844
P41240 Q9NVW2
O43464 O75665
P28482 P04183
Q09472 Q14289
Q8WXI2 Q9Y2P4
P06858 P0C1Z6
Q13426 P00734
P53365 Q86WV1
P24666 Q9NZW5
P11142 O00187
P40763 P05783
Q14181 Q13352
Q13547 P63241
O15198 P26358
P07333 Q00839
P63244 O60925
P16144 Q9UQ90
O15234 Q92845
Q14247 Q9NR81
Q96G25 O94972
O43439 Q7Z3B3
P13611 P18827
P15498 P42768
P42224 P02461
Q15361 Q13201
P52797 P34981
P03372 P11362
P00747 Q9BXR0
Q01844 P33552
Q01130 P46934
O14908 Q01844
Q9NVD7 P14735
P20963 P27487
O15392 Q7Z6G3
P07948 Q8NC24
P68133 O75618
Q9UKR5 Q99683
P62306 P25490
P0CG47 Q92743
P17706 O60506
Q5T3J3 Q7Z3B4
O14745 P25685
P02749 Q9UJY5
P31785 Q13287
Q9Y4K3 Q9Y6H5
Q9BQ70 P57105
P68032 Q92692
Q14974 O43157
P12931 P21246
P17081 Q9H6T3
P06241 P48764
Q9UNE7 Q8TBR7
P29597 P11387
P28482 P25963
Q99743 P43489
Q9HAU4 O95067
Q15797 O15116
P05783 O76095
P14317 O75352
Q13547 P07384
P06241 P55265
O75925 Q92974
P19438 P32019
Q04206 Q93052
P36897 P51681
Q9H444 Q9ULB4
Q09472 O95365
Q13873 P50552
Q99962 Q15102
O75586 Q9NP79
Q12933 O95251
P50549 O95251
P42229 O43561
P10636 P30556
Q96SB4 P05230
Q15645 P06858
Q9HB75 Q9Y5X4
P51116 Q9BZS1
P04439 Q9UDY2
P46531 P04004
Q15797 Q02750
P29375 Q8TAU3
P01023 P35228
Q13190 P06753
P21980 P14921
P43250 Q14680
Q99816 O14649
P57078 Q6PIU1
O43293 Q8WU20
Q9UJY4 Q8TBE0
P06493 Q96Q15
Q9BVJ6 P47897
Q5T3J3 P01130
P17252 Q14789
Q9HAU4 P17181
P02452 Q7L5N1
P31942 P21579
P30519 P78324
P32121 P48742
P28068 Q96RN5
Q14974 Q16665
Q9NR12 O75843
P12931 Q15118
P29466 P21781
Q9Y676 Q13795
Q9UKB1 P48742
P35638 P02647
P25391 Q13224
Q92530 O60725
P10275 P06400
Q09472 O00238
P06576 Q13418
P27361 O95198
P42224 P06307
P01024 O94983
P41218 Q9BXP2
P36897 Q12834
P45985 P49841
P13569 P24394
O00499 P01133
P11473 Q13111
P16333 P09132
Q8IUM7 Q9Y4A8
P38398 P61956
Q9NRR5 O60282
Q09472 Q9HAU5
Q16637 Q8N1W1
Q16533 O75460
P01703 Q8N5S9
P78396 Q96H86
O14920 P98174
P30153 Q9NR12
Q9H400 P33076
P06241 P19878
P49790 Q96PK6
P46527 Q32MZ4
O95229 P35916
P14923 P20226
Q8WUM4 P08138
P06239 Q8IYR0
P54253 Q9UK53
P40692 P50570
Q14653 Q9UKV0
O75962 Q15119
P20226 Q9H4A3
Q05586 Q8TC59
O14519 P16298
O75376 P07996
P63096 Q5T3J3
P38398 Q15025
P23471 Q8NFP7
Q9BUH8 P61247
P08047 Q8WV24
P52597 P36888
Q9P2H0 O43752
P01303 O60763
P06400 Q13287
P63104 Q99972
P27448 O95865
P52803 Q92729
P09958 P51610
P22681 P56537
Q15831 O14503
P61956 Q13469
Q9Y6M9 Q15759
O75925 P18054
P31946 Q9P0L0
P19438 O00231
O95967 Q12988
Q8TEW0 Q92793
Q15369 Q13563
P68400 O43561
P05549 P61586
P68106 Q8N4G2
Q9UQN3 Q9ULB1
P28702 P51808
P17612 P00491
P04921 P26374
P98161 P08195
P03372 Q92806
O15399 O95625
Q15080 P19525
P51116 P54257
Q9H211 P43250
P13671 O14786
P09238 Q16555
Q9NQ66 Q14832
O95983 P18848
Q16514 P17612
P29350 P56945
P23443 Q92630
Q9H9D4 P25788
P63279 P21675
P01112 P41236
P08670 P06493
P06401 O00221
P19338 Q15050
Q14318 P53420
P84022 Q9Y6K9
P03372 P41182
P07196 P06681
Q13424 P05305
Q9Y6Q9 Q13535
Q9Y618 O75569
P31749 O00401
Q04206 P04049
O00206 Q99689
Q07960 O75474
P10827 Q15363
P06239 Q15834
Q5JY77 P61278
P53420 Q8N8Q3
P00738 P15924
P20719 Q13363
P67870 Q9BXW9
Q03164 Q9BXP8
P30153 P35998
Q96QZ7 Q13838
P26367 P40855
P62318 Q15834
P46527 P25789
P49703 P18507
P17252 P04054
Q13705 P35226
Q15047 P51116
P12931 P27540
O00161 P48059
P84243 Q9H0M0
O75444 P08670
Q7Z419 Q13402
Q04864 Q9NZ52
P17987 P15941
P27797 P51911
Q9NRW1 Q13724
P48729 Q9BPW8
P16220 Q9NQX5
Q13432 P02686
P54920 Q9H1H9
Q14644 Q92750
Q15796 Q6EEV6
Q86XR7 P57721
P29279 Q8N488
O14980 P62312
Q96K83 Q5JVL4
O95716 Q7L2E3
Q99081 P52630
P42858 Q92966
Q13287 Q07955
P38398 P50750
P63096 Q9NXK8
P28562 P34741
Q05655 Q9NPI1
Q9UK97 Q00653
Q14999 O00213
P27694 Q16891
P11142 Q9P1W9
P54259 Q14654
P25791 Q96QF0
P53778 P24593
O43184 P35462
O00444 P16662
O43541 P48023
Q16254 P08473
Q9UKR5 Q9ULJ6
P31749 Q9Y5B0
Q16665 P07384
P17252 Q9C0H9
Q969Q1 P10646
Q08378 P17482
P24394 Q9NPJ4
P06213 P63244
P45983 Q5T2W1
P06239 Q9UK45
Q9UGN5 Q9NRR5
Q66LE6 Q9Y281
Q15052 Q02223
O00170 P10323
P19793 Q9Y572
Q9HD26 Q13363
Q99698 P17612
Q9NQT4 Q07955
P60953 P12429
P00533 P46100
Q05193 Q99704
Q13263 Q9NPD3
P14784 P23921
P18206 Q99962
P12931 P48039
P09429 P11802
P46379 Q16820
P84103 P62877
Q12772 P25490
P17252 P17028
O15350 P07384
P12956 O60879
P48050 Q13485
P56524 Q16363
P62826 Q96GE4
P06454 P23471
Q96A23 P01275
P04637 O15533
Q01094 P41240
P10244 P62993
Q5T3J3 P53420
P62820 P51522
P35968 P36406
Q15834 P41222
P55212 P41240
Q96ST3 P07947
P55316 P29084
P06396 Q9H1I8
Q05469 Q05066
O15379 P09884
Q9H0D6 Q9Y371
Q05655 O14654
P28482 P00533
P62993 P35080
Q9UQN3 P17081
Q13485 P68400
Q92731 P21579
P12956 P28070
P56524 P40424
Q13136 Q9HC77
O14964 P27487
Q9BXJ8 P51812
Q00839 Q8WXD9
P23443 Q92620
Q92597 P17931
Q9UHL9 Q15370
P68431 P28702
P68133 Q06265
Q07617 P02647
Q13485 Q9UBQ5
P68366 Q99972
Q06124 Q8WWW8
O75553 P02462
Q96S59 Q9NPB3
O15162 Q16555
Q99650 P49327
P38159 Q14012
P12643 Q8WYB5
P46109 P58062
O60674 P38159
P36897 P41279
P12931 Q9Y4J8
P61981 Q9UKR5
O14617 P49407
Q06609 P48039
P60903 Q08462
P50453 P35222
Q9NZV8 Q92945
O75496 P07954
Q9Y6D9 Q05469
P09429 P51674
P62805 Q9NTM9
O95229 Q5VWX1
P14867 Q9NS56
P19012 Q86UQ8
Q04206 P20337
P83916 Q13285
P45973 P20929
P30305 P15884
P19174 P25445
P63279 Q14203
O43493 P06746
P29350 Q9Y4H2
Q92824 P35240
P49023 Q04917
O60383 P49841
P06241 Q9UQC9
Q9Y3C5 P20226
P15391 Q9NZ52
Q09472 Q9BVK8
P19235 P15529
Q8TAD8 Q99250
Q9Y244 Q92643
P41182 P61328
Q9UI14 O00255
P21246 P07384
P06493 Q99665
P62491 Q9UNI1
O43294 P49959
P08047 P14373
P62993 Q9UHY1
Q14847 Q96J02
Q9HCE7 P04899
O43765 Q9UHD9
Q8IXH7 Q8WU39
Q15834 Q13772
Q15796 Q9NPY3
Q9UP83 O00499
P61968 O95490
P61981 Q99717
P10276 P48039
P20248 Q5JVF3
Q13309 Q9H0F7
P16220 Q15382
P0CG47 Q12788
Q9UNE7 P63244
P33151 Q9H3D4
Q15596 Q15788
P31947 P61604
P68032 Q8TD16
P06493 Q96LJ7
P61981 Q9ULZ2
Q00597 Q16563
Q99683 O75379
P14923 P09382
