Q16665 Q96SN8
Q05655 O00287
P19838 Q13177
Q13705 Q96FJ0
P04626 P22415
P04899 P15531
Q9NVW2 P29992
O15294 Q13873
Q5XPI4 Q8IYR0
O00401 P15924
P51532 Q14765
P25963 P61587
P22607 P55072
P05109 Q9NQC3
P61106 P51787
P48357 Q03135
Q14005 O94973
O75925 Q00403
P35222 Q14185
P60953 P48443
Q9HD26 P36896
P26010 P28482
P17252 Q15119
P78504 Q13224
P63279 P26358
P23769 P17927
Q9GZR7 P57103
Q99250 Q9BZS1
Q969H0 O75410
P35222 Q15038
Q15788 P00533
Q01130 Q92503
P61160 P17600
O95405 P40855
Q05516 Q96CN9
P42574 O43734
P05090 O95460
P43405 P16455
P04637 Q15464
P01732 P19256
Q15172 P42830
Q5T5P2 P10912
P62070 P09132
P36956 Q92918
P62837 Q99895
Q969T9 Q99547
O43516 P13500
Q12860 Q99706
Q8TEW6 Q9UER7
Q9HD26 P60903
P54284 Q8TDZ2
Q9BQ66 P02766
O14503 Q13432
P63010 P05090
O00560 Q99741
O15126 Q9UJX6
P60953 P51812
P06730 P43250
P00533 P11226
P14923 Q9UBS5
Q9BQ66 P15498
Q15942 Q12959
P12956 P24588
Q06187 Q8IWL2
P04792 P15531
P01100 Q12796
Q5T3J3 Q9Y572
P0DP25 Q9ULB1
Q04759 O95786
Q04771 O14641
Q15797 Q8NDV3
P28482 Q12756
Q04771 Q6ZVK8
P62993 P80370
O14776 P06454
P38398 P78314
P49796 O43379
O00459 P78560
Q9NX18 P47872
P68032 Q12830
P42772 Q9UN74
Q9GZT6 P05060
Q7L590 P16410
P63104 Q9BUZ4
P68400 Q8IYF3
P0DJI8 P05026
O15530 Q9H0R4
Q8N2W9 Q02575
P30301 P55283
Q16537 P09769
P50591 P49765
P08247 Q9C0I1
P35625 Q9Y337
P22681 P28161
Q6VMQ6 P01112
Q9HBZ2 Q9H307
P42574 P05067
P30086 Q93038
P29597 Q5RKV6
O75376 Q04724
Q96GD3 P27540
P17096 P49366
P08069 P04150
P03956 O43299
Q92793 P10915
P27986 P24864
P51693 P15336
P24941 Q15155
Q04721 Q12959
Q13487 P00734
Q8N1V2 Q9NQ25
Q03405 Q13571
O15198 P42566
O15116 Q13571
P21675 P02679
Q96GM5 P18075
Q15746 P30291
O14920 P53567
P51532 P98177
O60264 O00161
O15144 Q8WUY3
P10646 Q9Y3E7
Q9UN37 Q9UKX7
Q9Y5X3 Q07955
Q9BQ66 Q6ZNA4
P27487 P50336
Q15599 Q96J92
Q03135 O95471
Q99759 O43353
Q92734 P52298
O00401 P50542
Q9NRD5 P08758
P10275 P31327
P0DJI8 Q9NXU5
P30281 Q15761
P08047 P05412
O60353 Q06495
P27037 Q9BW66
P29466 Q99583
Q13323 Q12988
O75528 Q9UKX2
P27348 P10586
Q8IYB7 P46977
P49768 P30622
P19174 Q96KP1
P05060 Q8NFZ5
P12814 O43561
Q15464 P40926
Q9UKV3 O00463
Q13616 P30154
Q12959 O60260
Q09472 P05452
Q14289 Q9UK53
P13612 P11142
Q02078 Q8NCM2
Q96MP8 Q01970
Q04206 P24941
P06493 Q96EY1
P12644 P45973
P43403 P27694
Q13485 P62993
Q07157 Q06609
Q9NTW7 Q86YC2
O60674 P42127
Q13309 Q969G9
P32121 Q8IXB1
P62993 P06400
Q8IWV7 Q15025
P01138 Q9BW71
P46531 P01112
Q13112 O95931
Q13888 P01009
Q14469 Q13797
O15105 Q05469
P62491 Q9BQ66
Q13131 O14936
P29992 P51665
O43318 P99999
Q08554 P63096
Q9Y5S9 P23469
P05556 Q8NFP9
Q9NPG2 Q92734
Q9UEW8 Q99569
P04049 Q92973
O00206 Q9BYG5
Q9UKA9 P05455
Q13257 Q9UJU6
P29475 Q9NQZ2
Q14005 O95983
P20264 Q14164
P24530 P51587
Q96PN7 P00750
O14646 P49407
O95359 Q9H869
P25963 P21333
Q5FBB7 P23458
P27037 Q9BX70
Q9Y3C7 P68133
Q9H4I2 Q14896
P16112 O43187
Q99418 Q9P0K7
P19174 Q16620
P13987 P50238
P62258 Q9HAP6
P11940 Q12879
O43172 P24928
Q8IWV1 Q9UKN8
Q07864 P45983
P25391 P33681
P11387 O75955
P09012 P31431
P19793 Q8NDB2
Q8IZH2 Q15648
Q99717 P16112
P62993 P48788
Q13352 Q8WVM7
O14836 Q14566
Q15022 Q12809
P27694 Q13077
P36897 Q9UN74
P45984 P43694
P06241 P08581
P63261 Q16775
P84022 Q13557
Q9H251 P51812
P63151 Q13561
O60682 P30291
P42858 P51522
P38432 P10451
P84022 P51168
Q99717 P35568
Q15796 Q16623
Q06413 O60841
P45973 Q8NI35
P26367 O00203
P11274 P78337
P14678 P08246
Q5T3J3 Q9Y263
P40763 Q9H5Z6
Q9NW38 O43463
Q96RI0 P17661
P10828 Q9UBN7
Q02156 P49023
Q9Y3P8 O43592
P55072 Q9H410
Q92831 P29323
P34932 Q9BRK4
Q04917 Q9GZU7
Q92625 Q96HC4
Q96B97 P42224
P07948 P25445
Q09472 P23327
P17509 P57678
P45985 P28066
P14678 P98160
Q93009 P07766
O75676 Q9H0B6
Q92831 O60333
P62258 Q9UN74
P62820 P67775
O75182 Q15831
Q99623 P56537
Q09472 P54845
P17096 Q9NRR4
Q8N6I1 P42566
P62993 P78314
Q9UMS4 P13236
Q14344 Q86U42
Q9NZW5 P35222
P17931 Q13952
Q9UHD2 O15492
P04637 Q08043
Q14451 Q99638
P54253 P15311
O14745 Q9NQX3
P09874 P08123
Q9Y2I6 Q99102
Q92834 Q10567
P02462 Q9UKU6
Q15544 P62140
P10636 P17612
P63104 Q9NQZ2
Q9Y4K3 P00533
Q06187 Q7Z3S9
P17275 O14910
P15170 Q96GD4
P00533 P08238
Q9NSN8 P05423
P84077 Q9Y5U8
Q9UJU6 Q08945
P11274 Q8IUD2
P62993 O94777
P63104 Q01629
Q9NPI1 O95968
Q15796 Q96PU5
Q96B97 O15259
Q16760 P62277
Q92830 Q09161
Q13643 Q96P31
Q9NZ81 P50570
Q96QT6 Q9Y333
Q06265 Q13882
P63104 P23528
Q15797 P20645
Q9UJW3 Q9HCC8
P63208 Q9ULB1
P53041 P80192
P78337 Q99689
Q15797 Q04759
Q15233 P06454
P51692 Q92945
Q15596 P19438
Q15788 P55196
Q9Y6X2 P36406
Q00577 P52948
Q92997 P62987
P78345 Q86YD1
Q15047 Q8TEW0
Q01844 O00161
P41743 O95816
P56945 O43186
P19174 Q13885
Q9NRI5 P61956
P32927 O95402
Q9HCE6 Q96QZ7
P06400 P00367
Q9Y4Z0 Q6PIZ9
P12004 P00533
P61956 O75689
Q13137 P11801
P17252 P61586
P63244 P63279
Q96JH8 Q96SN8
Q9NQT4 P60709
O43541 Q16665
Q96GM5 Q9HDC9
Q15185 Q13163
Q14181 Q9P0U1
P24386 P09237
P12931 P78324
P19419 P15498
P11802 P23469
P60953 P55854
P04271 P51809
Q01970 O95985
Q9UKR5 Q06187
Q96PU8 P00995
P06400 O15379
O95208 Q8TF74
P53667 Q8NEV9
Q12959 P54725
Q13045 Q8WUY3
P07737 Q6W2J9
Q99972 Q8IYI8
P68366 Q13503
Q02750 Q13705
P10515 P49903
P98082 P62380
P29350 P54132
Q13163 Q99808
Q13310 P84022
Q7L5D6 P41143
P19447 P25490
Q9Y3C7 P20700
P28324 Q9BQG1
P50453 P51679
Q15596 O76064
Q6EEV6 P33151
Q9H0M0 O75293
P29475 Q6PII3
P25963 Q7Z3S9
Q15075 P30876
O00463 P08238
P10600 Q03135
Q92793 O76061
P48723 Q9UBZ4
P12318 P16949
P19012 Q9BRB3
P12956 Q9GZY6
Q9Y5P8 P63098
Q13555 Q9Y6K9
O15524 Q8N6T3
Q14005 Q6P1Q9
P19784 P98082
P57086 P61604
Q13330 P12757
P0DP25 P60953
Q13432 P35609
Q969H8 Q86XS8
P07947 Q9BT76
P04637 P49366
P24666 Q9H307
P49703 P11166
Q02763 O95990
Q7L590 Q92878
P17612 Q8N2W9
Q06124 Q07889
Q8N668 Q9H0A8
Q14289 Q9H0H5
P06213 P14921
O15527 Q15398
P11802 P47870
P06239 P54132
P06127 Q9C0C4
P17612 Q16637
P52790 Q9Y696
O75832 P39687
P07858 P52797
O75791 P08700
Q09472 Q6EMK4
Q99750 P21802
Q9BX66 P30414
P19838 P67809
Q6UY11 P27658
P42858 P49768
Q5JY77 P10451
O14908 O95153
P30101 P04626
P19174 Q13224
P20339 Q8IYF1
O94763 P22459
Q9H082 Q9BZI7
Q9P0T4 O75409
O95477 P36956
P68400 Q9BQ04
P41279 P01009
P54764 Q13191
Q9UFF9 Q16570
P04637 Q16288
P61981 O75030
Q5RKV6 Q8IV45
Q99417 P22301
Q9Y3C7 O43612
Q04724 Q9H4I2
Q14524 P30988
P02652 Q99638
P14635 Q9UNE7
Q03135 Q8NBM4
P27540 Q8IWL2
Q99750 Q9UBB5
P05067 Q07021
P78524 P20823
P36507 P29320
P20339 Q9Y6H8
P30273 O95793
P55211 P14210
P27986 Q9BSG0
Q99683 P68104
P60228 P42566
Q99750 Q16539
P02775 Q8WXI2
Q96Q15 Q9UMX1
P06400 Q04864
P17252 Q9NPD3
Q13285 Q07157
P52292 Q86SS6
P07093 O15344
O75419 Q8IUC6
P46109 P19784
P24386 P21675
O14936 P02766
P22626 Q9UKY1
Q8IY31 P08034
P03372 P39880
Q08999 P20073
P00533 P19086
P36897 O14657
O95343 P30307
Q13332 Q8N612
Q9HAU4 Q9NUP1
Q99504 Q96DX5
P63165 P05412
Q15366 O75444
Q12933 P05198
P10244 Q6ZU52
Q6VMQ6 O00463
P0CG12 P62877
Q9H307 Q9Y692
P43403 P14209
Q06124 P15498
Q96MP8 Q14140
Q13480 Q8TAU3
Q13285 O75553
Q9P2R6 P45379
P61981 P09958
P29466 Q08211
P25391 Q14689
O15198 Q15024
Q9NS15 Q9C0F1
O75150 P35226
Q9UBN4 Q07817
Q9NRD5 Q06547
P06493 Q9NYG5
Q00535 P35243
P35568 P20941
Q13114 Q08378
Q13315 Q14511
Q03113 P41235
P51617 P16070
Q08495 P61218
P17535 O94762
O95793 P05546
Q13444 P09471
Q14511 P62508
Q09472 Q13363
P30419 Q6ZRS2
Q07889 O60784
Q14494 P62826
P11274 Q9Y3F4
Q99436 P05412
P10071 P07478
Q08211 Q5JVS0
O14526 P19419
P46777 P55774
O60551 P52333
Q9Y618 Q92841
Q13568 Q5T124
P31946 Q9Y337
Q9UK53 Q7Z4F1
Q92731 Q04941
O43379 Q15257
P38936 Q13105
Q13424 Q9Y6Y0
P06241 P16220
P10912 P00750
Q13485 P08476
P10828 Q92777
P63010 Q9UNS2
P68400 O95084
P05129 Q8WU20
O15392 P08581
Q13555 Q9UPY6
P03950 Q12770
Q04917 Q5TCQ9
P98082 P54252
Q03405 O43516
P18433 O75312
P09211 Q969D9
P53667 Q93034
P48147 Q9BQG0
Q16363 A1L0T0
P16070 Q12968
Q09472 P35221
P23946 Q9NZC3
P52799 Q13347
P60953 Q7Z2Y5
P06241 P53365
Q05516 P07948
O43318 P48634
P26641 P49841
Q03167 P10645
P10275 Q96MU7
Q13485 P12004
P28749 Q16665
Q99558 Q9P2P1
P12645 Q8WYQ9
P54725 Q13467
Q9H0D6 Q15700
O43791 P10415
P02458 Q92851
Q09472 P23458
P23458 P63261
Q15796 Q14289
Q9NZL4 O14796
Q06455 Q13467
P68400 P63104
O43318 P23229
O60563 P62857
P04637 P08670
P10275 P04049
P16671 O75558
Q9Y6K8 P02768
Q16513 P60022
P61981 Q16623
Q9P2H0 Q13588
Q04206 O75427
O15350 P02649
Q13526 P23528
P04629 P49137
Q7L5N1 P28749
P42773 Q969X5
Q92973 Q0VDD7
Q13263 P01112
P54253 P63244
Q15788 Q13009
P48443 Q96N46
P27348 P29074
P27986 P04234
P04792 Q9P2W3
P11802 P35712
P14598 Q9H6T3
Q15149 P42575
Q92831 Q9H875
P06241 Q96QG7
Q15102 Q96HB5
P62424 P13598
O15198 O60381
Q5FBB7 O14595
P11230 Q6UW01
P42336 Q4V328
P08047 Q96T60
Q9UHF0 P05187
Q13111 P62753
P17936 Q92974
P08047 P50552
P02671 Q9H422
P17987 O14933
Q96MP8 Q15628
P01011 Q9NSC5
Q99497 Q96IF1
Q00610 P11142
P17482 P15924
O00212 P08047
Q9UER7 P01023
Q14031 Q9NTW7
P29317 Q9P021
P04439 P40926
Q01780 Q01844
P02489 Q15645
P50453 Q02487
Q92793 Q96AE7
P54253 P50895
P50548 P57105
P13798 O95602
P29466 Q13077
P42574 Q9H267
P51532 Q92572
P43694 P08572
O00463 Q9NS23
P62333 P51692
Q9NR12 P19838
Q13480 P98164
Q92793 Q99750
P62304 P28074
O00560 Q9H4L5
Q02156 O15230
P20226 P49768
P27986 P42338
P42574 O43541
P05106 P49757
Q13444 Q9Y3Q8
P35222 Q07889
P54253 P24534
P10275 P28482
P25116 Q13094
P68104 P12270
P14678 Q09472
Q9C099 P61244
Q9UMX0 P05452
P25098 Q96G25
P60709 P00751
P22303 Q9Y561
P16949 Q9UKY1
P84022 O43291
P10275 P24941
P42702 P13984
P11802 O60907
O43639 P52926
P51784 P05937
O75628 Q15759
P08651 P28482
P61981 Q99689
Q00975 P55327
Q15834 P11142
Q14566 O14763
O00401 Q9Y2J2
Q13868 P28482
Q9BQQ3 Q00013
P17612 Q7KZF4
Q16584 Q9NX52
P68133 P03372
Q13501 O75689
P05783 P18505
P16949 Q86UP2
O43707 P78396
P12757 P38435
P23771 Q02817
O00716 P13727
Q15361 Q03164
Q9UER7 O95402
Q92934 Q7Z6L0
P78337 O95999
P04637 Q92558
Q00610 Q14738
P17252 P46527
P06730 Q7Z6G3
P00533 P20248
O15514 P53778
Q9P2W1 Q86XR7
P54132 Q14773
P38398 O15061
Q04771 P43364
Q9NYB0 Q9H8Y8
Q9UM73 Q92574
P83916 O00463
Q15672 Q99519
Q9NT62 P29323
P03372 Q13547
O95218 Q99608
O00459 Q9Y3A3
Q99750 Q14498
P33991 Q8WVM7
O43633 Q9Y3R0
Q9NZD8 Q9NPJ4
Q16549 Q12791
P48729 P02794
P08246 Q9UHA4
Q16514 P23610
Q9UHY1 Q07812
Q12933 Q7L2E3
P04278 Q6NSW5
P21246 P04275
P17676 Q8N2W9
Q15181 Q9H190
P41134 Q9UKV8
P60484 Q96PU5
Q00059 Q92900
P19022 P27824
P05060 P98160
Q9NRI5 Q92823
P15172 Q8IWU2
Q14686 O43521
Q9Y4K3 P25205
Q6PIU1 P21817
P54253 Q96S59
P51812 O43157
P46108 P23246
P08069 P61956
Q9NQT4 Q13813
O15357 Q9Y2U5
P02462 P20963
O43463 O95563
P08670 P41145
P62166 P36873
P54821 Q08397
Q15052 Q8IWT3
P02652 Q9H8W4
Q96T58 P56134
P12004 Q99417
P04439 P42330
Q5T3J3 P01138
P0DP25 Q15717
P51617 Q99638
P05412 P29972
P05155 Q9HC62
P55060 Q9HCC8
P16591 Q8NFP9
O60684 O00501
P61981 P10415
Q9UK53 P07988
P27361 Q99689
P46821 Q13608
Q15560 Q9NRW7
Q99075 P01009
Q15654 P21246
P42224 Q05586
P31323 Q9Y371
P51784 O95721
P26358 P28223
P62328 Q9NYF8
Q02363 Q92793
P02545 Q9ULK4
P04637 P15336
O00214 P28482
P12830 Q9NRP7
P48764 P16410
P15311 Q15750
P16989 Q9Y496
P31946 P63172
Q969W0 Q13895
P22681 Q06413
P06241 P10144
O95551 Q33E94
P62308 O15455
P41218 Q96BR1
Q6EEV6 P21673
Q14839 P18031
Q92831 P05783
P49736 Q96PQ1
O15524 Q8N5C8
Q99689 O15144
P31947 P31944
P07948 P60903
P12757 Q13561
Q16236 Q8NI35
P10828 Q15427
Q15910 P51149
P05067 Q9Y6Q5
P01730 P10415
P04626 P18545
Q6PKX4 P43243
P00533 Q9NRF2
Q14566 O43745
P28702 Q9HAV4
O95622 Q7Z3S9
P19838 Q99638
Q13191 Q9BV40
Q14145 P53602
P15172 P62834
Q13158 P08559
P03372 O14744
Q9UQD0 Q6PML9
Q9Y4A5 Q0VD86
P42224 Q9BUZ4
Q07021 Q16665
P04278 Q8N5H7
P54253 Q13813
Q9Y3B2 P56524
Q8N4X5 Q7L2E3
P35609 P15884
P04150 O95071
P16410 P0C0L5
Q8TAB5 P01011
Q92597 Q9NQX3
P30260 Q8NA03
P09234 P51451
Q9GZY6 P48645
Q92542 P00995
Q9Y239 Q9HB71
P62258 P40425
P45983 Q9UHI6
P06493 P30281
Q8NFH8 O15519
Q7L5N1 P62979
Q8IYI6 Q9HC98
Q12962 Q8NEG5
Q8TAD8 Q99683
O43283 Q14676
P62993 P68366
O15524 P27918
Q13136 Q06609
Q13415 Q9BXS5
Q92597 P04180
P68400 P06732
P32927 Q9BS26
Q01968 P11940
Q13432 Q16586
Q14155 Q9H4B4
Q03135 Q3KQU3
Q14469 Q96JH8
Q8IYB3 O15259
P98170 Q15544
Q13555 Q99640
Q96J02 Q9HC98
Q13547 O14733
O14745 Q08334
Q00610 Q13309
P19174 P16157
P11362 P56693
Q05193 P12643
P61981 O95273
Q9UKR5 P62424
Q16570 O95630
Q12923 Q96S59
Q8TBE0 O75940
Q96NW7 P21802
Q13813 Q13643
P04637 Q13094
O00220 O60563
P08670 P38936
Q8TEW0 O00187
P31947 P14780
O60674 P06241
Q08881 O14744
Q13568 Q13477
O75563 Q96CW1
P98170 Q8NCM8
Q07954 P00734
Q71SY5 Q9UPQ9
P63167 P15408
Q08881 Q9H444
P35222 Q9BRC7
Q06787 Q14181
P00533 P37231
Q13535 P48059
P36897 P19086
P60953 Q99612
P68032 P14866
Q9HAU5 P23458
P35222 P18887
Q00535 P48059
Q9UQM7 P42229
O00499 Q99466
P68032 Q06710
P62873 Q9Y421
Q9UJ78 Q9NQZ2
P29475 P05412
Q9Y6I3 Q92527
Q9Y620 Q8N720
Q9Y6Q9 O60907
O60674 P12814
Q13190 Q96M61
P51692 P10276
P98082 P35638
Q9Y4H2 Q9Y616
P30519 P28698
P01100 Q92859
O43187 P07357
Q9HAU4 Q13873
P42773 Q9Y333
P48443 P61604
Q14344 P08123
Q13432 Q13459
Q06124 Q9H013
Q14566 Q9NS69
Q9BQY4 P49418
Q99759 P31150
P35251 Q99626
Q13094 Q9NYQ7
P21860 P49798
P29597 O76094
P68104 P21796
P68400 P22607
P05154 O15244
Q9Y4K3 O43353
Q6ZYL4 P15151
P30048 Q6XZF7
P21918 Q93074
Q06124 P26038
P24666 P06239
P15498 O75533
P06493 P05771
P46527 Q9H910
Q9BQG0 Q9HB90
P21980 O43597
P68400 P56524
O95257 Q9UJY4
Q92793 Q12959
Q8N6Y0 P36873
P05067 O15169
P06493 Q96CN9
Q00610 P54257
Q9HCE7 Q8N612
Q15276 P62826
Q8WVJ9 O94811
P24928 P51665
P27348 P28482
Q92688 P08559
P08246 P25490
Q9UII4 Q96L34
P08473 O43745
O75533 Q8WV99
P05198 Q6P1K2
P15498 Q05586
Q96G25 Q96JK9
Q9NZ81 Q7Z6Z7
P58753 P27824
P56945 O14830
Q15388 P32245
P61981 P13693
Q06546 P15407
Q99689 Q96JE9
Q12933 Q15274
P35237 O75791
P54253 O43312
P10828 Q9NR34
Q9UBF2 Q07666
Q14242 Q9BXF6
Q9Y3C7 P19021
O43719 O95631
P53350 Q08170
P08237 P52797
P07339 Q5JSZ5
Q9NRD5 Q15477
P98164 O15444
Q16539 Q05513
P00533 Q9ULZ1
P25391 Q16585
P14672 O14543
P19174 Q9HC98
Q92585 P36542
Q15208 Q8TDU9
Q02086 P35346
P05129 Q07954
Q16637 P31947
P12830 Q99750
P17252 P61163
O14641 O60507
Q01844 Q96RU7
P08670 Q7L5Y9
Q13107 O00254
O75569 P49418
P11473 O15399
P21860 Q5PSV4
P07948 O14964
P06401 P08174
P29466 Q8N2W9
P49798 Q9NZR1
Q9BYC9 Q9Y3F4
Q12933 Q9NR64
Q12834 Q08828
P11171 P02649
P24928 P54132
O14964 P04440
P00750 P49765
P55196 Q8IXK2
O15162 Q5VWP2
Q07954 Q92793
Q9NS56 Q7L4P6
Q92729 P08908
P15813 Q6ZU52
O76094 P78396
Q13432 P62851
P56945 P01009
Q5T3J3 Q8TB72
P12931 P04278
Q9H1I8 Q9Y2W2
P56524 O00418
P43364 Q5SQ64
P54253 P35968
P31749 P07359
Q9NQC3 Q9BTW9
P16220 Q9UQE7
P13798 P07585
P41235 O43542
Q9UQF2 Q9NPG8
Q8WXI9 P78411
P04637 Q99558
P16885 P08134
P50281 O60603
P23634 Q9BTE0
Q9UFN0 O43166
P06400 Q99593
Q9Y3B2 P16473
P68400 Q14192
P60981 Q9UKV0
Q15628 Q9GZV1
Q9BXR0 Q9UI14
P23193 Q15853
O00151 Q9UBU8
Q07666 Q8NI35
P21731 Q8TBZ2
Q9NR12 Q99836
Q99972 O15265
P21810 P02751
P43405 P01889
P12004 Q16204
P08727 Q14582
O14543 Q9UPU3
P42345 P10124
P05067 O95967
P68400 P07332
Q93009 P49662
P06746 Q15459
P03372 P49683
O75030 P09619
O00459 Q9NWQ8
P49137 Q9GZX5
Q13285 Q9BTX1
P62191 Q9NVP2
Q93009 P35637
P34932 P12268
Q04206 O00560
P32780 O43707
P15289 Q9UHA4
P35240 Q92896
P62993 P19320
Q99608 Q6PKC3
O14777 P19838
Q9GZT8 Q86YD1
P19012 Q8TD08
Q13547 Q9NWS9
P35222 O14965
Q9Y618 P15172
Q8NFP9 Q14677
Q7L5N1 P12757
Q13705 Q15080
P05067 P05771
Q00535 P61247
P17302 Q8NBH2
Q16543 P31749
Q06643 Q9NPP4
P52333 P50553
Q05655 P62316
Q9Y6Q9 Q93033
Q13547 P06493
P15498 Q8TEU7
Q16637 P08648
P12755 P10914
Q15796 Q9BUN8
O00238 P23588
P20936 Q12982
Q06124 Q02447
P28482 Q9NRX3
P41279 Q14643
Q01780 P43220
P42772 Q7LBR1
Q13310 O00186
P68402 Q9Y4D7
P01100 O43663
Q12788 Q9NWQ8
Q56P42 Q96HR3
P35227 Q92793
Q9BQY4 O14974
P42684 Q9NQC3
Q7L5N1 P09486
P08621 O00165
O15105 Q09472
P0CG47 Q86SR1
Q12852 P02511
Q12789 Q99965
P17096 P36543
Q9UN37 P05305
O75618 Q15149
O14939 O76081
Q92597 P25024
Q99704 O15379
Q9NPI1 P51790
P55345 Q16478
P61981 Q6VN20
P17252 Q12809
Q99683 Q03405
P31323 O14512
Q8TAU3 O75150
Q9UBF2 P09917
Q9NY61 P30153
O95292 P06239
P35568 P52565
O14980 Q9P1Z2
P63165 P25025
Q15599 Q9UJU2
O95257 P48380
Q8NFP9 P01589
O75460 O15198
Q9UKV3 P04070
P52292 Q9UN74
P01344 Q13621
P01730 P28324
P09936 P51681
P68400 Q9Y2X0
O95169 Q9NRP7
Q13873 Q08345
P30876 Q9BQD7
P63279 P01034
Q99717 Q9C0F1
P62993 Q07954
P84243 P14780
P20382 Q0VDD7
P61586 Q7L5D6
P35609 Q5JVS0
P42224 P98066
P25788 O60879
P22681 P08047
Q12988 Q9UGI9
P51809 P98164
P04271 Q9NVW2
Q15678 Q13838
P54253 P41220
P61968 P54920
O95405 P13639
P06400 P42224
P49736 P01266
Q08881 Q9P2M7
Q9H3M0 P10916
Q8TDY2 Q9H237
Q05516 P00451
P35612 P09651
P08047 P09958
P43235 P16070
O75925 O00463
P12270 Q9H3Z4
P17096 Q15036
P19793 P01100
P05023 P35609
P04899 Q8TBR7
P35625 Q9NPC6
P02545 Q96ED9
O00548 Q14192
P46108 P11487
P54257 Q13114
P40763 Q7LBR1
O14492 P61289
O60496 P48551
P45984 P10644
Q96FN4 P01033
P61981 Q9NZW5
Q9Y2X7 P41222
Q04917 O43665
O60762 P41250
O95197 Q06265
P35568 P46109
P49795 Q16186
P23458 Q99689
P51617 P68032
Q99836 P21580
Q9NPI5 O00148
P14635 P50591
P54253 P24593
Q9NX18 Q9BQY4
P49023 P52566
Q15834 P06239
P27348 P78368
O75376 P35222
P62993 P10644
P61812 O15372
Q07954 Q9UJ70
P06241 P08603
P30989 Q9Y5Y6
P46379 Q96RT1
Q99750 P50148
P04070 Q6ZW49
P03372 Q13011
O43541 O43609
Q03933 Q9GZS1
Q92759 Q86XR8
P42858 Q92845
P06400 Q09161
P15927 Q9UKL3
O15524 Q9UNE7
P49736 P24723
P06213 Q92956
P63096 P08758
Q16665 Q9BXR5
P98170 Q8N6C5
P02686 P37268
Q8ND90 Q9NUP1
Q6XZF7 Q8NI22
P05412 Q8TC92
Q96SB4 Q9H9T3
O43707 Q96HC4
Q00610 P29274
Q13315 P52630
P12931 P48444
Q14766 Q9UBU8
P22415 P61604
Q9UN74 Q9NQ69
P24522 P36941
Q99708 P12931
P19838 P03372
O14727 Q9BY67
P41235 P16520
Q14289 Q15910
P55055 Q96HR9
Q9UKY1 O43488
P51617 P21781
P07996 P24588
Q9ULB1 Q8TD31
Q9HC44 Q60I27
O14936 O95870
Q9Y613 Q8N5J2
Q14191 Q13185
P16333 Q5IJ48
P21980 P48723
P01042 O76061
P54253 Q99502
P00533 P10398
O00255 P04049
Q15047 Q9BXS5
Q00059 Q05586
Q09028 Q13136
Q96RR4 P36896
P06241 P15391
Q9GZR7 Q04864
O15162 Q9H307
P42704 P38432
P62333 P84022
P60709 Q16637
P04637 P06493
O14508 Q16619
Q13415 Q13772
P23297 Q9HC35
P04278 Q9BQ16
O95405 Q9Y3C5
P11487 P53778
Q9HC77 P04004
Q04206 Q9Y383
O43913 Q9UM47
Q10567 Q96J92
Q9BX66 Q15276
Q9NRR5 Q15596
P11831 Q9P0T4
Q9Y618 P68104
Q15796 Q14005
Q5FBB7 Q96S59
P31749 Q06609
P30279 P48730
P13611 Q16637
Q8NC51 O14662
P61421 Q6IA86
Q13547 P07339
O95163 Q96JB5
Q15797 P30305
P29466 P51790
P21980 P10828
P02686 P49773
P42680 Q8N196
P19438 P15153
P63244 P01160
P67809 P35232
P56693 Q9UMX1
Q8WV28 P53778
P17612 Q9BUY5
P52333 Q3MII6
Q12933 Q9P2W9
Q8TDF6 Q13439
P20700 P23434
P42680 P39086
Q02750 P07332
O95295 Q9P2E8
P21452 Q96AE4
P08069 Q13190
P35270 O95613
Q12923 P54259
Q9NWQ9 P28072
Q9Y2T1 P10275
P08123 P13671
Q8TEW0 O00291
Q6EEV6 P06493
P15941 P27105
O60232 P83436
P03372 Q6IBS0
Q15797 P51677
Q13569 Q9BQ66
P04629 O15169
Q13158 P84077
Q9H082 P22695
P32780 P42338
P48023 P10721
P41159 P35080
Q92900 Q9Y6D5
O43318 Q13332
Q96PN7 Q96EV8
Q13444 Q96PK6
P04150 O00170
P68400 P08047
Q12959 Q16181
P07947 P26358
O60716 Q9C0F1
P40424 Q9NPF7
Q9HCE7 P53365
P50281 Q92974
P28482 Q9UNE7
Q96ID5 P51959
Q92841 Q9NRX1
P61981 P09564
P35609 P61326
P01732 Q4ZIN3
Q99750 P01135
P28223 P43686
Q9BQ66 Q05513
Q99683 P54108
P07949 Q7L2E3
Q9ULB1 Q9BQA1
P49023 P49703
P52294 Q13618
P03952 O14788
Q14919 P27816
P01008 Q8NFH3
Q92824 Q15645
O60674 P23528
P43146 Q9NQX5
P05067 P29274
P50148 Q9Y6W5
P49368 Q14814
P38936 Q15797
P36897 Q05513
Q9Y295 Q9NWA0
Q06124 P35609
P27694 P15884
P46108 P49407
Q13485 P63167
P21333 P19012
Q13009 Q92879
Q9UJY4 P16234
P05771 P00966
P28702 Q07065
P58546 O75558
P06239 Q13094
Q71U36 Q9HC52
Q9Y5J3 O43927
P06400 P11277
P19838 P32121
Q15797 P14618
P61981 P09429
Q9H082 O14788
Q09472 Q9Y613
P46108 P01569
P00749 Q9Y678
P42262 Q9UN73
P01100 Q9NX46
Q15796 P35638
Q15834 Q13547
