Q03111 Q99933
Q9UI32 P45983
Q969H0 P60903
P0DP25 P19388
P12956 P15336
O14965 Q9UH92
Q8IZH2 Q92481
P12931 P16104
P30305 P17081
Q99717 P15509
O00165 P04234
Q9Y3Q8 O00401
Q15797 Q96BY2
Q15796 P05305
P55854 Q05586
O14924 Q86VB7
O75676 P20340
P06753 Q9BSF8
P16070 P23511
Q9GZT6 Q05513
P78559 Q96CW1
O60907 Q9Y618
P16581 O60880
P22670 P40616
Q8TAD8 Q9UKI2
P19878 O75884
P51532 P17600
P63104 Q969S8
Q13753 P10588
Q9UHH9 Q13224
P12931 P31994
Q9UBF9 P25929
P09693 Q96EY5
Q9UHR5 P51587
Q12933 Q13443
P00747 P17028
P15036 Q5JQC9
P56817 Q96BK5
Q05586 P56817
P00734 P67809
P55327 Q02218
Q15645 Q14919
Q9UKN7 Q15025
Q99575 Q04721
P84022 Q04637
Q01780 P23760
P30874 P49418
P62195 P14616
P00533 P20226
P61981 P41220
P63261 Q5JWF2
Q9NVP2 Q9P202
P11831 Q969J5
O95376 Q13422
Q9P2T0 P78406
P13612 P43121
P04629 P51965
P06702 Q92692
P30305 Q5VWP2
Q5T3J3 Q8TC92
P33402 O95810
Q9Y4H2 P62508
Q9Y3Q8 Q8TDW5
P21333 P55212
Q5T3J3 Q8N6Q3
P84022 Q9UI14
Q15834 P17252
Q09472 P46940
Q14289 O14939
Q92796 Q13224
Q16623 P55036
Q14469 P12931
P31749 Q04917
O14980 Q10588
Q08722 Q9UBD5
Q96G25 P68036
Q9Y210 Q9Y4K3
Q7Z3B3 P08047
P06213 Q9Y6Q9
P23511 Q9BVI4
Q16539 Q14974
Q01844 P61978
P37231 O00501
O15169 P20916
Q92905 Q52LW3
P23458 O95696
P48443 P21246
P61981 Q15669
Q16543 Q9UMZ2
O75419 O60271
Q13425 P18206
P31751 P62508
P43403 O75410
P61981 P61106
Q08722 Q06330
P49841 P04198
P20226 P19174
Q9NRR5 Q99417
P43088 Q9NPB6
P0DP25 Q8TD19
P68104 Q8N6Y0
P21359 Q9UFG5
P24468 Q6ZRQ5
P17535 Q05516
Q16629 O14980
O15162 Q92527
P19235 P50395
O75376 Q5D1E8
Q86UW9 P04278
P12814 O60232
P61586 O95466
Q13535 P35612
P18848 Q14789
Q9GZT6 P06401
Q15796 P42224
Q9UER7 P24863
Q9NRX1 P16112
P84022 Q502X0
P15923 Q14596
P62166 P33151
O14920 P26641
P54259 Q9BXS5
O60583 P05783
P06400 P68133
P61981 P46527
Q9GZT8 P10588
P25205 O15162
Q9Y5X1 Q13616
O15379 Q9Y6E0
O15524 P35080
P53611 Q7L523
P35346 O75569
Q9P1Z2 Q9UPZ9
Q9BV79 Q92979
P61586 Q9H8S9
P29475 Q5RL73
P01579 Q9UFF9
Q6IA17 P00450
O43924 P68366
P27361 Q14643
Q9UBB5 P0DJI8
P00749 O00590
P17612 Q7L5D6
Q86X76 Q8NFF5
Q13432 Q9P0L2
Q93062 Q96N95
Q9UKN8 P54829
P06239 Q53G59
O95999 P51690
P27986 Q9GZV9
P40763 P10916
Q9NRR5 P23229
Q92793 Q70Z53
P06401 P10644
P11473 P67809
Q92743 Q12805
P36897 Q9Y2W2
P0CAP2 Q5JWF2
O75446 O60383
Q86U42 Q13410
P48729 P11362
P20151 Q9NQ87
O00238 Q9Y4K3
P05412 O00560
O60683 Q14181
P20226 Q9P2E3
Q99684 Q9NPC2
Q13547 Q9UMX0
P27361 Q13191
P00918 P49023
P14672 P02741
P61088 P15927
Q9Y3C5 P31350
Q9Y3B2 P15882
Q16654 Q99666
P54253 Q9Y239
P51159 P48634
Q12955 P15391
Q9UQM7 P15036
Q14186 O60706
Q15047 Q13705
P05129 Q13133
Q9UHD2 Q9Y5S9
Q12805 O43264
P42574 P01375
O75175 Q9BT88
Q9NYU2 Q9UM47
O43559 Q68CJ9
Q9Y4K3 P14543
P10827 P32320
Q9Y6X2 Q9HCN6
O14920 Q15165
Q06265 P60953
P17612 Q9UL18
Q9P2H0 Q9P2M1
P03956 P04271
Q59H18 Q9NRG1
P18848 P45985
P61978 P60174
P29372 Q9UKB1
P08238 Q14739
Q96L34 P21980
Q96L34 P10244
Q7Z6B0 P78508
O60941 Q96FJ2
Q9UI32 Q04864
Q99418 Q969F8
P61225 P05549
P04899 Q5SXM2
Q92844 Q13765
P21817 Q9BZK7
P0C1Z6 O00241
O60318 Q9UQD0
Q9UJA3 Q01844
O75925 O75970
P30291 P22792
Q9BZL1 O95563
P27986 O14807
O95400 Q9BSL1
P41182 Q13310
Q15797 P60709
P19784 P06734
Q5RL73 O14777
P10275 P49023
Q09472 P10644
Q13432 P28065
Q6VMQ6 Q53QZ3
Q14833 P51617
O15116 O60759
Q13158 Q14289
Q12967 O75173
Q9H6J7 P47972
P05549 O60566
P30305 Q9BQA1
P12643 P35228
Q15642 P78314
Q9HCE7 P01009
Q6VMQ6 Q86SG3
P49848 Q6PKG0
P53041 O14910
O14641 P23109
O60763 Q15884
P06400 Q13228
P28482 P36897
O00268 Q15654
Q9Y6I3 P55211
P08572 P25101
Q15545 P53778
P24278 O75575
P32246 Q9H6Z4
P61289 Q96QB1
Q7Z7C8 O00418
Q9H0I2 Q9ULC4
P27824 P14314
Q5T3J3 Q13332
Q9Y6W5 P63244
Q05193 Q9Y4H2
O00268 P45985
Q9Y4K3 P46695
O00267 P23284
Q9Y6M9 O00767
Q12933 Q9NWA0
Q15796 P68400
Q16514 P24522
P63010 P21580
Q99750 Q9UGJ1
P45984 Q9UPR3
O75582 Q9UHF0
Q13526 Q9BVV2
Q9BQD3 Q5JY77
P07384 P53621
P10275 Q14493
P04637 Q04206
O14807 P02545
P35228 Q96NL6
Q15834 P05771
P61981 P15036
O60566 Q92841
Q9BYR7 Q16881
P24941 Q96BD6
P61981 P61088
P05771 Q9Y2T3
O15457 Q99598
Q13573 O94941
P35568 A7E2V4
Q16637 Q13885
P55212 Q9H1D9
P12931 Q92908
P23443 P28715
Q01130 Q9UBW8
Q9Y2S7 P50542
Q14974 P21580
P15927 Q8NCB2
P26651 Q6UY14
Q05516 O95997
Q12959 Q13190
P62993 P55789
Q8WUM4 P10147
P17927 Q15466
O95967 P31371
Q96FN4 Q9NPB9
Q15024 O43924
Q9Y6H5 P09493
O95405 P15884
P05067 O95551
Q00535 Q9P2H0
Q9BXP8 Q9H869
O43318 P51116
P14373 Q5T5P2
O14544 Q14739
Q02388 O43414
P54257 P09486
P08069 P62879
Q9UD71 P05106
P06753 Q15811
Q6EEV6 Q12933
O95622 P35579
P98161 Q9UBL3
P61981 P02776
O15111 P04406
P55316 Q5TCZ1
Q9UHA4 Q14677
P41220 Q9NTW7
Q15796 O60674
Q5T3J3 P58166
P42858 Q9NRR5
Q16695 P26651
P49023 O75676
P20264 Q9UNN5
P13501 Q8WVM7
Q8IX01 Q14103
P08047 Q8TF68
Q9H1I8 Q9NWZ3
P22681 O95997
P51617 P63165
P43364 P38936
Q8N474 Q9UHX1
P11362 P49137
P10828 P15391
P61981 Q9Y5K6
O43491 O75971
P05067 P12429
Q86SS6 O14924
O95990 Q9NYQ7
P24928 P56134
Q99836 O00295
P30626 Q08999
O14832 P13501
Q6P0Q8 Q13616
Q9HAU4 Q9HBE1
P67870 Q5JQC9
P15514 P28908
P06239 Q9UBQ5
P10636 Q96QF0
Q13547 Q9BWH2
P35414 P48436
P04637 P05549
Q13424 P08047
Q9NVP2 O95999
P26641 P04278
P22736 P36575
Q16778 P14635
P43320 P35346
P29475 Q6P3X3
P26441 P53672
P63167 Q92817
P06493 Q03468
P21675 Q9H2G9
Q13424 P22607
P06744 Q07021
P23258 P09382
P02753 P52803
P84022 Q15545
P06400 Q9NXD2
Q9NYB9 Q96EY7
P04637 P09601
P60510 O00623
Q9UN74 Q96K62
P42574 P23378
P18084 Q12923
P12931 Q7Z7K2
P31946 Q04917
P08572 Q9UEW8
Q5T3J3 P31997
P30281 Q9NRR5
Q15427 Q9P0W2
O60500 P34981
Q99689 P14316
P35568 P35658
P61978 P36406
O75376 P48552
Q15560 P48050
Q16514 P46821
P29374 Q6P0Q8
P49662 O14662
Q12974 O75146
P62304 P08235
Q9UQM7 Q9UKJ1
P61981 Q9NYM9
P02751 Q02818
P21246 P15502
P00533 P35222
P01833 P20823
P03372 Q13351
O95551 Q8IXK0
P40189 Q5VIR6
Q86YM7 P04628
P39748 Q13242
Q15149 P48552
Q96B97 P30154
P27348 Q9Y6Q9
P83916 P78560
O15162 P30556
P35568 P01111
Q13424 P62316
Q8IUC6 P56279
P15923 P54257
Q13813 P57073
P32780 Q504Q3
Q9H1I8 P03973
P06239 Q99578
P63279 P54259
P61981 O14964
P29508 Q5T5P2
P36897 O15379
Q9Y297 P08238
P63104 Q15788
P06401 P42224
P61981 Q15599
P06756 Q00403
Q9BVI4 Q9UBD9
P21741 Q9P021
P11802 P13236
P50613 Q8TEW6
Q00535 Q9NRR5
O95630 P01116
Q7Z3B3 O14920
P62380 Q9NTW7
O15379 Q8WTS6
P22607 Q96ST3
Q14687 O00570
Q16576 P17677
Q9HAP6 Q70YC5
Q8N5W9 Q8TER5
P54725 O95425
Q92963 P19525
P62318 Q03001
O95551 P30047
Q12772 P23511
O43559 P49356
Q9H8Y5 Q9UPY3
P38398 Q9NYY3
P30556 O60828
P08047 Q9BVI4
O95630 Q9BTW9
P25963 Q13651
P30153 P61978
P11171 P35568
O00300 P52292
P49286 Q92793
Q13002 Q9UBL3
Q99741 Q96RU2
P24941 Q96G74
P46108 O60831
P42566 P40238
Q07817 A0JLT2
P31947 P49368
P20936 P48645
Q99547 P12643
Q8N2W9 Q12967
Q96RU7 P35348
P38398 P12643
P11171 O14508
P05129 Q04206
O43633 Q8WWW8
Q12959 P31949
P01562 Q9UJU2
P18084 O15379
P15884 Q9BZM4
P67870 P48436
P78552 P18054
P84022 O15379
Q14839 P20042
P28715 P17302
P02788 P14543
O60603 Q96FZ7
P11473 Q9BRV3
O60763 Q9Y5X4
Q96CN9 Q9H082
P04150 P27361
Q04206 O43257
P68400 Q14181
P17600 P11233
P52888 P28360
P27694 P42684
P28749 Q01113
O76003 P67812
P53567 Q9Y6K1
P49286 Q5RKV6
Q07820 P26885
P16333 Q00653
P04792 O14576
Q9NRR5 Q13332
Q71SY5 Q99687
Q14765 Q86UN6
Q13885 P49841
Q9BUZ4 Q9UDY2
P04004 Q92625
Q8WV24 O00512
Q13485 P01023
P06241 P19397
P00734 Q13535
Q13310 Q5U651
Q13547 P06241
P04637 Q15744
P10721 O75602
Q13573 Q9UNI6
P08571 Q12852
P53567 Q9Y2M5
P12931 P15336
P20719 Q13868
Q9UIV8 P54753
P32121 Q13705
Q99595 Q9HBM1
Q9Y3C5 Q9NV58
Q9BUZ4 Q9UK41
Q15678 P16520
Q96MP8 P84103
Q9P2H0 P51812
Q03135 P08631
P49286 P20700
P36894 Q9BR76
O15164 Q96IK5
Q13635 Q8WWW8
P10721 Q24JP5
P28482 P43405
Q9Y6I3 P48736
Q08554 P22607
Q06124 Q92796
Q96S59 Q9Y6R1
P20936 Q13349
P62258 Q9NYQ7
Q16539 P04156
P21580 O00587
P46098 P24588
Q6VMQ6 Q96B26
O15198 P49683
Q9H0D6 P10415
P05556 P05155
Q9Y3A3 Q13155
Q15628 Q8TCU5
Q12933 Q9Y2W2
Q9NP31 Q06830
Q04637 Q13370
P42566 P62310
Q13616 P01127
Q12834 O75444
P46783 P02775
P54257 Q9Y3C7
Q9UD71 P51116
Q9BUZ4 Q9NY99
Q9BTY7 Q13619
P43694 Q07866
P51681 Q14213
Q8N6T3 O60687
O15162 P49841
O95619 Q59EK9
P20382 Q9NZS9
P68104 Q06587
P42858 Q14686
P33991 P0DTE7
Q13115 Q8NI35
Q15700 Q16658
O14744 Q15121
Q01844 P19793
Q9NRR5 Q8N4T4
P01100 Q9H190
Q15796 P02768
O60264 Q14573
O15287 P49918
Q5RL73 P15260
P78347 Q16478
O43294 P52434
P62993 P54259
P84022 Q9H422
P56537 P61088
Q86XI2 P55103
Q15796 P40238
P14678 O14492
Q9UKY1 O95256
P29372 Q9Y285
Q6QNY1 Q08397
P21246 P98082
O95819 P20336
P06493 Q15796
O00470 P33993
P36507 P07585
Q99750 Q93009
P31749 P06733
Q14192 P63211
Q13363 Q7Z5J4
P10721 P04629
Q03405 O00401
P15813 Q9H4I2
P61978 P10321
O14936 O95166
Q9BQD3 P11177
A5D8V6 P58417
P45973 P16109
O14832 P15260
P63167 O75899
P10636 Q99828
P43405 Q6VY07
P16333 Q9GZY0
Q09472 P62873
Q01844 P57105
Q9HCE7 P02787
Q8IXQ6 O15304
O76071 Q16816
P04406 P16885
P06241 Q96GW7
Q86UW9 P59998
P08631 P50479
P13796 Q13535
P05412 O15085
P12931 P30613
Q9P2H0 P0CG47
Q15834 Q9UF11
P08631 Q96RL1
P63104 P53355
P42768 P27487
P12956 O95777
P06730 Q9H190
O14543 P41212
P28482 P21246
Q13485 P08069
P06454 Q9UGI8
Q9Y216 P29120
O14745 O14786
Q9GZT6 P0CG47
O15350 Q15628
O15105 Q5T3J3
P17252 O14770
P10451 Q96RT1
P17252 O60894
O14727 P26006
P63104 P07858
P27797 P09086
P0DP25 Q16661
P63104 Q15078
P49715 P20936
P43686 Q9NTM9
P04150 Q9UL45
P14784 O00626
P56817 P16471
Q15834 P40425
O00206 P21796
O95352 P60520
Q96PU8 P18507
P54687 P35222
O00268 P42858
P10398 Q9P0W2
P42574 P61978
Q9UNE7 P52799
P03372 Q92963
Q9HAU4 P08238
P63261 P09493
Q96IF1 Q8TAE8
P42858 P08754
Q13177 P19174
Q13424 P63104
Q9H211 O95257
P10911 P29320
Q01543 Q9Y3Q8
P42224 P41587
O75925 P17844
P23443 P22466
P10071 Q8IWV7
P17706 Q9Y272
P55345 P57073
P54259 P23142
P11171 O95219
Q9NTM9 Q96DW6
P21333 Q99767
O75376 Q9BX70
O43157 Q12851
Q9BQD3 Q9NWS9
P24928 Q9BWC9
Q9NPD3 Q92597
P12931 Q8TF74
P28482 P21741
O95751 P55291
P51692 Q92963
P15923 Q9UK45
P49795 P50281
Q5T3J3 P48023
P12004 P49848
P78527 Q00613
P06493 Q9UBC3
Q9UKM9 Q9NWS9
P03372 Q06455
Q71SY5 P12980
Q14511 P30556
O75558 O00151
Q07157 Q9NQP4
Q04771 P13569
Q16611 Q9UEW8
P38936 Q02383
Q15102 P47929
Q8TE69 O94989
Q02156 Q9BXJ0
O43463 P47710
Q92817 Q9UKT4
Q9BT92 Q16760
Q96ID5 Q9UI14
Q16254 O43390
P05412 P62993
P43351 P12314
Q02156 P24386
Q02223 P11836
Q9BT67 P18507
P35269 O60504
P38398 O14641
P04637 P31273
P04843 Q86XT2
P41226 Q9HB63
Q9UL45 O95721
P25929 Q99767
Q6VMQ6 P26885
O14920 O14530
P78527 Q99627
P31749 Q9H7L9
Q96MP8 O60832
Q08334 Q99081
P43364 P30281
Q9H427 O00762
P35900 Q9UBY5
Q12959 Q9Y3R0
Q9UQF2 P27352
Q15834 P22607
Q15024 P11166
P68402 Q14714
P27986 P19012
P61981 Q02556
P18124 P02775
P28676 Q13112
P31994 P36897
O60674 Q9BVJ6
P20226 P10415
O00291 P62826
Q9NRM7 P63098
Q9BPZ3 P52292
P06241 P24158
P51692 Q9NR55
Q7KZF4 O43255
P49286 P62993
P02686 O15145
Q12959 P20618
Q14289 P11047
Q5RL73 Q99549
P33991 O43166
Q13547 Q9NRR5
Q04637 Q13617
P12931 Q13555
P62380 Q16637
P04637 P30154
P41743 Q8NCD3
O14733 O75051
Q9H8V3 Q9P2M7
P31150 O75807
P40763 Q9NRG1
P00533 Q9P2Y5
P24394 P15814
Q9NR28 Q13009
O75928 Q7L190
Q9Y5Q9 Q01094
O95347 Q16625
Q13319 P30533
Q9NRX3 O95486
P06493 P20338
Q92759 P63165
P00533 Q01860
O95751 Q9UNN5
O15164 P04637
P09529 P07339
P23458 P13569
Q05655 Q15596
P29084 P04899
Q13309 O95084
Q08345 Q96D31
Q99933 P53365
P17948 Q9UQC2
Q96PK6 P60510
P51151 P35869
P30626 Q96MP8
P49848 Q9P2K6
P32119 Q96IZ5
Q03135 P42773
P31947 Q06124
Q8NFZ5 P06730
P28482 Q03181
P20908 Q8TB52
P04637 O75643
O15198 Q15149
Q06546 P78396
P17612 Q9Y2G4
P27986 P38936
P08514 P51148
Q7L590 Q15691
O94805 Q14112
P22460 O76054
Q9BVJ6 Q5TCS8
P20936 Q9NVA2
O14713 P78508
Q5RL73 Q9NVJ2
P35222 Q96PY6
P07288 O15550
P08238 P23515
P33991 P61764
P11215 P05106
Q15834 P15923
P15531 Q8N5H7
P48454 Q12923
P14780 Q05469
Q96KG7 Q14012
P57082 P26374
P10914 O60566
P06127 Q9P202
P16473 P42345
P28908 Q16653
P20265 Q9H788
Q92793 P53367
Q15797 O95990
Q02750 P11274
Q99828 Q13112
Q12879 Q9NX09
P21802 Q86UR5
P51784 P60520
P14373 Q9H7M9
P07948 Q02383
Q15583 P12757
Q8NFZ5 P17081
P60468 O15264
P62873 O43255
Q99590 P04278
P41134 Q14919
O00273 P48380
P62318 O43924
Q12959 Q13642
Q99728 Q9BY67
Q9BYG5 Q96IZ5
P03372 P63165
Q13133 P27540
Q9HD26 P16234
O75460 Q9HA65
P78559 P32927
P04637 Q5VT25
Q13501 P17081
Q13368 Q00532
P63279 P21359
Q9UHI6 P62308
P63104 O95229
P84022 O00255
P46108 P46109
P09848 O14818
Q9UH77 O43556
P03372 P30153
P06241 Q96D98
P21333 P62826
P26641 P12956
P04637 P01112
Q9Y5X4 Q10567
P22888 P68431
Q9HCE6 Q9UPW5
P15498 Q01860
P22607 O14777
Q96ID5 P12235
P06493 Q15545
Q8IZH2 P56524
P02686 P17676
Q14112 Q13541
Q9UJA3 O15258
P41240 Q9UKS6
Q09472 P62861
Q15797 P04049
P05412 Q15172
O60583 Q12913
Q13501 P22466
P21462 P61586
Q9Y4A5 Q9HAW4
P06239 P34995
Q13158 P35568
P40425 P28676
P10636 P51159
P08754 P16410
P13647 P29597
O75955 Q6ZVK8
Q12959 Q9NQB0
P63279 P35869
O60941 Q92979
P41235 P15036
P01732 Q08170
Q13137 P07949
Q9NV56 P27816
O15379 Q6VY07
P11912 P21333
Q16665 P42857
P35222 P07339
P68400 Q70EK8
O00308 Q9BWV1
Q9NUQ8 Q9NWQ9
Q13485 P35680
P68104 P21796
O43463 Q14005
P15311 P04216
Q96SB4 P00451
P04626 Q92934
Q9UN74 P26006
P40189 P37231
Q15047 Q12933
Q8ND90 Q14103
P29992 Q9NP79
P19174 Q15149
P17252 O43150
Q16539 O15162
P11142 Q86VW2
P02774 Q96S55
Q9ULJ8 O00203
Q14596 Q9BXS5
P62244 O43566
Q8TF71 P12645
Q13277 P07288
Q15700 P20396
P61201 P07602
P03372 P50579
P50453 P63165
Q9GZS3 Q9NPI6
O94972 Q86T82
Q16539 P00533
P17252 Q13363
P27986 P14902
Q15464 P27487
Q9H840 O75496
O60244 O15182
P03372 P04156
Q9Y230 P60228
P08670 Q93034
P05114 P17542
O60563 P00751
O14933 Q9Y6A5
P52333 Q7L2E3
P46531 P24394
Q9NR12 O43633
P04049 O00566
Q92793 O94776
P01732 Q9Y2N7
Q06945 Q16587
P62987 P00747
Q9H8Y8 P17028
P28482 Q53FA7
P21675 O96017
O95405 P04626
P08195 P27348
Q13277 P25025
Q6ZVK8 P26374
P25963 Q92824
P08069 Q06830
Q15796 P10809
P07384 Q9BWX5
Q96B26 P63098
Q13415 P35247
P17612 Q6UXH1
O43294 P11274
Q99750 O76094
Q8WYA1 Q9H8H0
Q13547 P53420
Q92845 P01009
P43320 P08235
Q15834 P01258
Q04206 P02741
P22736 Q9HBE1
P84022 P28827
P42224 Q13185
P17252 P10415
P56270 P61106
P51654 Q5RL73
O00459 P49841
Q01094 O14746
Q15596 Q9GZQ8
P02768 P50993
O60716 P54259
Q7Z6J0 P12821
P49715 P04437
P05121 Q99650
P35222 Q9BX66
P16473 Q32MZ4
Q9BQE4 Q13643
Q9HCE7 Q6NUQ1
Q00610 Q9NRR5
Q15047 Q16526
O14745 Q13217
Q14155 P15622
O95967 P13591
Q8TB24 Q13683
Q9HAU4 P16473
P54253 Q12933
P17252 P50454
P16870 Q9NWA0
Q96J92 O95994
P02747 P11487
P56537 Q9Y3F4
Q13485 O14920
Q16543 Q14141
Q99626 P07992
P25208 Q99638
P04637 Q9BVI4
Q13177 Q15648
Q9Y333 Q9Y624
P49662 O60318
Q9H2M9 Q13185
P14780 P47872
P28482 Q9UBS3
Q8NFP9 Q9BUI4
Q15788 P62330
Q9P2H0 Q9HAF1
Q9H9D4 O15162
P27816 Q8WTV0
Q99418 O75689
P42574 P30101
P07910 O00422
Q9H8V3 Q8NF91
Q8IZH2 P21917
P49736 P16671
P14672 Q9Y4I1
Q15834 P19838
P46939 Q13094
Q99496 P16410
Q9BZR6 Q96D42
P10415 P49916
O60711 O14773
P30679 Q16760
P07585 Q96G27
P36897 Q13873
Q7L590 P20248
P06493 P13984
P09429 P27694
P37231 P23677
P19419 P00750
P41743 Q9Y4H2
P08631 Q16553
P10828 P08758
Q99836 Q9UBS5
Q16539 P35222
O43823 Q12988
P08069 P29033
P17612 P53816
O43665 P27701
P17252 Q9NS87
Q96ST3 Q99497
P10398 P20042
O15399 Q03692
P41235 P06753
Q96SN8 P08631
Q16539 Q9BXR5
O14757 P57730
P48051 P04196
P84022 Q7Z7L7
P08631 Q86Z14
P35269 Q9UQD0
P14921 P61968
P35625 Q9UMR2
P15391 O15287
P15036 O14492
O15392 P33076
Q06124 Q01860
P28702 P62993
O00716 P20936
Q92905 Q9NPF4
Q09472 Q13242
Q9UI36 P13725
Q09472 Q9HAU4
Q16620 Q96CW5
O75676 Q04637
Q92731 Q15796
O00170 Q9Y215
P10144 Q9BTX1
P49810 O60268
P02538 P20936
P63167 O95445
Q03135 P29350
O14490 P62877
P01011 P00734
Q6EEV6 Q96PU8
Q9UQM7 P55060
P09237 P49715
P49789 P63167
Q9BX74 Q8NEY8
P19838 P49810
Q03135 O15162
P51948 Q15464
P11831 Q9UGL9
P09936 O95424
P49959 Q9Y6H5
Q969S3 Q8WVN6
P21675 P62877
O60262 O95544
P16157 P56524
P12931 P51116
Q9Y2X7 Q9Y6X2
O15514 P37198
Q9GZT8 Q96MU7
P01100 O75688
Q13838 Q06787
P07585 P55345
P26992 P38570
P05412 Q9NYB0
P08238 Q93062
Q04724 O14994
P16070 P17028
A5YKK6 P54259
P63244 O15111
P51965 P41145
P04629 O14625
P84022 Q7Z3Z4
Q15645 Q13426
Q9BX66 Q92956
P06213 Q15843
Q15648 Q05655
P07996 Q9UBU9
Q9NR28 P34981
P06748 P05771
O60264 P35232
P14784 P09543
Q04206 P49841
P06241 Q13371
P24941 Q5T1R4
Q9UPT5 P48745
Q92750 Q9HCE7
Q15047 Q14789
Q15785 O43399
P04637 Q9NRR5
P43681 P32856
O00308 Q9C0A6
P84022 Q9Y2K7
Q9ULV5 Q53FA7
P41279 Q9Y2X7
Q02790 Q9HAZ1
Q9NRR5 O60711
Q14749 Q6PI98
P56539 Q9UBS8
P08621 Q9UJJ9
P00558 Q15019
P42224 P22607
Q14289 P60709
P17252 Q99816
Q96ID5 P48039
Q00577 P49336
Q92994 O75348
O15530 Q9UMX6
P00734 Q9BYM8
P10275 P62995
Q13485 Q05516
P55916 Q14683
O75569 O60260
Q6XZF7 P49720
Q9HCE7 O00220
P10275 P24385
Q02575 Q5PSV4
Q13490 Q9NY65
Q9BUZ4 Q8N357
P61019 P51159
Q9HAT8 P14866
P45973 P49454
Q9UMX1 O15116
P15927 P08476
Q14469 P08651
P14635 Q9H0M0
P06239 P49841
P22003 Q16559
Q15834 Q06455
P62380 P20248
P29475 Q8IU60
Q8N668 Q02363
P17480 P04637
Q13485 P17600
O14745 O95999
Q14571 Q13477
Q16623 P52292
Q92831 O43542
P98082 P20800
Q9H8Y8 Q14500
Q16594 P25054
Q9H3D4 O15111
Q9BVJ6 Q15527
Q9Y6E0 P00738
Q8IWV7 P35659
P20273 Q9BZ76
Q96ID5 Q9BTE0
Q9UBN4 P28329
P61981 P62081
P21802 Q02224
P07996 Q99708
P28482 O94811
P41220 Q9Y2P4
Q15796 O00116
Q99750 P08670
O43261 O14828
P28482 Q96A23
O75376 Q13261
Q93062 P38570
P12931 Q13322
Q92973 Q8WTU0
O00499 Q6ZVK8
P61978 Q13936
Q15834 P60484
P10244 Q9NV58
P31749 P20226
P84095 Q14721
P17948 P05107
Q9Y618 P02647
O75582 P05549
P24928 Q9UGK3
P26992 P16150
Q05193 O15198
P56539 Q02040
Q9UKI8 P16401
Q12913 P14672
Q13277 O00629
P21731 Q9NPI6
P43364 P52655
P24928 P27540
P05129 P55010
Q9NZD4 P51452
Q92529 P61313
P35548 Q00994
P29597 Q15910
Q8N668 P48745
Q969T9 P59998
P49815 P53041
P14209 Q8IVS8
Q99418 Q9Y2K7
Q5T124 Q96CF2
Q13616 Q8TAV4
P02452 P12814
P22736 P15498
Q96CQ1 P20340
P27540 O95359
P16070 Q03135
Q13501 P63172
P51159 O60895
P98170 O00560
P67775 O60684
P34932 O43390
P27361 Q96LR2
P84022 Q15287
P08138 O75056
P03372 Q13332
P25963 Q15208
Q9UKX3 Q16595
P20042 P15151
P25942 P14416
P28482 P06239
P61244 Q15427
P50750 P41220
Q99704 Q16649
Q04206 P08047
P17661 Q9NQC3
P12931 P17948
P00533 P40692
P46777 O43815
Q9Y618 Q04206
P29590 P30679
O95477 P68133
P04198 Q9Y6D9
Q969G3 Q8TAV4
P0DP25 O75925
O95477 P08138
P32519 Q96ST3
P00533 Q04917
Q15834 P24534
Q03164 P51608
P25025 P50406
P05412 P63104
P22681 Q9NZV8
P31749 Q96D31
P78406 P11233
Q5T3J3 Q9NWW0
Q15836 Q96LM6
P30153 P49023
P04637 P15529
Q02750 P09564
P17252 Q9H1Q7
Q04771 P36894
Q15477 Q99607
P31947 Q9H4L4
Q13424 P42025
P84103 Q9P0V3
Q8IZX4 P00748
O75554 Q99967
P55036 Q8NHZ8
Q969S3 Q9BTY7
O15198 O15530
O00716 Q15811
P84022 Q96ST3
O75528 Q13868
P29597 Q6UY14
Q9NV92 O43516
Q04771 P38646
P01589 P42575
O75381 Q9H093
O60671 P02766
O14775 O95153
P10997 Q9HD36
Q9Y4H2 Q9P0T4
Q15464 Q92963
P15498 P20336
P12956 P55327
P23381 Q9UKM9
Q13485 Q13546
P27361 P20273
O60674 P25791
Q15796 P61981
P30291 O75446
P01112 P35555
P42574 Q9NRR5
P19438 Q6UWE0
Q8IYF3 Q14831
O14578 Q8TBC3
Q53HV7 P41145
P28482 P62508
P17612 P53621
P27986 P07737
P43146 Q76FK4
P20226 Q9Y383
Q13042 O60645
P52333 P11387
Q16594 Q01955
Q03405 Q00526
P11274 O14817
P17813 Q9H773
P42773 A3KMH1
P17535 Q14686
P04004 Q13459
P32780 P41220
P28482 Q9HCI5
P68032 O94973
P49005 Q96HA8
P17544 P35612
Q9HAW4 Q969G3
Q05586 P24385
P57086 P57721
Q07021 Q9NRQ2
Q13191 Q92621
Q09472 O60602
Q13285 Q9NZJ5
Q15154 Q9Y4C2
P11532 Q13077
P68104 Q9HAU5
O60383 P07602
P14678 Q14449
Q9GZY0 Q8N140
P03971 Q08945
Q06124 O14777
O15399 Q13131
Q9NQC3 O75530
P05107 P12259
P25787 P37837
P32780 O15198
P40763 Q12888
P08670 Q53GS7
P04637 P42858
P05386 P40763
Q6P1J9 Q01780
Q01082 Q96JH8
P41182 P12004
Q99062 P30273
Q9BYE7 P05783
P17275 P46934
P20151 P13645
O00311 P15172
P08069 P50570
P62330 P08519
P49810 O00570
Q9H213 Q9UH92
