Q96EB6 P27695
P49354 P49356
Q9Y5B8 Q9BT92
Q92785 O95751
Q96SB4 P04637
Q15459 Q15428
P0C7H8 Q9NUL5
P60370 P50222
O14531 Q15645
O14901 O14530
Q96MT4 Q3LI76
Q8IWD4 P31948
Q86UW9 P63165
Q13077 Q9HAK2
Q92567 O75177
Q04864 Q8WWB5
Q8N612 Q96HR9
Q969Q0 P60409
P50749 Q96LA8
Q8TBK6 O75558
P16333 Q14118
Q9Y5P6 Q8IVS8
P22681 Q9C004
Q8TAT6 Q92890
Q9H0R8 Q8TD19
Q9UKJ5 Q9H8W4
A4D161 P49639
Q9ULP0 Q96DZ9
Q9Y5Y7 O76011
Q6ZW61 Q3SYG4
Q9Y2K5 Q6P1W5
Q8N661 Q9BXK5
Q8ND90 P08579
P02786 O43765
Q16849 P62937
Q969F0 Q9H2H9
Q93009 P21145
Q96JN2 P56524
P24522 P52564
Q96MH2 O43609
Q9BRA2 Q96B26
O75955 P05067
P35372 Q15942
Q13077 Q99618
Q8TDB6 Q9NZD8
Q96A72 Q68D86
Q9BZE9 P60410
Q9P127 P50402
Q13131 P08238
Q86V81 Q9Y3Y2
Q9HCP0 P60409
P49411 Q96DZ9
P62993 Q07666
Q9NZD8 Q15742
Q9UHA4 Q9GZT8
O95273 A0PK00
Q9H6T3 Q9UHV9
Q9BR84 P60370
Q15843 Q13616
O75603 O75360
Q99750 Q8WWB5
Q9Y2D8 Q9H0W9
P02649 P50502
O15162 Q15077
P27658 P32242
Q14847 Q5T4B2
P23458 P48551
Q6Y1H2 P51572
P19012 Q9BQ89
P07315 P02511
Q15654 Q9UL33
P43356 P04637
P18089 Q9ULW5
P40763 Q92665
Q9NRG1 Q7L775
P04792 P13010
P40337 Q13617
O14641 P04637
Q9Y295 Q9H446
Q8N684 O43639
O75593 O95416
P13489 O00560
O95817 Q9UJY1
Q9Y5Q8 Q7Z3S9
O95073 Q9UJX2
P24522 Q13561
Q9GZQ8 O75665
Q9UJV3 Q9NZD8
Q8WWY3 Q13137
P40692 P62328
Q9NRD5 Q9HAT0
Q9BYR5 Q8TBB1
Q08752 P12956
Q9Y2U8 Q15797
Q8N9N5 O15427
O76081 Q6L8G9
Q9Y272 P61978
Q969V3 P26371
P50222 Q96FJ2
P0DJD3 Q96PQ6
Q96H20 Q96LA8
P31947 O60269
Q76N32 Q9Y297
Q93062 P32242
Q9C0K0 Q92769
Q96SQ5 Q8WWY3
P33240 Q0VD86
Q7Z434 P61964
Q9HD26 Q9H9L7
Q9H257 Q13829
Q96AT1 Q8TAP6
P61964 Q03933
Q96MT8 Q8TBK6
Q9UBQ0 Q96QK1
P12644 P36894
P55084 Q9H0R8
P55884 Q9Y262
Q9UKT9 Q96EL3
O43463 O43159
Q96GF1 Q96DZ9
P63165 Q9Y6K9
O00198 Q07021
Q6SZW1 Q86XR7
P08238 O14920
Q53EZ4 Q8N9N8
Q9H5V8 P12931
Q9H8Y8 P60891
Q13829 Q7L775
P33240 Q99728
P35609 Q15506
Q16531 Q13619
Q6UXH8 Q0VD86
Q9H8W4 Q9NX01
P17858 P26371
Q8IZU0 O96000
Q9NX01 P15884
O60568 Q96QF0
Q7Z3S9 P32242
O00560 Q05519
P05198 P19525
Q15029 P04792
Q9GZT8 P50226
O15151 O95971
P27658 P49639
P46977 O43187
P26371 Q9UBX3
Q9UJ83 Q96E35
Q99459 Q9UMS4
Q9NQZ2 Q96GN5
P22736 O60888
Q04864 Q8WXA2
Q9BYS1 P49639
P36941 Q15326
P60409 Q8NEP9
P54278 O15350
Q8N6L0 Q10471
Q7Z3S9 Q9BSW2
Q99750 Q5T5B0
Q8N6F8 Q6PKX4
Q92956 O00463
P09211 P30041
Q15654 Q99757
Q6A162 Q9NWN3
P50539 P60411
Q9UPU9 Q86Y26
Q7Z698 Q8IUH5
Q96Q83 Q96MA6
Q96N66 Q86WV6
Q8WXE1 O43597
Q01826 P63165
Q9NYB0 Q15121
Q6PEX3 Q96MT4
Q9NVV9 Q5TAQ9
P04637 P34931
Q9H8W4 Q9UBY9
O43765 Q9BT88
O14503 Q6NVV7
O60896 P26371
Q9BRG1 Q96FZ7
Q0D2K3 Q9NVV9
Q53EZ4 P55081
Q8NCP5 P54725
P23497 Q14D33
Q9BXW4 Q8WVZ9
Q8IYF3 Q9BVW5
Q969U6 Q6A162
Q15554 Q9NYB0
P54253 Q9HAU0
P60520 P40939
Q9BYQ4 P50222
Q9BYQ0 P25490
Q00005 O15530
Q8NEA9 P0CL82
P51116 Q9UIC8
Q9H2X0 O15162
Q8NHQ1 Q13895
Q5BKY6 Q9BYR5
Q0D2K3 Q12933
Q96CG3 Q8N4T4
Q9H190 Q9NZ81
Q00526 P38936
Q9BZW8 O60880
Q99594 Q8N8G2
P60409 Q8WUK0
Q9NWS9 Q7Z3S9
O43815 Q9Y6E0
O95363 O75558
P26368 O43395
O95793 Q9UKK6
Q15645 Q9GZM7
O00472 Q96JC9
P99999 Q6A162
P46527 Q92905
P78362 Q96MU7
Q9UL42 Q14D33
Q96A65 Q86VI4
Q96JN0 Q08379
Q9P0L0 P05090
Q6A162 Q5T686
Q8TBK6 O00505
Q9Y2J4 P55081
Q8WVV9 Q96PU8
Q8WWY3 P14373
Q13227 Q93062
Q9BYR5 Q9UBE8
O96020 P38936
Q12933 Q9NP84
P15173 Q96NG3
O00463 P55735
Q96FJ2 Q9NSC5
Q9NYB0 Q96FN4
P07900 Q8WVJ2
P20936 Q03135
Q9BUX1 Q9BQY4
Q8N6L0 P23763
P32242 P60411
Q969Q6 O15160
P04792 P63104
P51116 Q9BXS5
Q9Y2V2 P60409
Q15849 Q08426
P32242 Q9BYQ4
Q99750 Q9NQL9
P21673 Q96I25
P08238 O75469
P48023 Q9UNF0
Q96NG3 Q08379
Q9NRW3 P0DJD3
Q9UMX0 P42566
P60370 A8K8V0
Q9HAU4 Q9H469
Q9H190 P48775
P15884 O76003
Q9UHI6 P57678
P55060 P04637
Q96M27 Q13526
P0CG48 O43318
Q3SYG4 Q8TAM1
Q9H0R8 Q86V97
O43829 Q68E01
P07948 Q9HCN6
Q5TA79 Q9UGC6
Q8WXA2 Q04864
P59768 P62873
P05067 P01100
O76071 P50221
Q9BYQ6 P50222
Q13573 Q86U42
Q16851 P62993
O00560 P49902
Q8IUQ4 Q9BTV4
P10644 P17612
Q8IVP5 Q08426
Q6P047 O43463
Q08AM6 O14503
Q9BTT4 O43513
O95983 Q13547
Q96BR9 Q9NWQ4
Q00535 P46527
P61266 Q9H115
Q96GY3 Q6A162
P51617 P58753
Q07912 Q7Z3S9
Q969V4 Q13895
Q9UHI7 O43865
P50453 O00463
Q9NRD5 P59910
Q9Y297 Q12959
Q8N6L0 P11836
P26371 O43741
P10275 Q02790
P60410 Q9NXC2
Q0VD86 Q93062
O14836 O43765
Q9BWG6 Q7Z3S9
Q9HCS7 Q13216
P01130 P02649
Q9Y2D8 Q8WTP8
Q96DZ9 P43378
Q16623 P09601
Q8TC07 P60520
Q969F0 P11912
Q9BSI4 Q86XD5
Q6A162 P48146
P60410 Q8WTR7
Q13287 Q96QG7
O15209 Q96EZ8
Q13049 P11684
Q13882 Q5VWX1
Q9UH03 Q96HA8
P48023 O76081
O43827 P35609
P25791 P63208
P50458 Q8N0U6
O95751 Q9H9D4
Q9NV29 P50222
P07550 P12931
Q9BQQ3 O00116
P50222 Q9NWQ4
Q9NRC8 Q16656
P17152 Q96BA8
P08238 Q02156
Q8NA54 P60409
P15884 Q6UX98
P54274 Q9BR76
Q8N365 O75553
P24278 Q96GX9
P10809 Q7Z3S9
P25786 Q13829
P60409 Q9Y5Y2
P14373 Q969S2
P50222 Q14055
P46108 P54253
Q14790 O00220
Q96HD9 Q7Z3S9
P35609 Q14D33
P18084 Q9BYR7
Q6EMK4 Q9BYR8
Q9Y3C0 Q96EV8
P61764 P50222
P50552 Q9NYB9
P30279 P38936
P61964 Q6PEV8
P46527 P33993
P59991 Q8TAI1
Q13263 Q9BQF6
O43402 Q15006
Q8N5Z5 Q14565
Q6BCY4 Q13077
Q13618 Q8NC69
Q9UBU9 Q9Y3Y2
Q6GPH6 O43765
Q08050 Q13416
P63208 Q96IX9
Q96GY3 Q9BYV2
P50222 Q9BYR0
Q08AM6 P29466
Q86UU5 Q08379
Q08117 O75360
Q8N4C7 P61764
P08238 Q9P215
Q9NZD8 Q08379
Q08426 Q8IVP5
P0C1Z6 Q504U0
Q09FC8 Q9BQ66
Q96HR9 Q6PL24
Q13287 Q9H9Q2
P16234 P01127
O43395 P55081
Q13617 O94888
Q8IYX7 O60504
Q08117 Q12933
O95166 Q86YT6
Q9NUX5 P46952
Q8TAF3 O94782
Q5QJ74 P50222
O00471 P00973
Q8TBB1 P22234
Q99942 Q8NBI2
P54274 P40925
Q96BM9 Q9UHX1
Q08117 Q63ZY3
Q06124 O95297
Q6UY14 Q8N6N6
O43167 P60410
Q9Y5B8 Q15742
O75190 Q9HCU9
P04637 Q8IW41
P23511 P52655
Q53F39 Q9BUY5
P62993 O14490
Q71SY5 Q9Y2X0
Q9NQT4 Q13137
O43815 Q9P2B4
P25788 P27449
Q9UMX0 Q01524
Q9H6X5 Q8NA61
P61326 Q08379
P11831 Q8IZQ8
O43482 Q9NYP9
Q5I0X7 Q9GZV8
Q8N9N5 Q6P5X5
P31323 P17612
Q12778 Q96EB6
Q9UH73 Q8N5M1
Q15654 Q9H2R5
P63167 Q9NQX3
Q9UL45 Q6QNY0
Q8N2X6 Q15654
O94875 P42768
P63165 Q15916
Q8N2X6 Q8IUQ4
Q9Y5X4 Q09028
Q15038 P0CG48
Q8N6T3 P60411
Q9Y247 O94972
Q9H115 P61266
Q92844 Q12933
P08579 Q14566
O75800 Q96FT9
Q5VSL9 Q9P2B4
Q9UJX2 Q8N4L8
Q99614 Q9H4P4
Q8N6L0 O00155
O00560 Q9Y3C0
Q9H190 Q8N9N8
P53671 P08238
P49639 Q9BYQ6
Q8N6T3 Q9BYQ4
Q8N0U6 P50458
Q8WU58 Q99471
O00526 Q8TAV4
P25791 Q86Y26
Q96C03 O00429
P16333 Q8WX92
Q9H257 P60370
P55081 Q96BR9
Q8WVJ2 P07900
Q6P1W5 Q8WXE1
Q8NHQ1 P50402
Q14525 A8MQ03
P19338 P61586
P51116 Q9NU19
Q9UEU0 P60409
P11021 P61619
P36406 Q9UBY9
Q16637 O15160
Q9UMX0 P52789
Q13547 P68400
Q99942 Q9Y5U4
P29034 Q02790
Q9H875 Q8NHQ1
P50222 P28566
O75558 Q08117
Q04864 Q08117
Q9NWS6 O00560
P52735 Q03135
Q99497 P10275
P83916 Q13111
O43324 Q9BTE0
Q9Y383 Q16629
Q8IUQ4 Q8NEY3
P46459 P54920
Q13526 Q9BR01
Q96N21 Q9Y2F9
Q9NYB0 P46108
Q13261 P40933
O43586 Q8WWY3
O00560 Q12800
P36956 Q96RN5
P98175 Q8IWZ8
Q8N6L0 Q96SE0
Q9BUZ4 Q9NXW9
Q96I25 Q2TAL8
Q13077 P38936
Q3SY00 Q6NZI2
Q9BYR5 Q9BR84
Q13363 Q15583
P40933 Q13261
Q13137 P56279
Q8WW34 P45974
P51116 Q86YD7
P52292 P07910
Q6P1W5 Q8IYR0
Q9BYR5 P17024
Q96EV8 Q9Y3C0
P29972 Q96S65
Q9UQ90 Q7Z3S9
O15379 P43356
P05090 Q9P0L0
P56524 Q6NUQ1
Q9HBH7 P78358
Q9Y5X4 O15379
P30086 P16050
Q9Y3C0 Q8TBB1
Q96EG3 Q7Z698
Q96HQ2 Q9H0D6
Q8WVZ9 O95166
P30041 P09211
Q6A162 Q9C0C4
Q86YT6 O95166
Q14790 Q9UDY8
Q99750 Q9BXC9
Q9Y2H1 Q70IA6
P09382 P30203
Q9H492 Q9H0E2
Q9Y2V7 Q96HA8
P60328 Q8N6U2
Q92754 P63279
P04271 Q15109
P07288 P10275
Q7Z7J5 Q92997
Q6A162 Q8TAB7
P54253 Q15293
O15111 P46527
Q8TBE0 Q9BUZ4
Q9UKJ5 P50222
Q9NUY8 P60410
Q96PM5 P04637
Q14656 Q9NPE6
P60409 Q9Y2D8
O43186 Q8TC57
P35222 P33151
O95257 Q92993
Q8IVS8 Q8IX06
P41235 A8MYZ6
Q00534 P08238
Q9UMX0 Q96GD3
Q06710 Q9NRX5
Q08117 O43559
Q8TBB1 Q03393
Q9UPU7 Q9GZQ8
Q96E14 Q9H9A7
P37235 P60411
O95363 O95199
P32242 P60329
Q07817 Q96LC9
Q9NYQ3 Q9UDX3
P26641 Q9HBL7
O95848 Q04864
Q9NYF0 O14641
P47224 Q9H0U4
P60370 Q03014
Q96LJ7 Q7Z3S9
Q6UY14 Q7Z2X4
Q9BVM2 Q9Y230
P63151 P30154
Q9UJX2 Q8IZU0
O60260 Q16342
Q86VE0 P98179
Q12846 O75379
Q86Y26 Q7Z3B3
P05062 Q96RK4
O95751 P18848
P05549 Q13064
Q9C0C4 Q96PM5
P15884 Q08117
Q9NRD5 Q8TBE0
Q8NAV1 Q6NYC1
P62318 P54105
Q7Z5V6 O14964
O75593 P15923
Q9ULP0 Q9UI14
Q12882 Q9BS40
Q6ZW49 Q9BTK6
P48382 Q92769
Q96BM9 P07919
Q15323 Q8TC90
Q9UJM3 O14757
P25786 Q9HAT0
Q96IZ5 Q13064
P62993 Q8TF74
Q9UJY5 P0CG47
Q147X3 Q5VZE5
Q13547 P19838
O60504 P61978
Q15629 P51572
Q9BU20 Q9BT04
P61313 P50222
O15066 Q92845
Q96PU8 Q86X55
P22626 Q9HA38
Q9NY61 Q8NEJ9
Q15323 Q9BQ89
P50222 P60370
A0MZ66 P05413
P04637 P25208
P60411 Q96E40
Q8WTR7 Q8WWY3
P27986 P48023
Q16656 Q14119
Q9BT67 P49281
Q96A72 Q9Y2J4
Q92997 Q9UBU9
Q8TEY7 Q13228
Q96F86 Q8IZD4
P36894 P12643
P14373 Q8TDQ7
Q8NHQ1 Q8TBK6
Q496Y0 Q7Z3S9
Q96GN5 Q8IZU0
Q7L273 P55040
P26371 Q9HB63
Q9BYQ4 P32242
P78362 P62995
Q9BYX4 Q3LXA3
P49639 Q9BYQ3
Q13625 P56279
Q96D31 Q13507
Q13393 P23528
Q8TBE0 Q9NRD5
Q9H7E9 Q99750
Q53H96 O00560
O14965 P06748
P60328 Q96EG3
Q09161 O95453
Q7Z3S9 O43559
Q86U06 O14744
O43829 Q13895
P0CG48 P06239
O76003 Q9BT81
Q8WWW0 Q9BXW4
Q9BYV2 Q96EX3
Q08379 Q86Y33
Q01959 P37840
Q9P286 Q9Y3B2
Q8N0Z6 Q13554
Q08379 Q15398
P12931 P16284
Q9H2F3 Q7Z3S9
Q9GZX7 O60884
Q08117 P54646
Q68D86 Q17RB0
P61457 Q07654
P54727 P19447
Q9NQT4 O14526
P04637 Q93009
Q9C0F1 Q96EZ8
P26045 Q9NNW5
P50222 Q8N7M0
Q0VD86 Q9NSA3
Q8TD31 Q96I25
P21757 Q86VS8
Q9NS73 Q9H8W4
P46695 O43765
Q14498 Q08379
Q8NA61 Q96BZ8
Q96S59 P35372
P61964 O43823
O43597 Q8TF42
P0CG48 P54252
Q96SQ5 O43597
O95231 Q93062
Q7Z4I7 Q7Z3S9
P26447 P35070
Q8TD10 Q96IZ5
Q8IX06 P15884
Q96PD2 P46109
P06241 P50406
Q2TBE0 Q15427
Q13190 Q9H115
Q96Q83 Q13422
P0CG48 Q96NR8
Q6UWE0 Q99816
P53041 P07900
P54105 P62316
P60410 Q9P127
Q93062 Q5T0L3
Q86Y33 Q12933
P11362 P12830
Q6NX49 O76003
Q15025 Q13895
P12956 Q08752
Q8WWB5 Q96HT8
Q15437 O94855
Q5VWX1 Q03014
Q70IA8 Q8IUQ4
Q13523 P32121
Q8IZA0 Q8IUQ4
Q7L9L4 Q15025
Q15415 P79522
P49736 O75419
P50281 Q8N6L0
Q8TD06 P37198
O75886 Q9UMX0
O00294 P16333
Q9NVD7 Q96EN8
Q15051 Q96RK4
Q99728 Q05048
Q96BZ8 Q9BVG8
P26371 Q9UBE8
Q04864 Q9HCN3
P54253 Q13049
Q12933 Q08117
P48146 P25788
P13498 P14598
Q9UL45 P78537
Q9HD26 Q9NTN9
Q96F24 Q9UJX2
P60409 Q14584
O75175 Q9UFF9
Q17RD7 Q9UI14
P07948 Q9NWQ8
O95751 P48552
P32121 P12931
Q8WTU0 Q9NRJ3
Q6UY14 Q9UM22
O60566 O43684
Q96GN5 Q8WYH8
Q8NB91 Q0VG06
Q96BZ8 Q2TAC2
Q8N205 Q6PL45
Q00536 Q15436
Q99732 Q13137
O60232 P35609
Q15654 P29972
Q8N6L0 P56748
O76003 P17027
Q9BXC9 P61289
Q9UBB6 Q08117
Q99946 P21145
P37198 P05413
P06732 Q96DX5
Q6A162 Q99757
O75553 Q8N365
Q9NVV9 Q13895
P26371 P05187
O95863 Q86XK2
Q96CJ1 Q16665
Q8WTR7 P60411
Q86U06 P14373
Q08AM6 Q8N8B7
P47224 P15884
Q13546 Q9ULZ3
Q9Y5B8 Q08379
Q01094 Q92466
Q12933 P54725
Q13033 Q9BRV8
Q9NVV9 Q96HA8
Q8TB72 Q9NQZ3
O76015 O76003
Q13227 Q13547
P08238 Q99558
Q71RC9 P53367
Q15759 P04637
P68104 P54725
Q9ULZ2 Q86VR2
Q13387 O15205
Q8N7W2 Q8TBK6
P54274 O95197
Q96BZ8 Q8N6Y0
P11940 O00571
Q96HA8 Q92698
P46527 P24864
Q13643 Q96JJ7
P12004 Q9HCU8
Q8IX06 O75031
Q8IYX7 Q14192
Q99750 Q17RF5
Q14D33 Q8ND90
P61981 P04637
P51116 Q9GZT8
Q8N726 Q13330
P38919 Q9HCG8
Q13526 P04637
P62136 Q14C87
P12956 O15355
Q9NX04 Q6P1W5
Q9BSU1 P54252
P32121 Q14247
P56545 Q14526
Q6SJ93 Q01105
P33076 P98168
Q96LA8 Q9HAQ2
Q96QF0 O60568
Q02930 P60411
P10415 O43521
Q99757 Q8N1B4
P51687 Q0VD86
Q96SL4 Q8NHQ1
Q8N5M4 O75478
Q8WW34 O00560
P63096 P81274
Q7Z2X4 Q7Z3S9
Q9BVW5 Q8IYF3
Q96JB6 Q15645
Q15323 Q7Z3C6
P61764 O00635
Q13547 Q9C0K0
Q16623 O75841
P25791 Q9UQL6
Q96A09 Q3LI70
O43752 Q9H115
P16671 P07948
Q13895 Q15654
Q9Y2H0 O00499
Q8NEG0 Q7Z3S9
P35637 Q92993
P07195 P50542
Q86U70 P25800
Q96KP6 Q7Z3S9
Q9H269 Q9H270
Q8TBB1 Q96GX9
Q08117 Q96HB5
Q86TM6 P04637
Q969F0 Q9BSR8
P61758 Q8ND90
Q9P2K3 O76003
Q13422 P56545
Q9BW04 Q14919
P20783 P50222
Q8IX15 Q8WTP8
O43639 P48023
Q9BS34 P60409
O95751 Q96GM5
P04637 O95376
P02008 P60411
P23434 Q13287
P51116 Q14847
P41235 Q99967
Q9H2F3 P26371
P52272 Q8WW24
Q99619 Q99873
P33151 P35222
Q96JC9 Q9HB65
Q9UEU0 Q5T700
O43516 P62993
P04637 Q15672
P57075 Q15427
Q9Y2B0 Q8WY64
Q9H8Y8 Q16555
O00339 O15265
O14744 Q9BQA1
Q9BV86 P18754
Q9NPH5 O00206
P20963 O60880
P60370 Q96SQ5
O00444 P36575
P46527 P24385
Q0VD86 Q9NP55
Q9H8W4 O43617
P15884 Q9BQ13
P62993 Q13444
Q99726 Q9NX40
Q8WVV9 Q9NVV9
O95273 Q53GI3
Q8N7K0 P60409
Q9NYB0 P49321
Q8WTR7 Q8WTP8
P32242 P28799
P86479 Q6P1W5
P13693 Q15382
Q8IZU0 P07093
P0CG48 Q9UER7
P37840 P00414
Q9UMX0 P53990
Q13625 O15350
O95751 Q5W5X9
Q7L5D6 O43741
Q15109 P25815
P42574 P10599
P35070 O75360
Q7Z3S9 Q9NX63
P37198 P61970
Q96HR8 O43251
Q12846 O75396
Q9NR61 P57105
P59990 P50222
Q96AP0 P31948
P37198 Q9UGL9
Q04864 Q96GZ6
A7MD48 Q15973
Q99836 O43791
Q9UQB8 Q9UFG5
P0CE72 P12532
Q9UJ70 P25800
Q9NUX5 P0DMV8
O43597 Q9Y4C2
P56545 Q92786
P06748 Q96GD4
Q6A162 Q7L273
Q99732 Q99816
Q9UQB8 P50552
Q9GZQ8 Q9UPU7
Q13522 O75807
Q96JM7 Q9UMX2
P25788 O43251
P21673 Q9UFG5
Q8NA61 Q14D33
Q9UJX2 Q96CV9
Q9Y3S2 Q6NW29
P26371 Q15973
P04637 Q99986
Q13185 Q14739
Q9Y4P1 Q9GZQ8
P40222 Q13287
O75800 Q86Y26
P19525 P06748
Q6P1L6 Q9UMX0
Q6PEX3 Q15654
P04150 P01730
O00410 Q9BXW4
P32302 Q9UK08
Q5VTQ0 P50222
Q969R5 Q08117
P49768 Q02410
P12814 P05198
Q9UI14 Q13049
Q96RN5 Q12772
P32780 Q01831
Q6UX06 Q9HC29
Q04864 Q6UX98
P62937 O00267
Q9BSW2 Q08117
Q969G5 Q03135
Q9UNE7 Q86WG3
Q9NWS0 Q9Y3Q8
Q13033 Q9Y228
Q96IX9 P63208
Q99750 Q15053
P46527 O15131
P36897 P01137
Q9BXI3 Q96HA8
P54920 P46459
P55081 Q53EZ4
Q9H190 Q8NAV1
P51692 Q96EY1
Q14526 Q13363
P10912 P43378
P25440 Q13761
P11441 Q9BUZ4
P57060 Q8N8K9
Q9NYF0 P49841
P15923 O75593
Q13618 Q13829
Q05D60 O14879
Q9Y5V3 Q5I0X7
Q16348 P32242
P04792 Q15029
Q9NYP9 Q13155
P28749 O43524
O15259 Q13444
Q9BZP6 Q92609
Q6UY14 Q6PF18
P04637 P09429
Q96LK0 Q6PIV2
Q16849 P60201
Q9BY71 P16333
Q8WWB5 Q99750
P49674 P08238
Q96SQ5 P0C7H8
Q15427 Q9H7H0
Q9NPG2 Q6P1W5
P04808 A6NEM1
Q07666 O95365
Q8TF42 O43597
Q9UJW9 Q9H4M3
Q96IV0 P54727
P54725 Q9H8M7
Q96RN5 Q96F44
P26371 P49638
Q9BU76 P78362
Q9UJM3 P31947
O14508 Q15369
P13805 P62380
O96020 P46527
P26371 Q15040
O95273 Q8N5A5
O75716 Q13829
P60410 Q96SQ9
Q15038 P0CG47
Q9UBL3 P04637
P16333 O95886
P16104 O15297
P29972 O76081
Q8TF45 P60409
O43586 P48023
Q9H4L4 Q9NXF1
Q08AM6 O43189
P52735 Q9H3M7
Q99757 Q9UPY8
Q9NUX5 O95833
P22736 P50552
O43829 Q8TBK6
P26371 Q9BQ24
P67775 Q5VSL9
Q9H0R3 Q16623
P49789 P61604
Q99932 Q86UW9
Q96G97 Q9BZL3
P15884 Q96BZ8
Q13507 Q96D31
Q9UIS9 O15379
P25800 Q8IYX7
Q96E93 Q8N205
Q96MA6 Q96Q83
Q9UJV3 P55081
Q99986 P04637
Q08209 Q13469
O95881 O95198
Q9NZG7 Q9BXK5
Q13363 Q13131
Q0D2H9 Q8NC69
Q9H0R8 O75385
P10415 Q92934
Q9NQB0 Q13761
Q9Y3I1 O60260
Q9BYR7 Q5TA76
Q68CJ9 Q9NUM3
Q9NWQ4 O14978
Q15645 Q9UBX5
P14920 O43741
P29590 P25445
Q8N6T3 P28799
Q7Z4I7 P60409
Q9NS73 Q13515
P07954 P11309
P48551 P52630
Q8N443 Q15777
Q5T7W7 Q04864
P24864 Q08050
P00558 O15379
Q9BRT3 Q04864
Q9UIS9 P63165
Q96B96 Q05329
Q6QNY0 Q9UL45
Q9BYQ4 P49639
Q8N9N5 P23284
P54253 Q96LI6
Q13467 Q6P3W7
Q99523 P28799
Q12772 P04637
Q96DZ9 P49411
P62166 P41271
P49281 Q9BT67
Q9UBX3 Q7Z3S9
Q07666 P52333
Q9NRA1 P16234
P14373 Q9BQ89
P43355 Q13547
Q8WW24 Q6PEX3
Q9BYV2 Q9NQT4
Q8N5M9 Q8N6L0
Q8IVP5 Q13596
A9UHW6 P56524
O94888 Q13618
O60884 Q9Y266
P52294 Q92688
P38432 P61289
Q6P1Q0 Q00765
Q86VR2 Q9ULZ2
Q01850 Q96HA8
Q96Q40 Q13451
P60409 Q9NV56
Q08379 P56279
Q5I0X7 Q9HCM9
Q13351 P32780
Q9H7Z6 P04637
Q8WW01 Q9H0I2
Q4VCS5 Q15257
Q9H1J1 Q92900
Q9H079 Q8TAU3
O15318 Q9BUI4
Q14498 Q8IXK0
Q96LA8 Q96H20
P16284 P14923
Q8N9Q2 O00560
Q3LI66 P17482
P60409 P17858
P54725 Q12933
Q99814 Q96RK4
Q9Y297 Q00987
Q8N5Z5 O75716
O43143 Q96I25
Q8N6Y0 Q99627
Q96GN5 Q9H257
Q9UMX0 Q15008
Q6P1W5 O95231
Q16543 Q02790
P31994 P29350
O00303 Q14D33
Q8NEC5 O15162
Q9BYQ4 Q9BYR7
P54725 Q86XT4
Q6QNY1 Q8IZU0
Q1W6H9 P31749
Q8WYA6 Q99459
Q8WUK0 P60410
P52292 Q86Y26
Q9HD64 Q8N9N5
P54727 Q01831
P07900 Q96G23
Q16665 P40337
Q96JC9 P61289
P25800 Q96GN5
Q5JTC6 P35222
P62913 Q15843
Q07021 P00748
Q9UGC6 P49901
Q5HYJ3 P60412
O14530 O14901
Q9UBQ0 Q92609
O00155 Q8ND90
P49638 P26371
P54725 Q8NCP5
Q6PIV2 P50222
Q8IWZ8 Q96I25
Q5HYJ3 P60409
P35606 P19838
P50750 Q13451
Q96CV9 Q9NTZ6
Q9Y4K3 Q9NYA1
P63000 Q9UJX2
P01375 Q9Y6K9
O60565 Q04917
Q9NZ81 P17931
Q86Y33 P36406
Q02410 P05067
Q15022 Q15910
P33240 Q9BYN7
P63165 Q9UIS9
Q8WX92 P38646
Q86UU5 Q6A162
Q7Z3S9 Q96LJ7
Q6L8G9 P25490
O75821 O95831
Q9BVG8 Q08117
Q92624 O15466
Q8IZL8 Q9H4L4
P21673 Q8NFR7
Q13362 P04637
Q8IWE2 P61019
Q8N5M1 P49247
Q7Z699 Q8IUH5
P61764 O75558
Q9BYR8 Q6EMK4
P43115 P32320
Q9BRK4 Q8WWY3
O60232 Q99832
Q86WT6 Q9BQ89
P41182 P56524
P25788 Q14D33
P48551 Q00978
P20774 P46108
P41227 P60409
Q6PEX3 Q86UW9
P53992 O43516
P27986 O43561
P16860 Q6A162
O95070 Q9P0L0
O60826 Q86VX2
P08238 Q16671
Q6ZUT3 P54105
P54253 Q9H7H0
Q15569 Q9C004
P12931 P27635
P31146 A1L4K1
O60566 Q12834
Q8WXE9 Q15843
A2VCK2 Q93062
P26371 O60896
P32780 Q13351
Q15435 P36873
P56279 P31749
P01106 P0CG48
Q99856 O60220
Q96DZ9 Q8N0V3
P60411 O60573
Q8TBB1 Q9Y3C0
Q96AP0 Q9Y3A5
P38432 Q9NRD5
P38432 P62875
P49639 B2RUY7
P40933 P14784
P48023 Q8IYA8
Q9NQ50 Q7Z3S9
O14503 Q14106
Q02930 O43597
P60520 Q86V97
Q6UY14 Q96SQ5
Q9NRR5 Q13049
P54760 P01588
Q17RB0 P13196
Q8IVW4 Q9NQM4
Q06418 P60410
Q9BWT7 A8MQ03
Q8IZC7 Q9BYP8
P26371 P32242
P56524 Q04917
Q8WWY3 Q8TAU3
Q12933 P25942
Q9UI95 Q13554
P05067 Q13526
Q8IVS8 Q9Y5P6
P06239 P0CG48
P04792 Q86YS6
P32242 A8MQ03
P19838 Q8IV08
P60409 Q03014
O43143 P52756
Q9BUJ2 Q9BQ04
P56748 Q8N205
Q12929 Q13895
Q16637 Q9NWZ8
Q9NS73 P33993
Q96DZ9 P49638
O60218 Q9NYB0
A5D8V6 Q8N6F8
Q969L2 Q969Z0
