Q14511 P12830
Q15054 P12004
P61956 P28360
O43665 P30968
Q9NZW5 Q9NPD3
P43694 Q06413
P21802 P12034
Q06413 Q09472
Q9BVV2 Q15834
Q9H3N8 P63096
Q9NZV8 P62166
P49286 Q96QK1
Q9H1J1 Q01629
Q05655 P61978
P27986 P15391
O95837 P41146
P04406 P60709
Q8TF68 Q15365
O60716 P15941
Q13813 Q9Y5U2
P49757 Q16555
P49662 P50453
P63167 P04629
P0CG47 P28562
Q9Y6K1 P26358
O14649 Q04917
O14544 Q15370
Q9NWF9 Q9NR96
P29475 P09601
P41218 P04637
P20338 P04637
P09466 P51965
P25100 Q13884
Q9Y328 Q9P2W9
Q14160 Q15654
P10415 P99999
P42166 Q93009
Q13422 O00422
P46109 P42768
P14672 Q96AY3
P54259 P46379
Q05516 O60762
O15162 P03973
P32780 Q9H7U1
Q03113 P21918
O75293 P03372
Q96Q15 P33151
Q9UKX7 O14980
P46527 P61981
P06241 Q13224
Q12933 Q9NZD8
O14788 P45983
Q00839 P32780
Q9Y3C5 P08621
P54259 Q01844
P31431 O43294
O75534 Q14103
Q96KQ4 Q9H3D4
Q6PIZ9 A0A5B6
Q99704 P05107
Q3SY52 P35659
O60260 O14818
P11166 P27105
O75146 P63167
P21695 P21246
P12956 P05386
Q7Z6Z7 P22362
O14796 Q13291
Q9UI14 Q9GZT8
P50148 P46663
P42285 Q8IZH2
Q15717 Q92973
P57678 P62316
P31947 Q12788
Q96N16 Q9UBS5
Q12983 Q09161
Q96JB5 Q15078
P04792 Q04637
Q8WX92 P38398
P63165 Q06609
P35670 O00244
P12956 Q9H910
Q99972 Q13683
O75145 P23468
P28360 P04637
P19838 Q9UKB1
P17252 P34741
P07942 P12109
Q13077 P25942
P24666 P35222
P33240 Q9P2H0
Q9H0F6 Q9Y566
P49703 P07814
P32780 P28715
P49459 P04637
P04628 O75581
Q15388 P00374
Q9C000 P29466
Q13287 P42224
P10636 P49768
O43597 O15162
Q9Y2U8 O15198
Q7Z698 P10721
Q14191 P04637
O95084 Q6KC79
Q9Y3A3 P42566
Q13547 P29374
P17096 P10914
P50150 P62879
Q5JY77 P11229
Q92902 Q9NQG7
P07910 Q9P0T4
Q9UI14 P20340
P30626 Q13936
P0DTE7 Q92667
O15111 P04637
P49642 P04637
P43320 P02489
P08253 P29323
O00482 O15514
Q99750 Q96HA8
Q6EEV6 P35232
Q5T2W1 P51790
P24723 P05107
Q01844 Q96AX2
Q92979 Q96DW6
Q8N2W9 P21246
P10586 Q9Y4H2
P23142 Q13485
P04626 P01133
P46531 P48745
Q9Y2K7 Q71DI3
P13693 P05023
Q6P2C8 A0JLT2
P21673 Q5RL73
Q9H6R7 P08631
P06239 P20963
P62258 Q16635
O15533 Q9UBF2
Q12906 Q9HAV4
P02751 P12757
O00168 P05023
P29350 P24394
Q15811 Q13432
P36897 P0CG47
P20273 Q13094
Q00403 P13984
Q96MP8 Q9H082
Q9Y463 P02686
P0CG47 O14964
Q04724 P20823
Q8NEF9 P11831
Q9H1D9 Q92994
Q05655 P05198
P05060 O15527
Q13133 O43524
Q99615 O60671
P14598 O43451
Q15424 O14646
Q9Y3P8 P43405
P14091 Q92979
Q9NPQ8 Q5JWF2
Q71DI3 Q09028
O60383 Q14807
P02792 Q12962
P10144 Q14139
Q8IZH2 P04075
P06396 P49789
P62244 Q13838
P06454 P20248
P06400 P38936
Q07817 P02511
P49914 Q9Y3Q8
Q07666 P40763
P0DPH8 Q13287
Q9P273 Q13485
Q9BT76 O75841
P19387 P18848
P13612 O43294
Q99683 P32121
P60709 Q9Y281
Q9GZY0 P35658
P60033 Q8TDM6
O60869 P16220
P67870 Q9Y5B0
P11362 O60258
P31785 P13232
P42858 Q15119
O00231 Q9Y3C7
Q5RKV6 Q96B26
P46777 Q92973
Q14966 Q14192
P42263 P07948
Q96G01 O14576
Q99250 Q12955
P04637 P35232
P17252 P15382
Q6QNY1 Q8TDH9
Q9UBF6 Q9NQX7
P98161 P35222
Q15428 O43719
O75899 Q9Y2D1
P07948 P02730
O00198 Q16548
Q9BWV1 P35222
Q06455 O15379
Q06495 Q15599
P56524 P62258
P12830 P35568
P55103 Q04771
Q7Z7C8 Q15545
Q15544 O15164
Q14749 Q6ZVK8
P25105 P29597
Q08E93 Q15834
O14965 P04637
Q15542 Q6P1X5
Q8WUH2 Q13705
P16885 P30273
P51809 Q16623
P05771 Q13224
Q03167 P37173
P21673 Q04724
Q96EY5 Q9Y5K6
P41273 Q13077
P24941 P54198
O95747 P55011
O94761 O95084
P22748 Q9Y6R1
P32004 Q01484
O00560 A4D1P6
P29474 P30556
Q9Y3A3 Q05193
Q05586 P0DP25
Q9UH65 Q9NYQ7
P35568 P06748
P18206 P06396
P63165 P04150
Q92973 P09132
Q9NQT4 Q9Y4Y9
Q13901 P78527
Q96D09 P11229
O14618 Q02410
Q8N302 O43508
Q9UP38 P41221
O43147 Q9HCC8
Q14676 P04637
P54253 O15273
P56279 Q13137
P54725 P04843
Q12968 P01100
Q02790 P04150
O14777 Q9Y3C0
Q8IZJ0 Q08334
P26641 Q9Y3C7
Q9Y3C7 P57735
Q16555 O14939
P83876 O60828
P62328 P68133
P19235 O14492
Q99717 Q8WUA2
Q05655 P48050
P02538 Q9Y3C0
P00742 Q9Y478
P49755 P84077
Q9UKA4 P31323
Q9NPJ4 P11474
Q9Y219 Q9UM47
P48382 O00287
Q9NSN8 P22459
P11142 O15379
Q13753 P13497
Q9Y624 Q07157
O60641 O15294
O14508 P19235
Q05048 Q12996
P29466 Q14116
O00238 P61962
P63167 Q9Y4I1
Q13224 Q9BXS5
P26641 Q96D98
P32121 O14641
O75971 Q5SXM2
O15265 Q12962
P54259 Q92832
Q9Y678 O14579
Q7L590 P38936
P19419 Q9Y3A3
P36542 Q9Y3M9
Q5SW96 P05067
Q9NVP2 P84243
O15524 Q15370
Q99959 Q02487
Q9BQA1 P62316
P53621 P48444
P42574 P23588
P49888 Q7L5N1
P50402 P60709
Q8TEQ6 Q16637
P63252 P21333
O00203 P36575
P14416 Q86UW7
P51003 P62258
P12931 O43184
Q9NXR1 P43034
Q13387 P98164
Q9Y3C5 P62979
P61981 P52272
P56278 P31751
P49137 P11831
Q9NPD3 P68104
O75629 P28749
Q96ST3 Q16576
Q9Y5Z4 P42704
Q8TF65 Q9NPG1
Q15365 Q9Y3Q8
P04899 P14416
Q15797 P08621
O15350 Q96J02
Q16186 Q9UMX0
P54253 Q9H0E2
P13591 P56159
P01344 P24593
Q06330 Q92585
P48023 P62993
Q9C0D3 Q13617
Q9Y3C7 Q9BTY7
Q05639 P08173
Q9NRF2 Q5VV43
Q8WUH2 Q15796
P11309 Q92934
P16284 P35222
Q969H0 Q149N8
Q05655 Q16658
O00178 Q07954
P22301 Q08334
Q7Z418 P37173
O75460 P49768
P61981 Q96B36
O95630 Q9BXJ7
P16473 P50148
Q7Z6M2 P67809
P21673 Q9BWH2
O60869 P18846
P0CG47 Q13490
Q9NZW5 Q9NQT4
O00213 P04156
O00238 Q58WW2
Q9BPZ3 O95071
Q9NZU7 Q13936
Q9H9D4 Q13868
Q13094 P42768
O96006 O15287
Q9NY65 Q14831
Q86YB8 Q9BS26
Q6N069 Q9HCE7
P05060 P17480
Q14781 Q8N488
Q8N5F7 Q8NHQ1
P21246 Q9UM73
P50148 P28223
O75525 Q9H9D4
P14672 O60662
P08670 P51665
Q01362 P62993
P30519 Q9Y2X7
Q12933 P36941
P12931 Q13224
P35869 P20226
P15311 P16070
O00308 P51168
P27694 Q86U06
Q13418 P05556
O15145 Q96G74
P61018 Q9UI14
O60241 Q9H0R4
P61981 P23921
O60508 Q92620
P24666 P35968
P14672 Q15067
P61970 P62826
O75419 O43913
P60228 P09914
Q01844 O60381
Q9NPH3 P40763
Q13114 Q02223
Q03135 P51813
P54253 Q9Y3S1
O60936 P42575
P48357 O60674
Q92859 O00634
P84103 O14646
Q9NS23 P19438
P05771 P34741
Q96RT1 Q99569
P54259 O00468
P51811 P68400
P61981 O95425
P36578 Q99558
Q8WYN0 P60520
Q99972 P02461
P30281 P38936
P36405 Q5T3J3
O75553 P05107
Q07666 P16885
P17252 P48067
Q15185 P19525
P23582 P20594
P0C1Z6 Q59EK9
Q9BRJ6 Q15834
Q6EEV6 P04150
P19793 P57727
P48547 Q12955
P17612 P52888
Q9UJY1 P68400
P06748 P16885
P54259 O95967
P60709 P60981
P54253 Q13303
P0CAP2 Q9BQ04
P22681 P15391
P11171 P04921
Q9NX74 P07814
P21673 O60512
Q15599 Q9H015
Q8WXD2 P10645
P30874 Q9Y566
Q92956 Q12933
Q03135 P35243
O75192 P40855
Q01844 Q9BQY4
P25963 A0JLT2
Q08209 Q96GX8
P13861 Q06455
Q9P021 Q12959
Q12879 P19174
P19525 P04637
Q9NS56 P04637
Q02156 P41143
P60983 Q16539
Q16790 P12830
P08754 P08908
P29762 Q13368
P42768 Q08881
P37173 P16070
P14598 Q14896
O14893 P08621
Q15599 P47900
Q01974 Q14332
Q96KB5 P04637
Q92804 P21675
Q15459 P84022
P22460 P12931
P54253 O94842
O95848 P10398
P29320 O14672
P23610 Q9BXR5
Q07954 P30533
Q14654 Q96CW1
O00746 Q15645
P06401 Q9H467
Q9Y2J2 Q96ID5
Q06330 Q86X95
O75688 Q00534
P16333 P07766
Q8WWQ0 Q9H169
P78396 Q9BWF3
Q99750 Q5TA45
P22735 P04279
Q12947 Q00403
Q92817 P07476
Q13467 P41221
Q9UNE0 Q13114
O15143 P60709
P28799 P49639
O15399 Q13813
P63208 Q02224
O43561 Q13094
P56597 Q96IM9
P53618 P17693
Q9Y5N6 Q99741
P05556 P08069
P54259 Q9UBX5
P36542 P00533
Q6IA17 P51617
Q9UGP8 P60468
Q14005 O15399
P17612 Q16820
P19387 P19388
P04637 P04150
Q00613 P55854
Q9P2W3 P62873
O60500 P07947
P17612 Q9BW27
P21860 P15941
P52799 P29320
P13385 Q7L5N1
O75558 Q96QD8
P04637 O14641
O75190 P40818
P06241 P20916
P06733 Q9UPW5
P03372 O43524
Q6EEV6 P55072
Q13485 P62987
P61247 P35638
P24941 P38936
Q14653 P05120
Q9Y261 P20719
Q15036 Q14114
Q8WWV3 Q9Y2W2
P35080 P46783
P05161 Q9UMW8
O14490 P25054
O43684 O43683
Q96TA2 P49768
Q6Y7W6 Q13322
Q8WXF8 Q92851
Q9HBH7 P08138
O15379 P29374
P56817 Q92945
O95817 Q15884
O60828 Q9UKR5
O75716 Q6UY14
O15226 Q04864
P98170 Q96HA8
P67775 Q6VY07
P22888 O14745
O75056 P39880
O43524 Q09472
Q9P021 Q8NI35
Q14192 P49810
Q15843 P61086
P55198 Q96RN5
Q09472 Q86WP2
P17612 P02686
O15211 Q13432
Q12933 P26842
P19429 Q13563
Q13177 P62753
Q9Y446 Q02487
Q9Y6D5 P10644
Q6UW60 P01344
Q9H461 P04628
Q6PIJ6 O75840
Q12923 P08138
Q05655 Q16820
A0JLT2 Q96G25
Q15700 P48050
Q9NQX5 P24941
P52292 P04637
Q9UNN5 P67870
Q05586 Q00839
Q96B86 Q96I34
Q16594 P04637
P42330 Q5T3J3
Q9UJX6 Q9UM11
P21918 P62166
Q15293 P54253
Q13469 P27348
Q7Z698 P61586
P54253 Q96EP0
Q9BXS5 P01833
Q9BSL1 Q13571
Q13309 P06400
P13984 P35269
Q02156 P16284
Q9ULT8 Q8N6C5
Q7Z7M9 Q93063
Q99614 P04899
Q92934 P10415
Q9ULK0 Q9HD26
Q92968 P50542
O14842 P50148
Q9UI14 Q8NI60
P61981 O75494
Q96QT4 P02686
Q9NYB9 Q9Y3C0
O43586 P06729
Q99442 Q96RK0
O75293 P12004
P33981 P20160
P51572 P04439
Q96G25 O75586
Q9UN86 P25963
P35222 P35813
Q13277 Q9BV40
P62258 O60269
Q14966 Q96EK5
P17252 P05204
P84022 P30260
Q9P286 Q92934
Q13115 O15399
Q5QJE6 P19793
P35269 P29084
P56270 P43146
Q9NZH6 P84022
P22736 Q14802
Q05655 P02686
P0DML2 Q05209
P04637 P48643
P48995 Q13563
Q9HCP0 Q12778
Q8TEQ6 P62318
Q86VB7 P35579
Q13571 Q9H201
Q8NI35 O15399
Q9UPV9 O15294
P47897 O15198
Q8IWV7 O43261
Q8WY41 Q8TB72
P47224 P61006
P13984 P29083
P49585 P60709
P54253 O15014
O95990 Q9BQ66
Q13765 Q9BWH2
Q15388 Q9P2H0
Q12906 P35637
Q9NQT4 P62875
Q96GD3 Q9NRR5
Q9H6X2 Q07817
P67870 P04156
Q13643 Q13683
P04183 Q04724
P23458 P15260
P63244 P19174
O15530 P05106
P48023 Q96RU3
Q92667 P31323
Q9UMX1 P08151
P12931 Q12879
P61981 P16471
P63162 P22087
O43815 P63096
P00451 P04070
Q969L2 P55327
Q99814 P40337
P14091 P01023
O00548 Q04721
P02774 P68032
P23025 P32780
Q9NZ52 P11717
P04637 P20248
Q8N5C8 Q15750
P42224 Q8N9N8
Q99933 P08581
Q96A65 Q13224
P20226 P78317
O00562 P53350
O15226 Q04206
Q9P0L0 P23763
P50616 Q96GD3
O95551 P20333
P07996 Q13751
O14579 P53618
O43516 P08631
P49903 Q9UKR5
P78543 P17482
P36575 P68400
P16144 P07947
Q05193 P04156
Q8WWW8 P09603
Q15078 Q00535
Q13356 Q9BZJ0
P05129 P61764
P56537 Q9BWH2
Q9Y597 O95777
P11021 P01023
P31946 P84103
Q9UKS6 O00401
Q92597 P62753
P04632 Q9C099
Q9P298 P0CAP2
P43351 P63165
P01112 P30556
P0CG47 P30304
P14598 P48023
P23588 P06730
O00203 Q99726
Q05193 P15531
P21246 Q13200
Q12879 P49796
Q05655 P23229
O43639 Q8N684
O00170 P35869
P09917 P62993
P36542 P06576
P13688 P00533
P25789 P06681
Q9UQ90 Q5T3J3
P50613 P32780
P54198 P23759
P20333 P05783
Q96FJ2 Q9Y4I1
Q8NER5 P13385
O75446 O75376
Q9GZQ8 Q9HAU5
P51693 Q9UN74
P28300 P15502
Q86UU5 Q5YKI7
Q9UPW5 Q9Y3M2
O75970 O00501
O00562 Q14289
P13984 P35548
Q13145 O94993
P62258 Q12809
Q14831 P68366
P05060 P49750
Q9HAU4 P62979
P04637 O15126
P54253 Q86Y13
Q6EEV6 P63261
P17844 P22087
Q12933 Q8N2X6
P41143 P63096
Q03013 Q04724
P61981 P84103
Q99547 P51532
Q9UNN4 P52657
O43526 P0DP25
Q9HAU4 P08621
P52803 P54762
O43521 Q86XN8
Q8WZ19 Q96E35
P08574 P99999
Q8IUC6 Q9H6S1
P16333 P21917
Q14789 O15239
O95343 Q04724
P05023 P58549
Q9C000 P55211
Q5RKV6 P26651
P14598 P24394
P32927 P42224
Q9BX66 P98172
P63165 Q13569
P61970 Q9Y383
P45983 Q92934
Q96NW7 P35609
P14555 P13611
Q01780 Q9NZW5
P08754 P14416
Q13547 Q03181
P20827 P29317
Q96FX2 Q9UGK8
Q9HCU8 Q9Y6Y8
P63279 P11166
P17612 P04035
Q13753 P14543
P31946 O75494
Q9NPD3 Q9UHL9
P63098 P62937
P26641 Q9BUT9
Q92535 Q9UKY1
P21731 P62491
Q03135 P04899
P98164 P04114
P50222 P01282
Q9UQ90 Q9UKM9
P05198 Q9NR50
P35241 P13598
Q15102 Q15047
P61981 Q9UKF6
O95751 Q7L190
Q9BV68 P46379
P04637 Q13190
Q13485 Q00887
Q15024 Q13868
Q13114 P36941
P54253 Q7Z6M4
P28223 Q7Z6G8
Q9UQ90 Q9BQ66
Q03701 P04637
Q99972 P01033
P01350 P00450
P38936 Q9NPI5
P78356 P19438
Q6IAA8 Q9NUQ8
P42229 P31785
P25063 P07948
Q9UJX4 P11940
P08670 Q9H9J2
Q16658 P68032
O75688 O14920
P01135 Q9BQQ3
Q15788 P20226
Q9UER7 P26358
P62195 Q12962
P04637 P26583
P61978 P07948
Q8WVV9 Q13838
P54727 Q96IV0
Q86UP0 O60716
P27986 P19022
Q6EEV6 P52565
Q9BY67 O00560
P35713 Q06413
Q7Z699 P10721
P61978 Q8NE01
O75569 P58753
P54253 Q8N1L9
P61981 P07237
Q15047 Q99624
Q16288 P08138
Q13422 P20226
Q15796 P07602
Q15573 O15446
Q9NYD6 P30260
P42574 P05549
Q86U90 O75884
Q15572 Q15573
P61981 Q96A72
P11362 O95197
P05154 Q02383
P52799 Q9NRD5
Q96T58 P56178
Q9Y5P4 Q01955
P51946 P04637
Q16891 Q9BQ95
P04156 P11021
P27986 P08473
P68400 P04637
O43306 P36544
Q9Y3E7 Q16270
P09471 P30542
Q9UHF0 P21452
P19387 P62875
O00238 P22004
Q02383 P13861
P02788 P00450
P56945 P06396
Q9BQA1 P62314
P21675 Q01844
Q8WU17 P40337
Q5TCY1 P47710
Q14739 P20700
Q8IZH2 O75886
P29475 Q08AM6
Q9NSI6 P51532
P32780 Q01094
Q15843 Q13564
Q96QG7 Q9NZD8
P04899 P30542
P49023 P16581
P24666 Q13813
P35555 P15502
Q15544 Q04206
O95477 Q13425
P05107 P35241
P56524 P13056
Q9BY11 O00401
O15350 P29590
P21246 Q96CQ1
Q13571 Q8IZ07
P22607 P21781
Q9NP84 Q12933
O75943 Q99638
P31946 Q96MP8
P54252 Q9BSU1
Q92817 Q9UBC9
Q9Y2J2 P54105
Q8TE77 P23528
O00499 P17600
Q16821 P26678
Q99418 P29274
O43929 Q9Y5N6
P17612 Q05469
P30519 P54257
Q99575 O95707
P07237 Q99689
P48048 Q08378
O14776 Q07955
Q6EEV6 P40763
P13725 Q01955
Q01844 Q96G75
Q96B26 Q13868
P05386 O60925
P25705 P04278
Q13547 Q00688
P16410 P42229
Q07955 P23511
P01130 Q15036
P68400 P00736
P35080 Q03405
O00401 P62993
P0CG47 P05412
P34932 P78380
P24394 O75159
Q13224 P35609
P50402 Q7L5N1
P22888 P01215
P17540 Q9NRN5
O75676 P05114
P61981 Q01844
Q9H8Y8 P01135
Q99726 O14617
P12931 P08887
Q8N668 Q13616
P43308 P08240
Q96BD5 Q13547
Q9HAV4 P62826
Q16576 Q8NEU8
O75528 Q9BRR6
Q9UBW7 P31942
Q96ST3 Q13363
Q9P2S2 Q8NI35
P18054 Q96RU8
Q8N474 P04628
Q13873 P12644
O15162 Q9GZM5
Q92879 O75674
Q14005 P01730
P62826 P06454
Q15392 P04637
Q13332 Q15286
P16157 P16070
O14939 P17900
P60228 Q9HC44
O00555 P21579
P40189 P15498
Q8IZH2 P26651
P78504 Q9UM47
Q05586 Q92796
P04637 P84022
O95841 Q02763
O15342 P36543
Q9NX01 O94906
Q9HAZ1 Q9BZL1
Q9UBC3 P26358
Q9Y4H4 P22607
Q9BQ95 Q9Y4K3
P05019 P14735
P16389 Q14247
Q9Y2X7 Q9H7E9
P10275 P32780
P09936 P13473
P42773 Q5RL73
P24071 P67775
Q13637 P13861
Q9Y5S1 Q9BRV3
P05109 Q13432
O60925 Q5T3J3
Q15365 Q9NR12
Q16612 Q96ID5
P56539 Q5JWF2
P48736 P40189
P53355 O95185
Q15459 P08047
Q13332 Q15047
O94772 Q96I34
Q9UH77 O60506
P12956 Q9HBL7
Q96G27 P46937
Q8WW38 Q9NRR5
Q14114 P02649
Q9H7L9 Q13547
Q9HCU9 Q13547
Q9HCN6 P07948
O75081 P13861
Q5T8A7 O75691
P32241 P63096
Q01780 Q9H7Z7
Q02817 Q9Y4G2
Q06830 P58004
O43747 Q8NFT8
P47804 Q96EK5
O00141 P48048
P16284 P41240
P56589 P40855
Q86X55 Q15596
O75916 O14775
P38432 Q8IYF1
Q16658 P68133
P29475 P35368
Q13765 P20226
Q9BQ66 Q9H9D4
O60674 P78324
Q05586 Q13114
Q13547 P25963
Q15843 P35869
P20226 O75925
O60674 P62937
P42575 P18509
P51690 Q9Y2Z9
Q13555 P17600
P04637 P21673
Q13547 P40763
Q14999 P63208
P17612 Q12972
Q92905 P04637
P06241 P32927
P68400 P11836
Q9UGU0 P05412
P48039 P11021
P10276 Q9NPJ4
Q9UNE7 P34932
Q11203 O15062
P19235 P62993
Q9UGI8 Q8N8S7
P21333 P07359
P04637 P19447
Q9UNI6 Q96DN6
Q6P0Q8 P48764
Q15785 Q13131
Q9H267 Q9H9C1
P31321 P84022
P68431 Q9Y294
O95159 P56134
Q9NVP2 P68431
Q16891 O14530
Q13219 Q6VMQ6
O60506 P06213
Q93038 Q15628
Q9UKV0 P45973
Q9UBU3 P41159
Q5JTV8 P20700
P63104 Q6PKG0
Q92994 P20226
Q9BQY4 Q93062
Q08211 P07910
Q13422 Q13363
P35080 Q9C0J8
Q9UBZ4 Q15834
Q15544 Q15545
Q9Y4K3 P58753
P0CG47 P10244
Q16363 Q13432
Q9UBW7 P26599
O96007 P32969
P54259 Q7Z7M0
Q76N89 P51571
Q13503 P10828
P11831 P55212
P00995 P15502
P35080 Q9BQD7
O75530 P25490
P0C870 P04278
Q99459 P38936
Q14005 Q9NSA2
P60174 Q9GZR7
P54725 Q01831
P60880 P51809
O00253 P32245
P23471 P21741
Q13432 O43252
Q9UM47 P49810
P49810 P21333
P30039 Q9Y3F4
Q9Y4G2 Q9Y3A3
O14763 Q15628
Q92597 P36957
P52735 P16070
Q8NE01 Q9BQ66
Q9UPR5 P31946
Q15699 O94829
Q76I76 P23528
P11831 Q01543
P22681 P06127
P27986 P20273
Q16864 Q9P2H0
P28907 P21926
P62834 O14798
Q9NS68 O00463
P05129 P41180
O95424 Q8NBJ4
Q96GD4 Q12788
Q16610 P23142
Q9H6J7 Q5RL73
Q15785 P55072
Q9H427 P61981
Q8WXD5 P14678
P45984 Q12968
Q9Y2H0 Q96A65
Q9UMX1 Q9P2Y4
Q96G25 Q15369
Q05586 P07196
P08581 Q96EY1
Q969W9 P46934
P02774 P68133
P23458 P32927
Q8TD08 P02686
O00238 Q96AE7
Q14574 P14923
Q96SB4 Q01081
P16284 P06239
P42229 P19235
Q15796 P58335
O75593 Q14919
P45983 O43521
P08034 P0DP25
P36957 Q8TDM6
Q9Y2M5 Q5T3J3
O14717 Q5T3J3
P68400 Q13547
P04156 P25788
O00161 P54920
Q9BQ52 Q9H1I8
P46527 P30281
O95777 P37837
Q9UDT6 P63167
P54253 O75935
Q13547 Q9Y618
P23458 Q13651
Q9UI14 Q9H8W4
Q96DU3 O60880
Q16539 P49790
Q13765 Q5T3J3
O14613 P17081
P38484 P08758
P03950 P68032
P43026 Q13873
P41231 P35968
Q07666 P16333
O60563 P15515
Q15700 O15399
P47897 Q99683
Q9UNE7 P10636
Q99895 Q16816
Q16478 O43292
Q86YN6 P51610
Q14005 Q14957
P61158 P12830
O43852 P02743
Q9UJX3 O60566
Q9ULX6 P42166
Q9NWF9 O15455
Q9Y4K3 P0CG47
P08631 Q99062
Q9NQ25 O60880
Q9UBS3 Q15560
P35348 Q14315
Q02790 Q9HAU4
O77932 Q15024
Q9ULZ3 O15553
P08648 P21802
Q9Y580 Q15834
P40855 P28288
Q6EEV6 P01100
P20023 Q00839
P63167 P23368
Q9UMS4 Q9UPT5
O94777 P37287
O60504 Q96MA1
P01889 Q6VMQ6
P10767 P11362
Q6GTX8 P41240
Q9BQI3 P05198
Q9UBY0 P20936
P06401 Q86U06
P50402 Q99962
O43639 P51116
Q9Y2I1 O14654
Q08945 P11831
P05060 Q99700
P01135 Q15303
P40937 Q13432
P43364 Q8IXB1
Q9UKB5 P35222
Q9H6L4 Q8WZ19
P09234 Q01844
Q9Y624 P23467
Q9HD36 Q92934
P11362 P13591
Q9NZN4 P14672
P04156 P62993
P35968 P32927
O43493 P05556
Q12933 O43597
P62993 P08247
P24158 Q04206
O75293 P37231
Q9UJY4 P11717
P20226 P09086
Q09028 Q92793
Q86SG3 Q86Y13
Q9Y572 P19438
Q14643 Q9BS26
O60568 Q15834
O94985 Q14669
O00213 Q07954
O14939 Q03135
O60732 P49406
O00213 P48023
O95751 O14639
Q16695 P06454
Q12972 Q15047
P54253 Q70EL1
P19174 P42702
P54253 Q99700
P10398 P53611
Q15543 Q10570
P07288 Q02383
Q13642 Q00872
Q13310 P54257
P13631 Q9NPJ4
Q13224 P07384
P51693 P62328
O14746 P19338
Q92845 Q02779
P61812 P37173
P28223 P53041
Q96J92 P57739
Q9NRA0 P07948
Q9UKY1 P37837
Q9BQY4 O95967
Q15047 Q13547
P09104 P27816
P40189 P29350
O60260 P49796
P67809 P31645
Q13330 P04637
Q5JY77 P08588
Q13444 P08631
P11831 P17676
Q9BRA2 Q16881
P43268 P11831
Q96CV9 Q13045
Q92831 Q06330
P60953 Q9NRR8
Q9Y4H2 P24394
Q01780 Q9Y2L1
O75914 P17600
O43561 Q12913
O43353 P25942
Q9Y618 O60907
Q96CG3 Q9Y4K3
Q9GZR2 Q92731
Q99418 P32121
O75309 P35222
Q9Y446 Q08554
Q92844 Q9Y6K9
P63211 P17050
Q9ULV1 Q5TCQ9
P51617 P59046
P35372 Q5JY77
P41180 Q9NV58
P56693 Q13287
Q9GZQ8 O95352
P56537 Q02878
P09919 Q99062
P42166 P06400
Q92796 Q13002
Q9NRR5 O15198
Q12860 Q04721
P54253 Q6ZMJ4
Q8IY37 O75051
Q9NPC2 P27348
P14678 Q9UKR5
Q92973 P09651
Q13501 P60520
Q05655 P41143
P30279 P46527
Q15762 P06241
Q01844 O94972
Q96S53 P60981
P61326 P27348
P32418 P62258
P51679 P25098
P49286 P21333
P36897 O15205
O15399 P01112
P67775 Q9NPH2
Q04771 Q58WW2
P62330 P27449
P49768 P14923
P01135 Q5TCQ9
Q13347 P37173
Q01831 P32780
Q02078 P15172
P05091 Q6NSW5
P49771 P36888
Q9NPP4 P29466
P42166 P02545
P11171 O14523
Q9UER7 P25445
O00214 P05556
Q9NSY1 P02686
O60356 Q6ZW49
P10074 Q96L11
Q9UNF0 P48023
P10586 P06239
Q13444 Q9BX66
O14978 Q9Y5B8
Q9NRD5 Q9Y624
Q15436 Q07002
Q13309 P49427
Q9BQ66 Q9BYD3
Q9HCU8 P12004
P42768 P06241
P12956 P50453
Q5VWG9 Q12962
O60683 P50542
Q9UQB3 P49810
Q9UKV0 O75376
Q9UIG8 Q15599
Q9Y678 Q15185
Q9Y3F4 P36897
Q99726 Q92572
O15169 O75197
Q14500 Q9Y4J8
Q06187 O00220
P15927 Q5RL73
P98082 P98164
Q99708 Q96HA8
P18887 P12004
P17612 P20941
Q8N668 P98170
P06400 P20226
P98161 Q6VMQ6
P54253 Q9NRA8
Q9UMX0 P54252
Q01844 O15162
Q8IYI8 Q9BQ66
Q13485 P11465
P17600 P27986
Q15185 P21860
Q9H237 Q9Y6F9
Q9BXP5 P57678
P07858 P02649
Q92597 P60866
Q12923 P98172
P18206 P16581
Q14344 P48039
Q13114 Q9HAV5
Q14831 P21333
Q9UI14 Q9NP79
Q99250 Q9HCE6
P07384 Q9NUQ7
P24928 P62487
Q12809 Q04917
O14936 Q13002
P41240 P06396
Q15796 P21980
Q8NEB9 P0DP25
O15397 P46060
P63244 Q9UMR2
Q15843 Q13617
Q6Y7W6 Q9Y2W2
P28799 P52790
Q14289 P05106
P05090 P02652
Q9Y2I6 Q9BTE1
Q96T58 P35548
O15162 O60269
Q13501 Q96GM8
Q92956 P48552
P30153 P63151
Q96IP4 P08572
Q13555 P48058
Q8WUH2 P36896
P50616 P04626
Q01780 Q9H0D6
P17181 P43403
P46527 P11802
Q9UQF0 Q15758
Q9BWU0 P02730
P35462 P26641
Q05655 P40189
Q99558 P08238
Q15583 Q13363
Q15833 P14678
Q5SW96 P98164
Q96T58 Q9Y618
Q13287 P38398
P12236 P05060
Q9BXH1 Q92843
Q92844 Q93009
Q9NPC8 Q04724
P00491 Q5RL73
P46379 Q13190
Q96A00 Q9HCP0
P46783 O95251
P54852 Q99572
Q08043 P29274
Q99816 P26358
Q9Y3B2 Q06265
P22455 P08620
