Q8TBF5 B3EWG3
P41968 Q5MIZ7
Q86XZ4 Q9C0K1
P16298 Q96L12
P16298 Q9BXS5
Q8NCU1 Q8IVN3
Q8NCU1 Q9Y2R0
Q8NCU1 Q9Y2H8
Q8NCU7 P24001
Q8NCU7 A8MZ25
Q695T7 Q13472
P48995 Q8IVU9
P48995 O95760
P25445 Q96KX1
P15088 Q494R4
O14910 O43612
P15085 P02794
P15086 P50391
Q16799 Q8N812
Q16799 Q9NYV9
O43347 P49590
O14917 Q96KR6
O14917 P01599
O14917 Q96AZ6
Q8NCJ5 Q8TD94
P56915 Q86XA0
P56915 O95685
P25787 O43304
Q9ULY5 Q99558
Q9ULY5 Q9NYS7
Q8NFD4 Q76N32
O60225 Q9BRR3
Q5TA82 Q7L0X2
Q8N729 Q96KG9
Q9NR21 Q7Z449
Q9H1D0 P09430
Q9H1D0 Q9HBK9
Q75T13 P40429
Q9P0N5 P62068
Q9P0N5 P31273
Q9P0N5 Q92623
P67936 P59541
P23526 P40425
Q8N823 P62304
Q9UNG2 Q6NXE6
Q9UNG2 Q9P255
P27448 Q6ICB0
Q96JP5 Q8WYJ6
Q96JP5 P56211
Q9BUT1 O94851
Q96KR4 Q8NGF0
Q96KR4 Q2QD12
P11142 Q9Y580
P11142 P58012
Q86SX3 Q5JQC9
Q17RF5 Q8IVH4
P20774 Q9GZU3
Q86SX6 Q9HBX9
Q86SX6 Q9UJT9
Q86SX6 Q96PP9
Q86SX6 Q8IX18
Q16134 P10266
Q16134 P49683
A6NJW4 Q8WZ94
Q8NBF4 P04839
Q8TBB1 P27635
D6R9N7 Q9BV19
D6R9N7 P0C7V9
Q8TBB5 Q1A5X6
Q8TBB6 Q6P4Q7
Q8TBB6 Q8N895
Q9UFW8 P43487
Q9UFW8 O00110
P61579 Q6PIU2
P61579 Q2UY09
P61579 Q9UKZ9
P61579 Q9Y6J8
P61578 Q9NQH7
P61578 Q9NRH3
P50876 P47874
Q2M3D2 P05166
A5LHX3 Q86XH1
P61573 Q5VSL9
P61572 P50990
P61571 Q9UJD0
P61571 O95159
P61571 Q9Y4E5
P61571 Q9HBQ8
P61570 Q8IUH4
P61570 Q9UBC3
P61570 Q8TC94
P0C7X2 Q9NSQ0
Q9Y271 Q9Y575
Q9Y271 P18858
Q9Y271 Q7Z7D3
Q9Y271 P0C7V0
O95777 Q96DC7
Q13564 P63208
Q13564 Q5JTZ5
Q13563 Q7Z7F7
I3L3R5 Q96EY7
Q13561 P46721
Q13561 Q6P9H5
P29017 Q9NRR6
Q9BWJ5 P0C843
Q8NE63 Q9NWW9
Q8N402 Q9Y5X2
P78317 P55795
P78317 Q9H8T0
Q9BYU1 Q9NTI7
Q68DI1 Q8TDX5
Q9Y277 Q92805
Q9Y277 O75131
Q9Y277 P00568
Q9Y277 Q96CX6
Q7Z444 Q9P2M4
Q7Z444 Q9HBL6
P01909 I6L899
O00203 Q12988
O00204 Q15645
O00204 P06241
P01903 Q05D60
Q6ZS72 Q5BKU9
Q6ZS72 O14718
Q6ZS72 Q9UKR5
Q03052 Q92572
Q03052 P20718
Q03052 P47974
Q9NV06 P63215
Q9NV06 Q9UET6
O43617 Q9H190
Q9H210 Q14289
P22301 P19883
Q86UV5 P60153
Q86UV5 P01772
Q86UV5 P51553
Q9Y473 Q8IV50
Q8NGH9 Q9Y5E8
B7ZAQ6 A0AVT1
B7ZAQ6 Q9Y5H5
Q8IYN2 Q8IUI8
Q8IYN2 Q9Y2H1
Q9UQ49 Q9UBT6
Q96AQ2 P27448
Q6ZVN8 O15259
P06865 Q5UCC4
P06865 Q8N4V2
P06865 Q9UNW8
P15374 Q8N556
P15311 Q99470
P15311 Q04756
P21145 P51168
P21145 Q9H0M0
P24311 Q9H1P3
P24311 Q9ULI2
O15297 Q86YJ6
O15297 Q99501
Q9NQN1 Q8TDR2
Q9NQN1 Q6ZRF8
Q12968 Q5GJ75
Q12968 P32119
Q12968 Q6IPX3
Q00577 A6NC57
Q8N9I0 P21918
Q8N9I0 Q6ZT89
Q86XM0 Q9BSE2
Q86XM0 Q9BW04
Q9NXV6 Q8NI17
Q9NXV6 P22304
Q9NXV2 P32245
Q12962 P60510
A8MUI8 P49190
A8MUI8 O00592
Q96CW6 Q9UF56
Q9P255 P59095
Q01628 O75084
Q01628 Q9Y2Q3
Q9P258 Q8TDQ7
Q9P258 P14174
E5RG02 Q01094
E5RG02 Q9NZV1
Q13239 Q9NUN7
P09228 Q96A33
P09228 O15379
P09228 Q9BQG1
P25205 O95319
P25205 P01215
Q8NI77 Q9Y663
P78539 Q96EX1
Q9BXF6 O95971
Q86YE8 Q13907
Q86YE8 P43353
Q86YE8 Q86YD1
O95947 A8MZ36
O95947 Q8N3A8
O95947 Q9BZQ2
O95948 Q5VV16
O95948 P35270
O95948 Q8WTQ1
Q9GZM6 Q8TB96
Q9UKV5 A8MV72
P01275 Q8WY64
Q8NG06 Q495W5
P35606 O60356
P46199 P56597
Q8TCS8 P08865
P0CG31 P51878
P0CG31 O75822
P35609 P01703
O76083 P30307
O76080 B6SEH8
O76081 P00797
Q8NFU1 Q9BY10
Q8WUH6 Q9Y3D8
P60709 P78540
P60709 Q53RY4
P03973 Q9HCI7
Q5VV17 Q12805
Q9H4T2 Q6UWJ8
Q92561 A6NGH8
Q92561 Q7L273
Q92562 Q6UX53
Q92567 O60763
Q92567 Q92747
Q5T9G4 O94829
P52564 Q9NPF0
P52564 Q8N2K1
Q96GU1 Q9UPT5
P42696 A4FU49
P42696 P11021
P42696 P41161
P29084 Q5W0A0
Q9HAT8 Q96JT2
Q53FZ2 Q92539
Q5VV16 Q6ZNQ3
P52569 Q9UEW3
P52569 Q96A37
Q9BQ15 Q8NAA5
Q9BQ15 Q96CN5
Q7Z5V6 Q9Y5S1
Q495W5 Q6GTX8
Q96HE9 O00754
Q8NES3 Q9C0E2
Q8NES3 Q9P2S5
P08311 Q7Z3Y8
Q9H252 Q9BXN6
Q9H255 P23469
Q9H255 P56693
Q9H257 Q8WV60
Q8TED9 Q92917
Q8TED9 Q14242
Q9H0Y0 O00571
Q9H0Y0 O75558
P17480 O60443
P17480 O75380
Q8N9Z2 Q9NQV7
P08670 O60232
P08670 P19961
Q8TED1 Q71UI9
Q5TBE3 Q14318
P78423 P52429
Q8N8P6 Q68D51
Q8N8P6 Q12772
Q8N8P6 Q86VP1
A5PLN7 Q01844
O43598 Q9BRK5
O43598 O43581
Q659A1 Q3LI58
O43592 Q8N4L2
O43592 O95297
O43592 Q9H3M7
P40121 Q64ET8
P40121 P04808
Q8WUB2 P13378
P40123 Q96BQ5
O95567 Q5T7N2
Q96BP2 Q9BZQ6
Q86X51 Q8IZ08
Q86X51 Q96NU7
Q86X52 Q9BYE0
Q86X52 Q9HB03
Q86X52 P60368
Q86X53 Q14847
Q9BQC6 Q2M2W7
Q9BQC6 Q4G0Z9
Q71F23 A8MTJ3
Q71F23 O95881
Q52LJ0 Q86Y22
Q52LJ0 Q8WVZ9
Q99558 Q13761
Q6IEY1 Q96SM3
Q2QL34 Q8TD90
Q2QL34 P22681
Q99551 O14867
Q99551 Q2TAY7
Q99551 Q9NQB0
Q3KRB8 B1AK76
Q96RQ9 O60427
Q9HD64 Q8N587
Q9HD64 Q9NS61
Q96RQ3 Q8NGK2
Q96RQ3 Q7Z6K3
Q96RQ3 P43005
Q96RQ3 Q6PCB7
P29350 Q6ZT52
O95528 Q9NR80
P40879 Q9H9E1
P40879 Q6UY11
P40692 Q53H80
Q9Y5E9 Q96DA0
Q9Y5E9 Q8WV83
Q9Y5E9 Q7Z5P4
Q9NX31 O75473
Q9Y5E1 Q6B9Z1
O43749 Q68BL7
Q9Y5E5 Q9UHT4
Q9Y5E5 P49721
Q9NX38 Q9GZU1
Q13177 Q9BSH4
P07333 P0C7N8
P07333 P31644
P07333 Q8NB49
P07332 P0DOX3
P07332 Q13243
Q9BUB7 Q5XUX1
P61769 Q8N386
A0A1B0GVG4 Q8IYW4
P69891 O75935
P69892 E9PQX1
P69892 P51815
Q9H6N6 Q8N2A8
Q5GH77 P17029
Q5GH77 Q14157
Q5GH77 Q9P242
Q96PM5 P07316
Q6ZRR5 Q7Z3Y7
Q9NZI2 P62263
Q9NZI2 Q5SRD1
Q9NZI2 Q6UXN2
Q9NZI7 Q9BT04
Q9HD15 P17482
Q9HD15 O43623
Q9HD15 Q6PIY7
P62072 Q8TAQ9
P62072 Q96JB3
A6NER3 O15460
A6NER0 Q6ICI0
Q9NRC8 Q86V97
Q9NRC8 Q9Y2M5
Q0WX57 Q6ZTR6
P58753 Q07960
O14764 Q13444
O14763 O75474
O14763 P49326
O14763 Q9UJ37
O14894 P0C864
Q96L12 A2AJT9
P55107 Q9NXS3
P55107 Q9NZU5
Q0P140 Q9BYD3
Q9HBR0 Q9Y2R5
Q9BR46 Q9BYU5
Q2TAK8 Q8IZ57
Q2TAK8 Q8NGB8
Q2TAK8 O75526
Q2TAK8 Q6GPH6
Q2TAK8 B9A064
P10144 O75973
Q6S545 Q99819
Q8WV41 O15514
Q8WV41 Q8N966
Q8WV41 Q6IFN5
Q8WV41 P58170
Q06643 Q9H089
Q9NUM3 P51911
Q9H1F0 Q8IWT1
Q8NCN2 O00231
Q8NCN2 P53672
Q9BQG1 Q96GR2
P80098 Q8NFU0
P80098 Q9Y2X7
P80098 O00479
Q8NCN4 P21549
P54577 Q16778
P54577 Q969I6
P54577 P78382
P52824 Q16836
Q969Q5 Q6ZVZ8
Q969Q5 P42261
Q969Q5 O97980
Q9ULD8 Q8WTP8
Q9ULD8 Q9BYW3
Q96TA1 P41159
Q96TA1 Q3SY69
Q96TA1 Q13283
Q9ULD5 Q9H7X0
Q9ULD5 Q8NG99
Q96C23 Q9H8X9
Q96C23 O43824
Q9H9Z2 P0CJ86
Q9H9Z2 P12271
Q6ISS4 P22466
Q6ISS4 Q96EF9
P51159 Q9Y2C9
Q9UK85 Q01638
Q9Y2P8 Q2KHM9
O60583 Q496Y0
Q9Y2P5 Q9NX55
Q9Y2P4 Q02156
Q9Y3B3 Q7RTT5
Q8N8U9 O75420
Q9UMX0 Q8IXT2
Q9UMX0 Q86V85
Q04864 P35372
Q04864 Q86XK3
Q15935 Q8NGQ6
Q8N8U2 O75951
A6NDP7 Q6ZRS4
A6NDP7 P54753
A6NDP7 Q00839
A6NDP7 Q9UI26
Q13795 O60462
Q13794 Q96Q80
Q13797 P02810
P18848 Q01518
P18848 Q14011
Q96NL8 Q04609
Q13123 Q68DL7
Q13123 Q92956
Q96EX3 P86481
Q96EX3 Q8NGP2
Q96NL6 A4IF30
Q8IZM8 Q9NXB9
P18847 O14735
P18847 O43865
Q9UM21 Q9BT43
Q9Y478 Q9NY37
Q9Y478 Q8N302
Q9Y478 O43318
Q9Y471 O00398
P23142 Q7L592
P23142 Q9BYE2
Q96S96 Q96BJ8
Q96S96 Q5VX71
P05204 Q6P2C8
P05204 P78556
Q9Y2H5 Q13571
A2RU48 Q96NG8
Q15056 P08254
Q15056 P0DMC3
Q8N8N7 Q58A45
P17658 Q86WR0
O00548 Q15545
Q15057 Q9NUN7
Q15057 H3BPM6
Q15057 Q9NVX0
Q6DN72 Q15612
Q15024 Q15691
Q15024 Q6ZV50
Q15024 P0C7U1
Q15027 Q86VQ3
O00541 O14792
Q15020 O75385
Q86V87 P10720
Q9H7H0 Q8N954
Q9H7H0 P07339
O15173 Q99615
O15172 O14576
P0DJJ0 O75845
P0DJJ0 P51861
P0DJJ0 Q969P5
P0DJJ0 Q495W5
O00592 Q96KT7
Q9BWW4 A6PVC2
Q9BWW4 Q8WX94
Q9BWW4 Q8N6N2
Q9BWW4 Q15642
O15178 O14638
O15178 O14796
Q14D04 P23416
Q14D04 O15130
Q8NGJ9 Q9UQ53
Q9Y4J8 Q9H293
Q9Y4J8 P58180
O95219 Q9GZX7
O95219 P55318
O95219 Q92949
O95219 Q6NVV3
Q8NGJ2 P0CW20
Q8NGJ2 A6NED2
Q9BXN1 Q86Y27
Q8TCG5 Q15797
Q8NGJ1 P08842
Q8NGJ1 Q5D1E8
Q8TCG1 Q5JRS4
Q8NGJ5 Q96K58
Q8NGJ5 Q86YT6
Q8NGJ5 Q6PF15
Q9H6Y2 O75452
Q9H6Y2 P04424
Q13432 Q9Y496
Q2M2E5 P50395
Q2M2E5 P12081
Q9P1Z2 O14718
Q9BX95 Q9Y6J8
Q9H7C4 P27348
P62987 P28331
Q7L4I2 Q9GZY0
Q7L4I2 P0C7V8
Q7L4I2 O14645
Q9BVG4 Q6ZUJ8
Q9BVG4 Q5I0G3
Q92952 A0A087WW87
Q92952 P0DP42
Q92956 Q5SWH9
Q86U38 P31150
Q92959 Q9H5L6
Q92772 Q9H9C1
Q9HAY6 Q6UXD7
Q9HAY6 O60609
Q9HAY6 A0A0J9YX94
Q9HAY6 Q99678
Q99962 Q9UI38
Q99963 Q9Y2G2
Q99963 P0CF74
Q99788 Q9BY15
Q99965 Q9P1U0
Q99967 Q86SH2
Q99784 Q9H342
Q6UX53 Q8N3G9
P42224 P04156
P42226 Q6ZVW7
Q9UI42 Q96IK0
Q5JW98 Q96MY7
Q9UI47 P0DN81
Q6NT32 Q86V42
P62191 O14530
P62191 P45378
Q01459 Q8IWT1
Q01459 Q00653
Q9BUZ4 Q9NS93
P04150 O75554
P04150 Q13790
P26439 Q4G0Z9
P26439 Q3KNS6
Q96JH8 Q92837
Q96JF0 Q9UKS7
Q96JF0 P10275
Q96JF0 Q9BYH8
Q96JF0 Q9C0B7
P23510 Q9UIE0
Q6PCD5 P50151
Q6PCD5 Q6PGN9
Q6UWW8 O14804
P26436 O60934
Q9UJA5 Q6P1L8
Q9H089 Q6UWQ5
Q9H089 Q8NGY9
P0CJ75 P0C7X1
P0CJ75 O43281
O75689 P0DP01
O75689 Q9NUI1
O75688 Q6NZI2
O75688 O75916
Q14264 P0DMU7
Q14264 Q6P995
Q9H082 P62140
Q9H082 Q6P5Q4
Q9H8E8 Q9P0T7
Q9H8E8 Q8NI37
P27348 Q8N7U7
O15389 Q9BSR8
O15389 S4R3P1
O15389 Q5F1R6
O15389 P21583
A6NFN3 Q9ULE0
A6NFN3 P83859
P19404 Q9UHI8
P19404 Q4VX76
Q8N4B1 P83731
A6NFN9 Q96RB7
P17643 Q6SJ93
P17643 O75911
A6NN90 Q92995
A6NN90 Q9H3D4
A6NN90 Q9BY76
Q96D31 Q86TB9
A6NN92 Q8TD08
Q8N6R0 P98155
Q6ZWK6 A6NHR8
Q6ZWK6 Q75N03
Q6ZWK4 Q9UHL0
Q8NHJ6 Q8NGS4
Q9NUP9 Q7Z5V6
Q9NUP9 Q14749
Q9NUP9 Q8TBM7
O14977 Q9Y5E6
O14977 P04150
O14977 Q13325
O43365 P01589
A6NKQ9 O00622
Q9GZP8 Q12794
P09758 Q15622
C9JR72 Q86V42
Q9GZP1 Q9BY76
Q9H9A6 P59539
Q9H9A6 Q8NGG5
O75027 P08294
O75027 Q99578
Q9H9A5 P18507
Q9H9A5 P04439
Q8IZV2 Q7L622
Q5SV97 Q16594
Q7Z7B7 Q96CV9
Q7Z7B7 Q9NRM1
O75022 Q6ZTW0
O75022 P48029
P49441 Q9UHB6
Q7Z7B8 Q9BY76
Q96FI4 Q5TYW1
Q9HCU5 Q02928
Q9HCU5 P20132
Q9HCU0 Q92934
Q86Y97 P08861
Q86Y97 Q8NGS5
Q86Y97 Q14019
Q8IWZ4 P43003
Q6UWE3 Q71SY5
Q9HCU9 Q8N608
P62380 A6PVC2
P62380 Q9HAZ1
P62380 Q9NR20
A8MW92 Q8IV03
Q96PP8 Q9UBP6
Q96PP8 Q8IZV5
Q3SY52 Q8NH19
Q3SY52 Q8N146
A8MW99 P27540
A8MW99 Q67FW5
Q9UNA4 Q5VWP3
Q9UNA4 Q92187
Q8NGX0 O75925
A6NIK2 Q8TCZ2
Q96MP5 Q9H4I8
Q8NGX1 Q96JK9
Q8NGX1 O94762
Q5T1S8 Q05C16
Q5T1S8 Q8N5Z5
Q5TFE4 Q3LI68
P05787 Q969S0
Q9HAK2 O60812
Q9HAK2 Q9BX68
P05783 A6NF89
P05783 Q5T5B0
P05783 P20827
P11168 Q9BUB5
P56373 Q9UF56
P14406 Q96II8
P14406 Q92841
P14406 P16871
Q9UG56 O14771
Q9UG56 Q16653
Q7Z7N9 P41225
Q7Z7N9 Q96N16
P11161 Q8NGP6
A6NJU9 Q99829
A6NJU9 Q9BV94
Q6NSX1 O95171
Q9Y2A4 Q96EU7
Q9Y2A4 Q8IVL5
P01861 A8MUV8
Q12951 Q09013
Q12951 Q8N0S2
Q96GE4 Q8N371
Q96GE5 P09497
Q96GE5 Q8IVK1
P78380 Q92523
Q9Y5G2 Q9NP98
P78381 P30153
P78381 Q9NPC3
P78381 P49137
O95711 Q92581
Q13541 Q8IZU9
Q13542 O76015
P48061 Q8N2F6
O95715 Q13114
O95715 Q8NG06
Q494R0 P52272
Q494R0 Q8N8F6
Q9NY91 Q9Y5G2
Q9NY93 Q6DKJ4
Q9NY93 Q8IUA0
Q494R4 Q96SB8
Q494R4 O95407
Q494R4 Q06889
Q9NY97 Q8N283
C9J202 Q10586
C9J202 Q9Y2W1
C9J202 Q9Y508
Q9BWL3 Q5HYK9
Q9BWL3 Q14416
Q9BYN7 Q14978
O00222 O43347
O00222 P30926
O00222 Q9H0P0
P55316 P29353
P55316 P04003
Q6UXS0 Q8NHY6
Q9H2W2 P52569
Q9UBC1 Q02325
Q9UBC1 Q96MI6
Q9UBC2 O43320
Q9UBC2 P07510
Q9UBC2 Q86XK3
Q9UBC3 Q7Z698
Q9UBC3 P49441
Q6UXS9 Q7Z3Z0
Q9H2W1 Q96LB3
P50148 Q9P1W9
P50148 Q8TEV9
Q9UBC7 Q8N9K5
Q9UBC7 Q6P2D8
Q9UBC7 O14730
Q8NDQ6 P19387
Q92900 P01700
Q96N77 Q8TAA1
Q96N77 Q9NZD1
Q96BM9 Q6ULP2
Q13895 O76095
Q13895 Q8TD08
Q96N76 Q92925
Q96N76 O00182
Q96BM1 Q04837
P33908 P17081
P33908 O14603
P33908 P63121
Q8IY81 P26927
Q03188 Q86VR7
P0C645 A6NGR9
P0C645 P0CG37
Q6ZS10 Q92484
P0C646 P86452
Q9BYI3 H3BV60
Q2M3G4 Q9UPQ8
Q2M3G4 Q02543
Q02086 Q5GH77
Q5QJ74 P52565
Q5QJ74 Q8N129
Q5QJ74 A0A1B0GTY4
P15918 P51797
Q96LB8 Q92932
Q6K0P9 O60783
Q6K0P9 P62314
O60763 P0DP57
Q6ZVL8 A6NIN4
P29317 Q9NPH0
P29317 Q6Y2X3
Q12946 Q9NSI5
P45877 Q9NWW9
P45877 Q8TE02
P45877 O43680
P35998 Q9Y5T4
P35998 Q96FH0
Q86UE4 P48730
Q86UE4 Q04727
Q08722 Q15714
Q12948 Q02487
A3QJZ6 Q15011
P48552 E5RIL1
Q9NQL2 P31271
Q6ZSN1 Q14CZ8
Q6ZSN1 Q13206
P48066 Q8TE67
P48066 P31997
Q9P278 Q6QHK4
Q9P272 Q8N9H9
Q9UIF7 P0DP06
P51511 Q9BRU9
P51511 Q8N616
P51511 Q13461
Q9P275 Q6UX72
Q9P275 Q8N323
Q9P275 A6NGQ2
P51812 Q49A17
P51812 P01767
P51812 Q86VF5
P0C7M7 Q6NT76
P0C7M7 O14544
P51815 H3BNL8
P51815 Q9Y376
Q9NPD8 Q3MJ62
Q9NPD8 Q9UPU9
P0C7M8 O14771
Q86WW8 Q96FZ2
Q969M2 P46108
Q969M2 O60729
Q969M2 Q13133
P02786 Q96EP9
P02786 Q3LHN2
Q96IW2 A6NHX0
Q96IW2 Q9Y6W8
Q8TAF7 Q96CD0
Q8TAF7 Q9P2W6
Q8TAF7 Q7Z5A8
O60443 Q8NB42
Q8TAF5 P10301
Q9P2K3 Q9UII2
Q8TAF8 Q96MP8
P02788 Q99062
Q8NB42 Q96E09
O43566 Q92982
O43566 Q68CP4
O14493 Q9BRS8
O14493 P23769
O14493 P00491
O14493 P55287
O14494 O60810
O14494 O96013
O14494 O43592
Q9UKT9 Q9BT04
P09067 Q8N594
O95922 Q17RA5
O95922 A3KFT3
P07098 E9PQX1
Q5JS37 Q96LI6
Q5JS37 A8MTT3
Q9UKT4 A8MTL0
Q9UKT5 Q9BTA9
P0C869 Q6X4T0
P0C869 P49682
Q8NFW5 Q15041
Q8NFW5 Q9P003
P0C862 O75459
P0C866 Q5SWW7
A0A5B9 Q13191
A0A5B9 Q7Z4F1
A0A5B9 P40425
A0A5B9 B2RXF5
Q9NRR8 Q8WUQ7
Q9NRR8 Q9Y2D8
E7ETH6 O14904
E7ETH6 P01825
E7ETH6 Q8NH05
Q9NRR2 Q9P2N2
Q9NRR3 Q9BWJ2
Q9NRR1 Q8NAP8
Q9NRR6 Q8IUB5
Q96A28 P84101
P39086 Q96LL9
P39086 Q8NH56
P32971 Q9BYV6
P32971 Q9BYN0
P32970 Q9H0X6
P32970 Q969G9
Q5JTW2 Q9H5F2
Q5JTW2 C9JE40
Q92540 Q9H9H5
O43847 Q6ZS02
O43847 Q96P69
O43847 Q24JQ0
Q8IUZ0 Q96EB1
Q8IUZ0 Q75NE6
P0DN86 Q9UGI0
P0DN87 Q15554
P0DN87 Q5VWT5
P0DN80 Q6UXH8
P0DN82 Q5JXA9
P30825 Q13114
P30825 Q02156
Q5T7M4 Q2NKX9
E9PI22 Q03933
E9PI22 Q9UD57
E9PI22 P0C7T5
Q5T7M9 Q8TD30
Q5T7M9 Q9P0M4
H3BUK9 Q5QJU3
H3BUK9 Q8NGX5
P69905 Q9Y6D9
P05412 Q12908
Q9HAV0 Q9NVJ2
Q8N808 Q8IY84
A6NCI8 O14602
A6NCI8 Q05952
A6NCI8 Q9NS75
P22557 A5PKW4
P22557 Q99576
Q96SB8 O75818
Q6PJF5 P05455
Q6PJF5 Q96RN1
Q96SB4 P52565
Q96SB4 Q9NXF7
Q8N806 Q969X1
Q6A162 Q9ULZ1
Q14457 Q16663
Q8WU10 Q13617
Q8WU10 Q9UH99
Q8WU10 Q14586
Q8WU17 A8MUU1
Q14451 Q9UNL2
Q14451 Q9HD47
Q8IYW5 Q96EB1
Q8IYW5 P12525
P14652 Q9NRJ1
P14653 Q8NBF6
Q8TEB1 A0A1B0GVH4
Q8TEB7 Q12849
Q8TEB7 Q8IW45
Q9Y3Q8 P51854
Q9Y3Q7 P78324
Q8NEU8 O15305
P56705 P16234
P56705 Q6P3W7
Q9UGH3 Q9UN67
Q8N9T8 P62942
Q8N9T8 P12272
P05060 P09104
Q8N9T2 Q15646
E0CX11 P51512
Q6P1Q9 Q9UM07
Q8N119 Q8NG77
Q8N119 O43502
A5PLL7 Q86VB7
Q8N111 Q13472
Q8N111 O14776
Q8N612 Q8ND76
Q8NGP9 Q7Z7K2
Q8NGP9 P07333
Q8NGP9 Q92537
Q8NGP9 Q9NRP2
Q8N112 Q8N143
P26599 Q12905
Q9H5X1 Q9C0D0
Q6ZSV7 Q8NHL6
H7C350 Q8N5D6
Q99571 Q9Y2V0
Q99571 P42772
Q9BQA9 Q99767
Q9BQA9 P08590
Q9BQA5 P13637
Q99578 Q9H8M2
Q99578 Q9Y608
Q9BQA1 Q96HP8
Q9BQA1 Q5VW38
Q9UHP3 P31431
Q9UHP3 Q9Y2G5
Q6PL45 Q9UBT2
Q6PL45 Q08AN1
Q9NXL6 O43681
Q9NXL6 P59020
Q9NXL6 Q8WTP9
Q9NXL6 Q6ZPD9
A6NJ08 O14926
Q9Y291 P0CW23
Q9BQ70 O15403
Q6UXN7 A8MYZ0
Q9Y5G3 Q8N8D7
P11597 Q6P4F7
Q9Y5G1 O75586
Q9HDB5 Q9Y6B2
Q9Y5G5 Q96CB9
Q9Y5G4 K9M1U5
Q9Y5G4 O75190
P36507 Q6ZVT6
P36507 Q9H867
P36507 Q9NYB0
Q0VG06 Q99500
Q0VG06 Q3ZCQ8
Q9Y5G8 P0CJ69
Q9HDB9 Q6P1X6
Q9HDB9 Q5R3K3
Q9HDB9 A8MPX8
P19367 P22888
P19367 P10599
Q9NX52 Q9Y5W3
Q9NX55 P0DN78
Q96QK8 Q9NR30
Q96QK8 Q15329
Q96QK8 Q8N7E2
Q9NX57 Q9P1Z2
Q9NX57 Q9UN19
Q9NX57 P25713
A8MTB9 P55084
A8MTB9 Q13207
A8MTB9 Q86VD9
Q9NX58 Q9NUQ7
Q6UXN8 Q9NRG4
P01298 Q9UIR0
P0CJ86 P13987
Q16322 A2RU67
Q16322 P23510
Q16322 Q99470
P07316 Q96KG9
P0CJ89 Q14344
P0CJ89 Q6UXP7
P0CJ88 P55085
P0CJ88 Q96I99
P0CJ88 P36544
Q5VTH2 Q96E29
B0FP48 Q8TF42
Q9NVR2 P53677
Q8NI17 P31944
Q8NI17 Q86SZ2
Q8NI17 Q5MJ08
Q5TAQ9 O15258
Q49A17 Q86SG2
Q49A17 P06744
Q9BRA0 Q8TC20
Q9BRA0 Q9P2E8
Q9BRA0 O75795
P01562 Q6ZRI8
P22455 O95711
P22455 O95907
Q9NZG7 O60237
Q9BQ04 Q9UBM4
Q9BQ04 Q9NZL6
Q9BQ04 Q7Z7F0
Q9BQ04 Q9NS61
Q8NGG7 Q71U36
Q8NGG7 Q13263
Q9NSQ0 P46199
Q9H9S0 Q9BQC6
Q9H9S0 Q8N1C3
Q9H9S0 Q8TF71
Q8NGG1 Q5TGY1
Q8NGG0 Q9BY31
Q8NGG0 Q9H6Y5
Q96A29 Q9UN79
Q8NGG3 Q8NB91
Q8NGG3 O75170
Q96DX4 O14681
Q96DX4 Q8WTP9
Q96DX5 Q9BYG8
Q9UJX4 O95395
Q9UJX4 A8MTZ0
A4D1Z8 Q00535
Q15334 Q8WW34
Q15334 Q86V81
Q15334 A0A075B6S4
Q9UJX2 P0CW18
Q8NCL4 Q96F45
Q8NCL4 Q15172
Q8NCL4 Q8TCY9
Q8NCL4 Q5TA45
Q86VV4 Q8NCY6
Q9NR71 P42575
Q9NR71 Q15233
Q5T4T1 Q8NHU6
B1AKI9 Q12796
B1AKI9 Q8NI32
P28070 Q9NXP7
Q1A5X7 O43820
Q9NUK0 A6NGU5
Q9NUK0 Q16619
P58499 P01100
Q96KQ4 Q9NRH1
P13994 Q8N328
P13995 Q96AP4
Q6ZRP5 P16473
Q6ZRP5 Q96LB2
A4D263 Q9UIS9
P34903 P21941
P34903 O14662
P34903 Q8IUH5
P34903 O15091
Q9Y2R2 P51582
A6PVL3 P0DMP2
A6PVL3 Q86UW8
A6PVL3 Q9ULS5
O60870 Q9GZV8
O60870 P13797
O60870 O75159
O60870 Q04771
Q96E14 Q86Y46
Q9Y2R5 Q9ULJ1
Q9Y2R5 P29320
Q9Y2R5 O75113
Q9Y2R9 P48163
Q06945 Q8IWF6
Q06945 Q99217
P29762 Q96HY7
P29762 Q9BST9
Q9H900 Q9H171
P30049 P03923
P30049 Q6UX39
P30049 Q15070
P30048 P07949
P30048 P57772
Q8N8S7 P09104
Q8N8S7 Q9UQ74
Q3C1V9 Q14153
P30040 Q8NI08
P30040 P15622
P30043 Q9BZP6
P30044 Q92618
P30046 Q9Y6F8
P30046 P60059
P30046 Q5VZP5
Q9BZW7 Q9NY64
Q9BZW7 Q9BPW8
Q96NR7 Q9NRS4
Q96NR7 O94772
F5H4A9 Q5T655
F5H4A9 Q96CA5
Q96EF9 P15170
Q96EF9 Q9UMS6
O60636 A6NNL0
O60636 Q9NY43
O60636 A2A3K4
Q96LS8 P26639
P10074 Q5J5C9
P10074 P09131
A0A1B0GTK5 Q5T764
P13667 P67936
P13667 Q8TAD8
Q99608 Q8NH18
Q99608 Q5VT79
Q9H936 Q8TAX0
Q9H936 Q9Y6Q3
O95521 P60900
O95521 A8MYX2
