Q5J8M3 Q96IK1
Q9BV94 Q7Z7F7
Q6ZWK6 Q96N87
Q6ZMJ2 P04000
Q8N4Q0 Q9Y258
Q5VYV0 O60704
Q8NGK0 O95164
Q5JRC9 Q96B77
Q9UKF2 C9JDP6
Q9UKF6 P55000
Q7Z7H5 Q8WVP5
P32249 Q9BQ49
P06858 O43193
P0DOX5 Q8IX06
Q8N9F7 Q9NZU0
A6NJB7 Q5TYX0
O43760 Q16048
P0C7H8 Q6FHJ7
Q99757 Q8IXY8
P56545 P55283
A0A0B4J2A2 O95388
Q99467 Q6NSW5
P0CJ74 P48960
Q5TGY1 Q8NCS7
P78508 Q9NUQ2
Q96M27 Q9H9S3
Q5VVY1 Q96QR1
P01611 P59020
Q9NY30 Q6NSJ5
P0CG01 Q14353
A2RU30 Q86Y39
Q3B7I2 Q93083
Q15828 Q6PEW0
Q9H0I9 C9JLW8
Q96BI3 O75899
P42785 Q92633
P55957 O60383
Q9H336 P30260
P20273 A0A075B6J1
P00750 Q86UB9
Q8NEW7 Q02878
O75915 Q6UXL0
Q9NPH3 Q92482
A0A0A0MRZ7 Q53SZ7
Q16676 A2VDF0
Q15043 Q8NGD0
Q9Y5E5 Q9UHT4
P04732 Q8TCC7
P30989 O76095
Q7L5A8 Q5TC04
P26022 Q6UXD1
Q9C0J1 Q14739
Q9UBM7 P49756
A2A3L6 Q7Z602
P08621 Q5T2D3
Q96HH6 Q9NS82
A6NDP7 O14595
Q9Y694 Q9NUN5
Q8NGL3 P47985
Q5T6X5 Q6YFQ2
Q6P050 Q9UHW9
A2RU67 A0A0B4J2F0
Q8WZA0 Q5T764
Q9HB15 P35637
Q969W3 Q13217
Q96NL8 P18405
Q5TEA6 Q8NH04
Q5VV16 Q6ZNQ3
Q5VTQ0 P36957
O14604 Q9Y5Y0
Q8NGI8 Q9HC97
Q16348 Q96LA5
Q14106 Q96JF0
Q2KHT4 Q9GZV7
A8MUN3 Q9BQ87
Q6DN72 Q15612
Q7Z4W3 P24310
P11441 Q9Y5U8
P13945 Q8TC27
Q8WV19 P28336
O95727 A6NFH5
Q14739 Q92537
Q9HAK2 O60812
O14763 P49326
Q8WWG1 P19835
Q96RD9 Q5XKR9
P29508 Q8NGE0
H3BRN8 Q68D42
A0A0C4DH32 Q6NVV9
A0A075B6S5 Q8NGA4
Q8IUC1 Q15042
Q9NZH0 Q9BQW3
Q96RD0 Q9UQ49
Q9Y5E8 A8MTZ0
Q9NYW2 Q96EU7
Q7Z5H4 Q8NFK1
Q6GMR7 P78508
Q8NGM9 P60568
Q13449 Q6ZP80
Q9NXH3 Q9H2S1
A6NCS6 Q9BYR9
Q92611 P25774
Q9BZQ2 Q8WUU8
O95256 Q8IWT1
Q9UFC0 Q99518
Q9GZQ6 Q7Z6L1
P57773 Q5VVC0
P55061 Q96Q83
Q8NGJ8 P32247
P0C5Y4 Q9NV96
Q6GMV3 Q7Z624
Q9UKH3 B2RN74
P39019 Q7L5D6
P32249 Q9BQR3
Q92844 P01036
Q6ZWK4 P35520
Q8NH64 P60985
Q9NYW5 Q8N4T0
Q9BYQ8 A0A075B6I1
P03999 Q9H857
Q8NGL0 P06734
Q6NXT4 P0DN82
O00421 P19961
Q9H112 A6NFU0
Q6Y2X3 Q9H4F1
Q96DB2 P50453
Q15056 A8MWL7
O75880 Q8IXA5
A6NMS3 O95868
P04637 Q8NAJ2
P40394 Q9BRK3
Q9Y5F9 Q9H841
P61278 Q8NCL9
Q9UKQ9 Q9NY87
Q49AM3 Q9UDR5
Q96D70 Q8IZJ1
Q9Y2I2 Q9BUX1
Q96IJ6 Q9NP58
Q9NPF4 Q9BUJ0
Q8WWY7 A2VDF0
Q8IW50 Q9H4L4
Q99547 Q9BTD8
Q96RL6 Q8NH21
Q9UKP3 A0A0J9YVY3
Q8NCS4 Q5JPI3
Q8NBJ9 Q86TZ1
Q86U06 Q07507
Q9H305 Q8WV83
Q07507 Q96FB5
Q14118 Q8NGQ4
Q16718 Q14416
Q8IVG9 Q86VU5
Q5TGZ0 Q6ZMR5
Q538Z0 P22830
Q8IUN9 Q9UEY8
Q8NGH3 O14979
Q9Y258 Q13503
Q8TF63 Q96F63
Q7L5D6 Q96DB2
P13985 P51993
Q9UK39 O75083
P51687 Q6P1M3
O43688 Q53RT3
A6NCE7 Q96L15
O14669 Q8N126
Q8NGL3 Q9NS25
A6NHN0 Q7RTR2
P10620 O43169
Q9ULC8 Q9NP62
Q7Z6A9 Q9BSH3
Q9Y421 Q02325
O43557 Q7Z5A7
Q14114 Q5VT03
Q8NHC5 Q04844
Q9H3M0 Q9H2X8
Q5T6L9 P02741
P21964 A4D1T9
Q03188 Q9NWQ4
O60443 Q99489
Q3Y452 Q86YG4
Q9BY08 Q8NGH5
A8MV65 O75084
O95167 Q30KP9
Q8N690 Q96EY8
P40259 P20848
P18084 Q9H7C9
O95749 Q7RTS6
P17152 Q9HCN3
Q13183 Q9HB03
Q93075 Q8TEZ7
Q96C03 P19075
Q9NP91 P21728
Q9NVS2 Q8NC56
Q52LR7 Q9H4I9
Q5TA76 Q07666
Q9NS26 Q14699
A6NC62 Q6PCB0
Q7Z601 P09132
Q3LI76 Q14019
O95568 Q9BW72
P39900 O43583
Q9BXJ2 Q8N801
Q6UWS5 Q8IYS1
P31513 Q99616
Q6UY14 P47914
Q9UN73 Q6IPT4
P11678 Q8IY67
P13985 Q5DT21
Q8N967 P51808
Q8NE18 Q9NZD8
Q8NCQ2 Q13491
P39900 Q68CR7
Q8N2Q7 O00186
P20382 Q07627
Q8IW92 P00395
Q6PB30 Q16048
P43657 Q13228
Q96MU7 P16035
Q6P461 O43765
Q6ZYL4 D3W0D1
P14902 Q6PL45
P11226 P07202
Q86UF1 P46926
Q6P3W2 Q3SYF9
P56597 O75865
Q9BQ31 Q6N063
Q9NZ38 Q9BQD7
Q58FG1 Q69YW2
Q8NH02 P11926
Q9NVM1 Q8N4S7
Q5VT66 Q76B58
P78358 Q2M238
Q86WK7 P01903
P09758 Q15622
Q9UJ99 P01817
O14613 Q8NC56
Q9H892 Q5VZR4
P0CJ76 P33681
P11049 Q9BTV6
Q86UY8 O15042
Q8TDW4 Q8N4F0
Q8NFQ5 Q9HDC9
Q9Y284 Q9BX95
Q9Y5T4 Q6UWP7
Q8NGL2 Q14DG7
Q9ULQ0 P14867
Q9BQ66 Q96GQ5
Q13410 P55017
P17600 Q9BZL3
Q99447 Q9H772
O00462 O14925
A6NHR8 Q9BVX2
P00846 Q9H4G1
Q6NW29 P19876
Q8IY45 Q9BQ87
Q9Y5Y0 Q9NSA3
Q13410 P13640
P22749 O60506
O96024 Q8IY45
Q9NX61 Q5SQ64
Q17R60 Q9NZJ0
A6NDV4 P43681
P13640 Q9UKA2
Q92982 P18440
Q5VZR4 Q9NZC2
P30519 Q9P2U7
Q86VE9 A6NFY4
Q13166 Q9BW30
Q5SRR4 Q8N3Z0
Q96KN9 Q9H6X4
Q86X52 Q9HB03
Q8TAF8 Q96MP8
P07327 Q6UWN8
P61582 Q96AM1
P01594 Q15223
Q9H1V8 Q8NDX9
P52298 Q9NUX5
Q92845 Q9NQL9
Q96Q91 P49223
P37268 A6NJY4
A6NGY5 O43583
Q14CZ0 Q96JK2
Q8IVB4 P35326
A8MXV6 A6BM72
Q5W186 Q9Y237
Q96MT7 P0CJ73
Q9BQD1 O43508
Q9NTX9 Q13895
Q9NX76 Q96SJ8
Q9NPI9 Q96GY3
Q6KF10 Q92636
B2RXF0 Q9NPC2
P32246 Q86VU5
Q12796 Q9H598
P16520 Q6IBS0
Q495N2 P57721
Q96PE7 Q6AI14
Q14108 A6NGN9
Q9H061 P51114
P10646 Q8N5M9
P00746 P25101
P20848 Q53EU6
Q5RI15 Q6ZMB0
P58215 Q9BVA0
Q9NU39 Q8NHP7
Q9C010 P04156
B9A014 Q8TC57
Q9NWW5 Q9UKY7
P24588 P03971
Q8NGK2 Q9HA64
Q5W0Z9 O14842
Q6MZP7 A0A0C4DH32
O43240 Q5T013
A8MPS7 P30953
Q6P5X5 Q6NXN4
Q96DY7 Q8WTV0
Q9P0S3 Q6WQI6
Q86TS7 Q9NZY2
Q14330 Q6UY01
P09238 Q96MG2
Q8N4P6 Q8N6N2
Q8WV48 P19835
Q6NVV9 Q5VV43
P01619 Q9GZV3
Q5T319 O15144
Q8IYR6 A6NNN8
Q5T5A4 Q9NYV9
B2RUY7 Q7Z3C6
Q96JK4 O14626
Q3SYB3 Q7Z7J5
Q15020 Q5JSQ8
Q9BRR6 O75293
Q5JPI3 Q96MV1
P02775 Q86SJ6
Q9Y3B2 Q8N6N3
O95070 P04637
O94808 Q6UXX9
Q8NFH4 Q68D91
A6NDE4 P52655
Q6ZPA2 Q96RT8
Q08722 P61626
P98175 Q02790
Q96S86 P09341
Q9UGM5 Q96PS8
Q8TAT8 Q14137
Q9H841 Q9NS26
Q14CZ0 Q6NUT2
Q9BY21 Q96AN5
P13236 P06881
Q6RFH5 Q15399
Q8TAZ6 Q9HCL2
Q8TEQ8 P34910
Q2M3A8 A6NIE6
Q9BQ89 Q92583
Q9H720 P62750
A8MZG2 Q96JW4
Q8WWZ8 Q9NUC0
O43920 Q9P2E7
P59046 P48960
Q9H503 Q8IXQ9
O75427 Q5PT55
Q7RTY3 A6NDV4
P22083 P37837
Q9UK39 P21926
P42702 Q9H171
P40126 A0A075B6J9
P55808 Q14324
Q86UL3 Q14982
Q96MF4 P01825
P03971 P08700
P0DMM9 A6NH00
P17152 Q8N2H4
Q8NEQ5 Q96PS1
Q8TDS5 P08034
O95867 Q96FZ2
Q1W4C9 Q14318
Q5SWA1 O95389
P07288 Q96FV3
P16930 A0A0C4DH34
Q13409 Q9Y639
Q8TD47 O75414
Q9BWV1 Q96M15
Q96RC9 Q9UHP9
Q9P298 A6NFX1
P83876 P31321
P25398 Q9BVW6
Q5BN46 Q9P209
Q7Z6R9 Q5M9Q1
Q5GJ75 Q496F6
Q9NUE0 Q9H840
Q9NZ20 O60613
O75899 Q8N608
P11413 Q9UKA9
P43631 Q67FW5
Q86YR5 Q86YW5
Q9Y484 Q9BX74
O95025 Q8TDS5
P0DO92 Q7Z4T8
Q9Y284 Q8IZ02
P61571 Q8IX05
Q9H4L4 O43447
P58294 O94826
P0DP04 O43822
Q6ZYL4 Q53FZ2
Q12834 Q9Y4A9
Q9UMY1 O15235
Q96R28 B5MD39
O95178 Q96KT0
Q969E8 Q6UWW0
Q7Z4B0 O14530
Q9H339 Q9Y5R6
P46093 Q6IA17
Q9BYR4 Q5SWA1
P07202 Q9ULC8
Q86TV6 P52434
Q02083 A6NET4
Q96G27 P21781
O00330 P14618
Q8N743 P08247
Q9BS86 P13688
Q92902 Q9HAK2
P0DP01 Q03395
Q96NZ9 Q5MJ10
Q5GJ75 P51677
Q9P2W7 Q01718
P02489 P11166
Q96HI0 Q9NS64
A6NDV4 Q9UKM9
Q9Y3Q7 P78324
P10147 O43462
P19835 P0DP74
P81408 Q14151
Q9H341 P00167
P28908 P03886
Q92633 Q6P087
E7EW31 P05814
Q9NPA8 Q9Y2A9
Q8TF01 Q13472
O14493 P55287
Q9NUJ1 Q96RA2
P16389 P28908
Q8N4P2 Q9UJU5
Q8N4P6 Q8NG78
O95279 P29274
Q9UG63 Q9NWQ4
Q6UXU6 Q9ULM6
Q8N9F0 Q8TB73
Q86SU0 Q92187
Q8NA57 Q9H7B7
Q86XI8 P0CE67
Q5JQF7 Q8N0U8
Q9NQ25 Q08380
Q8N9Q2 Q6IF42
P78508 Q8NGC8
Q15544 Q8NGS4
Q9UK99 P13498
Q8N9M1 P10147
O14493 Q9BRS8
P01242 Q9UGN4
Q9BYR4 Q86X45
P51571 P13798
Q14773 P46926
O95479 Q9H0R6
P62937 Q9H106
P51511 Q9BRU9
Q9UMY1 P50453
P22760 Q99836
P98172 Q15465
A6NCL2 Q5HYJ1
Q86SI9 Q14831
P07741 Q9Y639
Q9Y639 P30872
Q7Z7B8 Q9BY76
O00425 Q7Z3B0
P15086 P50391
Q538Z0 P08034
Q7Z7J5 Q92952
Q12860 Q5U4P2
P58418 Q13740
Q96A04 P06733
Q719H9 Q9BXY4
Q96R45 O14926
P84103 Q9HB75
P0C7Q6 O43736
Q9BWQ6 O43561
P60602 A8MUX0
A4D2G3 Q96DU3
Q9Y2C9 P32121
Q5VTL8 Q16739
P25685 A0A0A0MRZ9
Q9Y281 A6NKK0
Q8IXQ9 A6NGN9
O76076 Q5JTN6
Q12926 A8MUL3
Q96HY7 P01213
Q6ZP01 P10599
Q6UX53 Q8N3G9
Q9UKR3 O75954
Q9NRL3 P62891
Q92583 Q8IYK2
A6NGA9 Q9GZN0
P23975 Q8WWX8
Q6UWF3 Q6N069
Q8WTX7 P83111
Q6ZPD8 Q7Z7J9
O60443 Q96A26
A4D1T9 Q9Y3T6
O15263 Q8IXX5
Q96BF3 Q8IWA5
Q9NPC2 Q9BYE3
Q8NFH4 Q8NI17
Q9NPD3 Q01453
Q96MS3 Q9H0V1
Q9NSI5 P06280
Q96R47 Q8NGN4
O15432 Q8N5W9
Q6UN15 O14595
Q9NY30 P52888
Q9NXL6 Q6ZPD9
A8MU10 P0CF75
Q86TG7 P51571
Q13021 Q13591
O15213 Q96KV6
Q6FI81 P01705
Q2MV58 Q9H8P0
P35325 Q96R54
Q30154 Q96H22
P27635 P48304
Q02078 Q6UW10
Q15849 Q0D2K5
Q8N0U8 O60391
Q2T9K0 Q9NP94
Q9NXF8 Q7Z4G1
Q587I9 Q4KMQ1
P62873 P14770
Q6ZN68 P50402
O75144 Q9NR97
P25105 Q96B42
Q13520 P15391
O96024 A0A075B6H9
P05452 Q13278
O43169 P28325
Q8WVV9 P21246
Q13508 Q9Y5Y7
Q52LR7 Q9NPB9
P43121 Q5VY09
Q8NCC3 P00846
Q07955 Q96DZ9
Q9H425 Q9NPE3
Q9P2K5 Q15722
Q99990 Q5T7M4
Q9H0V1 O15226
A4D0Y5 P61758
Q01362 Q03188
P33947 Q10471
Q6UWW9 Q7Z692
A6NND4 P60328
O95825 Q9Y2S6
Q96P68 P21917
Q9P1F3 Q96RK1
Q7Z2V1 P59535
P28221 P04004
A0A0C4DH73 Q6ZSA7
P49406 Q30201
P35408 Q15646
P21741 Q9H063
Q9BSB4 Q9BZX4
Q99928 Q9NRZ7
Q96EC8 Q96ES6
Q9ULC4 Q8NG94
Q8NH49 Q96DL1
Q6PL45 O43193
Q92806 O14786
Q8ND94 P10155
Q9UL33 Q14213
O75593 Q9NPA8
Q9Y546 Q99735
Q08AM6 P17405
O43813 Q92914
Q9BVW6 Q8N350
P53708 Q9BW27
Q99627 Q7Z602
Q9P2J9 O60383
Q92845 Q9UJ96
Q96EH3 Q56P42
Q5PR19 Q9HD64
Q969H0 Q3SXM0
Q7Z5M8 Q86TA1
Q2UY09 Q9HC57
Q5TEU4 P37088
P32297 Q5VTT2
Q69YG0 Q5T2D2
Q9H322 Q8N614
O75462 Q9NYK1
Q9BQ87 Q6PCB5
P19801 Q9BUH6
P21453 A0A0J9YXX1
Q6P461 Q9ULC8
Q8WTQ4 Q9UL51
A1A5B4 Q5JXA9
Q6ICL7 P14618
P0DM35 Q8IVM8
Q16854 Q9NRJ3
P54198 Q8WVV5
P28300 Q14392
Q9H237 Q86VR7
Q9Y2P4 Q6UWN5
Q5W0N0 Q9P016
Q8IUS5 Q5TA45
O76099 Q7Z4B0
Q9NZH0 Q8NFV5
O96024 P41271
Q8IYI0 Q3LI81
Q969P0 Q5T9L3
P09238 Q9NV06
P17181 P0DOX3
A6NKF7 Q9Y3C4
P49247 P20292
Q0VDE8 Q6P7N7
Q04844 Q9Y6L6
Q8NH61 Q0P651
O60238 Q8NH69
P09669 I3L273
Q8N1A6 P20382
P20273 Q9H269
P23975 P07954
Q29980 Q15165
P48551 Q9ULK2
Q495T6 Q8N4F0
O76000 Q8N8U3
Q12951 P11684
Q8IZM0 Q8NC44
Q9NRR2 P48039
P59646 Q9H313
Q3ZAQ7 P48775
A6NC62 Q14515
Q9BTD8 Q96RD0
P01308 Q9NV88
P0C646 Q15070
P80748 Q5T5A8
P02760 Q9H6R6
F8WCM5 Q6XCG6
Q16613 Q9UBK9
Q8IU57 Q8NCQ7
Q8IXS0 Q9H649
P09917 A1L429
Q9P013 P54922
Q5VYV0 Q5PR19
Q08AI6 Q9NWX6
O95881 Q9ULV1
Q92552 Q8IYJ0
P10720 Q8TBR5
Q8NAT1 Q9UHA4
Q8N1N0 P47224
P00326 P04196
O75446 P28476
Q8WTQ1 P49221
Q92520 Q9Y639
Q9NWT1 Q16739
Q15615 Q9H0A8
A2VDF0 O43524
Q96LA8 O00478
P55073 Q96C23
O60930 P33897
Q8IVV7 Q13606
Q13371 Q8NGR3
Q05BU3 P28068
P01893 Q13591
P62879 Q96LB8
Q5BIV9 Q5T6F2
Q9UKV0 Q9Y597
Q06520 Q9BYW3
Q8NDV2 Q5SZQ8
Q9GZV4 P61925
Q8WTV0 P19022
Q75QN2 P15169
O00519 P62879
O95760 Q7Z739
P04001 Q8NH01
Q9BU61 Q15119
P33151 P23515
Q6UW32 P39019
Q14011 Q9H0Q3
Q4G0X4 Q9Y2Q3
Q96L12 A6NCL1
O14718 Q96CN7
P00748 Q92876
Q9BZM4 O95264
Q96A84 Q5VWX1
P98066 O96000
Q9HD45 Q6VB84
Q5JXX7 C9JG80
Q9H790 Q15543
P35606 Q96T55
P0DOY2 Q8TB40
Q06203 O75072
Q9H3S5 Q9NQ39
O95671 Q96CJ1
P28068 P25063
O43692 A6NC62
Q9NWN3 Q6L8G5
Q9Y5H2 Q12797
Q9NZD8 P55317
Q9H4G4 H3BNL8
Q9NPB9 P13985
O75473 Q0VDD5
Q9NYV7 Q01113
Q8N8U9 O75420
P48052 Q6YBV0
Q86TG7 O43524
Q9BTF0 P30989
O14960 Q14392
Q15435 P02763
Q8IXL6 P15104
Q6UXN2 Q9BYQ7
Q9Y6M9 P59091
Q9UKY7 Q8NGB8
Q14246 Q08357
O75845 Q6ZP01
O60565 Q8WVE7
Q5VYV0 A0A075B6K6
Q5TA77 Q96HH6
Q6ZS46 Q86VL8
Q5JTW2 C9JE40
Q8WW18 P08514
Q16280 Q15818
Q5VVC0 Q9NZH0
Q5RL73 O75494
L0R6Q1 P17600
Q99470 A8MV72
Q13093 Q99871
Q2TAA5 P07900
O14498 Q9UBM8
O95832 Q9BTK2
Q9P296 Q8N5C7
Q9BW04 Q6PH81
Q9GZS1 O60507
Q8N3F9 Q96GQ5
Q6P1Q9 Q9UM07
Q8WXF3 P0C851
Q8NGS6 Q96DI7
O60667 Q9P0K1
Q8NEA5 Q9Y580
Q5TA76 Q9NYW1
Q96KC8 Q9H239
A0A075B6K2 Q6UWP7
Q8IYS1 P43119
Q96FV3 P10155
Q8NFT8 Q9UDX5
Q96A84 Q8WZ71
Q13371 Q9UHD4
O95059 Q8N2H4
Q86YQ2 Q9UJ14
Q8N4W6 O00322
P22413 P34820
Q96AB6 Q15822
Q5JS37 P57727
Q7Z5M8 Q8NG85
Q9H900 Q9H171
P01909 Q76EJ3
Q9BPW8 Q9BQY6
P09038 Q8IZ52
Q8NH19 Q6P2I3
O60938 Q12891
Q9BXJ5 Q8NGW1
P51003 Q0VD83
Q9NQM4 P61812
Q8NGJ6 Q9Y6A4
Q1W4C9 Q8NGC1
P0CB38 Q15760
Q7Z6A9 Q9Y6L6
Q9UIV1 Q5T442
A6NML5 Q9GZN6
P13929 Q8NH08
