Q9NQ79 Q15555
Q9UKV8 P06400
Q9UKV8 Q9UHD2
Q9UKV8 A7MCY6
Q9UKV8 Q9HA38
Q9UKV5 O94905
Q9UKV5 P55072
Q9UKV0 P41182
Q9UKV0 P41212
P35606 P19838
P35609 P12814
P35609 O43827
P35609 Q9UKG1
P35609 Q5PSV4
P35609 P26842
P35609 P50461
P35609 Q9NRI5
P35609 P23771
P35609 Q8IYT4
P35609 P22460
P35609 Q9H2S1
P35609 Q8IY33
P35609 P00540
P35609 Q53GG5
P35609 P62140
P35609 P47897
P35609 P63244
P35609 O95863
P35609 P23497
P42566 Q0JRZ9
P42566 P16333
P42566 P26045
P42566 Q8WXE9
P42566 Q9UMX0
Q6P1M9 Q92624
O76083 O95817
O76083 P49759
O76083 Q49AN0
O76083 Q9H8Y8
O76083 O76011
O76083 P25791
O76083 Q7Z3S9
O76083 Q13049
O76081 Q8NEC5
O76081 P49639
O76081 P10809
O76081 Q2WGJ6
O76081 Q9NQS3
O76081 P32242
O76081 Q8WUK0
P60709 P63261
P60709 P11142
P60709 O14950
P60709 P14598
P60709 Q92636
P60709 P37802
P60709 Q9BSI4
Q9BXF9 Q13137
Q9BXF9 Q9H8Y8
Q9BXF9 Q12933
Q92569 Q8IZP0
Q92569 P10275
Q92569 P22681
Q92569 Q96LK0
Q92569 P46108
Q92569 O43559
Q92569 Q13480
Q92569 P10721
Q92569 Q6GQQ9
Q92569 Q8N2H9
Q92569 P42336
Q92569 Q5SXH7
Q92569 Q05397
Q92569 Q9NP31
Q92569 Q8WXH5
Q92569 Q99619
Q92569 P12931
Q92562 Q08AM6
P57087 Q9BX67
Q9HAT8 Q12891
Q9HAT8 P51617
Q9HAT8 Q9NWZ3
Q9HAT8 Q15276
Q9HAT8 Q02446
Q9HAT8 Q13049
Q8WU79 O75553
Q8WU79 Q9Y5V3
Q9H257 O14639
Q9H257 Q08117
Q9H257 Q9H2G9
Q9H257 Q53TS8
Q9H257 Q9BWT7
Q9H257 Q8IYA8
Q9H257 Q8NHQ1
Q9H257 Q2TBE0
Q9H257 Q9UER7
Q9H257 Q9UII6
Q9H257 Q6NT76
Q9H257 Q7L273
Q9H257 P08727
Q9H257 Q15323
Q9H257 Q6A162
Q9H257 P25800
Q9H257 Q9BRK4
Q9H257 P50222
Q9H257 Q9P286
Q9H257 P40425
Q9H257 Q8IXK0
Q9H257 Q9NRD5
Q9H257 Q9Y2D8
Q9H257 O75558
Q9H257 Q9UBB9
Q9H257 Q13829
Q9H257 P36406
Q9H257 Q14134
Q9H257 Q8IWZ5
Q9H257 Q9BYV2
Q9H257 Q3SY00
Q9H257 Q9Y4E8
Q9H257 Q8N3Z6
Q9H257 Q8TAU3
Q9H257 Q7Z3I7
Q9H257 Q96SQ5
Q9H257 Q8N720
P08670 P31749
P08670 P31751
P08670 Q9H6U6
P08670 Q14457
P08670 Q14194
P08670 Q2TBE0
P08670 P17661
P08670 P14136
P08670 O95251
P08670 P35900
P08670 O76036
P08670 P07197
P08670 Q9HC29
P08670 Q96IZ0
P08670 Q16512
P08670 P41219
P08670 P54727
P08670 O95361
P08670 Q9BQE3
P08670 Q8N3L3
Q8TED0 Q969X6
P40121 Q8IUQ4
Q71F23 P37198
Q71F23 P53350
Q71F23 Q9UBB9
Q99558 Q16543
Q99558 O15111
Q99558 P08238
Q99558 O14920
Q99558 Q12933
Q99558 Q9Y4K3
P29353 P05067
P29353 P10275
P29353 P46108
P29353 Q13480
P29353 P62993
P29353 P10721
P29353 P28482
P29353 P27986
P29353 Q05209
P29350 P20273
P29350 Q9BZW8
P29350 P20138
P29350 P19235
P29350 P31994
P29350 Q13643
P29350 P62993
P29350 P43626
P29350 P43628
P29350 Q6GTX8
P29350 P06239
P29350 Q8NHL6
P29350 Q8N423
P29350 O75022
P29350 Q8NHJ6
P29350 P16284
P29350 Q9UKJ1
P29350 Q05397
P29350 Q8N1K5
P40692 P63261
P40692 Q6NSI4
P40692 P17661
P40692 P52292
P40692 P43361
P40692 P20585
P40692 P54278
P40692 P26045
P40692 Q8NA61
P40692 O94941
P40692 O75152
Q9Y5E9 O43586
Q13177 Q15052
Q13177 Q14155
Q13177 P62993
Q13177 P08631
Q13177 P53667
Q13177 P16333
Q13177 P04049
Q13177 Q8TEJ3
Q13177 O94875
Q13177 O60504
Q13177 P12931
P07333 P09603
P07332 P10275
P07332 P15311
P07332 Q13480
P07332 P10721
P07332 P54274
P61764 Q0VDD7
P61764 P11142
P61764 P50222
P61764 O75558
P61764 Q8N4C7
P61764 Q13190
P61764 O00635
Q86WJ1 P09874
Q96PM5 O60662
Q96PM5 P50222
Q96PM5 Q969F2
Q96PM5 Q9UBE8
Q96PM5 Q7Z3S9
Q96PM5 Q9C0C4
Q96PM5 Q8TF42
Q96PM5 Q6RFH5
Q9NZI2 Q9NZV8
Q9NZI2 Q9UK17
P50461 P35609
Q96L14 Q9P2A4
Q96L14 Q96HB5
Q96L14 Q8NHS4
Q96L14 Q9BVG8
Q96L14 P25800
Q96L14 P61968
Q96L14 Q6P5Z2
Q96L14 Q969G3
Q96L14 O95295
Q9UJV9 Q8NHQ1
Q9UJV9 Q8IUQ4
Q2TAK8 Q53EZ4
Q2TAK8 Q9HD26
Q8WV41 Q13444
Q8WV41 Q05193
Q8WV41 Q9Y5X1
P54577 P09874
Q9ULD6 Q9Y4D1
Q9NTW7 Q14192
Q9NTW7 P25791
Q9NTW7 Q8TBB1
Q9NTW7 Q8WV44
Q6ISS4 Q9Y6C2
Q6ISS4 O43765
Q6ISS4 Q9UMX0
Q9UK80 Q6A162
Q96PC2 Q13114
Q9UMX0 Q9BXJ5
Q9UMX0 O43852
Q9UMX0 Q03692
Q9UMX0 Q8IYK4
Q9UMX0 O95967
Q9UMX0 P42566
Q9UMX0 Q9HBU6
Q9UMX0 P12318
Q9UMX0 O75084
Q9UMX0 Q14416
Q9UMX0 P52789
Q9UMX0 P48723
Q9UMX0 Q9P2K6
Q9UMX0 Q6ISS4
Q9UMX0 P33993
Q9UMX0 Q96C03
Q9UMX0 P55198
Q9UMX0 Q96IV0
Q9UMX0 P01160
Q9UMX0 Q9BVL2
Q9UMX0 Q9UBU9
Q9UMX0 Q96AQ6
Q9UMX0 P23284
Q9UMX0 P45877
Q9UMX0 P55036
Q9UMX0 Q9H0X6
Q9UMX0 P04843
Q9UMX0 P13521
Q9UMX0 Q96GD3
Q9UMX0 Q9H173
Q9UMX0 P10124
Q9UMX0 O75886
Q9UMX0 Q96DC7
Q9UMX0 Q13049
Q9UMX0 Q9NRR5
Q9UMX0 Q6P1L6
Q04864 Q08117
Q04864 O95376
Q04864 Q8TDY4
Q04864 Q7Z3C6
Q04864 Q8N5M1
Q04864 P54253
Q04864 Q9NY43
Q04864 Q9NP86
Q04864 P42773
Q04864 Q96LK0
Q04864 Q13111
Q04864 Q9Y6H1
Q04864 Q96Q77
Q04864 P61024
Q04864 P27658
Q04864 Q96FN4
Q04864 P04053
Q04864 Q9Y6G9
Q04864 Q5JVL4
Q04864 O95834
Q04864 Q7L775
Q04864 Q14192
Q04864 Q8NFF5
Q04864 P62993
Q04864 O14929
Q04864 O00291
Q04864 Q14847
Q04864 P25800
Q04864 P25791
Q04864 Q9UIQ6
Q04864 Q9UBU8
Q04864 O43639
Q04864 Q14511
Q04864 Q00653
Q04864 P25963
Q04864 Q9UJX0
Q04864 Q92882
Q04864 Q01804
Q04864 Q9HBI0
Q04864 Q494U1
Q04864 Q9NQV6
Q04864 Q13882
Q04864 Q8WWW0
Q04864 Q8IX06
Q04864 O00560
Q04864 Q9UDX3
Q04864 Q9BV90
Q04864 O75716
Q04864 Q9HCN3
Q04864 Q96PN8
Q04864 Q5T7W7
Q04864 Q6DKK2
Q04864 P57075
Q04864 Q8IZ13
Q04864 Q6UX98
Q04864 Q8TAU3
Q04864 Q7Z398
Q04864 Q8TBZ8
Q04864 Q7Z3I7
Q04864 Q7L2R6
P18848 P18847
P18848 Q13515
P18848 Q9Y297
P18848 P49715
P18848 P17676
P18848 P49716
P18848 P53567
P18848 Q9NS37
P18848 P35638
P18848 Q9NRI5
P18848 P01100
P18848 Q96CN9
P18848 Q92805
P18848 Q0D2H9
P18848 Q08AF8
P18848 P05412
P18848 O14777
P18848 Q96RU7
Q96EX3 Q9BYV2
P18847 P15336
P18847 P18848
P18847 P17544
P18847 Q9NR55
P18847 P53567
P18847 P35638
P18847 Q14192
P18847 P05412
P18847 P17275
P18847 P17535
P18847 O95644
P18847 Q04206
P18846 P16220
P18846 P05412
P18846 O95644
P18846 Q16649
Q9Y3L3 P54274
Q9Y3L3 Q15642
P17655 P04632
P17655 Q8IUH5
P05204 Q15554
Q15027 P62993
O00541 Q14137
Q15051 Q9BXC9
Q15051 Q96RK4
Q15051 Q8IWZ6
Q15051 Q3SYG4
Q15051 Q8TAM2
Q9H7H0 P54253
Q9H7H0 Q13137
Q9H7H0 Q8NHQ1
Q9H7H0 Q6A162
Q9H7H0 Q8NA61
Q9H7H0 Q9UBB9
Q9H7H0 Q13077
Q9H7H0 Q15654
O95219 O00499
O95219 P43360
O95219 Q5VWJ9
O95219 Q9UNH6
Q8TCG1 P30153
Q9P1Z2 Q96LK0
Q9P1Z2 Q2TBE0
Q9P1Z2 Q9UII6
Q9P1Z2 O14777
Q9P1Z2 Q8TC07
Q92956 Q12933
Q92956 O00463
Q99962 Q13444
Q99962 Q13443
Q99962 P50570
Q99962 Q99961
Q99962 Q99963
Q99962 Q96B97
Q99963 Q99961
Q99963 Q99962
Q99784 Q9NRI5
Q99784 P50222
P42224 Q16531
P42224 O95786
P42224 Q01094
P42224 P01100
P42224 P17181
P42224 Q01804
P42224 P19793
P42224 P52630
P42224 P40763
P42226 P24394
P42226 Q9UHD2
Q8WW24 Q9UKT9
Q8WW24 O43790
Q8WW24 P43358
Q8WW24 Q9GZV8
Q8WW24 P10276
Q8WW24 O75478
Q8WW24 Q15654
Q9UI47 Q7Z353
Q9UI47 P78424
P62191 O60341
P62191 P50222
P62191 P35998
P62191 P43686
P62191 P62333
P62191 Q13200
P62191 P55036
P62191 Q16401
P62191 O43463
P62191 Q96BR9
Q9BUZ4 Q8N9I9
Q9BUZ4 Q7L5A3
Q9BUZ4 Q08379
Q9BUZ4 Q9H8Y8
Q9BUZ4 P09067
Q9BUZ4 Q9NPH2
Q9BUZ4 Q7Z3B3
Q9BUZ4 O60341
Q9BUZ4 Q15323
Q9BUZ4 Q6A162
Q9BUZ4 Q8N0U6
Q9BUZ4 O75052
Q9BUZ4 P47897
Q9BUZ4 Q8IX06
Q9BUZ4 Q96EA4
Q9BUZ4 Q9P0N9
Q9BUZ4 Q9Y2W2
Q9BUZ4 Q9H0M0
Q9BUZ4 O00308
Q9BUZ4 P17036
Q9BUZ4 Q9P0T4
P04150 P31749
P04150 P01730
P04150 P41235
P04150 P07900
P04150 Q6ZU52
P04150 P06239
P04150 P82094
Q96JH8 Q8TAP6
Q96JH8 P15976
Q96JH8 Q15323
Q6PCD5 Q00987
O75689 Q92997
O75689 Q08379
O75689 Q9H190
Q9H8E8 P14373
O15389 Q15645
O15389 Q08AM6
Q8N4B1 O60504
P17643 O14908
Q68CQ4 Q8NHQ1
Q68CQ4 Q8TD10
Q68CQ4 Q96T51
P49190 Q9NP66
Q8NHJ6 P29350
Q6Q0C0 Q99759
O43365 Q15437
O75022 P29350
Q8IWZ6 P05062
Q8IWZ6 Q8TAM1
Q8IWZ6 Q6ZW61
Q8IWZ6 Q9BXC9
Q8IWZ6 P78371
Q8IWZ6 Q15051
Q8IWZ6 P05412
Q86Y97 Q13185
Q96MP8 Q92997
Q96MP8 Q9GZT8
Q96MP8 Q9C040
Q9UNA4 Q9Y4K3
Q9UNA4 Q9HCM9
Q9UNA4 P18887
Q9UNA4 Q8NCP5
P61371 Q8NB15
P05787 P62993
P05787 Q9Y6K9
P05787 P19012
P05787 P05783
P05787 P08727
P05787 Q7Z3Y7
P05787 Q15323
P05787 O76015
P05787 Q6A162
P05787 Q9UBB9
Q9HAK2 Q13077
P05783 Q14457
P05783 Q08379
P05783 O14964
P05783 Q9Y6K9
P05783 P48668
P05783 P05787
P05783 Q8N0S2
P05783 Q99816
Q9NQ69 Q2TBE0
Q96GE4 Q8NA61
Q13547 Q9UKG1
Q13547 Q9C0K0
Q13547 P68400
Q13547 Q9UER7
Q13547 P17844
Q13547 Q9UJW3
Q13547 Q01094
Q13547 Q66K89
Q13547 Q99684
Q13547 Q92769
Q13547 Q9Y4K0
Q13547 P43355
Q13547 Q9UIS9
Q13547 O95983
Q13547 Q8N108
Q13547 Q13330
Q13547 O94776
Q13547 P19838
Q13547 Q15466
Q13547 Q9Y5X4
Q13547 Q9NQX1
Q13547 Q96N64
Q13547 P06400
Q13547 Q09028
Q13547 Q16576
Q13547 Q9UKL0
Q13547 Q04206
Q13547 O95863
Q13547 P08047
Q13547 O43463
Q13547 O95365
Q9BYN7 Q2WGJ6
Q9BYN7 O15481
Q9UBC2 Q969G5
Q9UBC3 O75530
Q9UBC3 Q15910
Q9UBC3 Q96T88
Q9UBC3 Q9UKY1
Q92900 Q96AP0
Q92900 Q9NPI6
Q92900 P15170
Q92900 Q8IYD1
Q92900 Q9UN81
Q92900 Q9UPR3
Q92900 Q92540
Q92900 O95793
Q92900 O14746
O00560 Q9NYB9
O00560 Q08117
O00560 Q6AI12
O00560 Q92688
O00560 Q13137
O00560 Q68D86
O00560 Q8IYA8
O00560 Q9H5V8
O00560 P55273
O00560 Q53EZ4
O00560 P49760
O00560 P49761
O00560 O43186
O00560 P0DMU9
O00560 Q8NHU0
O00560 Q13838
O00560 Q96EV8
O00560 Q9NT22
O00560 A1L162
O00560 Q13643
O00560 Q8NFF5
O00560 O75084
O00560 O15347
O00560 P49639
O00560 P31268
O00560 Q13422
O00560 O95259
O00560 Q719H9
O00560 Q8NC69
O00560 Q7L273
O00560 Q53G59
O00560 O95198
O00560 Q9NQ48
O00560 Q9UPY8
O00560 O95983
O00560 Q9NPJ6
O00560 P50221
O00560 P50222
O00560 O95544
O00560 Q15223
O00560 Q7Z3S9
O00560 P49902
O00560 P0CE72
O00560 Q92882
O00560 Q8IXK0
O00560 P62333
O00560 O43586
O00560 Q04864
O00560 P13489
O00560 P35268
O00560 Q59EK9
O00560 Q8IUQ4
O00560 P12931
O00560 Q969V4
O00560 Q12800
O00560 O00463
O00560 P14373
O00560 Q13049
O00560 O00635
O00560 Q9BYV2
O00560 O43829
O00560 Q96BR9
O00560 Q6AZW8
Q8IY81 P19525
Q8IY81 Q9Y6K5
O14545 Q96IV0
P18433 P62993
P18433 P12931
Q02086 Q14192
Q02086 P33993
Q5QJ74 Q8TBB1
Q5QJ74 P50222
P15918 P16333
O60763 Q9UNI6
O60763 Q9UIA9
P29317 P35222
P29317 Q15375
P29317 P08238
P29317 Q05397
P45877 O43765
P45877 Q9NZ09
P45877 Q9UMX0
P35998 P62191
P35998 P62195
P35998 Q16401
P48552 Q8NHQ1
P48552 Q13642
P48552 O15379
P48552 P10276
P48552 Q8N895
P51813 P11309
P51813 P40763
P51812 P28482
Q86WW8 Q15323
P02786 Q96BA8
P02786 O43765
P02786 Q9P0V3
O60447 Q9UKT4
O60447 P53350
Q9P2K3 Q9H2G9
Q9P2K3 Q68D86
Q9P2K3 Q01850
Q9P2K3 Q53EZ4
Q9P2K3 A1L4K1
Q9P2K3 Q5VSY0
Q9P2K3 Q08379
Q9P2K3 Q9UKT9
Q9P2K3 O60341
Q9P2K3 P19012
Q9P2K3 Q15323
Q9P2K3 Q6A162
Q9P2K3 Q86VQ0
Q9P2K3 Q9BRK4
Q9P2K3 P43360
Q9P2K3 Q8TD10
Q9P2K3 Q9GZV8
Q9P2K3 Q9UBB9
Q9P2K3 Q12933
Q9P2K3 P14373
Q9P2K3 Q8IWZ5
Q9P2K3 Q9BYV2
Q9P2K3 Q9BZW7
Q9P2K3 P40222
O43566 Q9BSI4
O14490 P78352
O14490 P62993
O14490 P16333
O14492 P22681
Q9UKT8 Q16543
Q9UKT8 P08238
Q9UKT9 O94929
Q9UKT9 Q08117
Q9UKT9 Q9H6L4
Q9UKT9 Q8N5M1
Q9UKT9 Q9NP86
Q9UKT9 P11802
Q9UKT9 P55273
Q9UKT9 Q9Y6H1
Q9UKT9 Q5JVL4
Q9UKT9 Q8IYI6
Q9UKT9 Q9NW38
Q9UKT9 Q13643
Q9UKT9 P62993
Q9UKT9 Q8WYH8
Q9UKT9 Q92993
Q9UKT9 P08727
Q9UKT9 P25800
Q9UKT9 P25791
Q9UKT9 Q8IVT2
Q9UKT9 Q96EL3
Q9UKT9 Q9HC98
Q9UKT9 Q9UJX0
Q9UKT9 O00459
Q9UKT9 Q96T49
Q9UKT9 Q13131
Q9UKT9 Q9P2K3
Q9UKT9 O75716
Q9UKT9 O75558
Q9UKT9 Q9NU19
Q9UKT9 Q9Y4C2
Q9UKT9 Q8WW24
Q9UKT9 Q8IWZ5
Q9UKT9 Q96PN8
Q9UKT9 Q5T7W7
P09067 P40425
P09067 Q9BUZ4
P09067 P36406
P09067 P14373
Q9UKT4 Q9UJX6
Q9UKT4 P30260
Q9UKT4 O60447
Q8NFW5 Q8N1N4
P0C862 B2RNN3
Q9NRR5 P54253
Q9NRR5 P55198
Q9NRR5 Q9NR12
Q9NRR5 Q9Y5P3
Q9NRR5 Q13049
Q9NRR5 Q9UMX0
Q9NRR5 O95201
Q92540 Q9UPR3
Q92540 Q92900
P05412 Q06481
P05412 P05067
P05412 P18846
P05412 P15336
P05412 P18847
P05412 P18848
P05412 P17544
P05412 Q16520
P05412 Q9NR55
P05412 Q8IWZ6
P05412 O43889
P05412 P14921
P05412 P01100
P05412 P15407
P05412 P15408
P05412 Q9HD26
P05412 P07900
P05412 P11142
P05412 P52292
P05412 P53779
P05412 P45983
P05412 Q9UPY8
P05412 Q00987
P05412 Q13330
P05412 P07197
P05412 O95644
P05412 Q9NRL3
P05412 Q71U36
P05412 P07437
P05412 Q99986
Q96SB8 Q8WV22
Q96SB8 Q96MF7
Q96SB8 Q8IY18
Q96SB4 Q8WYQ5
Q96SB4 Q9NQ29
Q96SB4 Q9Y383
Q96SB4 Q9UPE1
Q96SB4 Q96MU7
Q6A163 O60341
Q6A163 P78385
Q6A162 Q5BKY6
Q6A162 Q08117
Q6A162 Q96IX9
Q6A162 Q9H6L4
Q6A162 Q5FYB1
Q6A162 O95671
Q6A162 Q8N5M1
Q6A162 Q99728
Q6A162 Q5T681
Q6A162 Q0VDD7
Q6A162 Q9NVV2
Q6A162 Q53TS8
Q6A162 Q5I0X4
Q6A162 Q9H257
Q6A162 Q9HC52
Q6A162 Q8NEF3
Q6A162 Q8N715
Q6A162 Q8TAB7
Q6A162 P20138
Q6A162 Q86Y33
Q6A162 Q07002
Q6A162 Q86XR8
Q6A162 Q8IYX8
Q6A162 Q8IYR0
Q6A162 Q9Y6H1
Q6A162 A5D8T8
Q6A162 Q8NE01
Q6A162 P27658
Q6A162 Q2TBE0
Q6A162 A2VCK2
Q6A162 O43602
Q6A162 P26196
Q6A162 Q9P1A6
Q6A162 O60941
Q6A162 Q14241
Q6A162 Q32MH5
Q6A162 Q86YD7
Q6A162 Q9NWN3
Q6A162 Q969U6
Q6A162 P23769
Q6A162 P08631
Q6A162 P56524
Q6A162 O14964
Q6A162 P49639
Q6A162 P31273
Q6A162 Q96MM6
Q6A162 P10809
Q6A162 Q8WYH8
Q6A162 Q8NA54
Q6A162 Q92993
Q6A162 Q7L273
Q6A162 Q9BVG8
Q6A162 Q2WGJ6
Q6A162 P52292
Q6A162 P35908
Q6A162 P35900
Q6A162 P19013
Q6A162 P13647
Q6A162 P02538
Q6A162 P48668
Q6A162 Q3SY84
Q6A162 Q14CN4
Q6A162 P05787
Q6A162 Q14533
Q6A162 P25800
Q6A162 P25791
Q6A162 P61968
Q6A162 O75427
Q6A162 Q9H7H0
Q6A162 P00540
Q6A162 Q13330
Q6A162 Q9GZM8
Q6A162 Q9HC98
Q6A162 Q8NI38
Q6A162 P16860
Q6A162 Q9UBU9
Q6A162 Q96HC4
Q6A162 Q96BD5
Q6A162 Q13563
Q6A162 Q96QH2
Q6A162 Q13131
Q6A162 P62195
Q6A162 Q8WUK0
Q6A162 Q8TBN0
Q6A162 Q96QF0
Q6A162 Q8WWW0
Q6A162 Q9P2K3
Q6A162 Q9C0C4
Q6A162 Q9H788
Q6A162 Q92529
Q6A162 O95391
Q6A162 Q969G3
Q6A162 O95863
Q6A162 Q9UQ90
Q6A162 Q16385
Q6A162 Q9Y2D8
Q6A162 Q9NU19
Q6A162 Q15560
Q6A162 Q9BT92
Q6A162 P35590
Q6A162 Q96KP6
Q6A162 Q9BUZ4
Q6A162 Q8IWZ5
Q6A162 Q12815
Q6A162 Q3SY00
Q6A162 Q63HK5
Q6A162 Q96NG3
Q6A162 Q6ZVT0
Q6A162 P40222
Q6A162 Q06418
Q6A162 P57075
Q6A162 Q8N6Y0
Q6A162 O75604
Q6A162 Q9UK80
Q6A162 Q64LD2
Q6A162 P19544
Q6A162 Q05516
Q6A162 O43167
Q6A162 Q6ZN57
Q6A162 Q9UJL9
Q6A162 Q9BQ24
Q6A162 Q8IZC7
Q6A162 Q15973
Q6A162 P17024
Q6A162 O95125
Q6A162 Q9UIE0
Q6A162 P17031
Q6A162 Q14584
Q6A162 Q86UD4
Q6A162 Q9Y3M9
Q6A162 Q8TAU3
Q6A162 Q8NDP4
Q6A162 Q96MN9
Q6A162 Q8TBZ8
Q6A162 Q5MCW4
Q6A162 Q9P0T4
Q6A162 Q96SQ5
Q6A162 Q96I27
Q6A162 Q8N720
Q6A162 Q9H963
Q6A162 Q3KQV3
Q6A162 Q08AG5
Q6A162 Q9Y5A6
Q9H270 P35226
Q9H270 O15400
Q9H270 Q8WUH2
Q9H270 Q9P253
Q14457 Q6ZNE5
Q14457 Q8IYI6
Q14457 P09429
Q14457 P05783
Q14457 Q8NEB9
Q14457 Q92622
Q14457 Q9NYJ8
Q14457 Q8N5C8
Q14457 Q9P2Y5
Q14457 P08670
Q14457 O95229
Q14451 P10275
Q14451 P54762
Q14451 Q8NC69
Q14451 P10721
Q14451 P09619
Q14451 Q05397
Q14451 Q9NQ86
Q8TEB7 Q92624
Q8TEB7 Q8TAP6
Q9Y3Q8 O95831
Q9Y3Q8 Q9UJX2
Q9Y3Q8 Q14145
Q9Y3Q8 P25800
Q9Y3Q8 P25791
Q9Y3Q8 Q8WY64
Q9Y3Q8 Q9UHY1
Q9Y3Q8 Q13131
Q9Y3Q8 P54646
Q9Y3Q8 O43167
Q9Y3Q8 O75800
Q8NEU8 Q9UKG1
Q8NEU8 Q9UPY8
Q8NEU8 Q9H5I1
Q659C4 O00139
Q659C4 Q86WT6
P14778 P09619
P14778 Q9Y4K3
Q9H869 P54253
Q9H869 P25490
O95544 Q8TBB1
O95544 O00560
A1L4K1 Q08117
A1L4K1 Q9HC52
A1L4K1 Q8NEF3
A1L4K1 Q6P1J9
A1L4K1 P31146
A1L4K1 P10768
A1L4K1 Q86YD7
A1L4K1 Q7Z3B3
A1L4K1 Q14738
A1L4K1 Q9H788
A1L4K1 Q14119
A1L4K1 Q15973
A1L4K1 P17024
A1L4K1 Q9UIE0
A1L4K1 Q86VK4
A1L4K1 Q8TAU3
A1L4K1 Q7Z3I7
A1L4K1 Q9P0T4
A1L4K1 Q96SQ5
A1L4K1 Q6NX45
A1L4K1 Q96EG3
A1L4K1 Q16670
Q9UHP3 O15481
Q9UHP3 P54725
Q9UHP3 P43405
Q9UHP3 Q9BUY5
Q9BQ70 Q92624
Q9BQ70 Q8N6L0
Q9BQ70 Q96D09
Q9BQ70 P43364
P36507 P10398
P36507 P15056
P36507 Q12959
P36507 Q8IVT5
P36507 P04049
Q0VG06 Q8NB91
P19367 P12931
Q9NX55 P43355
Q9NX55 P40222
Q9NX58 Q9H190
P16389 P49069
Q5TAQ9 P52294
Q5TAQ9 O43463
P22455 P50281
P22459 P78352
Q96DX5 P46108
Q9UJX5 Q12834
Q9UJX5 P30260
Q9UJX5 Q8NI77
Q9UJX5 P51955
Q9UJX2 Q9BS18
Q9UJX2 Q8WXE1
Q9UJX2 Q9H6U6
Q9UJX2 Q8N4L8
Q9UJX2 Q8IYA8
Q9UJX2 Q9C0F1
Q9UJX2 Q9H8Y8
Q9UJX2 Q15735
Q9UJX2 Q8NC69
Q9UJX2 Q9BRK4
Q9UJX2 Q96CV9
Q9UJX2 Q8IUQ4
Q9UJX2 P35711
Q9UJX2 Q8NA61
Q9UJX2 Q9Y2D8
Q9UJX2 P14373
Q9UJX2 Q9Y3Q8
Q9NUK0 O75553
P36888 Q9Y6K9
P36888 P27986
P36888 P43405
Q5VIR6 Q96JG6
Q96KQ4 Q99459
Q96KQ4 Q8NHY3
Q96KQ4 Q9HAQ2
Q96KQ4 Q8TD10
Q96KQ4 P62136
Q96KQ4 P0CG20
Q96KQ4 Q13077
Q96KQ4 Q8IYH5
Q03167 O14908
Q15942 Q14847
Q15942 O95835
Q15942 O14910
Q15942 Q96HC4
Q15942 Q96BD5
Q9Y2R2 P62993
Q9Y2R2 P06239
Q9Y2R2 O43586
Q9Y2R2 O75563
Q9Y2R2 Q13114
Q9Y2R2 P43403
Q13291 Q92918
Q13291 O60880
Q9BZW7 Q08117
Q9BZW7 Q13490
Q9BZW7 Q9HC52
Q9BZW7 Q6P1J9
Q9BZW7 Q07002
Q9BZW7 Q9C0F1
Q9BZW7 Q9P2K3
Q9BZW7 O95171
Q9BZW7 Q8NA61
Q9BZW7 Q15560
Q9BZW7 O43167
Q9BZW7 O15060
Q9BZW7 Q15973
Q9BZW7 Q86VK4
Q9BZW7 Q8TAU3
Q9BZW7 Q9BUY5
Q9BZW7 Q9ULM2
Q9BZW7 Q6NX49
Q9BZW7 Q96SQ5
Q9BZW7 Q96NL3
Q9BZW7 Q9BS34
Q96EF0 Q96QG7
Q92674 Q8TAP6
P10074 Q92997
P10074 Q8WV44
P10074 Q96BR9
P10074 Q9H9D4
Q8TB45 Q8TBZ0
Q8TB45 Q13077
Q8N2H9 P51617
Q8N2H9 Q92569
Q9NTN9 Q13554
Q9NTN9 Q9HD26
Q9NTN9 Q15645
Q8N2H3 Q92624
Q96S44 Q13137
Q8WWZ8 P50222
P51170 P37088
P36402 P35222
Q8TCA0 O96006
P31314 O00470
Q08117 Q9NYB9
Q08117 P41182
Q08117 Q96CA5
Q08117 Q13137
Q08117 Q9H257
Q08117 Q96HB5
Q08117 Q2TAC2
Q08117 Q8IYR0
Q08117 Q96Q77
Q08117 O43186
Q08117 P26196
Q08117 O14641
Q08117 Q13643
Q08117 O43559
Q08117 A1L4K1
Q08117 P14136
Q08117 Q08379
Q08117 A6NEM1
Q08117 Q9H8Y8
Q08117 P62993
Q08117 Q9UKT9
Q08117 Q63ZY3
Q08117 Q9BVG8
Q08117 P19012
Q08117 Q15323
Q08117 Q6A162
Q08117 Q969R5
Q08117 P25800
Q08117 P25791
Q08117 P61968
Q08117 Q9NPJ6
Q08117 Q13064
Q08117 Q15014
Q08117 Q15742
Q08117 Q9UBB6
Q08117 Q9HC98
Q08117 Q7Z3S9
Q08117 Q9UJX0
Q08117 Q9HBI0
Q08117 Q9NRD5
Q08117 P78337
Q08117 Q96I34
Q08117 Q13131
Q08117 P54646
Q08117 O75360
Q08117 P47897
Q08117 Q04864
Q08117 Q8HWS3
Q08117 Q9BQY4
Q08117 O00560
Q08117 Q15475
Q08117 P12757
Q08117 P35711
Q08117 P78362
Q08117 O75716
Q08117 O75558
Q08117 Q13077
Q08117 Q12933
Q08117 Q12899
Q08117 P14373
Q08117 Q8WV44
Q08117 Q9BZW7
Q08117 Q96PN8
Q08117 Q5T124
Q08117 Q9H9H4
Q08117 A5D8V6
