proteinA,proteinB,interaction
P32367,P29056,1
P41695,P26449,1
P39935,P12962,1
Q06675,P17106,1
P40517,P33331,1
P32601,P38555,1
P38555,P53039,1
Q04338,P36015,1
P36015,Q12255,1
P36015,P32912,1
P25491,P13365,1
P25491,P31539,1
P25655,P34909,1
P06102,P34909,1
Q12514,P34909,1
P06242,P37366,1
Q12263,P32468,1
P04821,P02829,1
P04821,P04821,1
P01120,P04821,1
P11927,P06704,1
P38692,P06704,1
P39935,P07260,1
P07260,P04147,1
P25655,P06100,1
P06102,P25655,1
P25655,Q12514,1
P07834,Q12018,1
P14682,P07834,1
Q08446,P07834,1
P09119,P07834,1
P37370,Q12446,1
P37370,P36006,1
P23595,Q00362,1
P54784,P09119,1
P32833,P09119,1
P54790,P09119,1
P09119,P50874,1
P38826,P09119,1
P32325,P06243,1
P29469,P06243,1
P39001,P21190,1
P39001,P38615,1
P22579,P39001,1
P52488,P29468,1
P52488,P53044,1
P53378,P32380,1
Q01159,O13297,1
P04050,Q01159,1
P04050,O13297,1
P06786,P25644,1
P32497,P38431,1
P39935,P04147,1
P13393,Q03761,1
P46677,Q03761,1
P53731,P06787,1
P22517,P06787,1
P14747,P06787,1
P06787,P07273,1
P06787,Q12280,1
P06787,P19524,1
P46677,P03069,1
P38431,P09064,1
P25302,Q00772,1
P09959,Q00772,1
P47103,P02829,1
P05453,P31539,1
P30822,P49687,1
P20676,P30822,1
P48837,P30822,1
Q02199,P30822,1
P49686,P30822,1
P40477,P30822,1
P30822,P21827,1
P19880,P30822,1
P41920,P30822,1
P53830,Q07350,1
P18963,P08678,1
P08678,P04821,1
P08678,P01120,1
P08678,P17555,1
P40484,P22204,1
P32325,P32562,1
P29469,P32325,1
Q08949,Q02574,1
P48581,Q08949,1
P39517,P39008,1
P38859,P26793,1
P11433,P21268,1
P21268,P20437,1
P13365,P21268,1
P20459,P32501,1
P09064,P09032,1
P32501,P09064,1
P41895,Q03254,1
P04385,P04387,1
Q12321,P19659,1
Q12343,P19659,1
P19659,P38782,1
Q08278,P19659,1
P19659,P40356,1
P19263,P19659,1
P19659,P25046,1
P19659,P32259,1
P34162,P19659,1
P32569,P19659,1
P19659,P32585,1
P19659,P47822,1
P19659,P25648,1
P04050,P19659,1
P19659,P36100,1
P19659,P36145,1
P23201,P06784,1
P52488,Q06624,1
P16649,P16649,1
Q04739,P46954,1
P12754,P09032,1
P09032,P32501,1
P09032,P32502,1
P14741,P09032,1
P12754,P32501,1
P14741,P32501,1
P43535,P33892,1
P15442,P15442,1
P15442,P02829,1
P32774,P32773,1
Q02629,Q12315,1
P49686,Q12315,1
P20449,Q12315,1
Q12315,P40477,1
P23202,P18494,1
P08539,P11972,1
P24814,Q12018,1
Q08273,P24814,1
P02309,P02293,1
Q03330,P02309,1
P02309,Q12341,1
P02309,P39984,1
P16649,P02309,1
P32479,P18480,1
P32485,Q03213,1
P08018,P32485,1
P32485,P29461,1
P40048,P32485,1
P29461,Q00772,1
Q00772,P40048,1
P20050,P20050,1
P38217,Q99383,1
P30771,Q99383,1
P25298,Q99383,1
Q99383,P25299,1
P10961,P28006,1
P38229,P28006,1
P40460,Q04477,1
P40036,P38229,1
P31539,P31539,1
P02829,P06101,1
P28707,P02829,1
P02829,P32854,1
P23561,P02829,1
P15705,P02829,1
Q04477,P25344,1
P04807,P04807,1
P32634,P32917,1
P32917,P32917,1
P32917,P25344,1
P32917,P53298,1
P11433,P18851,1
P13574,Q03063,1
P41697,P23561,1
Q06706,P08518,1
Q02908,Q06706,1
Q06706,P42935,1
Q06706,P16370,1
P20433,Q06706,1
Q06706,P20434,1
Q06706,P04050,1
P20435,Q06706,1
P21190,P21190,1
Q05166,Q06142,1
Q06142,P32836,1
P40457,Q06142,1
P33331,Q06142,1
Q02629,Q06142,1
Q02630,Q06142,1
P49687,Q06142,1
P20676,Q06142,1
Q06142,P48837,1
P16474,P16474,1
P00729,P16474,1
P14906,P16474,1
P17119,Q12045,1
P08518,P06242,1
P06242,P04050,1
P06242,Q03290,1
P11972,P39016,1
Q08963,P21374,1
P40567,Q08963,1
P08638,P08638,1
P10507,P11914,1
P39678,P38889,1
P11746,P11746,1
P07249,P11746,1
P05085,P11746,1
P11746,P07250,1
P07249,P05085,1
P07250,P07249,1
P39001,P07249,1
P39001,P05085,1
Q08032,P29469,1
P29496,P29469,1
P32354,P29469,1
P29469,P29469,1
P29469,P24279,1
P24279,P29496,1
P32354,P24279,1
P24279,P24279,1
P32354,P38132,1
P32944,P39014,1
P32389,P39014,1
P39014,Q12018,1
P40573,P32389,1
P38523,P38523,1
P06782,P27705,1
P24583,P32490,1
Q00772,P32490,1
P23201,P32490,1
P32490,Q06160,1
Q07980,P38920,1
Q12083,P38920,1
P38920,P25847,1
P14242,P38920,1
P38920,P15873,1
P15873,Q07980,1
P32333,P13393,1
P32829,P12753,1
P32829,P33301,1
P15705,P28707,1
Q12328,P32830,1
P25847,P25336,1
P25847,Q03834,1
P06838,P25847,1
P25847,P28519,1
P06777,P25847,1
P06839,P25847,1
P25847,Q00578,1
P25336,Q03834,1
Q12175,P40965,1
P33334,Q12186,1
P52918,P27705,1
P34077,P52918,1
P52918,Q02630,1
P49687,P52918,1
P13433,P14908,1
P08964,P08964,1
P23561,P23201,1
P23561,Q06160,1
P23561,P23561,1
Q02794,P06782,1
Q02794,P13393,1
P32915,P35179,1
Q03125,P14922,1
P06839,Q04673,1
Q04673,P32776,1
Q07084,P53599,1
P30771,P30771,1
P30771,P24783,1
P30771,P53550,1
P38798,P30771,1
P38861,P30771,1
Q12129,P30771,1
P46970,P30771,1
Q00916,P30771,1
P18410,P38757,1
P32494,P34162,1
P47822,P32494,1
P46677,P32494,1
P40457,P34077,1
P34077,P14907,1
Q02199,P34077,1
P34077,P48837,1
P52593,P34077,1
P47054,P34077,1
P34077,P32337,1
P14291,P38798,1
P38798,P53628,1
P38798,P38904,1
P38346,P38798,1
P38798,P36103,1
Q12514,P06102,1
P14907,Q02199,1
P14907,P33418,1
P14907,P33331,1
P40368,P14907,1
P14907,P32337,1
P46674,P14907,1
P14907,Q04175,1
P33331,P32836,1
P49687,P33331,1
P33331,P20676,1
P40573,P17106,1
P38856,P32521,1
P18851,P21268,1
P38696,P36224,1
P25847,P39875,1
P52918,P40368,1
P40482,P25385,1
P16521,P02994,1
P38798,P48412,1
P46970,P07273,1
P04386,P19659,1
Q04839,Q12315,1
P32480,P18480,1
P30665,P32354,1
P32829,P32829,1
P52918,P52593,1
Q04673,Q04673,1
P34077,P39685,1
P07273,P04050,1
P14064,Q02516,1
P52918,P20676,1
Q12030,P38129,1
Q06142,P10863,1
Q12241,P36015,1
P06704,P32380,1
P38856,P17891,1
P09119,P54791,1
P06786,P06786,1
P39013,P32790,1
P19659,Q12124,1
P32502,P32501,1
P80428,P02293,1
P05453,P32790,1
P12385,P30771,1
Q08032,P24279,1
P48412,P30771,1
P17255,P16140,1
P36224,P33420,1
P16474,P01149,1
P16474,P25303,1
P14242,P25847,1
P33331,P32499,1
P40517,P30822,1
P07270,P52918,1
P09032,P20459,1
P20676,P40368,1
P40066,P49686,1
P38129,P53040,1
P32591,P22082,1
P07560,P32601,1
P04050,P20433,1
P11745,Q99176,1
P38121,P13382,1
P47017,Q04511,1
P38203,P40465,1
Q12288,P38203,1
P38203,P32873,1
Q05863,P57743,1
P40070,P32604,1
P40089,P06102,1
P47093,Q06406,1
Q12026,Q06406,1
Q12429,P47093,1
P49686,Q99189,1
P32774,P13393,1
P47170,P40070,1
P40089,P47029,1
P40089,P22138,1
Q06406,P25644,1
Q01476,P53550,1
Q02821,P33331,1
P33419,P32380,1
P36094,P32380,1
P36094,P53865,1
P53865,P32336,1
P38217,P20676,1
P32767,P20676,1
Q99189,P20676,1
P33420,P20676,1
P20676,P46970,1
Q04175,P20676,1
P32337,P20676,1
P32836,P32767,1
P32767,P32499,1
P32773,P32767,1
P32774,P32767,1
P40477,P20449,1
P40477,Q99189,1
P40477,P46970,1
P40368,P40477,1
Q02630,P40066,1
Q02821,P49686,1
Q02821,P40066,1
P38217,P48837,1
P48837,P40069,1
Q99189,P48837,1
P38181,P40368,1
P33307,Q02821,1
P41920,P21827,1
P06844,P13393,1
P06843,P16522,1
P39955,P06843,1
P06843,P06843,1
P03069,P13393,1
P32833,P54784,1
P54790,P54784,1
P54791,P54784,1
P50874,P54784,1
P38826,P54784,1
P54784,P21691,1
P54784,P54786,1
P54790,P32833,1
P32833,P54791,1
P50874,P32833,1
P38826,P32833,1
P54790,P54791,1
P50874,P54790,1
P38826,P54790,1
P54791,P50874,1
P54791,P38826,1
P50874,P38826,1
P46964,P41543,1
P48439,P41543,1
Q92316,P41543,1
P39007,P41543,1
Q02795,P41543,1
P33767,P41543,1
P48439,P46964,1
Q92316,P46964,1
P33767,P46964,1
Q92316,P48439,1
P48439,P39007,1
Q02795,P48439,1
P48439,P33767,1
Q92316,P39007,1
P33767,Q92316,1
P38282,Q00723,1
P38129,P34162,1
P39723,P46675,1
P23201,P41832,1
P23201,P41697,1
P23201,P40091,1
P53297,P04147,1
P39081,P04147,1
P25298,P04147,1
P04147,P25299,1
P24583,P04147,1
P39715,P04147,1
P32521,P53010,1
P32521,P32790,1
P29468,P45976,1
P53044,P29468,1
Q06632,P29468,1
P29468,Q12102,1
P29468,Q01329,1
P29468,Q06224,1
P29468,Q06102,1
P38956,P22082,1
P23561,P08018,1
P08018,P40073,1
P39081,P39081,1
P80667,P40155,1
P35056,P80667,1
P80667,P39108,1
P53112,P40155,1
P53112,P35056,1
P39108,P53112,1
P35056,P40155,1
P39108,P40155,1
Q07418,P28795,1
P32796,P35056,1
P35056,P39108,1
P53248,P35056,1
P07270,P20052,1
P29055,P07270,1
Q00772,Q12224,1
P23201,Q00772,1
P33338,P33338,1
P53858,P34226,1
P29465,P34226,1
Q08273,P52286,1
Q08562,P11978,1
P32807,P11978,1
P06779,P06701,1
P12904,P32578,1
P42845,P22579,1
P46679,P22579,1
P22579,Q12427,1
P33754,P39742,1
P39742,P14906,1
P14906,P33754,1
P07560,P39958,1
P17065,P07560,1
P31109,P40357,1
P40357,P32602,1
P32854,P18759,1
P38165,P32607,1
P13856,P11433,1
P48524,P39940,1
P53437,P40992,1
P53437,P13393,1
P04050,P32783,1
P04050,Q06697,1
P38351,P04050,1
P36145,P04050,1
P41805,P35184,1
P20433,P08518,1
P20434,P08518,1
P16370,P20433,1
P20434,P20433,1
P43565,Q00764,1
P22336,P06778,1
P14291,P14291,1
P07261,P11938,1
P22216,P14737,1
P31244,P06779,1
P25454,P25454,1
P06839,Q00578,1
P06838,P06777,1
P28519,P06777,1
P32337,Q02629,1
Q02630,P32337,1
P49687,P32337,1
P32337,Q03790,1
P06103,P40217,1
Q04067,P06103,1
P36084,Q07350,1
P31384,P39008,1
P15436,P47110,1
P13382,P47110,1
P47110,P15873,1
P15873,P38630,1
P15873,P40348,1
P38629,P15873,1
P40339,P15873,1
P38251,P15873,1
P24482,P21951,1
P21951,P21951,1
P13382,P21951,1
P10363,P21951,1
P32897,P39515,1
P32897,Q01852,1
P35180,P49334,1
P35180,P23644,1
P39515,P23644,1
P49334,P39515,1
P31380,P47017,1
P38314,P47017,1
P38147,P47017,1
P25644,P47017,1
P32828,P47017,1
P41920,P47017,1
P32578,P47017,1
P09232,P47017,1
P47017,P39943,1
P32558,P47017,1
P48240,P47017,1
P47017,P40530,1
P47017,P40527,1
P46971,P47017,1
P36048,P47017,1
P14741,P47017,1
P47017,Q07897,1
P47017,P23561,1
P47017,P53965,1
P53893,P47017,1
P53837,P47017,1
Q12171,P47017,1
Q12096,P47017,1
P09547,P47017,1
P48582,P47017,1
Q12461,P47017,1
P39706,P38203,1
P34228,P38203,1
P10862,P38203,1
P38203,P25644,1
P38203,Q04089,1
P38203,P39998,1
P32481,P38203,1
P22147,P38203,1
P53100,P38203,1
P53248,P38203,1
P40527,P38203,1
P21268,P38203,1
P40070,Q04149,1
P57743,P25644,1
P38203,Q04748,1
P38203,P32874,1
P53550,P38203,1
P38203,Q12272,1
P32606,P38203,1
P38203,P12611,1
P38203,Q08562,1
P38203,P39073,1
P24784,P38203,1
P38203,O14455,1
Q12395,P38203,1
P38203,P32074,1
P38203,Q12038,1
P40070,P18480,1
P40070,P25644,1
P40070,Q07350,1
P53622,P40070,1
Q05543,P40070,1
Q04119,P40070,1
P40077,P40070,1
P22147,P40070,1
P57743,P47017,1
P57743,P38203,1
P57743,P38266,1
P10862,P57743,1
P57743,P32828,1
P35688,P57743,1
P57743,P47093,1
P57743,P47170,1
P57743,P22035,1
P32522,P57743,1
P40212,P57743,1
P26786,P57743,1
P48582,P57743,1
P40070,P42944,1
P40070,P12866,1
Q07834,P40070,1
P40070,Q06708,1
P40070,P53935,1
P53550,P40070,1
P40070,Q01722,1
P40070,P22579,1
Q12517,P40070,1
P40070,Q08581,1
P40070,P33894,1
P40089,P25345,1
Q07527,P40089,1
O13329,P40089,1
P40089,P32481,1
P40089,P40070,1
P40089,P42942,1
P38750,P40089,1
P40089,P47017,1
P47170,P40089,1
P40089,P12866,1
P40089,P14741,1
Q06217,P40089,1
P40089,P49960,1
P40089,P25270,1
P40089,Q06625,1
Q06406,P51979,1
Q06406,P26725,1
Q06217,Q06406,1
P57743,Q06406,1
Q06406,Q04991,1
Q06406,P49960,1
P53905,Q06406,1
Q12096,Q06406,1
P25644,P53905,1
P53905,Q07468,1
P53905,P57743,1
P53905,P49960,1
P20053,P53905,1
P47093,P38074,1
P47093,P38228,1
P23059,P47093,1
P08566,P47093,1
Q04005,P47093,1
P53189,P47093,1
P47093,P41544,1
P47093,P47068,1
P14772,P47093,1
P20485,P47093,1
P47093,P49960,1
P47093,P53863,1
P47093,P53855,1
P33760,P47093,1
Q08199,P47093,1
P18544,P47093,1
P20053,P47093,1
P25644,Q03921,1
P17121,P25644,1
Q01684,P25644,1
P30775,P25644,1
P54786,P25644,1
P25644,Q03667,1
P25644,P49955,1
P25644,P53550,1
P53727,P25644,1
P25644,P53742,1
P39998,P34226,1
P39998,P34228,1
P39998,P39998,1
P39998,P40077,1
P22147,P39998,1
P23615,P39998,1
P47171,P39998,1
P53550,P38198,1
P53550,P38065,1
P07256,P53550,1
P34219,P53550,1
P53550,P25659,1
P52891,P53550,1
P53550,P25339,1
P53550,P22147,1
P23615,P53550,1
P38873,P53550,1
P40570,P53550,1
P53550,P40576,1
P53550,P47094,1
P53550,P36066,1
P36126,P53550,1
P53550,P36022,1
P53550,P54861,1
P53550,P08638,1
P53550,P05085,1
P53550,P46963,1
P15891,P48562,1
Q12134,P15891,1
P38328,P47117,1
P47117,Q12446,1
P39940,P04050,1
P39007,P46964,1
P50104,P22579,1
P20457,P21951,1
P38203,Q06625,1
Q12433,P53550,1
P33419,P36094,1
Q04175,P40477,1
P38129,P13393,1
P33767,Q02795,1
Q07418,P32796,1
P38736,Q01590,1
P06779,P14736,1
P46957,P47110,1
P47017,Q06406,1
P32381,P47117,1
P39743,P17555,1
P38203,P49960,1
P40070,Q06217,1
P57743,P40089,1
Q00416,P47093,1
Q12020,P39998,1
P32773,P29055,1
P19812,P06104,1
P38181,P20676,1
P38217,P49686,1
Q05027,P38129,1
Q02795,Q92316,1
P13393,P32773,1
P32774,P29055,1
P53112,P80667,1
P53604,P30619,1
Q12329,P11938,1
P26754,P06778,1
P06778,P26755,1
Q04792,P47017,1
P38203,P23059,1
P38203,P40395,1
P40070,P38960,1
P40070,Q03388,1
P25644,P40089,1
P40527,P40089,1
P40089,Q12096,1
P40089,Q12461,1
P47093,P39992,1
P40020,P39998,1
Q12275,P53550,1
Q02795,P46964,1
P22579,P38699,1
P06778,P06778,1
P40480,P53905,1
P06738,P53550,1
P89102,P38203,1
P40559,P35817,1
P38930,P33420,1
P36157,P30283,1
P46984,P46671,1
P53112,Q06389,1
Q04964,P11710,1
P08539,Q03981,1
P40956,P40473,1
P39014,P22276,1
P34223,P20676,1
P20676,P35210,1
P08468,Q08601,1
P32911,P38764,1
Q07549,P38764,1
P39743,P39743,1
Q03654,Q03654,1
P40325,P39743,1
P47129,P39743,1
Q04322,P39743,1
P39743,P48232,1
P39743,P53933,1
P38293,P21243,1
P23542,P23542,1
P06786,P35187,1
P31244,P35187,1
P13099,P35187,1
P39945,P32602,1
Q12287,P32602,1
P38348,P32602,1
P32602,Q08278,1
P32602,P17558,1
P32602,P40505,1
P32602,P22215,1
P32602,P36048,1
Q03770,P32602,1
P32602,Q12309,1
P39734,P32602,1
P25649,P32602,1
Q12516,P32602,1
Q12515,P32602,1
P32602,P36075,1
P32602,Q08202,1
P32602,Q08206,1
Q08650,P32602,1
P32602,Q08931,1
Q12436,P32602,1
Q03656,P53091,1
P38804,Q03656,1
Q03656,P40507,1
Q08550,Q03656,1
P32525,P32790,1
P32790,P38257,1
P32790,P14359,1
P32790,Q06604,1
P33338,P48562,1
P53933,P33338,1
Q12134,P33338,1
P33338,P32793,1
P40956,P18494,1
P43123,Q05541,1
P32628,P38764,1
P47152,P25343,1
P47152,P39743,1
P33200,P25343,1
P39743,P33200,1
P25343,Q05670,1
P39743,P53169,1
P25343,Q04175,1
Q06673,P39743,1
P39743,Q03018,1
P39743,P19658,1
P32337,P39743,1
P39743,P32767,1
P40079,P39743,1
P39743,P39112,1
P39743,Q04149,1
P39743,P32074,1
P39743,P32855,1
P39743,Q12034,1
P39928,P39743,1
Q01532,P22213,1
P41834,P22213,1
P20424,P39743,1
P35209,P38921,1
P35209,Q99314,1
P46680,P17555,1
P38316,Q12421,1
P38316,P20447,1
Q06411,P38316,1
P53849,P38862,1
P46682,P32873,1
P48562,P32873,1
P32458,P39011,1
P32468,P39011,1
P39011,Q07872,1
P39011,P39955,1
P39011,Q04921,1
P39969,P48562,1
P32618,P39969,1
P40077,P39969,1
P40583,P39969,1
Q08754,P38932,1
P13517,P28495,1
P38272,P32468,1
P47079,P11433,1
P11433,Q05785,1
P40507,P11433,1
P35999,P38862,1
Q02804,P53310,1
P32447,Q03691,1
P35817,P32584,1
P35817,P32911,1
P22224,P29366,1
P29366,P32944,1
P32618,P29366,1
P29366,P53280,1
P39011,P50623,1
P40095,P39011,1
P54786,P38041,1
P32864,P39969,1
P39969,P21339,1
Q03497,Q08754,1
Q08754,P36080,1
P32468,P32458,1
P11433,P50078,1
P38165,P25694,1
P87283,Q12018,1
P06839,P38147,1
P40505,P38147,1
P38147,P47057,1
P43639,P53857,1
Q02629,P48562,1
Q05670,P30283,1
P30283,P32526,1
Q03898,P30283,1
P13365,Q02606,1
P53721,P53968,1
P41896,P38877,1
Q99288,P39009,1
P38785,P48562,1
Q05031,P38785,1
Q06648,P38785,1
P25344,P38785,1
P38785,P36080,1
P38785,P54786,1
Q06648,P39011,1
Q06648,P26448,1
Q06648,P32468,1
Q06648,P48562,1
Q06648,Q05031,1
Q06648,P25344,1
Q06648,P25651,1
P36080,Q06648,1
P54786,Q06648,1
P38682,P40958,1
P38682,P46970,1
P08539,P38270,1
P08539,P28006,1
P38147,P53857,1
P38930,P43639,1
Q02629,P30283,1
P30283,P40020,1
P23748,P30283,1
P30283,P42845,1
P47049,P30283,1
Q08471,P30283,1
P30283,Q08729,1
P46970,P13365,1
P39946,P13365,1
P23201,P13365,1
Q12744,P06787,1
P06787,Q04461,1
Q06440,Q03088,1
P40075,P53968,1
P38890,P53968,1
Q05080,P25355,1
Q12377,P25355,1
P38130,P39009,1
P47150,P32801,1
P38261,P22224,1
P38261,P53738,1
P40570,P11710,1
P43563,P25555,1
P38785,P39011,1
P38785,P32468,1
P08539,Q04751,1
P40956,Q08908,1
P39955,P40956,1
P40956,P14680,1
P40956,P39703,1
P40956,Q04401,1
P40956,P39970,1
Q06604,P40956,1
P32793,P40956,1
P40048,Q04344,1
P52917,P50942,1
Q02574,Q03818,1
Q02574,P32354,1
Q03290,Q02574,1
Q02574,P47029,1
P40469,P53885,1
P32334,P53858,1
P38930,Q02892,1
Q02892,P22209,1
P38277,P40956,1
P38348,P40956,1
P40956,P32350,1
P40956,Q00539,1
P32521,P40956,1
P39743,P40956,1
P40956,P32790,1
P38867,P40956,1
Q12134,P40956,1
P38074,Q04659,1
P39677,Q08273,1
P04037,P38274,1
P38274,P53933,1
P25044,P50942,1
Q03088,P50942,1
Q06580,P50942,1
Q03790,Q08227,1
P46956,Q08227,1
P46965,Q08227,1
Q12405,P38991,1
Q12280,Q07872,1
P11710,Q12280,1
O13564,Q12280,1
Q12280,P40955,1
P28004,P38217,1
P39743,Q12446,1
Q12446,P38837,1
P14359,Q12446,1
Q12270,Q12446,1
P32776,Q02574,1
P40469,Q08930,1
Q03831,P39014,1
P39014,P53854,1
P39014,Q12324,1
P48562,P32334,1
P06785,Q02892,1
Q02892,P39723,1
P25651,Q02892,1
P20676,Q05911,1
Q03818,P20676,1
P38696,P20676,1
P54861,P20676,1
P38791,P20676,1
Q05080,P20676,1
P20676,P32864,1
P20676,P19524,1
P20676,P20435,1
P21242,Q03792,1
P21243,P21242,1
P21242,P32911,1
P43604,P21242,1
P53106,P21242,1
P21242,Q08018,1
P30656,P89105,1
P30657,P30656,1
P20676,P30402,1
Q12206,P20676,1
P20676,P39718,1
P20676,P25651,1
Q03900,P20676,1
P20676,P53184,1
P35727,P20676,1
P20676,P36023,1
P20676,Q08229,1
P32579,P54790,1
P53045,P40316,1
P08468,P25385,1
P08468,P34078,1
Q00539,P08468,1
Q05024,P08468,1
P39970,P53043,1
P53043,P53980,1
P30657,P22141,1
P21242,P40302,1
P32379,P21242,1
P38348,P30656,1
P38624,P30656,1
P30656,P32911,1
P38293,P30656,1
Q07549,P30656,1
Q12194,P30656,1
Q06624,P38624,1
P38624,P25043,1
P40013,P30657,1
P14680,P30657,1
P30657,P38346,1
P53243,P30657,1
P40555,P23724,1
Q02199,P23639,1
P23639,P25043,1
P15938,Q06819,1
Q08162,P15938,1
P15938,Q12280,1
P15938,P38692,1
P38293,P15938,1
P35194,P15938,1
P38880,P15938,1
P15938,P47120,1
P36083,P15938,1
P15938,Q08226,1
Q02754,P15938,1
P15938,O13575,1
P46974,P15938,1
Q03776,O13329,1
P32906,Q03776,1
Q03776,Q07418,1
P53933,Q03776,1
P25451,P25043,1
P39944,P25043,1
P53599,P43124,1
P43124,P15705,1
P16649,P43124,1
Q05541,P43124,1
P06777,P21269,1
P06777,P46943,1
Q05787,P06777,1
P06777,Q12246,1
P06777,P54784,1
P06777,P38176,1
Q06677,P06777,1
P53177,P06777,1
P38716,P06777,1
P06777,Q08421,1
P48581,P53933,1
P53749,P48581,1
P17106,P22216,1
O13329,P22216,1
P22216,P35209,1
P40164,P22216,1
P06104,P32803,1
P06104,P36058,1
P38766,P14737,1
P38165,P01120,1
P32572,P01120,1
P39008,P38232,1
P39083,P48562,1
Q06648,P39083,1
Q06091,P32523,1
P38302,P32523,1
P32523,P32523,1
P14772,Q12300,1
Q12300,P46972,1
Q12300,P35844,1
Q12300,P33759,1
Q12300,P39990,1
Q06160,Q12300,1
Q12432,Q12300,1
Q12300,O13583,1
Q12300,Q06815,1
P40032,P43588,1
Q12505,Q12250,1
P0C0X0,P0C0X0,1
P0C0X0,P34239,1
P39743,Q12168,1
P38764,P36003,1
Q07549,Q06103,1
P0C0X0,P31379,1
P53549,P43563,1
Q03656,P53549,1
P48235,P53549,1
P33297,P53549,1
Q08550,P33297,1
P38204,P36000,1
P13856,P39011,1
P38266,P39743,1
P18239,P32602,1
P33314,P40476,1
Q02891,P33314,1
Q03557,Q08754,1
Q12134,P32458,1
Q06005,Q02574,1
P53091,Q02892,1
P23638,P32911,1
P32468,P32468,1
P14737,P38147,1
P25651,P38785,1
P22209,P40956,1
P48566,P23201,1
P07274,P17555,1
P53851,P30657,1
Q02804,P53102,1
P32944,P11433,1
P32468,P48562,1
P53933,Q06440,1
Q08273,P53169,1
P40469,P34909,1
P46151,P15938,1
Q06168,P06777,1
P47050,P05375,1
P32572,P32602,1
P08539,P38268,1
Q12300,P46982,1
P32354,P39011,1
P53968,P46970,1
P06105,P08539,1
P08539,P38740,1
P40063,P50942,1
Q02892,Q99332,1
P35497,P20676,1
P20676,Q00764,1
P22141,P30656,1
P15938,Q12354,1
P06777,P34237,1
P53879,Q07843,1
P05085,P33299,1
P28495,Q06648,1
P39009,P32526,1
P40469,Q02770,1
P15938,P37366,1
Q05471,P06777,1
Q12300,P25659,1
P40583,Q12300,1
Q06216,P32602,1
Q02804,P40030,1
P53437,P25344,1
P25343,Q04322,1
P36080,P54786,1
Q04477,P53159,1
P32468,Q04477,1
P38853,P38853,1
P32618,Q03954,1
Q12267,P47037,1
Q04746,Q06179,1
P33895,P47149,1
P30902,P07251,1
P07251,P61829,1
P47037,P38989,1
Q02732,P32458,1
Q12349,P00830,1
Q03012,P35209,1
P17555,P38793,1
P25344,P45976,1
P39743,Q06339,1
P18494,P25344,1
P39743,P28274,1
P25344,Q04149,1
P39743,Q04934,1
P25344,P22224,1
P25344,P25649,1
P32489,P08153,1
Q99332,P12612,1
P38987,P53081,1
P39009,P13099,1
P33296,P38696,1
P54786,P54786,1
P30822,P39723,1
P38200,P30822,1
P30822,P38329,1
Q04934,P30822,1
P30822,Q04377,1
P32618,P30822,1
P38817,P30822,1
P30822,P38691,1
P30822,P20457,1
P21192,P30822,1
Q03220,P30822,1
Q03735,P30822,1
P30822,P39523,1
P30822,P40167,1
Q08886,P30822,1
Q05672,P30822,1
P30822,Q12390,1
P30822,P53550,1
Q99383,P25344,1
P39520,P25344,1
P25370,P39743,1
P25344,Q03503,1
Q08214,P25344,1
P25344,P32854,1
P39955,P25344,1
P25344,P39723,1
P47822,P25344,1
P39743,Q08923,1
P32610,P25344,1
P25344,Q02948,1
Q12115,P25344,1
Q07732,P25344,1
P35727,P25344,1
P36116,P25344,1
P25344,Q07887,1
P53933,P25343,1
Q12446,P25343,1
P32911,P25646,1
P53933,P32944,1
P08153,P25652,1
P25343,O14455,1
O14455,P39743,1
P38987,Q03818,1
P38987,Q01532,1
P52491,P32578,1
P54786,Q01684,1
P25651,P54786,1
P54786,P39992,1
P32908,P32908,1
P32908,P25651,1
P32908,P39013,1
P30822,P30822,1
P40573,P32908,1
P53253,P32908,1
P32908,P36094,1
P36022,P32908,1
P32908,P17119,1
P23201,P01097,1
P31376,P01097,1
P36022,P01097,1
P01097,P12753,1
P38748,P53253,1
Q03954,P34237,1
Q06629,P21192,1
Q06629,Q04477,1
Q08581,P38989,1
P39013,P38853,1
P40957,Q06629,1
P40957,P40014,1
Q07508,P47037,1
Q04477,P12753,1
P40014,Q04477,1
Q06629,P33895,1
P33895,P47037,1
Q08581,Q08581,1
Q07451,P17536,1
Q06440,Q06440,1
P31376,P40574,1
P38853,P39946,1
P38853,P31376,1
P39723,P38853,1
P40091,P39523,1
P47037,P39523,1
Q06407,Q06407,1
P32908,P40957,1
P40957,P40957,1
P32908,Q07457,1
P33895,Q07457,1
Q08581,Q07457,1
Q07457,Q07457,1
P38989,Q07457,1
Q06629,Q07457,1
P32618,Q07457,1
Q07457,P47037,1
P53900,Q07457,1
P17065,P17065,1
P17065,P32389,1
Q12191,P35736,1
P38989,P33419,1
P33895,P31111,1
Q12263,Q03954,1
P33895,P32618,1
P32618,P32618,1
P53253,P32618,1
P27895,P33895,1
P39523,P27895,1
P27895,P39723,1
P27895,P27895,1
Q06179,P27895,1
P47037,P40091,1
P53253,P53253,1
P53900,P53253,1
P17119,P53253,1
P32908,P53278,1
Q04477,P53278,1
P32468,Q01649,1
P32908,P47037,1
P47037,P32618,1
P33895,P36094,1
P33419,P33419,1
P33895,Q03954,1
P39013,Q03954,1
Q03954,Q03954,1
P54786,P21691,1
P32453,P07251,1
P07251,P22135,1
P07251,P00830,1
P00830,P00830,1
P81449,P07251,1
Q12349,P07251,1
