O15344 Q8WWB3
Q15796 P55196
O75676 P16220
Q8NES3 Q04721
P00533 P08581
P04637 P36405
Q9HCK4 Q08945
Q86Y82 Q15075
Q16630 Q9NRR5
P29466 Q14116
P24386 P20337
Q7L5N1 Q9UNS2
Q8N6I1 P84022
Q9UHP6 Q13485
P52566 Q15669
Q00535 P17706
Q99638 O60921
Q96SN8 Q9HC62
Q13469 Q9Y3C7
P42574 P78527
Q9HC62 P29590
P19438 P63244
Q5JVS0 Q9NS56
P14317 P61160
P33992 P33993
Q00587 Q9BPZ7
Q13362 Q09472
P49901 Q9BQ66
Q96B26 Q9NS23
P04278 Q5D1E8
Q7LFX5 Q9NQL2
P22681 P09769
Q9BXA7 O96017
Q5TCQ9 Q13224
P22607 P02008
Q92974 P61586
Q8TAA9 P27701
Q9H013 Q02297
P61925 P51817
O14646 Q13547
Q96EY1 P20936
Q13444 P07948
Q9H3D4 O15350
P25205 P49736
Q99895 P01011
P19012 Q9GZT8
P10747 P48736
P14923 P35221
Q7L5N1 P61201
Q16526 O15055
P09693 A0A1B0GX56
P07948 P07333
P56693 P63165
Q13509 Q8WWQ0
Q13277 P60880
P54257 P56134
P46531 P98170
Q8IZL8 P12931
P21810 P02452
P17252 P15311
Q96SD1 P49959
P24588 P63252
P68402 O60260
P26599 P57721
O00238 P12644
P30530 Q92529
P48039 Q15084
P29508 P07711
O43147 O75525
Q15149 P00533
P29597 P27986
P62380 Q15286
P26367 Q96F44
Q6ZYL4 P19447
P28799 P49639
Q05655 Q01995
P24928 P35637
Q99683 O75340
Q9NPD3 Q96PY6
Q9UKW4 P27986
P41219 P20700
P11802 Q9UGY1
Q9Y4K3 P51617
P25445 P15311
P14651 Q09472
Q08209 Q92934
P28482 P15976
O94973 P42858
Q96CW5 Q9NRH3
Q9BSW7 Q9Y3Q8
P14672 Q66K74
Q06481 P04439
Q9UBN7 P0CG47
Q12913 P31785
Q13873 P05771
Q9HAF1 Q969R5
Q86X55 Q09472
P68400 Q9UNN5
O95996 P35222
O75970 O00501
Q9BTY7 Q9H3H1
O15105 O43541
Q13426 P49917
P21802 Q01668
Q13464 P17661
Q86UP2 P61586
Q86X95 O75446
Q8IYI8 Q9BQ66
P07711 P53634
P01111 P10415
Q9UM73 P23471
Q13191 P36888
O75688 Q9Y6K9
O60566 Q10567
P35625 P14780
Q12774 P19174
Q9UKR5 Q96SN8
Q13464 P53667
P50454 P17480
Q01167 P60568
P42336 Q13224
Q06187 P42229
O15209 Q9NRR5
O94906 P04150
Q03164 P51610
Q9Y2W2 P62140
Q15596 P33176
P46109 Q06124
P41220 Q6RFH5
Q8WWW8 P07948
Q9Y618 P13631
Q9Y4H2 P19235
Q96JC9 O00472
P26447 P50579
P30279 P35227
O14544 Q15369
Q9H0Y0 O95352
Q07820 O43521
P54253 Q96T58
P61981 Q9H0B6
Q13490 P55211
Q96RT1 P16144
P52565 P60953
P38570 Q96EP1
P13385 Q5T3J3
Q96PK6 Q15633
P49848 P29083
Q15796 P10644
Q15637 Q93062
Q9Y6Q9 P18075
P04632 Q7L5D6
Q14181 Q8IW50
Q13526 P0CG47
P54259 P98160
P43405 P15498
Q12923 P25445
Q13315 Q15831
Q92731 Q9NPJ4
Q9UBQ5 O75822
Q9H633 O75818
P08588 P62993
Q8N668 Q13617
P00918 P02730
P19634 Q99750
P42224 P42229
P08173 P62993
P51965 Q05086
Q13418 P05107
P21796 Q15388
Q06830 Q14653
P51681 O60831
Q71SY5 Q96RN5
Q15669 Q5T3J3
P06241 P24666
Q9H2G9 Q9H8Y8
Q9NQS1 Q07817
P08962 P23229
P05067 P02511
Q9HCS7 P24928
P51587 P38398
Q99650 O60674
Q9UQ07 P05412
Q15645 Q96LM6
Q15404 P48059
P07814 Q8IXH7
Q99750 Q8IYX0
P09486 P34741
P00750 Q99574
P54259 Q9H2X0
O75558 O60493
Q8N668 Q86X83
P19012 Q96HB5
P55042 P0DP25
P08631 P40763
P01135 Q13424
Q96RU2 Q14676
P50750 P49427
O14746 P42345
P10600 P36897
Q04724 Q9UJU2
Q8IY57 P25490
P04899 P50052
P40424 P26367
O75381 P40855
Q96JB5 Q15078
P31946 Q9Y4H2
P10415 P16615
P09104 P68366
P32519 P06400
Q8N2W9 O95257
Q96CA5 P42574
Q9BST9 Q9HD26
Q8NI35 P78508
Q96BD5 Q13547
Q9UHV2 Q9P2K6
P20265 O60828
Q04206 Q9UHD2
O75688 O14920
Q9GZQ8 Q9Y4P1
Q9Y6W5 P06241
Q13464 P35080
O94985 Q15047
P68400 Q14978
P51003 P09012
P34947 P37288
P21817 P0DP25
Q14831 P0DPH8
O75569 Q7L5N1
P27986 P25963
Q9UN37 P52198
Q99959 Q02487
Q8TAP4 Q9BQD3
P05067 Q9Y6R0
Q9UGK3 P40763
Q03181 O75376
P48443 P10276
Q13239 P20963
Q99558 Q9Y6K9
P12830 P35222
Q9UKD1 P63279
P24588 P13861
O75694 Q53GS7
Q14954 P10321
O14744 P54105
P35222 P37173
O75340 Q8NDC0
Q9UQN3 O43175
Q9UJX4 P11940
O14745 P15311
P23142 P02675
O00470 P17483
O00423 Q9H9L3
Q92793 Q9UKI9
Q7L5N1 Q9Y4P8
Q9NYN1 Q15797
Q9H0U4 P31150
P17948 P07947
Q14103 Q9Y6M1
O14980 P11388
P61981 Q9NXR1
P17252 P68133
P23760 Q9UER7
P08253 P01584
P12314 P02743
Q00597 P06493
Q8IWV1 P62993
P31946 P62258
O60683 O00623
P43405 P09769
Q9HCN2 P10415
Q14680 P02686
P06493 O95997
Q13332 P23469
P08620 P21802
A5PKW4 Q96S21
P03372 Q99623
P13497 P49750
P51116 Q5T5P2
O15105 Q9UNY4
P12931 P01112
Q15650 Q04206
Q15785 P55072
Q13753 P13497
Q96ST3 Q9H2S9
Q96SB4 Q13243
P67809 P28482
Q99973 P04637
P10415 P17612
P35240 Q92574
P48378 Q99750
Q14686 P37231
Q00839 O95793
Q9UIV8 P24158
Q96N46 Q15834
Q96CS4 Q13263
Q8WVV9 Q13838
P42680 P51813
O14713 O00522
P84077 Q8NC60
P43489 Q07011
Q7Z6B0 Q9UMZ2
P78559 Q13885
Q13569 Q8TAD8
P06213 P27986
Q9NZ81 Q9BQ66
Q9BYG5 Q8ND90
O95999 P31749
P49910 Q9BQ66
Q13451 Q14164
Q8IUM7 O00327
O60383 P51159
P14780 Q01955
P10275 P12931
P10721 Q92835
Q05655 P63104
P24278 Q9BQD3
P35575 Q12778
O60711 Q9BUY5
P06241 P06127
P21673 Q9BQ70
Q7Z6B0 Q9UJY5
P49023 P43405
Q13554 Q01970
Q16363 Q6VMQ6
Q9UKV3 Q9BSF8
Q13705 P36896
O00499 P39880
Q9Y261 P20719
P14780 P02462
Q9UPT6 P45984
P06401 Q04206
P35346 P50542
O43741 Q13131
P04004 P02679
Q5JVS0 P67809
P10721 P42224
P04183 P38936
Q9BUH8 Q8NEC5
Q9Y5X1 Q13443
Q59EK9 P10114
P78549 P28715
P27361 P16949
P25025 P30679
Q7Z7J5 Q96BY2
O96017 P30304
Q99829 P35241
Q96D42 Q9NRR5
P43364 Q9H875
Q8WTS6 Q12962
Q9Y696 P63104
Q92611 P27824
P11474 Q99698
Q8IVU1 P02792
Q96A65 P11233
Q16363 Q9Y3C7
P21964 Q15645
Q14680 Q12972
O95999 P55211
Q13753 P98095
O14578 P08134
P54253 Q92614
P35243 O60828
P45984 Q00613
O75553 P46109
P62191 P55072
Q06124 Q00839
Q9Y6R0 P42566
O75173 P00738
Q15796 Q96FJ0
P04843 Q6IA17
Q6P0N0 P08047
Q92466 Q01831
Q9NX47 O95140
P63261 Q9Y281
P06241 P54253
Q8TEQ6 P62314
P24928 P19388
O60237 Q14005
Q99961 O15169
O60568 Q9UHL3
Q03393 Q86U86
O60331 Q10567
P52565 P35241
Q9HCE7 Q9Y3F4
Q14031 P14780
P02549 P35611
Q15650 P10275
P51659 P60709
Q9BT78 P04637
P29597 P07948
P35626 P30411
O00587 P46531
Q86SQ9 P28300
Q07869 P17252
P05408 Q9NRR5
P42858 P62993
Q12906 Q99750
Q9Y3F4 Q8WXD5
P02686 P54253
P35916 Q6VMQ6
Q9Y328 Q9NWW0
Q96A65 Q13224
Q01968 P62993
P02775 Q9NRL3
P67775 P15531
Q01844 Q9UEE9
Q13503 P10827
Q8NEZ2 Q99816
P00734 P50502
P37198 Q03933
Q9NYG5 O00762
Q92628 Q8N357
P51843 Q13285
Q01780 Q15477
Q92729 P09471
Q9Y6A5 Q9UNY4
P15336 Q16778
P28482 Q07889
Q9Y6Q9 Q9Y6K9
Q99708 Q13363
P23945 P0CG47
Q9UBP5 O96004
P40937 Q5T3J3
P16671 P07947
P36957 Q13045
Q9Y618 Q92731
P31749 P41279
P25098 P12931
P20042 P05198
P17252 Q05209
P06400 P11388
Q969H0 P24864
Q01844 P62244
O60504 P27361
P11142 O75528
Q9Y4H2 P17480
Q9UKR5 Q9UN74
Q13428 P17480
P78527 P12004
P60880 P51809
Q99731 Q9NPB9
P16410 Q15172
P29074 P26641
P40225 P40238
P61371 Q8TE12
Q8WUH2 Q15796
Q05516 P14373
Q8IZP0 Q13813
O14579 P84077
P01127 P09619
Q9NR28 Q13490
Q9NPH3 P51617
Q9Y4K3 Q9BUZ4
P35372 P0DP25
Q8WXF8 O15519
Q68CP9 Q969G3
O00186 Q12846
P58546 P19838
P11831 P54821
Q9BT78 P61201
Q8IYJ3 P19878
Q8IW19 Q13426
O15360 Q9NPI8
P61981 Q13595
P12931 Q9UGK3
P07766 P43403
O43592 P49792
O43557 P36941
Q9UQM7 P29475
Q9Y5A7 Q9NZN9
P55345 P06401
O60341 Q13547
Q9UQB3 P35222
P17612 Q12809
P41227 P18440
P04626 P16144
Q04724 P54259
P19838 O00255
P62487 Q92804
P51817 P13861
O60583 O94992
P08069 Q05655
Q13303 P16389
Q969N2 Q92643
Q9NR46 Q9Y371
P54253 Q96K80
P28482 P10242
Q86UP0 P35222
P27487 P02778
P48443 P10827
Q15185 P03372
Q6EEV6 P01100
P05787 P00533
P21246 Q9NXU5
P55058 P02652
P16234 P04085
P09234 Q01844
P18054 P02545
Q9NUQ8 Q96GM8
P27701 P26006
Q15080 P19878
P05109 Q96ID5
Q96RJ3 Q9Y275
P12757 P08572
Q13432 O60341
Q9NTK1 Q15834
P05412 P41182
O75884 P28749
P02787 P27797
Q9NWA0 O60244
P04049 Q96RT1
O15287 Q00597
P63104 P18089
O95835 Q15942
Q15788 P11831
Q99259 Q05329
P02792 P02794
P41235 Q92793
P17676 P03372
P30050 P83916
Q12860 P23467
P00734 P22891
Q16695 P49736
Q9H1J1 Q92900
P06493 P67870
O14978 Q9UMX1
A5YKK6 Q9NZN8
P52292 Q5RL73
P08631 O60496
Q15797 Q9BRB3
Q9NS56 P63165
P00966 P15502
Q96CW1 Q13422
P42224 P35968
P17612 P60983
O43889 Q13021
Q504Q3 P11940
Q92913 Q9UQD0
Q9C0J9 P15172
Q9Y5M8 Q96JB5
P07948 P30273
Q9H211 Q99459
Q00013 O43147
Q01844 O14604
Q13347 Q14152
O43711 O00470
P98082 P37173
P0DP25 P32241
Q14703 Q99941
Q06323 P08670
O00560 Q06945
P10451 P08648
Q16543 Q00526
Q8TD26 O95405
Q9NP84 Q13077
P02751 Q5TAT6
Q9C0D5 O14490
Q8TAD8 Q13485
Q13526 P24864
Q96BY2 Q07812
Q9P2R6 Q92794
P21728 P30542
Q16570 P42830
Q15788 P22736
Q13526 Q86YD1
Q16576 P38398
P80188 P08253
Q9ULX6 Q08211
Q9GZN2 P84022
P54277 P40692
P35568 Q03135
O15162 Q9BQ66
P60228 O15198
P68104 Q05516
Q7L2E3 O75376
Q99615 O60671
P11474 P62508
Q8TDC0 Q14315
Q14847 Q15645
P29122 P20930
Q9BQY4 Q9NYH9
O43432 P60842
P09455 P98164
P37198 Q13114
Q15796 O95630
Q8N5H7 P29323
Q9Y6K9 Q9UHD2
P20336 P26374
P50479 Q15654
P98164 P02774
P53350 P25788
P46060 P49792
Q15796 Q92731
Q15843 P09874
Q07157 P55196
P61160 O15511
P60880 Q7Z6L0
Q00839 P49335
O94875 O43426
Q5VT52 Q92900
P53350 Q9Y266
Q92624 Q92824
P12931 Q8N556
Q13555 P18846
P54253 Q8NEM7
O43559 P11362
Q9GZS1 Q15572
Q99689 Q8N8D1
P61981 Q8N5S9
Q13642 P11831
Q8IZL8 O15198
Q8NEB9 P0DP25
P34947 P35243
P46108 P42229
P61254 O43390
Q5T5C0 O00161
O14936 O75056
P62316 P26641
P51572 P23763
Q7RTS3 Q99081
Q99972 P68104
P36897 Q15797
Q6STE5 P37231
Q8WX92 P01100
P43250 P20309
O43597 P62993
Q9UBL3 P36897
Q5T1R4 Q13077
Q14191 P49005
P17612 P05114
P25440 Q14209
O00254 P33151
P30793 O95433
Q9Y383 O95257
O75376 P18615
P50552 P35080
P62820 Q9HA65
Q8N111 Q9NRR5
Q04724 P55316
P10746 Q9NRR5
Q9UK53 P31947
O43679 Q9NQ69
P63279 P46060
O75081 O43439
O94805 P51531
Q99689 Q5UIP0
P02745 P02743
Q13107 P19474
Q96G75 P04278
P35348 P25100
Q9UPT5 Q8N6Y0
O00238 Q13873
P45983 P09211
P09668 P07988
Q9H8Y8 Q9NXV2
Q9Y2I6 P13994
O00203 P48729
O14649 P31947
O95741 Q9Y6K8
Q13526 P05067
Q05193 P49418
Q9NZW5 Q9Y2L1
Q93052 P56134
Q9HBA0 P07947
P42574 P20700
P17936 P00747
Q93009 Q68CJ9
Q86XR5 P22303
P0CG47 Q9Y6K9
P57103 P27348
Q86YP4 Q9UBB5
P19419 Q02363
P45983 Q9NS23
Q9GZV1 P04637
Q92793 Q10567
P84022 P12755
Q99683 Q12933
Q99700 Q99962
P53779 P32121
P10275 P06400
Q86YV9 Q9UPZ3
Q99728 P12956
Q8TAE8 P67870
Q92743 Q9BYG5
Q86XR7 Q9NWZ3
O00161 Q9P2A4
Q96B26 Q06265
P17612 P04004
O76041 Q15942
Q13546 Q99759
Q15654 O43639
P23297 P68133
P52292 Q08881
O14594 P09429
P51116 Q5VSY0
Q13114 Q99558
Q99750 Q5T6C5
P52757 P36897
Q9UQR1 Q09472
Q13242 P0DJD3
Q16621 P46937
P52434 P24928
P52333 P23458
Q86XR7 P14778
P11215 P04216
P19784 Q9HCE7
Q13547 P46100
P46094 P47992
A0JLT2 Q9NWA0
Q05655 Q09472
Q96FL9 Q8TAX7
Q9NV56 Q15014
P10412 Q13185
P84022 Q9Y5J3
Q13702 P11230
O43294 Q09472
Q13642 Q06587
P02745 P02458
Q9HD43 P06239
Q9Y328 Q9P2W9
O15169 Q13362
P42574 P06396
Q96JH7 Q13190
O75462 P26992
Q9UBW7 P22626
P43403 P20936
Q9UNE0 Q13077
P07492 P27487
Q13835 P15924
O00566 Q96G21
P49770 Q13144
O43427 P68400
P06239 Q92731
Q16658 P17252
Q9BQE4 P0DJI8
P21781 P02452
O00238 P36894
Q969V6 Q8IZQ8
P56539 P00533
O43921 P29317
P20339 Q9UKG1
O14786 P35968
P49023 P05556
O15111 O14920
Q9UKW4 P62993
Q9BY84 P45983
P19838 Q14690
P12931 Q13177
O15116 P28074
P63279 P78364
P08476 P19883
P19387 P18848
Q06124 P23458
P62937 O95084
O00499 P49418
P46109 P46108
Q86Z02 P04637
Q13422 O00422
Q9NP79 Q53G59
P27694 Q15560
P51946 P19447
P49368 P11142
P55916 P31946
P01011 P05067
P10275 Q12778
P16871 P06241
P49023 P23258
Q02156 P68032
Q96PU5 P51965
P05412 P12755
Q9P104 Q16288
P24941 P17706
Q9Y678 P53618
P50750 P40189
Q16644 Q16539
Q9UIV8 P07477
Q02535 Q99081
Q9UHX1 Q96AE4
P22736 O75582
O60239 Q06187
P63104 P41743
P08727 Q8N6Y0
Q16539 P30307
Q13114 O00463
Q9C0D5 P42261
O15061 P17661
Q99708 P25791
Q9Y618 Q96RI1
P10809 P26006
Q92729 P63096
P08603 P35318
P21860 P27986
Q99417 Q96FN4
Q15329 P84022
Q9BQ52 Q9H1I8
P49841 P04637
P33151 P35221
Q9NSV4 O15198
Q8WXD9 O14936
P53350 Q13885
P04899 P68366
Q16539 Q8WYK2
Q14677 Q00610
O95466 P07737
O14980 P35658
Q03431 P62873
P05305 Q9NRR5
O75822 O14775
Q15276 O43747
Q13627 Q96S94
P01034 P0C0L4
Q5T1R4 P20333
P30304 P31946
P55036 P15172
P13637 P54253
O15397 P46060
Q13163 Q99759
O43464 Q9NR28
P22670 O15198
Q9UMX0 Q08722
P54253 O15014
P84022 P49790
Q03167 P61812
O60343 Q96L91
P05783 Q9Y5B8
P38398 Q13485
P42229 Q15303
Q9Y618 Q03181
P46108 Q8WU20
Q9NYJ8 Q9Y6Q6
Q99616 P41597
Q06124 P11274
O75818 P78345
Q86WV1 P06241
Q16236 P29466
P19387 P62875
O15151 P84077
Q7L5N1 P04150
P08123 P05067
O15519 Q13546
Q9P2W3 O14775
Q5JQC9 P31323
P60228 O43292
Q14207 P14859
P16870 P27694
P22674 P12004
Q13546 Q12933
Q92597 Q12906
P20339 P20936
P50895 P11171
Q15596 P35609
Q14457 P10415
O00161 P23763
P45973 Q9UIS9
O43908 Q29983
P03372 Q92905
Q99836 O60602
Q86X55 P84243
Q9UK55 P00742
P50570 P35968
O95990 Q8N6Y0
O43791 O95197
Q9UNZ2 Q13190
Q15910 P52788
Q96G27 P46937
P08238 P03372
P00533 O14745
O43638 Q93062
Q6ZVK8 O95810
P52789 Q02156
Q8WYH8 O75528
P63104 O00273
Q9BQY4 Q9Y2Y4
Q9BUE0 Q9H944
Q96BI3 Q9NZ42
Q02078 P63165
P62508 Q12796
O60504 Q8TDM6
P0DPH8 P27348
P27487 P51671
P24928 Q9Y5B0
P51808 Q13409
P03372 P22415
P53680 P63010
Q16539 P29590
P48594 P25774
P50750 O60563
Q8N9H8 O15162
P50453 Q15047
O60494 P27352
Q92831 Q13772
Q9NS23 P01112
P14091 P01023
Q9UHI6 O75376
Q9Y5B0 Q01094
P11831 P28324
P03950 P13385
Q13485 Q9HAV4
P11802 P38398
O95870 Q92900
Q9UJX3 P30260
Q99684 Q06455
P54646 P41159
P50552 P63261
O14836 P49069
Q13133 O75376
P68400 O60936
O95866 Q06124
Q13368 Q502X0
P12757 P48307
Q13190 P55072
P31947 Q9H8W4
P29350 P12814
P38646 P04637
P30281 P11802
Q92783 P52333
P14902 Q9GZR7
P55286 P35222
P15884 P0DP25
O95985 Q07021
P21926 P05556
Q12933 Q9UQN3
Q96J02 Q16625
P09429 Q9UKR5
O76071 Q8NBJ4
Q9Y262 Q9H9Y6
Q9H082 Q15276
O15524 P27986
P28482 Q13480
Q9Y4Y9 P62310
P04899 P11229
Q9Y5X4 Q09028
Q96MR6 P01100
Q9Y4K3 O14733
Q14980 P11171
Q16630 Q9BSL1
P51636 Q03135
P07093 P08572
Q12967 P49407
P68104 O60333
Q5FBB7 P62906
Q8IU60 Q92900
P68400 P07910
P33176 Q9P2E9
Q8IVI9 P29474
Q8WVZ9 Q9GZQ8
O75446 O75376
Q7L8L6 Q15834
Q13485 Q9NP66
P62318 Q16637
O14641 Q7Z7J5
Q8ND90 P0CW24
P06241 P46108
P61981 P11142
P22681 P15391
Q9BVP2 Q9H1I8
P41743 P04083
P51812 P05783
P54253 Q8N1N0
Q13546 Q13158
P04083 P21462
Q05655 P19086
Q15645 Q8IVS8
P00167 P05093
P05771 Q99418
P08473 P20800
P16671 P02452
P55008 P13796
P11274 P62993
P08670 Q9Y6Y0
P38432 Q8N2W9
P18827 P14210
Q15052 P36897
Q15172 P10415
O14920 Q15653
P09661 Q09161
P63279 O15015
P00747 P19875
P27701 Q99075
Q92918 Q13094
Q14137 O00541
Q5TA45 Q9NV88
P48023 Q96RU3
P30153 Q13033
Q09472 Q9Y6Q9
Q9Y5X1 Q07889
P07498 P05814
P40424 P35580
P17252 Q13255
P15498 P11274
Q13243 O95897
P0CG47 P10636
Q9UNL2 P51571
Q15648 P23771
O43615 P10398
Q03113 P12830
P14598 Q14896
P29475 P23634
Q9Y6Q5 P61966
P62979 Q9HCE7
Q14994 Q15648
P08588 Q99962
P04637 P12956
Q02388 P11142
P22748 P02730
P19793 Q9NRR5
P49023 O15530
O00203 O43683
P0CG47 Q99626
P52566 P15311
O60896 P32241
Q99959 O15198
P22607 P12034
Q00536 P46379
P40763 Q9UER7
P24928 P55199
P84022 Q96S59
Q07812 O60936
Q16514 P20226
Q9HCE0 Q6VMQ6
Q13424 P0DP25
Q9BZG1 Q13485
Q15654 Q9H5Z6
Q9UK45 Q16637
P28069 P23769
P18825 Q14232
Q9UF11 P63211
Q02818 P19086
P07947 P15529
P04637 P11387
P10144 Q13426
P48039 P61026
P06400 Q00534
P46060 P62826
P62308 P62304
P51668 Q9BV68
O43927 Q99731
P45984 P05412
P49841 P15941
P28482 P00750
Q7Z569 P38398
Q16539 P67870
P78504 P46531
O75888 Q02223
O14908 Q9H9D4
Q9NSY1 P02686
Q86XR7 Q14653
Q13243 Q93033
P63279 Q03933
P35232 P28749
Q6QNY1 O95295
O95257 Q07869
O95630 O75886
P49407 P08631
Q32MZ4 Q13045
P63279 P49789
Q16849 P62937
P23743 P12931
P05164 P00450
O95382 Q99683
Q16778 P24522
Q8WYK2 P15336
Q9NP31 P06239
Q9NPG1 O14908
Q08495 P68032
P42680 P23458
P04406 Q9NXU5
Q9UJY4 Q99523
Q9UMR2 P35658
P41226 P25445
P43364 Q8TAP6
Q02930 P05412
Q96S38 P40425
Q13526 P30260
P29536 P60709
P12277 Q8N6R1
P10275 O14595
Q6EEV6 P52565
Q92597 P26641
P04406 Q9UN74
P36542 P00533
P62942 Q08209
P34741 P15311
Q96G27 O00308
P27986 P07949
P45973 Q14739
P63244 Q15139
P49336 P24863
P23142 Q9Y3A3
Q9Y5X4 P50750
P42330 Q9UKY1
P34932 Q6P1J9
P09211 P21246
P53778 Q8NI35
P27361 Q12772
P0DML3 P24928
Q99741 P11801
O60687 O75173
Q9H2G9 P61019
P78560 Q9UKR5
Q8IZH2 Q9BZI7
P19419 P17676
Q7Z3E1 Q9H0D6
Q96KQ7 Q9BT49
O14639 Q96ED9
P09467 P11142
O00305 Q12788
Q7Z589 P51587
Q9Y6B2 P14373
P07478 P01009
P55344 P17931
Q8TDR0 Q9NRI5
P24863 Q00526
P22301 Q08334
P17948 O60462
P30154 P62491
Q969Y2 Q5TAQ9
Q9UMX1 Q7Z412
O14653 Q13190
Q9Y3C5 Q9GZX5
P78536 P01375
P29466 Q07817
P06870 P01042
P20226 O75925
Q9BUZ4 O15162
Q15102 P68402
O00512 P35222
Q9P286 Q9BRK4
Q12933 O43734
Q96D98 Q8N6I1
P63279 O75928
Q13242 Q15424
P11831 P55211
Q99728 Q9NPI1
P12830 P15311
P23458 P52630
O00203 Q00610
P10827 Q15648
Q13619 Q13309
O15265 O43186
P84243 P54198
P27169 P02647
Q9UMX0 Q9NPQ8
Q05193 P16333
Q9BX66 P68133
O15198 P08621
P07858 P01308
Q9ULB1 O14936
Q96B97 P27986
P46379 Q09472
Q9Y618 P62258
Q9UQB3 P06241
Q9Y230 Q9Y265
O95551 O00463
Q9UKR5 Q9NRX3
P54764 P52797
Q06190 P53041
Q9Y618 P11831
Q13557 P06127
Q5XPI4 O15198
O60315 Q99717
Q5JS13 P11233
Q9NRG1 Q96G04
Q12879 Q9BXS5
Q9UNZ2 P55072
Q15036 Q07954
Q9Y6Q6 O14788
P52292 P06454
P35968 P16333
Q15120 P08559
O15482 Q12929
P06241 Q14511
Q9Y333 O15116
Q9HAP6 P48050
Q01844 O00308
O75925 Q9UMX1
Q9Y263 Q9UBN7
Q96F07 P51116
Q13315 O75943
P17096 P15336
P10244 Q9Y618
P11532 P48023
Q9UGJ0 O43741
P08887 P40763
P50570 P07737
Q96A23 P53041
P29474 P30411
P09848 P11021
Q9Y3C5 P61088
Q99759 Q99683
Q09472 Q10571
Q9ULJ8 P41236
Q9UKX7 P46527
P03372 O43524
Q9BY84 Q16539
P51654 P56706
P09958 P20382
P03956 O14788
P49798 P50148
Q01844 O00160
P28482 P06400
P17612 Q07343
Q00535 P49768
Q8IY31 Q9NWB7
O14543 O60674
Q9Y3A3 Q8WY91
P50570 Q13838
Q02818 P35354
P42574 Q12772
O15530 Q12967
P31946 Q96F86
Q9NVP1 Q13330
Q6W2J9 Q99829
P48745 P29279
P51587 Q9BXW9
O95817 Q15038
P38936 Q8IYF3
Q12933 O15111
P11684 P02751
P42574 P06454
P54826 Q15465
P02792 Q99547
Q04206 P29590
Q8TDH9 O95295
O14745 P35241
P47872 P13861
Q12840 O60941
P84022 Q13555
O14933 Q05086
P07858 P60903
P06241 P35568
Q9Y5X4 P28749
Q9NRD5 Q14CW9
Q13526 P23443
Q99728 P04637
Q12967 P01112
Q8N2W9 O15105
Q04771 O14526
P19387 P15173
Q15464 P15498
P04278 P57057
Q09472 Q9H160
Q00722 P52564
Q15811 P60880
Q92696 P62820
P61278 P30872
Q92796 Q12879
P25098 P21462
P35590 P27986
P26641 O95544
P05129 P17302
Q13137 Q8N715
Q9NP84 Q12933
Q8WV28 Q96B97
P10412 P45973
Q99558 Q13077
P17676 Q00613
P15884 Q02535
Q13232 P15531
P05412 P53779
Q8NCM2 O95259
O43427 P67870
Q9H5Z6 Q15834
O15524 P42680
P49840 Q13144
P14618 P04049
P32856 Q9H2B2
Q13077 P19438
P42566 Q9Y6I3
Q5FBB7 P67775
Q96GD4 Q9NQS7
O60264 P16220
P10276 P55055
P62258 P30305
Q13310 O60383
O60232 Q99832
O15392 P55211
P05154 P06870
O60256 Q8N8Q3
P11309 P38936
P17252 Q9BR76
O15524 P06213
Q6PIZ9 P06239
P49137 O95816
Q14344 P21731
P49286 P62873
P67775 Q99250
Q07864 P12004
P61981 P11940
Q15628 Q13158
P19784 O43896
P27361 P05023
Q9UKY1 P08670
P33991 Q13416
Q9UN74 Q9GZT6
Q9Y561 Q9UBF9
P31946 P10636
P62312 Q16637
P21246 Q9H8G2
P12883 Q15561
P25791 Q96KQ7
P53667 Q9Y281
Q16539 P17275
P18847 Q96ID5
Q14566 Q13416
P54253 Q9UKD1
P45973 Q13111
P24387 P55089
P13861 P11137
P06493 Q14643
P61981 Q13009
Q9BTK6 Q6ZW49
Q99650 P23458
Q96CW1 P20273
O43186 Q99750
Q13485 Q9UNE7
Q05209 Q9H939
Q9UIS9 Q99717
P16220 P11831
P04183 Q5RL73
Q9Y216 Q96QG7
P20337 P0DP25
P13727 Q5RL73
Q8WVM8 Q13190
P23468 P10586
O75888 Q92956
P19419 Q15759
Q16695 P83916
Q96F24 P19793
Q86VN1 Q99816
P0DP25 O95838
Q15102 Q15047
P47897 O15198
P45983 P05412
P68400 P55087
Q9BTA9 Q9NRR5
Q9Y2K7 O15105
O15131 P39687
Q9UNL4 Q09472
P61158 O15144
P51817 P10644
O95084 Q9H0H5
Q15465 Q96QV1
Q13432 P06241
Q14722 Q12959
Q9ULK5 Q5TCQ9
P17540 Q5T3J3
Q14764 P60484
O15467 Q9H3N8
Q9HC62 P55854
Q13547 P15172
Q13363 Q13873
O15111 Q92844
Q6NZY7 P60953
Q6AHZ1 Q6VMQ6
O43752 Q9P253
Q99755 P84077
O75604 Q7L4P6
P43115 P34995
P48304 P46379
P05154 P00734
P01112 P10415
Q15149 P68032
Q92793 P84022
Q96G01 Q14203
P41594 Q86YM7
Q00403 P49736
Q03135 Q14254
P28069 P05412
P17612 P12931
Q99418 P84077
P31749 Q9H4A3
Q99759 P08238
Q13480 P62993
Q15599 P15311
P42285 Q96B26
Q9UJY5 Q99816
P42768 P06241
O75530 P08758
Q13835 P08670
Q00839 P55199
P49759 Q13427
P15498 P04049
O60343 Q8NEY1
