Q9UKA4 P10644
Q99689 Q99728
P14416 Q9ULU8
Q9UQM7 Q15796
O43261 Q9NVJ2
Q09472 Q9Y6X2
Q8IYB3 P61981
Q9Y6D5 P18505
Q9UH77 O60506
O15105 P36897
O14745 P26038
P19388 P53803
P68402 P43034
P07093 P53420
O75665 Q9H7U1
Q13131 P04049
P04275 P02452
Q16623 P63027
Q5JY77 Q93045
P57678 P62316
P51685 O15467
P51178 P17677
Q9GZM7 P61968
O14978 P57086
Q9HD43 P06239
P63167 Q16620
Q12904 P54136
Q16621 Q92793
P21580 Q13546
P36575 P04632
P48745 P62875
P26022 P02747
P68400 Q13144
Q9Y3C5 Q9Y6I3
P54253 Q03989
O43924 P01112
P31948 P04156
P32927 P42224
Q6NSW5 Q8N2U0
P78504 P07996
O00308 P51170
P08047 Q04864
Q92597 P05023
O94972 Q8N720
P50613 P51948
O95832 Q07157
P36578 Q99558
P0C0S8 P24522
P67870 P35222
P04637 P29590
Q99704 P26010
Q9Y4P8 Q9NRL3
Q15744 O95751
O60880 P06241
P61586 Q14643
P52333 Q9UM73
Q15628 P05783
O14908 P04629
O95988 P31751
P10275 O60244
O14978 Q8WV44
Q8TDZ2 P08670
Q9UQM7 P14921
P14317 Q9H788
Q05516 Q14192
Q96M83 O76071
O43561 P19174
P22681 P05783
Q07507 P46379
P02751 Q13485
P61981 Q86SQ0
O95751 Q9BXS5
P42681 Q13094
O75419 Q9UBD5
P31946 Q96F86
P17612 P04004
O14776 Q8N2W9
Q12967 P10114
P04271 P23297
O00327 Q16534
O60494 P02768
P35813 P84022
P49802 P63096
P15336 Q5T230
Q01344 O60674
Q99607 Q9Y3I1
P29323 P52799
O95551 P63279
Q9UHD4 O76075
Q8ND90 P05129
P17612 P61586
P01138 Q99523
Q92932 Q9NRR5
Q8IVH2 O15409
P19012 Q8WW24
P21802 P55075
P51608 P09429
Q09472 Q99966
Q12962 P20226
P11274 P62993
Q9NYX4 P21728
O43283 P30048
Q13873 P22004
Q9Y3C5 Q9H040
P04637 Q14186
O00308 P37088
P56192 P49593
P54253 Q96K80
P02679 P00488
P00540 P15172
P17612 P11137
P24941 Q09472
P07384 Q15078
O15335 P02458
Q15797 P55316
O75665 Q9P2H0
P12931 Q99704
P61981 P40818
Q15645 Q6P9B6
P60228 P09914
P60228 Q59EK9
P35869 P03372
P42566 O94973
P17252 Q9BR76
P07949 P28482
P78314 P02787
Q9Y5Q8 Q92994
Q9H3Z4 P13569
Q12948 P09429
P32298 P30411
P54253 Q8WWM7
Q9HAP2 P31946
P17612 P60880
P12956 P12757
O15164 P11473
Q8IYF3 Q7Z6G3
O15162 Q9Y272
P49023 P13688
Q8WVD5 Q9HCE7
Q13547 Q9Y230
P02787 P24593
P27361 P49815
P21589 P60709
Q9Y2X7 Q9H0I3
Q16629 Q9BWU1
Q13459 P0DP25
Q9NR61 P46531
Q92817 P13645
O43186 Q99750
O14490 Q14957
P02787 P08833
Q8WWW8 P06241
Q92835 P36888
Q9Y276 Q9GZR7
Q02790 Q9HAU4
P49755 Q92542
P23469 Q14721
P42574 P61289
Q99459 P33992
O95832 O60885
Q8WV28 Q92918
P21673 Q15047
P55345 P10828
Q15650 P05412
Q9GZT8 Q15834
P61201 P04637
Q13610 Q9HCE7
P51809 Q9H3Z4
Q99684 Q9NRD5
Q9ULB1 P21579
P15336 P17544
O15259 P21333
Q13418 P05106
Q05193 P35080
Q05707 P16070
Q01844 P17096
P28482 P54829
P12956 P62070
P68871 P00738
Q9UL45 P16157
Q96G01 O14576
Q9BTY7 Q8N2U0
O60318 P25205
P28476 P68400
P68400 P35638
O94855 Q15437
P84103 O14646
P52943 P54259
O75030 Q16539
P46379 P33240
Q92922 P24864
Q96RK1 Q92481
Q8TDC0 Q08209
P99999 P10109
P55212 P49810
P05109 Q9H0T7
Q8IZU9 Q9NP85
Q15906 Q15834
P09619 Q9BQ66
Q15910 Q15022
P28223 Q16288
Q92793 P16220
P63244 P05771
Q15544 Q15545
P25789 P06681
Q9UJY5 Q00610
Q8NC51 Q13569
Q15399 Q9BXR5
P05129 P41594
O43439 Q13951
Q03135 Q06187
O95502 Q15818
P61158 P12830
Q9Y679 P17301
P06858 P11597
P16112 O60882
O75344 Q9Y5B8
P12931 O15357
P22681 P42229
P50750 P40189
O43665 P08754
O60701 Q9Y6K8
Q13705 Q8N6C5
P41220 Q14524
P35916 Q06124
P42229 P28482
Q04759 P41594
Q92574 P31749
Q8NHJ6 Q06124
Q9UHA4 P27361
P50579 P41091
Q13368 Q6PK04
Q9Y2D1 P53567
Q15645 Q5TA45
P17612 Q92597
Q9ULZ9 P08253
O15524 P23458
P08254 P10451
A0A5B6 P04234
Q96MT8 Q9BQD3
Q96IP4 P46379
P25024 O95837
Q8WXE9 Q8N9I0
P08138 Q99523
P51159 Q05516
P04004 P61812
P22459 P21673
Q99689 Q9P0K7
Q9UQE7 Q14683
P06858 Q7L5N1
Q05209 P42768
P42680 Q99755
Q13794 Q07820
Q9UBF6 Q8NCC3
Q96HR3 Q15528
P05412 P15172
Q12874 Q15834
P61956 P54132
Q13671 P63104
P38398 P84022
P00742 P00747
P10636 P0DP25
P69892 P68871
P17612 P62834
P28482 P50548
O15492 P08754
Q9NSI6 P51532
P17612 P07101
P57729 Q15797
P10275 P27797
O00339 P08572
Q96F07 Q06787
Q02962 Q02363
Q01844 Q13601
P12272 Q03431
Q9UBP5 Q14469
Q8IW41 P47712
Q9UKB1 P10070
Q96J02 Q9UBN4
Q13133 O75376
Q07157 P68133
O15304 Q07817
P50150 P62873
Q8IYF3 Q8WW14
P08514 Q9Y679
Q13402 P10644
P01112 P42336
P50579 P28482
Q9NQ25 O60880
Q9UNS1 O15055
P19438 P62993
Q99942 P36897
P29084 Q03468
P51572 P29466
O14807 P42336
P09341 P25025
Q6UXL0 Q9NYY1
P06756 P14543
P17612 P04150
Q00994 Q16288
P41235 P08047
Q8N4C8 P46821
Q02817 Q9Y4G2
Q8N9N2 Q8N3C0
O00238 P57735
Q6UW60 P01344
P46821 P49841
Q16778 O60907
Q99750 O75427
O60674 P78347
P25098 P49407
P50552 Q8IZP0
P22670 P48378
P63104 P20941
Q16539 P49137
O96018 P05067
Q13200 Q8WVY7
Q9Y223 Q5UIP0
Q14721 P60880
Q8NF91 O15146
P41235 O60244
P50281 Q07954
Q96AX1 Q9H269
P63165 P25963
Q15572 P20226
P52907 P04271
P12004 P30307
P12931 P18433
Q9C0D5 O14490
Q9UL19 P01112
P19474 Q9GZT8
Q8TAD8 Q13485
Q15796 Q99732
Q15365 Q96PU8
O43559 P41743
Q9GZR2 P03372
Q9HAU4 Q99717
Q6EMK4 P61812
O75886 Q15038
P17252 Q13393
P45973 P23945
Q96ST3 Q13363
P56524 Q66K74
P49759 Q13247
O95460 P21941
O15162 Q9HB63
Q9UQF0 P43007
O14543 P10912
Q05516 P13994
Q9NTJ3 Q15021
P10827 P10589
P29317 Q06124
P31946 P12931
Q01844 P49821
P49137 P16220
Q16531 P61968
Q01959 P14416
O95199 Q9BT78
P20226 P19793
O15533 P53618
P35269 Q99689
P56693 Q01860
Q14209 Q14186
P05106 P08123
P10242 P29590
P78536 P35625
P09104 Q16842
P36897 P62942
Q8N336 Q9NWX6
P00367 P00505
Q8TCG2 P20963
O14653 P54920
P12931 P30530
Q15375 P55196
P68431 Q9Y294
Q9Y2I6 P13994
O15151 Q01094
Q8IW41 Q13541
P20042 P78344
O60500 P12931
Q5TD97 Q14192
P61764 P12036
P41218 P24941
P07910 P62993
P28324 P41134
Q86X55 P84243
P78406 P52948
P07711 P39880
Q8TAA9 O14641
O14920 P08238
Q92793 Q14192
Q96CV9 P61006
Q9UKX7 Q14974
P38432 Q6BCY4
Q9NRD5 P78348
Q6EEV6 P25963
P50213 P51553
P84022 O43524
P50452 P00734
P00533 Q13740
P21333 Q13003
Q9P299 Q9UBF2
Q9ULB5 P35222
Q9UBT2 P55854
P26367 P41225
Q86X27 P61981
Q8NBJ4 Q9H840
Q9Y222 P30279
Q9BW83 Q9Y547
Q71DI3 Q09028
O75821 P11171
P63104 P98177
P41231 P05106
Q92597 P26639
Q15843 Q13564
P07858 P46379
P62191 P55072
P61981 P55196
P48552 P19793
O75154 P62330
Q01844 O15162
Q9Y5Y6 P55085
P46937 Q969T9
P60033 Q9P2B2
Q14126 Q08554
P15036 O75376
O15467 Q9H3N8
P11473 P84022
P05062 P36543
Q16787 P00750
Q16576 P38398
P27361 P08047
P36575 P12931
O94762 O95985
P06241 P15391
Q9UKR5 Q5SZQ8
P08238 O00401
Q13588 O43561
O00499 P17600
Q9NZI8 P35222
Q9HCE7 Q9Y2U5
Q15645 Q96JB6
P13569 P15311
P23946 P21583
P06239 P42229
P38398 P51948
O14777 O95229
Q01780 Q9Y333
P17252 P08100
Q9BXR6 P01024
Q13009 P16157
O15553 O43586
P17948 P19174
O96017 Q15173
Q15181 Q5MNZ9
Q7Z444 P27986
P02649 P05067
Q13309 P24864
P04004 P24593
P51532 P04150
P27487 P00813
P54727 Q96IV0
P17600 P62993
P0CAP2 Q9BQ04
Q9UBK2 P19338
Q9UGL1 P55316
Q16633 P09086
Q8IYX3 Q9BQ66
Q9UNL4 P04637
P00747 P00450
P62826 Q9HAU4
Q15365 P26599
P54257 O15258
Q16611 Q07812
P63172 P21796
P06241 P51911
Q9Y3C5 Q9HAU4
O95994 Q9NPI1
O60934 Q09472
P29375 P11473
P49841 Q8TD16
Q9ULX6 P42166
O00401 P60953
P61081 Q8TBC4
Q9UL46 Q06323
P14598 P13498
Q15796 P03372
P46934 P51168
P49841 P49023
Q8N5H7 O43281
O43913 Q13416
Q9H840 Q8WXD5
P15882 P36897
P21860 Q07889
P40926 P23381
P14859 P42229
Q9Y2X7 O75914
P12830 P18206
Q9Y6K9 P40222
P62258 Q04917
Q9Y3E7 Q9Y5L0
Q9Y3C7 Q9H6R7
P61371 P25791
Q8IXB1 P11021
P84022 P98082
O60641 P63010
O00305 O00555
Q16270 O00585
O60315 Q15797
P10747 P06239
Q8N2W9 Q13547
O00267 Q58WW2
O43791 O95197
Q12933 Q15560
Q9GZN2 P84022
Q8IUK5 P14543
Q13573 Q15466
P08047 P20226
Q9UJW0 P61163
Q8WXI2 Q13424
Q9NNX6 P13688
Q92973 Q86U42
P49848 P21675
P56524 P45973
P68104 P25445
Q93009 P04637
P35243 O60828
Q15669 Q9BVJ6
P09874 Q01094
Q15149 P68032
Q9NSN8 P22459
P35346 Q9HD26
Q15628 Q13114
P16389 Q9UHC6
P68363 P25963
P21333 P16581
Q16623 Q9H270
P27361 P49407
P25391 P0DJI8
P13727 Q5RL73
P16333 Q7L0Q8
P49703 Q92597
P16860 P16066
Q13547 Q00688
Q9NWQ8 O43464
O00590 P13236
O95477 Q53GG5
P46783 O95251
Q15796 O95630
P31749 Q3V6T2
Q9H9D4 O95985
P10644 P11802
P60468 Q15629
P19174 Q05586
P49842 Q99808
O43150 P84077
P52701 P43246
O75916 Q02846
O95777 Q99719
Q9HC77 P42229
O75340 Q9Y5Z4
P04629 O14492
P24158 P01584
Q99689 O95696
Q8WZ42 Q14596
O95155 Q99615
P51003 Q9UKF6
P54253 Q9UKJ3
P54105 Q14240
P20226 P04150
O43257 Q16539
Q04724 P06493
Q00887 Q5T3J3
Q86UW9 P46531
Q96SQ5 O15198
Q05586 Q13115
Q02556 Q13105
P07996 Q07954
P09471 P18825
Q14031 P07585
O60706 P26641
O75344 O75909
Q15834 Q9Y247
Q00839 Q99608
Q8N715 Q96LR2
P33032 P42127
P26718 Q29980
P62195 P08047
O15145 Q96P48
Q03111 O14497
Q8N5S9 O00141
Q15121 O14939
Q14653 P21579
P13631 Q9NPJ4
P22607 Q9GZV9
P56817 O95415
Q04721 Q96JK9
P04626 O60674
O14508 P19235
P03372 P08047
Q15047 O95361
Q13485 P12755
Q04206 P52564
Q9UK45 O15116
P30281 P11473
P43405 P62993
P11473 P60520
Q9Y3C7 P57735
P00533 P10275
P54257 Q96SN8
P08100 P25098
O43561 Q15464
Q86YW7 Q96T91
O95886 Q14289
Q99683 P30304
Q15466 P37231
P05976 P68133
P12956 P84022
P21673 Q9P2H0
P08069 P04899
Q9UGU0 P05412
P19429 P68133
P60953 Q15052
P49366 Q9GZT8
Q12809 Q6P1J9
Q02410 P05067
P63104 Q9P2H0
P56817 P08253
Q13418 P62328
Q14289 P00533
Q9UBZ4 Q15834
P08727 Q9NYB9
P84243 Q53GL7
P57073 P20264
Q9NQI0 Q96S59
Q14103 P67809
P27361 Q01892
P32780 P29084
P14136 Q5T2W1
Q9BUH8 P15622
P19838 Q04864
Q92734 Q9NXU5
P31946 P30291
O75689 Q15139
Q92793 O15525
P12525 P61244
Q13835 P05787
P61457 Q96HA8
Q13432 Q8TDN6
P54259 Q70EL1
Q00653 O15111
Q9NZL4 Q5T3J3
Q8NFZ5 P41279
Q7Z6J0 Q12852
Q8N122 P23443
Q12959 P78559
P21810 P02452
Q86Y01 P62993
Q6XD76 Q99081
Q15052 P84022
Q96B26 P26651
P49662 Q92851
Q92793 O75175
Q96L73 P19793
Q969D9 P42229
P17252 Q9NQ66
O14544 Q9BYM8
Q9UBK5 P26718
O75376 P18615
P08670 O95696
P33992 P49736
P16220 Q86YV9
Q96HF1 Q02962
O15444 Q9NPB9
P09341 P25024
P04150 P00813
O95219 P06213
P11473 P19793
Q9UBW7 P12757
P57086 Q9P0L1
Q8NI35 Q8TEW0
P47756 Q9BYC9
P78347 P40763
P38398 Q13885
P14136 Q9UGJ1
Q13643 P11831
Q9UBT2 Q15843
Q13045 Q9Y3R0
Q9Y371 P42858
Q15678 P12830
P32246 P42224
Q9UI36 Q99504
P27361 Q02156
P31946 P35568
Q9BY08 Q15125
Q9H0F7 P60468
P05305 P25101
P42772 P11802
P38936 P40763
P08581 P21554
Q9Y4Z0 Q13287
P60983 P28482
Q15256 P27361
P09693 P04437
O60671 Q9GZQ8
O14936 P23634
Q9HD67 P27482
Q9Y2Y9 P50454
Q09472 P51692
P02792 P02794
P01042 P07711
O15020 P02549
Q9NRL3 Q03135
Q9NY61 P10636
Q12789 Q9H1I8
O75582 Q13541
O75884 P28749
Q96CW5 P23258
P25791 P55196
Q2Y0W8 P13569
Q9NZQ3 P42768
P78545 P19838
P05230 O14786
Q96F07 Q9Y2A7
Q9Y2U8 Q15796
Q7L590 P38936
P27701 P08962
P36542 O43570
P06493 P16949
P63279 P05412
Q96S59 P10275
O00463 P28908
P05154 P00749
Q9UJY5 Q15276
Q6EEV6 Q13347
Q53GL0 P68400
Q06124 P24394
P14923 Q14126
P10451 Q8WYA6
O43929 P33993
P04637 O43261
Q14498 Q92731
P16109 P15311
Q92797 P42858
P78396 Q08999
Q8TEU8 O14793
Q96RI1 P19793
P07384 P04632
P46379 Q16637
Q5JS13 P11233
P22607 O76093
P17301 P27658
P01730 P28907
P07996 P04196
P61289 P51116
P28223 O00303
P61981 P07237
Q9HAF1 Q969R5
O43597 O60269
Q05516 O75376
Q8TF64 Q9NPG1
Q9NY65 Q14831
Q96FN4 P12757
Q01844 Q9Y2I8
Q15672 P10071
P31785 P24394
Q14847 P60709
O60315 O15198
Q16637 P62316
Q9Y5K6 P22681
P11940 P49023
P19784 Q9Y5B0
Q9NZR2 P30533
P98160 P05067
Q13029 P06400
Q09472 O60356
P24071 P12314
Q9NRD5 P04626
P21675 P35269
P08138 P60568
P12931 P15941
P37288 P17252
O43570 Q9BYD2
Q9NPF5 Q9UER7
P61981 P33992
Q16666 Q02535
Q16280 O14745
P61626 P31025
Q9H0H5 P68366
P85298 Q12982
P49703 P07814
P12757 P15104
P98164 P02774
Q16584 P60953
Q6Q0C0 Q99759
Q99574 P00747
Q07960 P68366
P07384 P24298
P31994 O15357
Q8TDW5 P20336
P98170 P36897
P48023 P62993
Q6W2J9 P41182
Q6ZNA4 O15105
Q96RU3 P52198
P30990 P16870
Q8WV28 P16333
P03372 Q07889
P14598 O43451
O95295 O00161
P51452 P28482
Q9UKX2 Q16760
Q14919 Q16594
Q16820 P01275
P51168 P37088
P68363 O95208
O76061 O95831
Q15811 Q9Y5X3
P51159 Q5RL73
P04156 P11021
O95777 P42898
Q15047 Q8IYT8
Q92930 P68366
Q99653 O94768
P54259 O15162
O75970 P10721
P41235 Q12796
O14775 P49758
O00203 O43683
Q9H0M0 Q9Y5W3
Q92793 Q15642
P48634 P02671
Q9UBN7 Q13885
P27361 P30533
Q13177 Q9UKS6
O15151 P84077
Q9ULZ3 O15553
Q5JY77 P08912
Q13105 P52790
P55103 Q04771
Q9UKD1 Q9Y692
Q9BT88 O60260
Q03405 P08631
Q09472 Q10571
P18206 Q9NYB9
Q08999 P04049
P00966 Q9H1I8
P08631 Q53H12
P42574 Q00839
P16234 P19174
Q15811 P29323
Q9BSU1 Q9P2E2
Q8N4C8 Q8WXD9
P51636 Q14254
Q9NZ81 Q53G59
Q8IZT6 P53350
Q9UBJ2 P28288
O14924 P49146
Q86VP1 Q07960
Q9Y6W5 P60709
P52564 Q16539
Q04206 P49716
P12956 Q86X76
Q99612 Q12789
Q9Y6W5 P60953
O60603 P08571
P46937 P27348
Q92793 P08651
Q8NHQ1 Q9H9D4
Q2VWA4 Q15796
Q9Y618 Q07869
P98082 P62993
Q12846 P20339
Q9UKW6 Q8N6T7
Q96QH2 Q13094
Q02641 O00555
Q9UGN5 P18887
P16150 P26038
Q8TDR4 Q14582
Q16666 Q02363
P12004 P14635
P12931 Q9Y6K9
P09619 Q14451
P11166 P27824
Q96S82 P46379
O75688 O43318
Q9UMS0 P54198
Q05086 O15126
P26951 P08700
P10827 Q02078
Q9NRH2 P05412
P57105 P98164
Q6Y2X3 P21728
O43913 Q9UBD5
Q9Y6Q5 Q10567
P19387 P62875
Q8N4C8 P07197
P01589 P60568
Q92667 P31323
Q9C0A6 Q15834
P08133 P01023
P06493 P08670
Q9C0H9 P56945
P48029 P13987
Q13105 P35548
Q96RI1 P48443
Q04912 P19174
Q6ZRS2 Q92793
Q9UER7 P37173
P18848 Q13227
Q16816 P0DP25
Q9BWV1 P19022
P56817 P30101
O15263 P51684
P09486 P02751
P49790 P52292
Q14203 P18669
P27986 P06400
P10275 P63244
P62917 Q9H8M7
P17980 O75558
Q14155 P49023
P09327 P68133
P49757 P05107
P78406 Q9GZR7
Q92731 P48552
P17252 P51674
P13686 P10451
Q06455 Q9HBM6
Q07075 P06307
P51681 P63096
Q12962 P03372
P04637 P27694
P51681 P23458
P20226 P14859
Q13873 P12644
Q16520 P17275
Q96IP4 Q14145
Q96CV9 Q9HA65
Q15020 Q15287
P98175 Q86V42
Q9Y3A3 Q9BTT4
Q9NSV4 O15198
P00533 P05023
Q8NER5 P09529
O14867 Q9HBE1
O14682 P06400
Q9Y5X3 O15360
Q99623 Q13547
P00734 P50502
O00311 P33992
Q9BPW8 Q9HA65
P05386 Q9H1I8
Q03113 Q15283
P04637 P31350
Q9UBF6 Q13617
P10644 Q9ULZ3
Q86X55 Q13045
P12931 P78347
P35222 Q16665
P29084 P19447
P20591 Q9UL62
Q16539 P19634
P61981 Q9BPZ7
P46108 P04629
P46379 O95163
P20073 P30626
O00548 Q9H488
P28482 P17480
Q5JWF2 Q08462
P61006 O60828
Q8NF91 P02545
Q99750 Q9NRN7
P24928 Q13526
Q06187 Q05513
O76003 Q6UY14
P24941 P84022
P17028 Q13432
P62826 Q15797
P21246 Q9H5J8
O14931 P13987
Q08E93 Q15834
P36897 P27986
Q9Y3A3 P15531
Q9BVJ6 Q9GZM7
P32456 P49903
Q9Y5K6 P07947
Q9UHQ4 P51572
P56693 P56178
P06756 P16234
P01009 P17538
P24928 O43719
Q99933 P04049
Q9HAU5 P60842
P36957 Q05516
Q96EF0 Q96QG7
P27361 P51812
P21926 P05556
Q99962 P49418
P10599 P19838
P12757 Q14789
P27986 P20936
O75460 Q92905
P30530 Q13261
Q15365 Q8WVV9
Q16288 P18031
Q16621 Q16236
P51654 P01344
Q9Y561 Q9UBF9
Q92608 P46109
P46109 P22681
Q92974 Q9P2M7
P30874 O95837
Q7L5N1 Q8IYL3
Q15650 P19793
P55345 Q8N684
Q5T5P2 Q9NQT4
O43493 O00189
Q02641 P63167
P98082 P05106
Q9Y5C1 P05106
Q13627 O75533
P42224 P38398
Q99895 P01011
O43734 Q9Y6K9
Q16254 Q14978
P46777 P12081
P00533 P46108
P43628 P10321
P12931 Q9UGK3
O14949 P0CAP2
P10144 P20700
P01034 P54253
P43405 P19174
Q9Y3D0 O76071
P06127 P21854
Q9H5V7 Q9UKS7
Q9H2S9 Q9H5V7
Q96RJ6 P15923
P35222 P19793
P18846 P19784
Q03135 P36897
O76041 P60709
Q9UBC3 O60264
Q9UHB7 O60563
P20674 Q7L5N1
Q8IYJ3 P19878
P13688 P00533
Q9UQB3 P35222
P49841 Q13561
P42574 P31749
Q8N4C8 P31946
P05771 P18507
P41182 Q96J92
Q9NPD3 Q9NXE4
P09529 Q04771
Q9HAT0 Q15506
Q08752 P12235
P08253 Q96GW7
Q8N8G2 Q06413
O94763 Q9NPF5
Q96G25 O95402
Q9ULH0 P08138
Q15223 P15151
O60506 P21579
P30530 Q96S59
P49841 P41236
O43312 P42858
P00918 P19634
O95967 Q96EQ0
Q9NRL3 Q9BQ95
P00451 P04070
Q9UPU3 P01138
P04629 Q96PU5
Q9H944 Q96G25
Q9UKY0 P08865
Q04771 P36897
O60674 P16410
Q9Y5X4 Q9BQG0
Q14677 O43747
Q13571 Q96PU5
P07196 P12036
P41240 P17302
Q13651 Q08334
Q5JY77 P08173
P23760 P28360
P05412 P15336
P16581 P16070
O15162 Q5TA45
Q5JVS0 Q9UER7
P46109 P12314
Q15424 P99999
Q16623 Q01668
P03372 Q9Y6X2
P29972 Q15654
P06241 Q13224
Q9NZN5 Q14344
Q5T5C0 O00161
P18428 P63220
Q7Z460 P61981
P51817 P10644
P20023 Q00839
P08631 Q99062
Q15599 O00141
P15498 P04049
Q9BYV6 Q92995
O75629 Q08999
Q00535 P21860
P62760 Q86UW9
P51532 P52630
Q09472 O75444
O60307 P60484
O14936 O75056
Q9UJX6 Q8NHZ8
O43639 Q8N684
P68400 Q03135
P24666 Q9BYC9
Q9BPZ3 O95071
Q6X4U4 P12643
P35462 P62166
Q07507 P07585
Q6X4U4 P18075
Q99653 P19634
Q9H9D4 P50479
P49802 P19086
P05067 Q9Y6R0
P07288 P12272
P27348 P20807
P13385 P46379
P02775 Q9UBW8
O00299 P0DI81
P68104 Q00887
P68400 O00170
Q02447 Q09472
O00590 P51671
Q04724 P20823
Q96QU8 O60610
P21246 P60709
Q15700 Q9NZ94
P40424 P14653
Q9Y6J0 P27348
Q9Y5X3 P53675
P07947 P10721
Q04771 Q92793
Q7Z569 P01112
Q9NYL2 O14733
P17252 P10721
Q16539 Q02078
Q96JE9 Q13077
O60941 P11532
Q9UN86 P19838
P12956 P55769
P68400 Q01082
Q15477 Q8IZH2
O14817 P23229
P19838 Q9Y6K9
Q8WUA4 P06400
Q9NV92 Q96PU5
O00459 P35568
P20823 P40763
P27348 Q04912
P20827 P21709
Q9Y2W2 P12931
Q8IXK0 Q9Y4W6
Q9NPB6 P24723
Q9UKV5 P55072
P18848 P05412
Q9NZ94 Q92796
Q13352 P18084
P67870 Q16625
P32927 P19235
Q9H081 Q13185
P06401 Q13573
Q00688 P19784
Q13459 Q9Y6D6
O14981 P53602
Q99731 Q9NPB9
Q14934 P63104
O43157 P08581
Q9HAU5 P62851
P43403 P19174
O14594 P09429
P48039 O95292
P49005 P38936
Q16254 P28749
P53355 P28482
Q09472 P12004
Q99618 P30291
Q9NRD5 Q92692
Q13309 P49918
Q13490 P54826
Q15818 Q14257
Q9UHQ9 P99999
Q8NES3 Q04721
P40306 P21246
P25445 Q5T3J3
Q9UJY1 O95817
Q13416 P33993
P68400 P06401
Q99750 Q8WXS3
Q99613 Q8TAD8
O00587 P46531
P41235 P48552
P18433 P0DP25
Q13464 P53667
P09651 Q86U42
P49841 O15294
P98095 P13611
P23258 P27986
Q99590 Q01130
Q0VD86 P78396
Q14192 P35222
O00623 P40855
P56177 Q13485
P41220 P05129
O15379 P78347
P63151 P30154
P12814 P18206
Q9BVJ6 Q9Y2I6
P68400 P14317
Q9HCM9 Q96GG9
O95619 Q14980
P35240 P05556
P34972 P30679
Q15796 Q13501
O75052 P29475
Q14232 P49770
P16144 Q9UMD9
Q12816 Q93009
Q86UR5 Q04917
Q96QK1 Q13596
Q9H0E2 O00206
O00743 P78318
Q15911 Q9Y2I6
P19012 Q9NYB9
Q96CW1 Q92609
Q9H4B4 O96017
O14948 O75030
P63167 Q9NRX3
P68400 P10242
O00213 Q06481
P55265 O14980
P11142 Q9UNE7
Q00535 P15311
P78317 O15499
Q15700 O14910
P01130 O75553
Q93009 Q7Z6G3
O76071 Q8NBJ4
P17612 Q9BY41
P05129 P30086
Q05516 P35226
P01833 P11912
P01344 P11717
Q8WWW0 P10301
Q03135 Q9Y4K3
Q07960 P20936
P63104 P18089
Q92569 P08069
P52945 P11168
O15519 Q9UER7
P49286 P04899
Q96QH2 O75563
Q13772 P37231
O60641 O15294
Q8TAP4 Q9BQD3
P23760 Q99828
Q86Y22 O95777
P07357 P02748
Q8WUJ3 O75051
P45984 Q15427
O15527 P18887
Q6AHZ1 Q6VMQ6
P04637 Q13190
Q12933 Q9UI26
Q15714 Q9GZT6
P46934 Q96B97
P38432 Q9Y6D9
P06493 P22314
P78347 P25490
P45973 O15164
P31942 Q9UKR5
Q9BYG4 Q05513
Q15797 P31271
Q7Z5R6 P50552
Q12860 P46531
Q13753 P98095
Q03135 P05067
P50750 Q13503
P26718 Q29983
P49815 P27348
Q13435 O14776
P02538 Q04695
Q01780 Q9NZW5
Q9UKW4 P19174
O75676 P16220
P67870 P49427
Q8NBJ4 Q9C0J1
Q96GQ7 Q96I34
Q9Y5X4 O15379
Q9NZV8 P62166
Q9BV68 Q92530
O95721 Q9H4M9
Q9NPI8 O95897
P54762 P49023
P54253 Q14201
O95271 Q9UIQ6
Q15149 P20700
P48723 Q9NRR5
P11488 P25116
Q9UJY5 O75074
P20226 P35998
P02787 Q13509
Q9UQ80 P21860
Q13362 Q05655
Q00535 O75553
Q9NWB7 O00291
P21728 P30542
P04156 Q9Y3Q8
Q9Y228 Q13114
Q92793 P11831
P43364 Q9BQ70
P27361 P05023
P14735 P04150
Q8TAE8 O75293
O95425 P10275
Q8IXK0 P18124
Q96IK5 P42166
P20618 P49720
Q8TEW6 P06241
P00533 P08581
P42575 P30281
P09564 P07711
P48509 P26006
Q8WWL7 P24941
Q9UHF0 Q5JY77
Q7L804 P62491
Q06124 Q8N109
Q15645 O95486
Q6UB99 P60763
Q99816 P26358
P12931 P56945
P63261 P23528
P52803 P29317
P02675 P27797
Q04637 O95405
O00459 P06241
Q04771 P62070
P24928 P55199
O75182 Q15047
P02462 P02743
P61247 Q9BV94
Q9Y4A8 O60675
P37231 Q15788
Q08752 P54257
P35232 O14980
Q92793 Q99966
P50553 Q09472
O95196 Q9HD26
Q8NHY2 Q96FS4
Q6IA17 P51617
P62306 P62316
P56693 P15822
Q15560 Q5QP82
O15162 Q9H0B3
P21246 Q16363
Q86Y82 P54920
P61981 P04049
P51692 P29350
Q08116 Q12852
P04637 Q9H0Q3
P14651 Q09472
P20226 Q96A83
Q9BVP2 P04637
P02795 P04278
P30559 P32121
P17600 P20936
Q16594 Q8WVD3
O14544 P36897
Q8NHQ1 Q8IYF1
Q9H213 Q96SN8
P09769 P12931
O75553 P05067
P63104 Q9H0B6
Q96S59 P02786
P35638 Q16520
Q13547 Q9Y6D9
Q07960 Q6STE5
Q9ULV8 P12931
Q9BQY4 O60568
P01375 P07585
O95071 P52292
P54253 Q86Y13
Q8NFZ5 P19838
P61981 Q92804
