P15938 Q12354
Q07623 P34241
P08431 Q03774
P47172 P32366
P20676 P21827
Q12018 P05694
P54964 P12753
P35193 P39937
P16370 Q12223
P38261 P33334
Q04562 P32803
P36029 Q06137
P40442 P52923
Q00776 Q12329
P32381 P18851
P40303 P23595
P54837 P38968
P33421 P27999
Q05027 P50946
P22147 Q07350
P39997 P21268
P40509 P53894
P17064 P40075
P32529 P39557
P21691 P11978
P32457 P53890
P19262 Q02630
Q08428 Q06412
P17123 Q12208
P29055 P40557
Q02516 P06787
Q06410 P32912
P53927 P32892
Q04437 P17157
P07703 P22147
P53038 P29055
P53725 P32569
P13517 P38350
P32479 P18480
P13382 Q08032
P32529 Q03941
P16387 P26793
Q04031 Q04660
O74700 P32897
P07866 Q01919
P41832 P32381
Q08754 P53853
P48836 P22203
Q02775 P50086
P32849 P10862
P42073 P35728
P20676 P46970
Q08923 P32494
P38691 P40856
Q07980 Q03695
P53062 P46964
Q04675 Q12230
P36137 P38854
P38691 P21965
Q12446 P38837
O94086 P43562
P07251 P16861
P38238 P20433
P53924 P12695
P19882 P53933
P38931 P36130
P04397 P39984
P38616 Q12116
P38264 P53322
P36049 P53861
Q01560 P53235
P36130 P15992
P16140 Q99186
Q06218 P36160
P15992 P12754
P16474 P25303
P32380 P38863
P35723 Q99190
P14724 Q08683
P12709 Q04675
P41808 P25379
Q02199 Q06142
P39977 P47135
Q03231 P38853
P07806 P53040
P53337 P53045
P43619 Q12489
P15646 P33322
P38247 Q00582
P34252 P08431
P43321 P38203
P06103 Q05933
P32288 Q00764
P32500 Q03790
P04385 P26755
Q08963 Q02554
Q04377 P04173
P04173 P39009
P26188 P33750
P31378 P40364
P54861 P20676
Q08273 Q12440
Q12320 P38079
P16140 P32807
P53254 P53276
Q04177 Q04305
P25694 P40339
P07251 P36047
P38307 Q02574
P05150 P12753
P32776 P35193
Q08490 P53323
P23595 P23639
P16387 P38204
P22209 P38788
Q07930 P00830
P09064 P14741
P26188 P15703
Q06648 Q05031
P25586 P35194
P15992 P21304
P28496 P46961
P15992 P25846
P15790 P21951
P38691 P53894
P53971 P47068
P53261 P36160
P19358 P13186
P34234 P06208
Q03660 Q04183
P22804 P38182
P11076 P22804
Q08968 Q03677
Q12493 Q12330
P38633 P38834
P06102 P34909
Q05948 P53909
P40348 P22133
Q03723 P29055
P05694 Q12380
P53959 P53271
P47147 P40020
P43593 P40302
P32569 Q01852
Q02574 Q12035
P25639 P39928
P06701 P15992
Q02804 P53288
Q02574 P32800
Q07824 P14906
P24813 Q02630
Q02774 P87284
P38282 P36048
P53089 P47135
P08678 P01120
P38147 P25491
P18851 Q04004
P53040 Q03761
Q06208 P53247
P30822 Q03864
P25635 Q05946
P40582 P40260
P42938 P31539
P07251 P38987
P29056 P33339
P40507 P04147
Q12134 P32502
P23641 P38203
P06102 P06100
Q04231 Q02794
P43563 P27999
P43621 P53847
P39009 P32641
P38181 P20676
P32481 P38987
P30283 P20486
Q12417 P40413
P07703 P07248
P53197 P47079
P38819 P39704
Q02821 Q04066
P40577 P47135
P23642 P39107
P47135 P38299
Q12380 P19882
P15424 P38779
P53951 P47128
P38785 P48562
Q12446 P35184
P47117 P40518
P19882 P13365
P25651 Q08729
P29952 P39743
P38843 P53337
P53222 P41902
Q06417 Q06208
P48837 P30822
P33895 P32908
P53310 Q07418
P16140 P32641
P28000 P16140
P21825 P29055
Q12415 P38825
Q08496 P25582
P40070 Q08581
P38313 P53298
P38203 Q08562
Q04149 P40991
Q12305 Q04947
P53733 P04821
P23641 Q12446
P32558 P34218
Q00764 P32350
P38347 P47135
Q08729 P43602
P39735 Q12263
P29055 Q04951
P19524 P46948
P25491 P13365
P11633 Q12415
P09880 P32366
Q06208 P27895
P07251 Q03944
P39676 P17157
P39011 P50623
Q12753 P52918
Q12746 Q01519
P26188 P19812
P53145 P09440
Q01926 P32569
P32432 P36146
P39009 P00445
P32581 P07251
P43622 P06787
P46956 P49018
P40069 P23748
Q12460 P38011
P38875 P16474
Q06523 P47135
P38878 Q99287
P25569 P38191
P02557 P33296
P38987 Q05871
P02829 P06101
P25694 Q07350
P10363 P39008
Q12464 P11633
Q06159 Q12527
P40164 P27692
P38822 P20436
P41808 Q08754
Q02794 P41695
P38903 P23595
P38842 P53337
P52918 P40368
P04173 P53197
P38930 P32569
P38633 Q05946
P25639 P25354
P12954 P38957
P43588 P33297
Q03063 Q03373
Q02821 P33331
Q01454 Q03406
P53858 P34226
Q02795 P46964
P40070 P18480
P38753 P40343
P04037 P32796
P46961 P38992
Q05583 Q04748
P46971 P47017
P22141 P04173
P49687 P38770
Q08004 P32794
Q06102 Q04491
Q12523 P14680
P47076 P35718
P50113 P07702
P25644 P53905
P53242 P38987
P43639 P53254
P25299 P53633
Q12149 P53256
Q12272 P53914
P38079 P47135
P18239 Q12446
Q08182 P38288
P32496 P22141
P24783 P38968
P38993 P53181
Q06146 P33339
Q08683 Q04601
P17709 P40339
Q06629 Q07457
P16603 P39709
P22203 P37296
P52891 P53550
P21951 P27344
P53189 Q03375
P36108 P40063
P04817 P38842
P54885 P25847
P32366 P39904
P40303 P22141
P25591 P26755
P47037 Q12464
P02829 P38217
P19262 Q06410
P38827 P39706
P18851 P11986
P53197 P53068
P49687 P38181
Q12749 P39522
Q05027 P53040
P39979 P39979
Q07508 Q03776
P50094 P22134
Q06410 P40368
P18414 Q06451
P39954 Q06640
Q12171 P43587
P25655 P14680
P47133 P53073
P46957 P32366
Q02892 Q08004
P19882 P23595
P43545 P43545
P03962 P25367
P38282 P40018
P47037 P32618
P12954 P39875
P47124 Q01590
P38319 P25694
P33313 P40054
P38931 P53829
P31111 Q06032
P53900 Q07457
Q03280 P25586
Q03897 P07342
P14741 P18239
P04050 P27999
P38088 Q06436
P39743 P07260
Q02630 P28007
P40024 Q03862
P53954 Q03289
P32459 P32459
P39711 Q02209
P32490 P15992
P22137 P19735
P39743 P15180
Q08273 P33892
Q06681 P40485
P40362 Q12220
P38624 P25043
Q12021 P39076
P57743 P38266
P26448 Q12329
P38229 P32917
Q00916 P32639
P06777 P34237
P35172 P34730
Q12154 Q03935
P32364 Q02630
P32570 Q12321
P39940 P35210
Q02732 P25569
Q04429 P40054
P54999 Q06091
P46943 Q08273
P25655 P06100
P36121 P32910
P32479 P04173
P35727 P39968
P47135 P31373
P08539 Q04751
P32911 P38707
P48240 P47017
P35197 P39981
Q07834 Q03208
P32569 Q02336
P04173 Q07800
P48837 P51534
P40073 P24583
P47017 P47017
P52286 Q06479
P41940 Q04437
P32497 P32911
P04819 P02994
P26309 Q12464
P30657 P23639
Q00416 P43321
P04050 P35189
P53305 P32902
P20434 P20436
P14291 P25567
P36123 P50942
P39016 P31384
P53156 P07259
P00358 P40856
Q12464 Q05471
P16140 P52286
P53116 P52286
P19882 P08018
P53875 Q06630
P40032 P43588
Q12176 Q12754
Q04740 P26755
P29055 Q12373
P34162 P38304
P36049 P38789
P23059 Q03503
P42846 P38011
P32803 Q12250
Q06675 P52286
P38779 Q08496
P32790 P38257
P53112 P53112
P38811 P32494
Q12348 P40512
P45976 P42073
P06787 P34216
P40054 Q04406
P46655 P21957
P32502 P28274
Q03151 P07267
P34160 P53207
P38861 P24719
P32639 P39990
Q02630 P53747
Q06160 P06784
Q08649 P38806
P36037 P10964
Q02574 P53150
P29055 Q12038
P33767 P38428
P38865 Q02574
P43569 P31384
P03872 Q06411
P10080 Q06344
Q00539 P16521
P47821 P06100
P08468 P34078
P32917 P39010
P06839 Q03690
P38987 P22137
P47135 P38623
P12904 Q00684
Q99401 P25454
P11075 P32524
P02400 P38205
P38840 P08018
P20967 P38316
P38555 P36108
P38301 P32529
P31379 P35206
Q06644 P38842
P12686 P32902
O13566 Q03083
Q12030 P11747
P33299 P89105
P17423 P17423
P02829 P52918
P12945 Q04964
Q12464 Q04437
P30620 P05150
P38820 P02994
P38862 Q07879
Q12432 Q02821
Q12047 P29055
P31412 Q12349
Q12380 P00358
Q08241 P54999
P00447 P23337
P32342 P38985
P21951 P49956
P47093 P53863
P50088 Q02516
P38282 P32639
P38288 P40152
P09624 Q08273
P36047 P19657
P34730 P33749
P37020 P32912
P30624 P38217
P25441 P36121
P39723 Q02630
P39744 P53254
P32366 Q07684
P16622 P07170
P07270 P07270
Q06142 Q06178
P35723 Q12164
P47093 P19735
P41695 P26449
P23641 P53622
P53905 P19735
P32337 Q02629
P23968 Q06451
P50947 P22579
P36057 P33335
P38843 P33401
Q12377 P03069
P36108 P06100
P53599 P17629
P19882 P25569
P46947 P22147
P53879 P25615
P08431 P40054
P54999 Q12349
P16140 Q03897
Q06675 Q12368
P39742 P14906
P08456 P35206
P15790 P38789
P53049 P25580
P39960 P40164
P02829 P06243
P21827 P40517
Q08496 P04147
P40892 P40892
P32908 P17119
P47074 P26449
Q12297 P42941
Q02908 P42935
P32794 P47135
P39707 P47135
P53735 Q12343
P46682 P32873
P32350 P09624
Q06708 Q00916
Q08686 P53923
P32478 P38240
P15703 P23595
Q08278 P32585
Q12495 Q06142
Q07807 P38769
P36000 P38791
P04173 P21268
Q12522 P06633
P47135 P16474
P50108 P46985
P11075 P43535
P11076 P14540
P04385 Q00684
P32769 P33309
P32319 Q03063
P32366 P36102
P25491 Q03944
P50944 P36057
Q08444 P39730
P39014 Q12018
P43621 P32074
Q06406 P51979
P25491 P32259
P38321 P04821
P38748 P53253
Q06410 P32902
Q04069 Q12154
P40518 P32381
P47150 P32902
P42838 P32366
P40356 Q08269
P53184 P53184
Q12102 P35728
P22204 P33297
Q12349 Q04100
Q08269 P32502
P53040 P32494
P32790 P39015
P17709 P17709
P25491 P87263
P38699 Q12497
Q12072 O13329
P04397 Q03897
P38333 P53254
P53196 P38886
P32805 Q02821
P33419 P16522
P26309 P39076
P40054 Q99318
P32337 P40577
P38788 P32527
P25555 P15565
Q12517 P57743
P38956 Q12250
Q04660 P37838
P32458 P41940
P32796 Q07732
P25613 P37020
P33418 P33296
Q08271 Q08144
P38275 P21264
Q03435 Q12464
Q06541 Q07732
P11075 P32074
P34221 P16861
P39008 Q03935
P52918 P20676
P47075 P38264
P25303 Q12223
P15992 P40856
P11075 P38130
Q04437 P25491
P53261 Q03532
P25297 P47135
P23968 P38238
P00830 P15891
P06105 Q04675
P38217 P53755
P02994 P38080
P46677 Q04226
Q12411 P48232
Q12330 Q08963
P27999 P38302
P39743 P37370
P25847 Q00578
P40351 P17898
P32939 P05986
Q08728 P38633
P50108 P21825
P14741 P07253
P25491 Q99181
P38042 P16522
Q04149 P24869
Q06406 P38203
P38428 Q12445
P15790 P32657
P08431 P39108
P46965 P38264
P32502 P25651
P33339 P32367
P32524 P38282
P32582 Q12749
Q08601 P02829
P32478 Q12264
O94742 Q06103
P32381 P47117
P38286 P04817
P38788 P38123
P38217 P40471
P21825 P38993
P40047 P32621
P32837 Q04697
P19882 P13902
Q02866 P38122
P31384 P25367
P07170 Q07350
P06700 P15703
P05150 P40494
P53271 Q01590
P32786 P17558
P41920 P21827
P27801 P07259
P53923 P40554
P17709 P31244
P39954 P24719
P00830 Q07350
P53073 Q12431
P02992 P32569
P38875 P32565
P33767 P32842
P49704 P36527
Q04162 Q08743
P53286 P53909
P38822 P24814
P26754 P02293
P06787 P53119
P09624 P53082
Q12329 Q04660
Q12199 P43612
P53861 P53254
P38356 P25580
P23639 Q06137
P32366 P38836
P33420 P38822
Q06164 P47050
P53254 P46995
P47135 Q12247
Q07623 P38811
P54999 Q06411
Q12154 Q12284
P40559 P35817
Q04697 P33767
Q04660 Q04149
P06168 Q12343
Q04491 P36161
P36060 Q00684
P15424 P27705
P07260 P35194
Q02821 Q12178
P27515 P38987
P23642 P04385
P39007 P41543
P36519 P38064
P38837 P25358
P08518 P32458
P40539 P38763
P32794 Q02630
P36124 P50111
P22216 P32562
Q12196 P33442
P04385 Q06436
P19735 P13663
P05626 P07251
O13512 O13567
Q12225 Q03330
P35189 P23255
P23369 P31334
P40048 P22137
P05694 P20053
P47135 Q08601
P48237 P33759
Q08909 P39940
Q12449 P31378
P25651 Q12017
P32628 Q02939
Q03330 P35177
P06783 Q08215
P48240 Q05636
P43560 P29055
P27692 P22696
Q12046 P54999
P23595 P30656
P41810 P53622
P04051 P47076
P19735 P04173
P32462 Q12136
P38153 P04173
Q01649 Q03690
P32074 P22804
P25635 P34247
Q04868 Q02884
Q02908 Q02908
P50947 P33441
P38013 P38013
P35194 P15938
Q07824 Q02774
P48439 P39007
P38842 P25358
P40048 P34730
P48837 P46673
Q03290 P06839
Q12124 P40094
P42884 Q06142
P53011 P46673
P27801 P40069
P48743 P53125
Q01329 P36104
P32569 P53834
Q04951 Q07541
Q12446 Q12329
P53196 P32565
Q04740 P07806
P46974 P15938
P17214 P25270
P16474 P22336
Q03690 Q01159
P25637 P47135
Q00245 Q12500
P37303 Q02821
P53163 P05317
P45976 Q12102
Q12236 P12709
P47147 Q04053
P41940 P53949
P15436 P47110
P43593 P40327
P07884 P40011
P40917 P53934
Q12263 P38615
P53254 P40362
P40477 P46970
Q12044 P53152
P07703 P32349
P39743 P40956
P32628 P38886
P17967 P17214
P36010 Q06142
P20424 P39743
Q02630 P36224
P42845 P22579
P52891 P43637
P53244 P39940
P05150 P53769
P38310 Q08271
Q07350 P32843
P38934 Q12395
P20433 Q06706
Q08503 P12683
P53122 P53043
P32807 P23301
P38238 P39943
P38427 Q00764
Q12522 Q08004
P33204 P38328
P36076 P38930
Q05583 P11986
Q06205 P40991
P40069 P19262
P12385 P38737
P15625 P14741
Q99186 P04173
P14741 P12709
P32911 P06103
P49686 P52918
P31244 P23641
P32842 Q07824
P53093 P32776
P39743 P39743
P06103 P38930
Q05775 P32911
P49955 P54999
P53924 P02994
P37838 Q06218
P38217 P14742
Q08204 Q99332
Q99271 P25639
P40971 P41543
P39723 P38853
P39995 P21264
P46677 Q02336
P32803 Q02774
P25371 Q06815
P15705 P20053
P15424 P53883
P38874 Q04868
P38753 P38351
P15303 Q99394
P38319 P25367
P53927 Q04660
P46983 P40971
P32566 P16387
P07259 P05317
P38304 Q08278
P36168 P43637
Q04697 Q12372
P36062 P38286
P33322 P39935
P12695 P10823
P11076 P34760
P38820 P40465
P02994 P11076
P38150 Q07729
P25348 P40583
P32337 P02309
P32572 P32602
P07991 P06777
P46965 Q08227
P06787 P12709
P04173 P41735
P53718 P12683
P40957 Q06629
P42843 P17709
Q04749 Q06410
P04037 P07255
P26448 P25491
Q03435 Q07458
P36520 P36516
P23641 P11075
P36523 P14907
P53011 Q08496
P22209 P38011
Q07824 P53045
P25555 P17629
Q12154 P53192
P33419 P32380
Q04491 P38732
Q12516 Q03441
Q02795 P38286
P47135 P26793
P39977 P36108
P40020 Q12038
P15646 P25635
P40554 Q02821
P07283 Q04675
Q03714 P36775
P14906 P40073
P14747 P25296
Q12692 Q06707
Q92317 P40096
P40582 P40582
P00830 Q12206
Q04748 P24719
P19358 Q03957
Q06200 P06787
P15790 P23615
P35718 P20434
Q12446 P29366
P35723 P49018
P41832 P02994
P53847 P53622
P53843 P32502
Q12446 P38764
Q12330 P32469
P33297 P53549
P39928 Q07688
P32337 Q12004
Q12248 P35734
Q03177 P53335
P07251 P00854
Q99190 P38837
P46993 P10355
P32855 Q06245
P32578 P47017
P53220 Q12098
P16140 P20459
P29055 P40049
P17536 P06787
P53093 P53093
P25491 Q12749
P21651 Q03012
P38264 P46956
P39944 P25043
P11986 P43601
P33895 P47149
P46946 Q06142
P50942 P39676
P32324 P38011
P32179 P38237
P32569 P49435
P40486 P42836
P25303 P31378
P53968 P38889
Q12525 P38260
P50080 P35210
P24871 P20486
P31379 Q07824
Q08270 Q02794
Q08004 P38861
P47017 Q07897
P04050 P20436
P49687 Q02629
P53083 P22336
P40093 P51534
P38920 P35187
Q03834 P31244
P43607 Q07623
P04786 P32558
P25385 P53600
Q05779 P29055
P38439 P38237
P19882 Q12223
P19812 P39108
P39935 P47027
Q03660 P36149
Q06168 Q02866
Q03944 P35191
P38758 Q08831
Q08273 P35191
P38764 P32458
P38886 P38634
P08458 P15992
P25342 P04807
P15790 P53254
P48837 Q02199
P28241 P06839
P40473 P40473
P39108 P04397
Q12134 P40956
P33297 P40492
P07256 P53550
P32337 P39713
P12709 P25343
P38859 P13099
P17255 P06838
Q02725 P32335
P46961 P38356
Q01684 P27999
P43593 P38886
P40567 P38282
Q12006 P53181
P40963 P32366
P34216 Q04748
P15380 P47029
P38428 P33448
P31383 Q03375
P53894 Q12118
P40548 P12683
Q08270 Q05031
P53127 P53917
P14540 P14904
P53326 Q04437
P39081 P04147
P23255 Q03750
P46947 P53086
P39996 P52290
Q04396 P40032
Q08144 Q04338
P43321 P53207
P15705 P06243
P32318 P32318
Q12283 P36032
P28000 Q06149
P40089 P25345
P35203 P17106
Q08921 P41318
P31334 Q04599
P25343 Q05670
Q08683 P09798
Q03162 Q04660
P38757 P13712
P35497 P20676
P37838 Q12019
P38319 P34223
P40069 P19880
P33750 Q05022
Q04183 P32613
P19735 P47143
P29703 P22007
P38987 Q04437
P09547 P43554
P05150 P52490
P49686 P49687
Q03435 P53115
P46946 P46946
P22141 P19882
P09119 P50874
P47068 P40563
P38257 P32793
P32917 P32917
P38077 Q00684
Q02795 P41543
P38011 P32589
P06778 P06778
Q02774 P35206
P39992 Q12023
Q02821 P29468
P40164 P32914
P33750 P39077
Q12341 P32497
P02309 P37303
Q03944 P07259
P07257 Q12083
P54072 P38147
Q07824 P40548
P40548 P38353
P28003 P46677
Q05518 Q03559
Q06078 P32495
P11972 P48568
P41800 P25694
P38920 P39875
P06774 Q12159
P36057 P35206
P38129 P03069
Q02629 P36161
P38987 P38323
P42841 P15992
P38112 P33892
P25344 Q04149
P38217 P15703
Q12223 P07283
Q01454 P13382
Q12245 P32379
Q06142 P32836
P12954 P05150
P41800 P36029
Q12016 P32912
P22470 P07251
P40073 P40073
P46961 Q03655
P53125 Q03435
P47093 P38228
P39727 Q03103
P39935 P02309
P25694 Q06834
P35191 Q00916
P38316 Q12250
Q12464 Q12345
P25655 P46677
P05150 P25301
P53267 Q12527
P80667 Q04370
P19659 P47822
P53629 P38286
P52918 P52891
P16474 P41695
P07149 Q08273
P41810 P22804
Q12118 Q12125
Q02630 O13576
P21243 P21242
Q05900 P33203
P38682 P41810
P40557 Q12349
P32908 P12753
Q04437 P49435
P32562 P53934
P46965 P47135
P32767 P32381
P35723 P38993
P25655 P53829
P25298 P04147
P38881 P00045
P39998 P34226
Q04373 P36068
P32628 P32628
Q02794 P14741
P38989 P33419
P54860 P34223
P22035 P53066
P25584 Q12082
P32588 P47170
P09624 P06843
P46973 Q08932
P25621 P14906
P53896 Q02574
P43321 P23201
P40341 P00431
P17629 P53552
P20676 Q08229
P33297 P32337
Q07896 P15790
P20448 P25567
P47142 Q04272
O13554 P38177
P53959 Q01590
Q07549 Q06103
P35688 P57743
Q12176 P40991
Q05785 P36130
Q03375 P47135
Q02457 P46677
P39077 Q00362
P35197 P53108
P33301 P16140
P04173 Q00362
Q06676 P11972
P36160 Q03862
P36006 P40450
Q04067 Q06324
Q04659 P32337
P06243 Q06708
P32389 P39014
Q12330 P19736
P07703 Q12464
Q12446 Q12446
P53090 Q12749
P41896 P20434
Q04675 Q03690
P32582 Q02821
P32529 P10964
P34730 P33748
P41896 P08518
P32569 P38824
P00175 Q02776
P39984 P28274
P11972 P40450
P53323 P38705
P39073 P38931
P25694 Q04660
P25580 P53322
P32641 P25491
Q03654 Q03654
P36162 P35734
Q12318 P38957
P53165 P35177
P02994 Q12003
P36132 P53323
P34252 P15019
P38861 P38987
P46949 Q07471
Q06266 P23394
P39981 P38998
P02829 P40339
Q06551 P41912
P53894 P06786
P35729 P00927
P16521 P38151
P38203 P40395
P40059 Q08032
P32529 Q07555
Q03818 Q03818
Q07979 P38144
Q12154 P33749
P25358 P43555
P29468 Q01329
P36013 P32366
P49956 P38629
Q07660 P25617
P22214 P20606
P09798 P53068
P05085 P49957
P23615 P53550
P19882 P38873
P80667 P50091
P50091 P27796
P19880 P32337
P33891 Q05934
Q08915 P40038
P34217 P38633
P08964 Q12038
Q08723 P43593
Q07350 Q04195
P53837 P47017
P43562 Q03818
P52286 P38634
P53011 P07342
P07271 Q04734
Q07478 P25555
P32366 Q12446
P38884 P36124
Q12306 P39521
Q05515 Q08023
P15790 Q03532
P25591 Q12089
P53857 Q03790
Q06405 P05626
P05373 Q02821
P53156 P07251
P05318 Q12349
Q12349 Q08222
Q06675 P40057
P40548 Q05015
Q06707 Q12464
P32917 P25344
P47037 P39523
P32908 P32562
P38987 P39979
P32337 P32473
P17709 P39108
P38431 Q02892
P53197 P12709
P40352 P16474
P41800 P26755
Q02950 P28817
P32830 P87108
P25338 Q12349
P18851 P14742
P38909 P29055
Q12100 P39721
P36164 P41544
P49704 P33759
P53322 P40548
P32861 Q12380
P40991 P33201
Q06538 P20107
P15992 Q00776
P24482 Q04437
Q08496 Q08208
P26754 P47171
Q08647 Q08822
P32602 P22213
P37370 P17255
Q04437 Q12415
P23301 P19735
P02994 P39743
P47821 P39073
P53731 Q07657
P53286 P41811
P10080 P39935
P32861 P40316
Q03818 P38316
P12709 Q02574
P16661 P33767
Q12161 P38348
O13519 P19657
P32863 P07251
P32335 P32366
P39076 Q00362
Q12025 P38822
P38988 P25297
P38238 P47072
P38773 Q06410
Q12255 P32602
P53549 Q04177
P38842 P16603
P32523 P28320
P25491 P40348
P39985 P40055
P46151 P15938
P09624 Q04675
P47135 P38834
P42942 P40054
P38328 P37838
P39008 P32569
P25655 Q12297
P54786 Q00362
P36053 P04050
P05150 P22336
P40316 P40316
P43124 P15705
Q12349 Q03707
Q04305 P25586
Q99257 P36036
Q12453 Q02630
P38431 P38249
P15303 P29295
P22216 P53254
P04173 Q00776
Q12306 P32908
P16474 P41800
Q07657 Q12263
P57743 Q06406
P42841 P39076
P53934 P47135
P25343 P00358
P38987 P21524
Q12230 Q12052
P11710 P34250
P35197 P06197
P08678 P04173
P35723 P38729
Q04048 P38302
P40469 Q08930
P32863 P35691
P18851 P08539
P53939 P27515
P39958 P36018
P38126 P38633
P15992 Q12152
P40991 P07251
Q99316 P38714
P19882 P25644
P14904 P39108
P40066 P49686
Q12248 P25299
P07251 P53127
P29366 P32944
P06704 P32380
P32473 P12695
Q02630 P32499
P32357 P32495
P15703 P32641
P32790 Q06604
P53437 P25344
P33322 P20448
P09938 P06838
P47010 P32569
P09440 P02309
P32528 P04173
P25659 P38987
P16661 P23968
Q00916 P36123
P12383 P19659
P53894 P40484
P38523 Q05580
P20676 P04147
P38782 P32570
Q12487 P05453
P11986 P24719
P35817 P32584
P25358 Q08193
P38286 P38356
P52891 P53011
P46961 Q12136
P47061 P39904
P32836 P32767
Q03790 P49687
P10662 P32902
Q01532 Q05946
P39706 P32571
P45819 P30822
P40971 O13517
P38615 P32634
P02994 P24719
Q06675 Q12352
P06242 Q03290
P38708 P43612
P31376 P40574
P04173 P31378
P32529 P38324
P31116 P39743
P05150 P28519
Q04217 P38333
P22149 P19880
P17709 P05317
P33767 P38264
Q04636 Q12161
P53108 P53039
P12904 P15790
Q04697 Q12154
P53079 P40971
P17255 P52286
P53935 P36083
P38819 P32803
P38784 Q02725
P38166 P32854
P08456 P38842
P07170 Q00684
P41546 P41546
P38264 P21147
P19882 P36009
P50111 P54786
Q08650 P32602
P09440 P12385
P02994 P39081
P38764 P38123
P06787 Q07878
P32581 Q12464
P35207 Q08491
P21957 P22579
Q12134 P33338
P25344 P39723
Q08581 Q06208
P53136 P38112
P32791 P43562
P36516 P53875
P38191 P13517
P38337 P38123
Q06078 P38262
P04050 Q01159
Q99190 P38264
P37296 P32366
P47154 P38353
P41896 P38877
P19882 P31384
Q00246 P00358
P38729 P38264
P53068 P16522
P32836 P47123
P35728 P33122
P25344 P45976
P16861 P24814
P47181 Q12349
Q02574 P04385
P08456 Q06644
P31244 Q12692
P36131 P53267
P21339 P41832
Q08204 P40562
Q06543 P47122
P43577 Q04067
Q04675 P38077
P53038 P06243
P39076 P14540
P43565 Q12030
P32582 P29295
Q02884 Q02908
P80667 P39929
P38342 O13574
P35194 P02309
P00830 P40991
P38334 Q04183
P32333 P13393
P14741 P32502
P53316 P40561
P39692 Q04477
P19735 P33334
P32325 P22216
P07256 P29295
P38881 P07143
P05317 Q05881
P31334 P35194
Q02774 Q07376
P29704 P40582
P36224 P32776
P38147 P40316
P22216 P25302
P33767 P46964
Q12402 P49018
P22137 P38316
P39016 P39008
P46948 P53859
P38194 P50101
P43321 Q06819
P53622 P25655
P04397 Q06164
Q03388 P53201
P16451 P31244
Q12176 P42945
P54839 P47135
P38922 P40507
P23641 Q07657
Q12165 P00830
Q04697 P46965
P08536 P38852
P07248 P46677
P32578 Q06208
P32379 P23595
P32454 P47033
P05453 P38996
P13186 Q12329
P13393 P32585
P35191 P39743
P38789 P34241
P38883 P53313
P53091 P29469
P32641 P38629
P02557 Q06001
P32389 P17106
Q12154 P38868
P47079 P38629
P26755 Q03834
P39958 P32939
P25293 P25293
Q12306 Q12306
Q03246 P28817
O13329 P22216
Q07350 P40071
P53983 P25346
P22696 P41895
P40960 P00924
Q00776 P28274
P46677 P32259
P00924 P24719
Q03707 Q02821
P20676 P20435
P42946 P38264
P32583 Q03973
P29055 P07278
P41811 P39078
P12695 P06243
P33750 P42943
P48562 P32334
P38333 P25586
Q06538 P38328
Q06506 P32264
P36084 Q07350
P38374 P39102
P24869 Q08729
P47135 P35718
Q07528 P38204
P33759 P53037
P20424 P36130
P36010 P36010
Q03862 P40078
P35845 Q02630
P04397 Q04177
P41940 P40362
P22141 P47079
Q99181 P02994
P43555 P36057
Q05942 Q12176
Q06648 P38785
Q06598 Q04399
P42847 P32902
P38822 P40554
Q02606 P20486
P25652 Q06344
P25299 P32499
P25367 P25367
P14020 Q00684
P04386 P32570
P53927 P53261
P38749 Q02630
P08524 Q12380
P39935 P07260
P38629 P43588
Q02892 P36160
P15891 P29295
P25293 P53939
P25491 Q00916
Q06410 P48837
P25294 Q04437
P40693 P53927
P47093 P53742
Q12223 Q12449
P09938 Q04675
P32832 P21538
Q04305 Q04660
P06100 P38633
P19658 P22224
Q05583 Q12329
P40095 P38253
P40069 P04456
P17709 P25342
P38863 P53378
P43625 P06243
P40475 P38264
P22214 P38909
P10080 P17214
P00830 P53632
P39008 P13382
P49957 P53738
P32767 P38316
Q04660 P25808
